,SOLDDATE,CUSTID,PRODNAME,PRODCODE,REGION_U,TEMP,HUM,CONSTRUCTION,CONSTRUCTION_RATE,QUANT
24,2019-01-02,2002700,PEMA-HR1000,PEMA013122400,부산광역시,-1.315055589,-1.916305546,-0.797753588,-0.561656728,4500.0
25,2019-01-02,2001200,PEMA-HR1000,PEMA023041503,충청남도,-1.936167467,0.387169158,-0.797753588,-0.561656728,6000.0
26,2019-01-02,2007200,PEMA-HR1000,PEMA253048300,충청남도,-1.936167467,0.387169158,-0.797753588,-0.561656728,6000.0
27,2019-01-02,2001500,PEMA-HR1000,PEMA013010900,충청남도,-1.936167467,0.387169158,-0.797753588,-0.561656728,6000.0
28,2019-01-02,2001800,PEMA-HR1000,PEMA033046500,서울,-1.957222107,-1.411265637,-0.797753588,-0.561656728,4000.0
29,2019-01-02,2004800,PEMA-HR1000,PEMA033046500,서울,-1.957222107,-1.411265637,-0.797753588,-0.561656728,4000.0
30,2019-01-02,2001600,PEMA-PCM2000,PEMA023080008,경기도남부,-1.999331387,-0.284164378,-0.797753588,-0.561656728,3500.0
31,2019-01-02,2002500,PEMA-HR1000,PEMA013122400,부산광역시,-1.315055589,-1.916305546,-0.797753588,-0.561656728,4500.0
32,2019-01-02,2004104,PEMA-HR1000,PEMA013099140,경기도남부,-1.999331387,-0.284164378,-0.797753588,-0.561656728,5000.0
33,2019-01-02,2005100,PEMA-HR1000,PEMA023105100,경상북도,-2.030913347,-0.561320426,-0.797753588,-0.561656728,4500.0
34,2019-01-02,2002700,PEMA-HR1000,PEMA013118500,강원도,-2.041440667,-0.783045263,-0.797753588,-0.561656728,4500.0
35,2019-01-02,2006000,AE,SSA013048200,경상북도,-2.030913347,-0.561320426,-0.797753588,-0.561656728,4500.0
36,2019-01-02,2001102,AE,SSA013035307,서울,-1.957222107,-1.411265637,-0.797753588,-0.561656728,3500.0
37,2019-01-02,2005700,AE,SSA013035315,경기도남부,-1.999331387,-0.284164378,-0.797753588,-0.561656728,5500.0
38,2019-01-02,2005900,PEMA-HR1500,PEMA033021700,부산광역시,-1.315055589,-1.916305546,-0.797753588,-0.561656728,4000.0
39,2019-01-02,2005600,PEMA-HR1500,PEMA033027400,부산광역시,-1.315055589,-1.916305546,-0.797753588,-0.561656728,4000.0
40,2019-01-02,2003400,PEMA-HR1500,PEMA023092101,경상남도,-1.599293228,-0.542843356,-0.797753588,-0.561656728,4500.0
41,2019-01-02,2004100,PEMA-HR1500,PEMA013071300,인천,-1.851948908,-1.041724241,-0.797753588,-0.561656728,5000.0
42,2019-01-02,2002800,PEMA-HR1500,PEMA013120100,충청북도,-1.767730348,-0.881589636,-0.797753588,-0.561656728,5000.0
43,2019-01-02,2005900,CSA5000,PEMA023105210,대구광역시,-1.494020028,-1.626831452,-0.797753588,-0.561656728,5500.0
44,2019-01-02,2001600,CSA5000,PEMA023001800,경기도북부,-2.146713867,-1.208017869,-0.797753588,-0.561656728,5000.0
45,2019-01-02,2006200,CSA5000,PEMA013061900,경상북도,-2.030913347,-0.561320426,-0.797753588,-0.561656728,5000.0
46,2019-01-02,2004700,CSA5000,PEMA023001000,인천,-1.851948908,-1.041724241,-0.797753588,-0.561656728,5500.0
47,2019-01-02,2004901,CSA5000,PEMA013126100,충청남도,-1.936167467,0.387169158,-0.797753588,-0.561656728,6500.0
48,2019-01-02,2001800,CSA5000,PEMA023054400,충청남도,-1.936167467,0.387169158,-0.797753588,-0.561656728,6500.0
49,2019-01-02,2001200,CSA5000,PEMA023006200,충청남도,-1.936167467,0.387169158,-0.797753588,-0.561656728,6500.0
50,2019-01-02,2003200,PEMA-SR2000,PEMA043091500,울산광역시,-1.388746828,-2.027167964,-0.797753588,-0.561656728,3000.0
51,2019-01-02,2007302,PEMA-SR2000,PEMA053048519,울산광역시,-1.388746828,-2.027167964,-0.797753588,-0.561656728,3000.0
52,2019-01-02,2006612,PEMA-SR2000,PEMA043091500,울산광역시,-1.388746828,-2.027167964,-0.797753588,-0.561656728,3000.0
53,2019-01-02,2006609,PEMA-PR1000,PEMA013129802,경상남도,-1.599293228,-0.542843356,-0.797753588,-0.561656728,7000.0
54,2019-01-02,2003500,PEMA-HR1000,PEMA033009000,전라남도,-1.451910748,-0.204097076,-0.797753588,-0.561656728,5000.0
55,2019-01-02,2003900,PEMA-HR1000,PEMA013060900,충청북도,-1.767730348,-0.881589636,-0.797753588,-0.561656728,5000.0
56,2019-01-02,2003400,PEMA-HR1000,PEMA013030400,대전광역시,-1.788784988,-0.09939368,-0.797753588,-0.561656728,5500.0
57,2019-01-02,2006800,PEMA-HR1000,PEMA153001100,강원도,-2.041440667,-0.783045263,-0.797753588,-0.561656728,4500.0
58,2019-01-02,2004000,PEMA-HR1000,PEMA013019701,강원도,-2.041440667,-0.783045263,-0.797753588,-0.561656728,4500.0
59,2019-01-02,2003100,PEMA-PR2000,PEMA023901510,전라북도,-1.609820548,0.362533065,-0.797753588,-0.561656728,5500.0
60,2019-01-02,2005200,PEMA-580FX,PEMA023098200,충청남도,-1.936167467,0.387169158,-0.797753588,-0.561656728,12500.0
61,2019-01-03,2006300,PEMA-SR2000,PEMA013076910,대구광역시,-1.441383428,-2.193461593,-0.797753588,-0.561656728,2500.0
62,2019-01-03,2007200,PEMA-HR1000,PEMA013125500,충청남도,-1.873003548,0.140808228,-0.797753588,-0.561656728,5000.0
63,2019-01-03,2002600,PEMA-HR1000,PEMA013052400,경기도남부,-1.830894268,-0.826158426,-0.797753588,-0.561656728,4500.0
64,2019-01-03,2006612,PEMA-HR1000,PEMA033041500,경기도남부,-1.830894268,-0.826158426,-0.797753588,-0.561656728,4500.0
65,2019-01-03,2005300,PEMA-HR1000,PEMA023105100,경상북도,-2.041440667,-0.949338892,-0.797753588,-0.561656728,5000.0
66,2019-01-03,2004000,PEMA-HR1000,PEMA013105210,대구광역시,-1.441383428,-2.193461593,-0.797753588,-0.561656728,4000.0
67,2019-01-03,2003100,PEMA-HR1000,PEMA023109400,대구광역시,-1.441383428,-2.193461593,-0.797753588,-0.561656728,4000.0
68,2019-01-03,2006200,PEMA-HR1000,PEMA013013010,대구광역시,-1.441383428,-2.193461593,-0.797753588,-0.561656728,4000.0
69,2019-01-03,2003900,AE,SSA013082500,경기도남부,-1.830894268,-0.826158426,-0.797753588,-0.561656728,4500.0
70,2019-01-03,2001500,AE,SSA013069401,서울,-1.809839628,-1.657626568,-0.797753588,-0.561656728,4000.0
71,2019-01-03,2004400,CSA5000,PEMA033035303,서울,-1.809839628,-1.657626568,-0.797753588,-0.561656728,5500.0
72,2019-01-03,2006800,PEMA-HR1500,PEMA033014200,울산광역시,-1.294000949,-2.599957129,-0.797753588,-0.561656728,3500.0
73,2019-01-03,2006500,PEMA-HR1500,PEMA143057600,울산광역시,-1.294000949,-2.599957129,-0.797753588,-0.561656728,3500.0
74,2019-01-03,2004000,PEMA-HR1500,PEMA053046500,서울,-1.809839628,-1.657626568,-0.797753588,-0.561656728,5000.0
75,2019-01-03,2007302,PEMA-HR1500,PEMA053046500,서울,-1.809839628,-1.657626568,-0.797753588,-0.561656728,5000.0
76,2019-01-03,2004600,PEMA-PR2000,PEMA023901510,전라북도,-1.609820548,0.079217995,-0.797753588,-0.561656728,4500.0
77,2019-01-03,2007302,PEMA-HR1000,PEMA013125500,충청남도,-1.873003548,0.140808228,-0.797753588,-0.561656728,5000.0
78,2019-01-03,2005300,PEMA-HR1000,PEMA063041501,인천,-1.715093748,-1.238812986,-0.797753588,-0.561656728,5000.0
79,2019-01-03,2002600,PEMA-HR1000,PEMA013049303,경상북도,-2.041440667,-0.949338892,-0.797753588,-0.561656728,5000.0
80,2019-01-04,2004500,PEMA-PR2000,PEMA013129803,충청남도,-1.736148388,0.867572974,-0.797753588,-0.561656728,4000.0
81,2019-01-04,2006600,PEMA-PR1000,PEMA023129801,충청북도,-1.567711268,-0.850794519,-0.797753588,-0.561656728,7000.0
82,2019-01-04,2007100,CSA5000,PEMA033035307,서울,-1.557183948,-0.629069682,-0.797753588,-0.561656728,5000.0
83,2019-01-04,2006700,CSA5000,PEMA043042900,경기도남부,-1.683511788,0.504190601,-0.797753588,-0.561656728,5500.0
84,2019-01-04,2003400,PEMA-580FX,PEMA023098200,충청남도,-1.736148388,0.867572974,-0.797753588,-0.561656728,8500.0
85,2019-01-04,2001200,CSA5000,PEMA013085300,경기도남부,-1.683511788,0.504190601,-0.797753588,-0.561656728,5500.0
86,2019-01-04,2003500,CSA5000,PEMA043040601,경기도북부,-1.725621068,-0.567479449,-0.797753588,-0.561656728,5000.0
87,2019-01-04,2003700,CSA5000,PEMA023038000,충청남도,-1.736148388,0.867572974,-0.797753588,-0.561656728,5500.0
88,2019-01-04,2006700,PEMA-HR1500,PEMA033006900,경상남도,-1.494020028,-0.930861822,-0.797753588,-0.561656728,5000.0
89,2019-01-04,2003000,CSA5000,PEMA023039000,충청남도,-1.736148388,0.867572974,-0.797753588,-0.561656728,5500.0
90,2019-01-04,2002400,PEMA-SN400,TSN4012014108,충청북도,-1.567711268,-0.850794519,-0.797753588,-0.561656728,4500.0
91,2019-01-04,2001700,PEMA-PCR3000E,PEMA013123501,경기도남부,-1.683511788,0.504190601,-0.797753588,-0.561656728,3500.0
92,2019-01-04,2006612,PEMA-HR1500,PEMA013046101,울산광역시,-0.988708669,-2.673865408,-0.797753588,-0.561656728,3500.0
93,2019-01-04,2003300,PEMA-HR1500,PEMA023104400,충청북도,-1.567711268,-0.850794519,-0.797753588,-0.561656728,4500.0
94,2019-01-04,2006606,PEMA-HR1500,PEMA013120100,충청북도,-1.567711268,-0.850794519,-0.797753588,-0.561656728,4500.0
95,2019-01-04,2001800,PEMA-HR1500,PEMA033030500,부산광역시,-0.915017429,-2.673865408,-0.797753588,-0.561656728,3500.0
96,2019-01-04,2002100,PEMA-HR1500,PEMA053046500,서울,-1.557183948,-0.629069682,-0.797753588,-0.561656728,4500.0
97,2019-01-04,2002100,PEMA-PR1000,PEMA023129801,충청북도,-1.567711268,-0.850794519,-0.797753588,-0.561656728,7000.0
98,2019-01-04,2006612,PEMA-SR2000,PEMA043066700,경기도남부,-1.683511788,0.504190601,-0.797753588,-0.561656728,4000.0
99,2019-01-04,2003400,PEMA-PR1000,PEMA013901600,경상남도,-1.494020028,-0.930861822,-0.797753588,-0.561656728,7500.0
100,2019-01-04,2004000,CSA5000,PEMA033035307,서울,-1.557183948,-0.629069682,-0.797753588,-0.561656728,5000.0
101,2019-01-04,2006400,PEMA-HR1000,PEMA13031400,경기도북부,-1.725621068,-0.567479449,-0.797753588,-0.561656728,4500.0
102,2019-01-04,2002600,PEMA-PR1000,PEMA013085800,경상남도,-1.494020028,-0.930861822,-0.797753588,-0.561656728,7500.0
103,2019-01-04,2004700,PEMA-HR1000,PEMA013117000,충청남도,-1.736148388,0.867572974,-0.797753588,-0.561656728,4500.0
104,2019-01-04,2006000,PEMA-HR1000,PEMA013103910,강원도,-1.736148388,-0.856953543,-0.797753588,-0.561656728,4500.0
105,2019-01-04,2005500,PEMA-HR1000,PEMA013119500,강원도,-1.736148388,-0.856953543,-0.797753588,-0.561656728,4500.0
106,2019-01-04,2005100,PEMA-HR1000,PEMA013089230,인천,-1.472965388,0.116172134,-0.797753588,-0.561656728,5000.0
107,2019-01-04,2006500,PEMA-HR1000,PEMA023024801,경기도남부,-1.683511788,0.504190601,-0.797753588,-0.561656728,5000.0
108,2019-01-04,2007200,PEMA-HR1000,PEMA013037300,경기도남부,-1.683511788,0.504190601,-0.797753588,-0.561656728,5000.0
109,2019-01-04,2006900,PEMA-HR1000,PEMA033088300,경기도남부,-1.683511788,0.504190601,-0.797753588,-0.561656728,5000.0
110,2019-01-04,2004200,PEMA-SR3000F,PEMA023071000,충청북도,-1.567711268,-0.850794519,-0.797753588,-0.561656728,3000.0
111,2019-01-04,2002600,PEMA-HR1000,PEMA013023005,경기도남부,-1.683511788,0.504190601,-0.797753588,-0.561656728,5000.0
112,2019-01-05,2003100,PEMA-SR2000,PEMA033049301,경기도남부,-1.694039108,-1.275767125,-0.797753588,-0.561656728,4000.0
113,2019-01-05,2003400,PEMA-SR3000F,PEMA053006900,경상남도,-1.315055589,-0.684500891,-0.797753588,-0.561656728,2500.0
114,2019-01-05,2006300,PEMA-SR2000,PEMA063078013,충청북도,-1.515074668,-1.343516381,-0.797753588,-0.561656728,4000.0
115,2019-01-05,2005000,PEMA-SR2000,PEMA013116420,울산광역시,-0.988708669,-1.977895778,-0.797753588,-0.561656728,2500.0
116,2019-01-05,2007600,PEMA-SR3000F,PEMA023080100,대구광역시,-1.188727749,-1.688421684,-0.797753588,-0.561656728,3000.0
117,2019-01-05,2003800,PEMA-PCM2000,PEMA063061300,경기도북부,-1.799312308,-1.750011917,-0.797753588,-0.561656728,3000.0
118,2019-01-05,2007800,PEMA-PCM2000B,PEMA073061300,경기도북부,-1.799312308,-1.750011917,-0.797753588,-0.561656728,3000.0
119,2019-01-05,2002500,PEMA-HR1000,PEMA023024801,경기도남부,-1.694039108,-1.275767125,-0.797753588,-0.561656728,5000.0
120,2019-01-05,2004700,PEMA-HR1500,PEMA053031200,경상남도,-1.315055589,-0.684500891,-0.797753588,-0.561656728,4000.0
121,2019-01-05,2006609,PEMA-HR1500,PEMA053046500,서울,-1.736148388,-1.565241219,-0.797753588,-0.561656728,5000.0
122,2019-01-05,2006900,PEMA-HR1000,PEMA033042801,경기도남부,-1.694039108,-1.275767125,-0.797753588,-0.561656728,5000.0
123,2019-01-05,2005800,PEMA-HR1000,PEMA013050400,경기도남부,-1.694039108,-1.275767125,-0.797753588,-0.561656728,5000.0
124,2019-01-05,2006000,PEMA-HR1000,PEMA033041500,경기도남부,-1.694039108,-1.275767125,-0.797753588,-0.561656728,5000.0
125,2019-01-05,2007800,PEMA-HR1000,PEMA013072100,경기도남부,-1.694039108,-1.275767125,-0.797753588,-0.561656728,5000.0
126,2019-01-05,2001600,PEMA-HR1000,PEMA223048300,충청남도,-1.672984468,-0.536684332,-0.797753588,-0.561656728,4500.0
127,2019-01-05,2003600,PEMA-HR1000,PEMA063041501,인천,-1.736148388,-1.374311498,-0.797753588,-0.561656728,5000.0
128,2019-01-05,2006100,PEMA-HR1000,PEMA033009000,전라남도,-1.230837029,-0.696818938,-0.797753588,-0.561656728,4000.0
129,2019-01-05,2006200,PEMA-HR1000,PEMA033009000,전라남도,-1.230837029,-0.696818938,-0.797753588,-0.561656728,4000.0
130,2019-01-05,2006700,PEMA-HR1000,PEMA013105210,대구광역시,-1.188727749,-1.688421684,-0.797753588,-0.561656728,4000.0
131,2019-01-05,2003900,PEMA-HR1500,PEMA013082100,울산광역시,-0.988708669,-1.977895778,-0.797753588,-0.561656728,4000.0
132,2019-01-05,2003300,PEMA-HR1000,PEMA023099800,경상북도,-1.736148388,-0.850794519,-0.797753588,-0.561656728,4500.0
133,2019-01-05,2002100,PEMA-HR1000,PEMA033046500,서울,-1.736148388,-1.565241219,-0.797753588,-0.561656728,5000.0
134,2019-01-05,2002100,PEMA-HR1000,PEMA033041500,경기도남부,-1.694039108,-1.275767125,-0.797753588,-0.561656728,5000.0
135,2019-01-05,2003900,PEMA-HR1500,PEMA063048100,전라남도,-1.230837029,-0.696818938,-0.797753588,-0.561656728,4000.0
136,2019-01-05,2005600,PEMA-HR1500,PEMA053061600,전라남도,-1.230837029,-0.696818938,-0.797753588,-0.561656728,4000.0
137,2019-01-05,2004104,PEMA-SR2000,PEMA043080500,울산광역시,-0.988708669,-1.977895778,-0.797753588,-0.561656728,2500.0
138,2019-01-05,2004400,PEMA-PR2000,PEMA023045801,충청북도,-1.515074668,-1.343516381,-0.797753588,-0.561656728,5000.0
139,2019-01-05,2001200,CSA5000,PEMA553048200,경상북도,-1.736148388,-0.850794519,-0.797753588,-0.561656728,5000.0
140,2019-01-05,2007000,PEMA-580FX,PEMA073050413,인천,-1.736148388,-1.374311498,-0.797753588,-0.561656728,9500.0
141,2019-01-05,2002600,PEMA-580FX,PEMA013126200,충청북도,-1.515074668,-1.343516381,-0.797753588,-0.561656728,9500.0
142,2019-01-05,2004901,CSA5000,PEMA023089240,충청남도,-1.672984468,-0.536684332,-0.797753588,-0.561656728,5000.0
143,2019-01-05,2005800,CSA5000,PEMA013128700,충청남도,-1.672984468,-0.536684332,-0.797753588,-0.561656728,5000.0
144,2019-01-05,2007100,CSA5000,PEMA033035303,서울,-1.736148388,-1.565241219,-0.797753588,-0.561656728,5500.0
145,2019-01-06,2006606,PEMA-HR1500,PEMA013901100,충청북도,-1.683511788,-1.010929124,-0.797753588,-0.561656728,5000.0
146,2019-01-06,2005500,PEMA-HR1000,PEMA023033600,전라북도,-1.588765908,-0.499730193,-0.797753588,-0.561656728,4500.0
147,2019-01-06,2004700,PEMA-HR1000,PEMA033099600,전라북도,-1.588765908,-0.499730193,-0.797753588,-0.561656728,4500.0
148,2019-01-06,2005700,PEMA-HR1000,PEMA013063800,전라북도,-1.588765908,-0.499730193,-0.797753588,-0.561656728,4500.0
149,2019-01-06,2003300,PEMA-HR1000,PEMA033041500,경기도남부,-1.809839628,-0.727614054,-0.797753588,-0.561656728,4500.0
150,2019-01-06,2006400,PEMA-HR1000,PEMA033041500,경기도남부,-1.809839628,-0.727614054,-0.797753588,-0.561656728,4500.0
151,2019-01-06,2006609,CSA4000,PEMA013129600,충청북도,-1.683511788,-1.010929124,-0.797753588,-0.561656728,4500.0
152,2019-01-06,2005600,PEMA-HR1000,PEMA013035310,경기도남부,-1.809839628,-0.727614054,-0.797753588,-0.561656728,4500.0
153,2019-01-06,2003100,PEMA-HR1000,PEMA023123200,경상남도,-1.546656628,-1.281926148,-0.797753588,-0.561656728,5000.0
154,2019-01-06,2004100,PEMA-HR1000,PEMA013101600,강원도,-1.841421588,-1.312721265,-0.797753588,-0.561656728,5000.0
155,2019-01-06,2005100,PEMA-HR1000,PEMA013122400,부산광역시,-0.978181349,-2.1688255,-0.797753588,-0.561656728,4000.0
156,2019-01-06,2006000,PEMA-HR1000,PEMA013013010,대구광역시,-1.378219508,-2.205779639,-0.797753588,-0.561656728,4000.0
157,2019-01-06,2007600,PEMA-HR1500,PEMA053031200,경상남도,-1.546656628,-1.281926148,-0.797753588,-0.561656728,5000.0
158,2019-01-06,2002800,PEMA-HR1500,PEMA023126700,경상남도,-1.546656628,-1.281926148,-0.797753588,-0.561656728,5000.0
159,2019-01-06,2005700,PEMA-HR1500,PEMA033014200,울산광역시,-1.115036509,-2.304324012,-0.797753588,-0.561656728,3000.0
160,2019-01-06,2006400,CSA5000,PEMA033038100,충청남도,-1.809839628,0.017627762,-0.797753588,-0.561656728,5500.0
161,2019-01-06,2001102,CSA5000,PEMA053072101,충청남도,-1.809839628,0.017627762,-0.797753588,-0.561656728,5500.0
162,2019-01-06,2002000,PEMA-PR1000,PEMA013024804,충청남도,-1.809839628,0.017627762,-0.797753588,-0.561656728,8000.0
163,2019-01-06,2004000,PEMA-PR1000,PEMA013033302,경상북도,-1.957222107,-1.177222753,-0.797753588,-0.561656728,7500.0
164,2019-01-06,2005500,PEMA-PCM2000,PEMA063061300,경기도북부,-1.904585507,-1.860874336,-0.797753588,-0.561656728,3000.0
165,2019-01-06,2004500,PEMA-SR3000F,PEMA033041501,인천,-1.725621068,-1.189540799,-0.797753588,-0.561656728,3000.0
166,2019-01-06,2004500,CSA5000,PEMA063069401,서울,-1.736148388,-1.891669452,-0.797753588,-0.561656728,5500.0
167,2019-01-06,2007700,PEMA-500FR,PEMA023058600,서울,-1.736148388,-1.891669452,-0.797753588,-0.561656728,7000.0
168,2019-01-06,2002500,PEMA-500FR,PEMA023058600,서울,-1.736148388,-1.891669452,-0.797753588,-0.561656728,7000.0
169,2019-01-06,2007500,PEMA-SR3000F,PEMA533022500,부산광역시,-0.978181349,-2.1688255,-0.797753588,-0.561656728,3000.0
170,2019-01-06,2004300,CSA5000,PEMA033035307,서울,-1.736148388,-1.891669452,-0.797753588,-0.561656728,5500.0
171,2019-01-06,2002400,CSA5000,PEMA103048200,경상북도,-1.957222107,-1.177222753,-0.797753588,-0.561656728,5000.0
172,2019-01-06,2007600,PEMA-HR1500,PEMA023113300,울산광역시,-1.115036509,-2.304324012,-0.797753588,-0.561656728,3000.0
173,2019-01-06,2001400,CSA5000,PEMA013119700,경상북도,-1.957222107,-1.177222753,-0.797753588,-0.561656728,5000.0
174,2019-01-06,2003900,CSA5000,PEMA003039101,충청북도,-1.683511788,-1.010929124,-0.797753588,-0.561656728,5500.0
175,2019-01-06,2006612,PEMA-SR2000,PEMA013123000,인천,-1.725621068,-1.189540799,-0.797753588,-0.561656728,4000.0
176,2019-01-06,2006900,PEMA-HR1500,PEMA053040700,충청북도,-1.683511788,-1.010929124,-0.797753588,-0.561656728,5000.0
177,2019-01-06,2004200,CSA5000,PEMA013125600,경기도남부,-1.809839628,-0.727614054,-0.797753588,-0.561656728,5000.0
178,2019-01-06,2003400,PEMA-HR1500,PEMA013132701,충청남도,-1.809839628,0.017627762,-0.797753588,-0.561656728,5000.0
179,2019-01-07,2002700,PEMA-HR1000,PEMA013122400,부산광역시,-0.978181349,-2.643070292,-0.797753588,-0.561656728,4000.0
180,2019-01-07,2004300,PEMA-HR1000,PEMA013017400,전라남도,-1.315055589,-0.09939368,-0.797753588,-0.561656728,4500.0
181,2019-01-07,2005100,PEMA-HR1000,PEMA013126600,전라남도,-1.315055589,-0.09939368,-0.797753588,-0.561656728,4500.0
182,2019-01-07,2005400,PEMA-HR1000,PEMA013108400,경기도북부,-1.851948908,-1.300403218,-0.797753588,-0.561656728,5000.0
183,2019-01-07,2001600,PEMA-HR1000,PEMA013063800,전라북도,-1.483492708,0.25782967,-0.797753588,-0.561656728,5500.0
184,2019-01-07,2006100,PEMA-SR3000F,PEMA023002600,부산광역시,-0.978181349,-2.643070292,-0.797753588,-0.561656728,2500.0
185,2019-01-07,2002400,PEMA-HR1000,PEMA023041503,충청남도,-1.683511788,0.664325206,-0.797753588,-0.561656728,5000.0
186,2019-01-07,2003000,PEMA-HR1000,PEMA033046500,서울,-1.641402508,-1.189540799,-0.797753588,-0.561656728,4500.0
187,2019-01-07,2001102,CSA5000,PEMA013122800,경상북도,-1.820366948,-0.75840917,-0.797753588,-0.561656728,5000.0
188,2019-01-07,2004600,CSA5000,PEMA033035303,서울,-1.641402508,-1.189540799,-0.797753588,-0.561656728,5000.0
189,2019-01-07,2005700,PEMA-HR1500,PEMA013004501,충청북도,-1.546656628,-0.265687308,-0.797753588,-0.561656728,4500.0
190,2019-01-07,2003600,PEMA-PR1000,PEMA013033302,경상북도,-1.820366948,-0.75840917,-0.797753588,-0.561656728,7000.0
191,2019-01-07,2005500,CSA5000,PEMA013048300,인천,-1.578238588,-0.388867774,-0.797753588,-0.561656728,5000.0
192,2019-01-07,2004500,CSA5000,PEMA023001000,인천,-1.578238588,-0.388867774,-0.797753588,-0.561656728,5000.0
193,2019-01-07,2006400,PEMA-PCM2000,PEMA043031800,경기도남부,-1.715093748,0.479554508,-0.797753588,-0.561656728,3000.0
194,2019-01-07,2003200,CSA5000,PEMA013085300,경기도남부,-1.715093748,0.479554508,-0.797753588,-0.561656728,5500.0
195,2019-01-07,2006000,CSA5000,PEMA013111300,충청북도,-1.546656628,-0.265687308,-0.797753588,-0.561656728,5500.0
196,2019-01-07,2006200,PEMA-PCM2000,PEMA053114500,경기도남부,-1.715093748,0.479554508,-0.797753588,-0.561656728,3000.0
197,2019-01-07,2006700,PEMA-HR1000,PEMA023041503,충청남도,-1.683511788,0.664325206,-0.797753588,-0.561656728,5000.0
198,2019-01-07,2003000,PEMA-PR2000,PEMA023024804,충청남도,-1.683511788,0.664325206,-0.797753588,-0.561656728,4500.0
199,2019-01-08,2005500,AE,SSA013069401,서울,-1.809839628,-2.138030383,-0.797753588,-0.561656728,3500.0
200,2019-01-08,2005900,PEMA-HR1500,PEMA053031200,경상남도,-1.378219508,-0.980134008,-0.797753588,-0.561656728,4500.0
201,2019-01-08,2006612,PEMA-500FR,PEMA023058600,서울,-1.809839628,-2.138030383,-0.797753588,-0.561656728,6000.0
202,2019-01-08,2004800,PEMA-580FX,PEMA033101400,충청남도,-1.746675708,-0.468935076,-0.797753588,-0.561656728,9000.0
203,2019-01-08,2002300,PEMA-HR1000,PEMA023109400,대구광역시,-1.315055589,-1.706898754,-0.797753588,-0.561656728,4500.0
