,고객번호,14_1이용금액,14_2이용금액,14_3이용금액,14_4이용금액,15_1이용금액,15_2이용금액,15_3이용금액,15_4이용금액,14_1,14_2,14_3,14_4,15_1,15_2,15_3,15_4
123,00125,3194364,1891706,1750470,1411770,1686260,2779820,587590,2357951,1,1,1,1,1,1,1,1
124,00126,4044236,914198,1093365,11059299,9514467,4957679,2518717,6595448,1,1,1,1,1,1,1,1
125,00127,892280,902190,1327274,439620,1225350,462300,648430,1216630,1,1,1,1,1,1,1,1
126,00128,1216347,1006863,2621342,884273,464766,1097013,1296812,207014,1,1,1,1,1,1,1,1
127,00129,569358,1060077,761142,955165,766923,919724,1215352,972468,1,1,1,1,1,1,1,1
128,00130,9294056,8554250,5935596,6430784,6599698,4639933,1689354,2744579,1,1,1,1,1,1,1,1
129,00131,3003775,6201515,5218525,2302616,3406880,4789680,4632422,3270222,1,1,1,1,1,1,1,1
130,00132,1484619,1284505,1494327,2276398,2519927,1434609,417184,1229540,1,1,1,1,1,1,1,1
131,00133,2042588,2190430,3237438,2066390,3553460,3047770,3353531,5154440,1,1,1,1,1,1,1,1
132,00134,15441111,9038670,7436250,8247980,14548200,19450470,14486070,16566713,1,1,1,1,1,1,1,1
133,00135,579350,4276100,2582960,1030928,889470,1286380,1846680,516150,1,1,1,1,1,1,1,1
134,00136,150110,3178040,4837400,4261330,696570,3368580,1235610,13195540,1,1,1,1,1,1,1,1
135,00137,10044412,10750185,7512844,9667770,13352057,9734151,17155046,35114284,1,1,1,1,1,1,1,1
136,00138,5454130,4809340,4979740,9760730,6092860,7099930,3007262,7348910,1,1,1,1,1,1,1,1
137,00139,4614596,6998344,8866410,11622810,2554070,3680014,5471269,5137749,1,1,1,1,1,1,1,1
138,00140,48359880,19727450,36931680,34970126,20958820,24095400,49460300,14556500,1,1,1,1,1,1,1,1
139,00141,626415,673526,551034,579379,615901,805110,1113628,799630,1,1,1,1,1,1,1,1
140,00143,730254,719496,841359,842413,744441,1319790,1139587,1024732,1,1,1,1,1,1,1,1
141,00144,9311110,13767315,15565606,10907113,9468840,2082314,8070904,1104626,1,1,1,1,1,1,1,1
142,00145,5436405,7842400,21234290,41293382,7431050,12362032,24859124,19802100,1,1,1,1,1,1,1,1
143,00146,15725000,12719740,8386990,14111150,19152340,11761110,6096230,13216670,1,1,1,1,1,1,1,1
144,00147,13328599,10727994,8110580,17783750,18845645,10418230,5607510,12581694,1,1,1,1,1,1,1,1
145,00148,550987,477116,787717,722152,691923,911086,688825,836291,1,1,1,1,1,1,1,1
146,00149,2484360,2153607,5169748,4451540,2099220,4982879,1621837,4614832,1,1,1,1,1,1,1,1
147,00150,3134618,7186039,2067977,3755871,1856613,4273968,1402460,634174,1,1,1,1,1,1,1,1
148,00151,7291110,25805624,8119005,7240371,4137211,6553967,13888973,9953690,1,1,1,1,1,1,1,1
149,00152,4847090,2933169,3535189,3234042,4660740,5545910,4583530,3549510,1,1,1,1,1,1,1,1
150,00153,1213303,762909,874931,4028975,972153,1431400,804957,876610,1,1,1,1,1,1,1,1
151,00154,25839910,8764149,1868625,1627200,1090480,1818480,20595990,10119315,1,1,1,1,1,1,1,1
152,00155,4740200,6338040,11126970,5692220,6598231,5557200,10042500,5601450,1,1,1,1,1,1,1,1
153,00156,15538510,11374610,14550990,13315320,35998740,30291360,8544270,20835730,1,1,1,1,1,1,1,1
154,00157,1551135,1245910,1962620,1604937,1352214,1447580,2148220,2775500,1,1,1,1,1,1,1,1
155,00158,829480,860980,1538399,1840585,1012757,2509787,1187346,2016308,1,1,1,1,1,1,1,1
156,00159,8150650,15372740,7217370,19861285,30400168,20769637,6321160,35786600,1,1,1,1,1,1,1,1
157,00160,2758530,2420784,2088230,2033149,3003600,3387562,2196473,2640719,1,1,1,1,1,1,1,1
158,00161,46766598,7903533,11818150,43211270,17498615,14898656,8261526,21280110,1,1,1,1,1,1,1,1
159,00162,3982416,10012970,5417970,15018020,13738860,8637103,5736637,7656854,1,1,1,1,1,1,1,1
160,00163,1273919,1782703,1363949,1279383,1286196,1231626,2073937,1179571,1,1,1,1,1,1,1,1
161,00164,33052310,8147973,6296907,10776800,8270110,13706461,22317208,7115097,1,1,1,1,1,1,1,1
162,00165,1341130,6008010,5735370,7932796,7776505,1273200,1649899,9102370,1,1,1,1,1,1,1,1
163,00166,2775780,5603300,3475987,6220636,3221520,3435036,3933990,5757281,1,1,1,1,1,1,1,1
164,00167,4671190,3577260,2139390,15551800,3602480,4194220,7074770,3456500,1,1,1,1,1,1,1,1
165,00168,7415911,12052125,8255208,12134368,6019887,17410739,6688732,15256500,1,1,1,1,1,1,1,1
166,00169,1820104,815493,579859,134029,806639,1023929,2053341,1162747,1,1,1,1,1,1,1,1
167,00170,1182112,1950453,2077364,1288715,1543234,1909694,2182120,2276551,1,1,1,1,1,1,1,1
168,00171,1987760,1687870,3815160,7590505,1425400,3609980,5553205,2728510,1,1,1,1,1,1,1,1
169,00172,2159110,3820610,2519523,2837835,2566343,2777536,3604822,2285261,1,1,1,1,1,1,1,1
170,00173,1143828,1374556,1882908,1295771,1047398,2642462,1175008,1496285,1,1,1,1,1,1,1,1
171,00175,3625608,3357526,3956780,3266458,4951805,5567361,5268377,5012800,1,1,1,1,1,1,1,1
172,00176,916288,909042,1515033,964556,906722,1311492,794530,798264,1,1,1,1,1,1,1,1
173,00177,10806854,18186737,6468388,13397130,13639675,8791693,7205193,15517560,1,1,1,1,1,1,1,1
174,00178,2977798,1824576,1698881,3875791,2491392,2128682,2551972,2741843,1,1,1,1,1,1,1,1
175,00179,6745230,4926792,5792040,5673981,8316047,6553828,5204970,6380810,1,1,1,1,1,1,1,1
176,00180,4303760,5691800,2936100,6939490,13826600,6397030,4108370,9189460,1,1,1,1,1,1,1,1
177,00181,5863380,3889370,3771680,13810670,5411470,10672690,9812760,14628594,1,1,1,1,1,1,1,1
178,00182,5934720,9201090,11261195,11084186,8480475,14039677,12709904,9616367,1,1,1,1,1,1,1,1
179,00183,1803306,1518554,1783995,1976920,2152047,1605631,1154896,1463219,1,1,1,1,1,1,1,1
180,00184,5854006,13617801,2711380,6527294,1127112,3122634,854660,3994270,1,1,1,1,1,1,1,1
181,00185,21020,929835,1722566,2224271,2100646,2023010,1568607,335912,1,1,1,1,1,1,1,1
182,00186,22007226,12094120,6285720,7872709,10873361,8572608,5768917,4323842,1,1,1,1,1,1,1,1
183,00187,6592190,1985724,1320750,1942860,1570070,2029700,2765639,2108945,1,1,1,1,1,1,1,1
184,00188,1813510,1431643,2239019,1517541,2122091,1627175,2212998,2406322,1,1,1,1,1,1,1,1
185,00189,5915690,7418950,28685010,18402260,13083590,8643610,8134000,9038070,1,1,1,1,1,1,1,1
186,00190,7086580,4344360,3459580,4887030,9491050,8532600,2484620,9226103,1,1,1,1,1,1,1,1
187,00191,12472710,10533940,7564150,12846720,7334510,5824510,17483670,14344020,1,1,1,1,1,1,1,1
188,00192,889550,5262262,4149930,10769026,2037770,3991060,6206090,8936550,1,1,1,1,1,1,1,1
189,00193,1044403,1444304,1272946,1259991,987389,1458761,1365050,1536493,1,1,1,1,1,1,1,1
190,00194,1757069,2033550,1904553,1878225,1693645,2074250,1938554,1832591,1,1,1,1,1,1,1,1
191,00195,839753,522690,732333,775886,734198,1120359,1395392,954269,1,1,1,1,1,1,1,1
192,00196,2971743,5774540,2924134,4853568,3921917,3170331,3259049,4404979,1,1,1,1,1,1,1,1
193,00197,3831288,4609995,2633640,14284546,5944104,27301505,25244847,13484157,1,1,1,1,1,1,1,1
194,00198,919716,2626941,1479312,1736458,1122556,2188319,2189050,2055953,1,1,1,1,1,1,1,1
195,00199,888749,2704941,2103070,3541648,2764919,2444853,2059264,2206980,1,1,1,1,1,1,1,1
196,00200,1668267,1725009,1916970,2153538,1326760,2027146,466019,1351090,1,1,1,1,1,1,1,1
197,00201,14916164,15393880,17552080,27361500,8720060,8191280,15259030,15822910,1,1,1,1,1,1,1,1
198,00202,7420816,10139399,10474589,14317668,11976252,9552908,13098621,25303116,1,1,1,1,1,1,1,1
199,00203,878949,863249,915883,868289,911694,903938,873324,551417,1,1,1,1,1,1,1,1
200,00204,3240366,3036755,2945321,3489340,2103787,2426442,3221406,3809472,1,1,1,1,1,1,1,1
201,00205,4855927,3377660,3076761,4171888,3465328,1665373,2120310,2352174,1,1,1,1,1,1,1,1
202,00206,1865490,1393405,2454436,1980703,2432544,1423085,2061970,2880737,1,1,1,1,1,1,1,1
203,00207,869825,722135,1120938,1266263,868484,1197430,1069128,935879,1,1,1,1,1,1,1,1
204,00208,10133470,16485000,14928050,17188040,9321000,1287440,641510,145330,1,1,1,1,1,1,1,1
205,00209,3584760,1643790,2173972,3316146,810850,3657350,1816824,914990,1,1,1,1,1,1,1,1
206,00210,469975,677774,770134,974261,661975,900657,859861,888130,1,1,1,1,1,1,1,1
207,00211,1634900,834104,2738720,1255960,4227290,2144780,4594910,4158450,1,1,1,1,1,1,1,1
208,00212,2584360,2462511,2360938,3557432,1598186,4294459,2050305,1630141,1,1,1,1,1,1,1,1
209,00213,4976349,4057794,3022443,6669665,4903533,8067193,8166052,8019724,1,1,1,1,1,1,1,1
210,00214,2110277,3015459,2006335,1369403,1712208,4498488,2359874,3882562,1,1,1,1,1,1,1,1
211,00215,1230533,1599103,1529231,1680168,1838915,2130555,2352505,1928519,1,1,1,1,1,1,1,1
212,00216,1614540,1414404,1542045,1590398,1606056,1449133,1388211,1070945,1,1,1,1,1,1,1,1
213,00217,1506990,1327690,1185070,1392840,809950,2673750,1399260,4116420,1,1,1,1,1,1,1,1
214,00218,9272999,26968502,33252120,35221720,10499270,20940816,32254353,44439420,1,1,1,1,1,1,1,1
215,00219,6018500,6312900,3067141,11483980,4578849,7841842,4982270,6554608,1,1,1,1,1,1,1,1
216,00220,2135243,2151250,1790092,2719729,1772263,3137214,3123607,2498893,1,1,1,1,1,1,1,1
217,00221,1154313,1027376,1272866,1969954,1616392,1090329,1267614,1313574,1,1,1,1,1,1,1,1
218,00222,9709910,6595590,8472533,8233034,14279845,6337208,16063852,6396386,1,1,1,1,1,1,1,1
219,00223,4094650,5457080,2763510,27961830,11465860,50827520,24296340,9725420,1,1,1,1,1,1,1,1
220,00224,30395179,10367450,31422440,14506528,27158527,15402520,11059900,36806407,1,1,1,1,1,1,1,1
221,00225,16838270,16860157,14162460,23880300,25289190,30747130,10282730,30420370,1,1,1,1,1,1,1,1
222,00226,1278151,1766671,948012,1467842,937420,2234972,1348405,1140897,1,1,1,1,1,1,1,1
223,00227,637041,709655,825056,1454881,671400,501524,661118,498065,1,1,1,1,1,1,1,1
224,00228,1445579,976497,1264711,1034931,1676943,1409824,2581341,2359308,1,1,1,1,1,1,1,1
225,00229,7077320,12045080,4852940,9606110,9719630,10007900,15227420,4835520,1,1,1,1,1,1,1,1
226,00230,2058720,1823990,1077420,1377750,2043370,2608550,1878200,1389730,1,1,1,1,1,1,1,1
227,00231,1165238,1628901,2311343,1412060,1037482,1087365,1025112,892923,1,1,1,1,1,1,1,1
228,00232,725680,1745920,1386156,1346380,1218900,1066280,1428040,979460,1,1,1,1,1,1,1,1
229,00233,1503910,1167553,5078319,1574273,1461608,5112703,2344352,2482102,1,1,1,1,1,1,1,1
230,00234,1790740,2604772,2371840,3432840,3783704,3843972,12298160,2893020,1,1,1,1,1,1,1,1
231,00235,5187301,4108421,7988675,3441270,5647380,8441360,3767147,2998750,1,1,1,1,1,1,1,1
232,00236,1177145,1240323,482345,861567,659959,917512,1506810,2008371,1,1,1,1,1,1,1,1
233,00237,7120975,5714993,7592861,6492341,10392712,5014005,8649978,15743077,1,1,1,1,1,1,1,1
234,00238,587680,2467010,1983820,5541250,1174340,2477320,1500820,917200,1,1,1,1,1,1,1,1
235,00239,23792560,25237730,10408690,19444234,14004250,26077560,14941590,24596690,1,1,1,1,1,1,1,1
236,00240,2843820,7397710,1839450,1844860,458430,1062760,2239750,2977720,1,1,1,1,1,1,1,1
237,00241,6941780,2677540,7620580,11468860,12629540,12301230,6741060,9744810,1,1,1,1,1,1,1,1
238,00242,641757,977214,808250,1676521,1394078,1441235,1701078,1217760,1,1,1,1,1,1,1,1
239,00243,680165,735227,562982,1052198,896275,851880,1484501,1487998,1,1,1,1,1,1,1,1
240,00245,2524134,2817850,3384199,6122478,3300480,2683974,3362490,2928848,1,1,1,1,1,1,1,1
241,00246,3492970,4708420,17684480,9110929,8709338,8721770,11440340,8519720,1,1,1,1,1,1,1,1
242,00247,3125295,2842900,3717630,4325227,3664895,2160584,2457733,1822390,1,1,1,1,1,1,1,1
243,00248,3282192,5249469,2403883,2470407,6090864,3756290,4610589,6891199,1,1,1,1,1,1,1,1
244,00249,40523310,10563290,10170502,9494350,11189510,15437190,18731090,26609770,1,1,1,1,1,1,1,1
245,00250,11914710,19024477,17626110,15558240,10317980,17852013,22375920,9022396,1,1,1,1,1,1,1,1
246,00251,9104369,6405830,5167180,5164930,9712980,4045935,7557720,6643591,1,1,1,1,1,1,1,1
247,00252,960880,1110520,1202920,1830550,1834420,1843630,290470,2703776,1,1,1,1,1,1,1,1
248,00253,18583500,9555260,7133970,8290580,5630910,4608880,12870350,10854621,1,1,1,1,1,1,1,1
249,00254,10539050,9730782,16181820,20452160,34302300,18688040,9387890,10700120,1,1,1,1,1,1,1,1
250,00255,27821762,22618096,8017810,20697376,12298829,14472393,9494180,9768730,1,1,1,1,1,1,1,1
251,00256,12880330,33041939,52400650,24217371,10994611,16945659,18663868,60319430,1,1,1,1,1,1,1,1
252,00257,2389617,1706335,1662400,2623735,1851331,1948172,1570957,2404435,1,1,1,1,1,1,1,1
253,00258,19670350,40567210,17357900,25342340,41504580,61607200,65182780,120922380,1,1,1,1,1,1,1,1
254,00259,3699605,10469056,2709649,6762760,3094369,5020209,1467160,2836230,1,1,1,1,1,1,1,1
255,00260,1945214,2121250,1962477,1987676,930668,812169,1342605,1818749,1,1,1,1,1,1,1,1
256,00261,7859160,5485370,1555911,4774150,2545750,3719650,2851240,1868670,1,1,1,1,1,1,1,1
257,00262,4912080,6025410,3819690,3849713,5212810,6198020,4659670,2137700,1,1,1,1,1,1,1,1
258,00263,1066245,647125,1017052,658648,710786,898147,981450,907198,1,1,1,1,1,1,1,1
259,00264,1014888,1117458,1401103,2951893,1782676,1019425,1412464,1127194,1,1,1,1,1,1,1,1
260,00265,33083720,35006550,19711220,23453669,15109290,27767311,15899910,32197790,1,1,1,1,1,1,1,1
261,00266,3143620,5835917,9254243,4041850,4257320,6047391,5574055,4251660,1,1,1,1,1,1,1,1
262,00267,3994640,7196960,4462800,12742340,7244110,4439640,3055580,7200050,1,1,1,1,1,1,1,1
263,00268,8295594,7901960,3438730,9380985,9178808,3625680,2944349,10209203,1,1,1,1,1,1,1,1
264,00269,11629081,10918284,9324822,8907356,12115567,7030580,8039588,6289382,1,1,1,1,1,1,1,1
