,article,target
86,사진제공한국산업기술진흥협회 기업 곳 중 곳은 새 정부의 산업기술혁신 정책을 긍정적으로 평가하고 기업 규제 해소와 RD 지원 등에 대한 기대감이 높은 것으로 조사됐다 한국산업기술진흥협회산기협는 윤석열 대통령 후보의 당선이 결정된 이후인 지난 일 기술혁신기업 개사를 대상으로 실시한 새 대통령에게 산업기술인이 바란다 설문조사 결과 이처럼 나타났다고 일 밝혔다 조사에 따르면 새 정부가 역점을 둬야 할 산업기술혁신 정책으로는 RD연구개발 세제 자금 지원 확대와 기업 규제 문제 해소를 꼽는 응답이 가장 많았다 또 RD 인력 문제 해소 탄소중립디지털 혁신 대응 RD 투자 집중 등 산업구조 재편에 따른 정부 지원 확대 가능성에 주목했다 또 새 정부가 잘 추진할 것으로 기대되는 산업기술혁신 지원정책은 기업 규제 문제 해소라는 응답이 로 가장 많았으며 RD 세제자금 지원 확대가 로 그 뒤를 이었다 차기 정부의 산업기술혁신 정책 전망에 대해선 가 아주 잘할 것 는 잘할 것이라고 답해 긍정적 응답이 에 이르렀다 부정적인 평가는 였다 차기 정부의 민관 RD 협력과 기업 기술인 예우에 대한 기대감도 높았다 정부와 민간의 RD 협력에 대한 질문에 대해선 가 다소 좋아질 것 는 매우 좋아질 것이라고 응답했다 산기협은 당선인의 민간 주도의 RD 환경 체질개선 공약 등 친기업적 행보에 따른 것으로 보인다고 평가했다 기술개발인의 사회적 인식 개선에 대한 질문에 대해서도 가 현 정부보다 다소 좋아질 것이라고 응답했으며 는 매우 좋아질 것이라고 답했다 앞서 산기협은 기업연구자의 사기진작을 위해 기술개발인의 날을 국가기념일로 제정해 달라고 건의한 바 있다 이밖에 기업들은 코로나 피해 중소기업 지원 확대 원자재 가격 상승 대책 저렴한 에너지 공급 확대 차산업혁명 관련 대중소기업 간 인력 격차 해소 등을 주문했다 마창환 산기협 상임부회장은 기업들은 차기 정부가 기업의 기술경쟁력 강화를 최우선 국정과제로 삼아 강력하게 추진하기를 기대하고 있다면서 국가기술 혁신의 주체인 기업을 정책의 출발점으로 삼기를 바란다고 밝혔다,3
87,지난해 iOS 이어 안드로이드로 적용 범위 확대 앞으로 안드로이드 이용자도 구글 앱에서 분 이내 검색한 기록을 삭제할 수 있게 됐다 지난해 월 iOS 사용자를 대상으로만 해당 기능을 도입한 구글이 개월 만에 적용 범위를 확대했다고 더버지 등 복수 외신은 일현지시간 보도했다 네드 아드리안스 구글 대변인은 현재 안드로이드용 구글 앱에 최근 분 검색 기록 삭제 기능을 출시했으며 몇 주 내 모든 앱 이용자가 활용할 수 있게 될 것이라고 밝혔다 구글은 작년 연례 개발자 행사인 구글IO에서 이 기능을 iOS 앱에 처음 선보였고 연말 안드로이드 버전으로도 출시 예고했지만 일정이 지연된 바 있다 이용 방법은 간단하다 구글 앱 우측 상단에 프로필을 누르면 지난 분 삭제 탭을 확인할 수 있다 그간 안드로이드 이용자는 개월 개월 또는 개월 단위로 구글 검색 기록을 자동 삭제하거나 수동으로 지워야만 했다 사진구글 분 동안의 단시간 이용 흔적을 제거할 수 있어 개인정보보호에 용이할 것으로 전망된다 서비스는 모바일 앱에서만 이용할 수 있다 PC 도입 계획은 아직 불분명하지만 해당 기능을 다른 영역에 적용할 방안을 모색 중이라고 구글은 설명했다,3
88,삼성전자는 디지털 교육 환경 구축이 필요한 초등학교 개 특수학교 개 등 총 개 학교 명을 대상으로  삼성 스마트스쿨을 운영한다고 일 밝혔다  삼성 스마트스쿨에 참여한 경기 수원 연무초등학교 학생들과 교사의 모습 자료삼성전자  삼성 스마트스쿨은 삼성전자 IT기기 지원을 확대하고 솔루션콘텐츠교육 등 전분야 프로그램을 개편해 디지털 교육 격차 해소를 돕는다 스마트스쿨 교실을 기존 학교당 개에서 개로 늘리고 IT 기기 지원도 확대했다 스마트스쿨 교실에는 강의식 수업을 탈피해 그룹형 프로젝트 수업을 할 수 있도록 인터랙티브 디스플레이 삼성 플립 대 갤럭시 크롬북명당 대 갤럭시 탭명당 대이 구비된다 프로젝트 수업 개인별 수업 등 과목 특성에 맞게 교실 구조를 자유롭게 변경할 수 있도록 새롭게 디자인했고 유연한 수업환경에 최적화된 책걸상 사물함 등도 신규로 지원했다 수학 영어 과학 등 기존 교과 콘텐츠는 물론 학생들의 디지털 정체성 관계 및 소통 디지털 문해력을 높여주는 디지털 시민교육 게임을 통해 학생들의 인지 학습 치료를 돕는 솔루션 두브레인 등 다양한 전용 콘텐츠를 제공한다 삼성 스마트스쿨에 참여하는 학교 교사 대상 교육 프로그램을 연 회에서 회로 늘려 IT 기기와 교육 솔루션콘텐츠 활용 능력을 높이기로 했다 나기홍 삼성전자 사회공헌단장 부사장은 삼성 스마트스쿨을 통해 학생들이 지역과 환경의 제약 없이 공평하고 우수한 교육을 받아 창의적 융합적 문제 해결 능력을 갖춘 미래 인재로 성장하기를 바란다고 말했다 년에 시작된 삼성 스마트스쿨은 도서산간 등 교육 환경이 상대적으로 열악한 지역의 학교에 삼성전자의 IT 기기와 특화된 학습 솔루션콘텐츠 교사 연수 등을 지원해 디지털 교육 격차를 해소하고 청소년들의 미래역량을 향상시키는 CSR 프로그램이다 삼성전자는 지금까지 전국 개 학교 개 교실에 스마트스쿨을 구축했다 경기 수원 연무초등학교 삼성 스마트스쿨에서 갤럭시 탭 삼성 플립 등 IT기기를 활용해 수업하는 모습 자료삼성전자,3
89,SD바이오센서 신속분자진단기기 스탠다드 엠텐이 설치된 명지병원 코로나 PCR 검사센터 명지병원 제공 SD바이오센서는 시간 이내 코로나 감염 여부를 확진할 수 있는 신속분자진단기기 스탠다드 엠텐STANDARD M 이하 M 총 대를 고양시 명지병원 코로나 PCR 검사센터에 설치했다고 밝혔다 M은 PCR 검사의 정확도는 유지하되 기존 수시간에서 하루가 걸리던 검사 시간을 한 시간 이내로 단축시킨 신속분자진단기기다 숙련된 전문가가 각 검체마다 핵산을 추출하고 시약을 분주해야 하는 일반적인 PCR 검사와 달리 M은 별도의 전처리 과정 없이 검체만 점적하면 자동으로 결과값을 가져오는 올인원 카트리지로 검사 과정의 효율성을 극대화시켰다 명지병원은 PCR 검사 역량 확대를 위해 M을 설치하고 지난 일 신속 코로나 PCR 검사센터를 개소했다 이는 연중무휴로 운영되며 명지병원은 빠른 검사 결과 확인을 통해 환자 격리 및 밀접 접촉자 관리가 용이해졌다 허태영 SD바이오센서 대표는 인천공항 코로나 검사센터 등에서 M을 사용 중으로 수요가 계속되고 있어 년 내 국내에 총 대 설치를 목표로 하고 있다고 말했다,3
90,KT그룹의 대표 고객서비스 전문기업 KT IS가 지속성장을 위한 사업다각화의 일환으로 KT의 엘리베이터 광고서비스인 타운보드TV 사업을 인수하고 디지털광고시장에 본격 진출한다고 일 밝혔다 KT IS 제공  뉴스 서울뉴스 송화연 기자  KT그룹 고객서비스 전문기업 KT IS는 사업 다각화의 일환으로 KT 엘리베이터 광고서비스인 타운보드TV 사업을 인수하고 디지털 광고시장에 본격 진출한다고 일 밝혔다 그동안 타운보드TV 사업은 KT가 직접 운영해왔다 KT IS는 디지털사업의 성장 본격화 및 신규사업 개발을 통한 지속성장 기반을 마련하기 위해 타운보드TV 사업 인수를 결정했다 그동안 컨택센터 솔루션아웃소싱 사업 업무를 담당해온 KT IS는 이번 인수로 사업확장과 질적 성장을 도모한다는 계획이다 KT IS 측은 타운보드TV는 엘리베이터 안에 부착된 모니터를 통해 광고와 각종 정보 콘텐츠를 제공하는 엘리베이터 광고 서비스라며 최근 신종 코로나바이러스 감염증코로나 등의 영향으로 광고산업의 전반적인 침체 속에서 급속한 성장세를 보이고 있다고 설명했다 이어 일반 광고매체를 넘어 광고주와 입주민 아파트와 입주민과의 커뮤니케이션을 원활하게 할 수 있도록 다양한 콘텐츠와 프로모션을 제공하고 KT의 우수한 통신 보안서비스를 함께 제안하는 등 아파트와 입주민에게 실질적인 혜택을 제공하는 다양한 아이템을 준비하며 사업 성장 가속화를 위한 본격적인 행보에 나설 것이라고 덧붙였다 KT IS는 현재 만 대 수준으로 운영 중인 모니터를 단기간 내 만 대 이상으로 확대한다는 계획이다 아울러 억원 수준의 매출을 이상 성장시키는 것을 목표로 기존 중점 영업 대상이었던 아파트를 중심으로 적극적인 확장 전략을 펼칠 예정이다 윤경근 KT IS 대표는 KT그룹의 역량과 자원을 공격적으로 투입해 타운보드TV 사업의 혁신과 성장을 이루고자 한다며 아파트로 대표되는 거주공간과 함께 상업 이동 등 모든 공간을 아우를 수 있는 공간매체 전문 디지털 광고사업자로 거듭나겠다고 말했다,3
91,후쿠시마 제원전 도쿄전력 제공 국제원자력기구IAEA 조사단이 일본이 발표한 후쿠시마 원전 오염수의 해양 방류 처리 방안을 놓고 규제 검토를 위해 일본을 방문한다 일본 외무성은 일부터 일까지 구스타보 카루소 IAEA 원자력안전안보국장이 이끄는 IAEA 관계자와 국제 전문가들이 도쿄를 방문한다며 후쿠시마 도쿄전력 제원전 오염수를 다핵종제거설비ALPS로 처리한 후 방류하는 데 대한 규제 검토를 수행할 예정이라고 일 밝혔다 일본 정부는 지난해 월 후쿠시마 원전 오염수를 ALPS로 처리해 년 상반기부터 후쿠시마 앞바다 태평양에 방류하기로 결정했다 도쿄전력은 년 동일본대지진 때 폭발 사고가 난 후쿠시마 제원전에서 발생하는 오염수 약 만t을 저장탱크 기에 나눠 보관 중이다 오염수에는 삼중수소 등 종의 방사성 물질이 포함돼 있다 ALPS는 오염수의 방사성 핵종을 제거하는 기술이지만 실효성 측면에서 논란이 있었다 일본 정부는 ALPS를 회 이상 반복 사용하면 종의 이온성 오염물질을 국제적으로 통용되는 방류 허용기준 이하로 충분히 정화할 수 있다고 주장하고 있다 그러나 삼중수소의 경우 ALPS로 제거되지 않는 점 ALPS를 이용해 거른 물질의 는 방사능 농도가 여전히 일본 정부 기준치를 넘는 점 등이 논란이다 도쿄전력은 오염수를 바닷물로 희석해 삼중수소 농도를 기준치 이하로 낮추고 해양 방류하겠다는 계획이다 IAEA는 일본 정부의 오염수 방류 결정 이후 각국 전문가로 꾸려진 조사단을 구성해 오염수 처리와 해양 방류 계획 등을 검증하겠다고 밝혀 왔다 조사단에는 한국의 김홍석 한국원자력안전기술원KINS 방사선평가실 책임연구원을 비롯해 미국 영국 프랑스 중국 러시아 캐나다 호주 베트남 아르헨티나 마샬군도 등 개국 전문가가 포함돼 있다 IAEA는 앞서 월 후쿠시마 원전 현장을 방문해 ALPS로 처리한 오염수를 수집한 바 있다 도쿄전력이 측정확인용 설비로부터 ALPS 오염수를 채취하는 장소에 입회해 약 L를 수거했다 IAEA의 오스트리아와 모나코 실험실에서 분석 중인 오염수 관련 보고서는 월 중 공개될 전망이다 일본대사관에 따르면 이번 규제 검토에는 IAEA 관계자 외에도 한국 미국 호주 프랑스 러시아 아르헨티나 등 개국 전문가가 참여한다 일본대사관은 각 전문가는 출신국의 대표가 아니라 독립된 개인의 입장에서 전문적인 지견에 기초하여 IAEA에 대해 조언을 하는 것으로 알고 있다며 구체적인 성과를 미리 말씀드릴 수는 없습니다만 일본으로서는 규제면의 대응에 대해 성의를 가지고 설명함과 동시에 리뷰 결과를 일본의 향후 대응에 더욱 적절히 반영시켜 나갈 생각이라고 밝혔다,3
92,타운보드TV 억 매출 단기간 내  성장 목표 KT IS 제공 이데일리 노재웅 기자 KT그룹의 고객서비스 전문기업 KT IS는 사업다각화의 일환으로 KT의 엘리베이터 광고서비스인 타운보드TV 사업을 인수하고 디지털광고시장에 진출한다고 일 밝혔다 KT IS는 우선번호안내사업 운영을 통해 갖추고 있는 광고서비스 역량 및 현장 유통망 인프라를 바탕으로 타운보드TV 사업과 시너지를 낼 수 있을 것이라고 기대했다 타운보드TV는 엘리베이터 안에 부착된 모니터를 통해 광고와 각종 정보 콘텐츠를 제공하는 엘리베이터 광고 서비스다 특히 신축 아파트를 중심으로 단지 내 커뮤니케이션을 원활하게 하는 필수 소통매체로 인식되며 인지도 상승도 두드러져 설치수요가 증가하는 추세다 KT IS는 현재 만대 수준으로 운영 중인 모니터를 단기간 내 만대 이상으로 확대함과 동시에 억원 수준의 매출을  이상 성장시키는 것을 목표로 사업 확장 전략을 펼칠 계획이다 또 일반 광고매체를 넘어 광고주와 입주민 아파트와 입주민과의 커뮤니케이션을 원활하게 할 수 있도록 다양한 콘텐츠와 프로모션을 제공한다는 방침이다 윤경근 KT IS 대표는 아파트로 대표되는 거주공간과 함께 상업 이동 등 모든 공간을 아우를 수 있는 공간매체 전문 디지털 광고사업자로 거듭나겠다고 밝혔다,3
93,젊은 리더십 최수연의 남다른 소통 행보네이버는 시작도 끝도 사람 삼성애플 중저가폰 일까지 사전판매일 사전개통도 동일 편집자주정보통신기술ICT은 어떤 산업보다 빠르게 변화합니다 그 안의 다양한 이해관계가 맞물려 소용돌이 치는 분야이기도 하지요 ICT 기사는 어렵다는 편견이 있지만 기승전ICT로 귀결되는 차 산업혁명 시대에 그 중요성은 날로 커지고 있습니다 전문적인 그들만의 뉴스가 아닌 개개인의 일상 생활과도 밀접한 분야죠 민영통신사 뉴스은 한주간 국내 ICT 업계를 달군 핫이슈를 한눈에 제공합니다 놓쳐버린 주요 뉴스 뉴스잇IT쥬와 함께 하실래요 제대 대통령직인수위원회가 공식 출범한 일 안철수 인수위원장이 서울 종로구 인수위 대회의실에서 열린 첫 전체회의에서 모두발언을 하고 있다 뉴스  News 국회사진취재단 서울뉴스 송화연 기자  IT 분야 전문가인 안철수 국민의당 대표가 윤석열 정부의 밑그림을 그리는 대통령직인수위회 위원장으로 지명되면서 과학기술계의 기대감이 커지고 있다 윤 당선인은 지난 일 국민의힘 당사에서 가진 기자회견에서 안 위원장은 저와 국정 운영 가치와 철학을 공유하고 있다며 안 위원장을 적임자라고 평가했다 네이버가 년생 새 대표를 맞았다 네이버는 지난 일 경기도 성남시 네이버 사옥에서 개최된 기 정기 주주총회와 이사회를 통해 최수연 대표를 신규 선임했다 최 대표는 첫 공식 행보로 사내 간담회를 열고 유연한 업무 환경 일과 휴식의 균형을 가질 수 있도록 하는 리프레시 제도 등을 담은 사내 복지 강화 방안을 발표했다 과학 대통령 강조한  인수위원장 맡았다 대선 후보 시절 과학 대통령을 강조해온 안철수 국민의당 대표는 지난 일 제대 대통령 인수위원장으로 공식 지명됐다 이 중 인수위 과학기술교육분과는 윤석열 당선인과 안 인수위원장의 정책적 결합이 직접적으로 나타날 영역이다 안 위원장은 후보 시절부터 과학기술 관련 공약을 호 공약으로 내고 직접 챙길 정도로 의지가 강한 것으로 알려졌기 때문이다 과학기술계는 향후 정책적 변화에 촉각을 곤두세우고 있다 집권당인 국민의힘과 조율이 남아 있지만 차기 과학기술정보통신부 장관 임명을 비롯해 과학기술계 거버넌스 개편에 있어 안 위원장의 영향력이 크게 작용할 것으로 관측된다 과학기술계에선 노무현 정부 때 운영됐다가 이명박 정부 때 사라진 과학기술부총리제도의 부활 가능성이 커졌다는 관측이 나온다 안 위원장은 일 국회에서 가진 기자간담회에서 박정희 대통령이 경제개발 개년 계획으로 만든 중화학공업 철강 조선 등으로 우리는 년대 년대 년간 먹고살았다 김대중 대통령은 초고속 인터넷망을 깔고 벤처 붐을 일으켜서 우리는 년대 년대 년간 먹고살았다며 이제 다음 대통령은 차 산업혁명 시대를 선도하며 새로운 미래 먹거리미래 일자리의 기반을 반드시 만들어내야만 한다고 강조했다 인수위는 지난 일 과학기술교육 분과 간사로 박성중 국회의원을 인수위원으로 김창경 한양대 교수 남기태 서울대 교수를 선정했다 펄어비스 작년 판호 받은  검은사막 모바일 월 출시 펄어비스의 검은사막 모바일 중국 서비스가 오는 월 출시될 전망이다 지난해 월 중국 정부로부터 판호서비스허가권를 발급받은 지 개월 만이다 증권업계에 따르면 지난 일 펄어비스는 최근 월 IR 보고서에 검은사막 모바일의 중국 서비스가 월 비공개 베타 테스트CBT를 시작으로 월에 출시된다고 명시했다 그간 증권업계에서도 월 출시가 유력할 것으로 추정됐다 검은사막 모바일은 글로벌에서 큰 인기를 얻고 있는 PC 원작 검은사막을 모바일로 재해석한 다중접속역할수행게임MMORPG이다 자체 게임엔진으로 만든 그래픽과 게임성을 인정받아 년 대한민국 게임대상 관왕을 수상했다 올해 월 기준 누적 판매액은 조원을 돌파했으며 해외 매출 비중은 에 달한다 앞서 김경만 펄어비스 최고사업책임자CBO는 지난 월 열린 년 분기 실적발표 콘퍼런스콜에서 중국 검은사막 모바일 출시에 대해서는 당사퍼블리셔 합의 하에 중국 CBT비공개테스트 및 출시 날짜 모두 확정된 상태라며 대규모 인원을 대상으로 한 CBT를 분기 중 진행한 이후 빠르게 출시할 계획이다고 밝힌 바 있다 최수연 네이버 신임 대표왼쪽와 한성숙 네이버 대표가 일 오전 경기도 성남시 분당 네이버 그린팩토리에서 열린 제기 정기 주주총회를 마치고 함께 이동하고 있다 네이버 제공 뉴스 자주 인사하겠다는 네이버 최수연첫 공식 일정은 소통 젊은 리더십의 선봉에서 네이버를 이끌게 된 최수연 신임 대표가 취임 후 공식 행보로 직원들과의 소통을 택했다 최 대표는 지난 일 온라인 생중계를 통해 컴퍼니언 데이로 불리는 사내 간담회를 개최하고 복지 보따리를 풀며 내부 쇄신에 주력하겠다는 의지를 피력했다 그는 사람을 중심으로 한 과감한 도전과 이를 통한 성장이 네이버의 조직문화이자 사업 전략이라고 강조하며 건강하게 일할 수 있는 문화를 만드는 것을 순위 과제로 삼겠다고 공언했다 지난해 불거진 직장 내 괴롭힘 논란으로 추락한 신뢰와 내부 결속력 다지기를 위한 행보로 해석된다 최 대표는 조직문화 개선의 일환으로 유연하게 일할 수 있도록 유연한 업무 환경 충분히 재충전할 수 있는 리프레쉬 제도 소속감을 느낄 수 있도록 팀플레이 강화 등의 내용을 담은 사내 복지제도 개선안을 발표했다 개선안에는 유연한 업무 환경을 지원하기 위해 원격 업무기기를 지원하고 사내식당과 운동 공간을 무료로 제공하고 연차를 이틀 이상 붙여서 사용할 경우 일 만원의 휴가비를 지원하며 년 이상 근속 시 휴식을 위해 최대 개월까지 무급 휴직할 수 있도록 하는 내용 등이 포함됐다 최 대표는 매년 조직 진단을 실시하고 점검할 것이며 그동안 다양한 리서치 등을 통해 준비하고 있는 새로운 근무 방식을 최종적으로 점검하고 월에 발표할 것이라고 말했다 만원일주일차 출시닮아가는 갤A아이폰SE 중저가폰 혈투 삼성전자 갤럭시A G와 애플 아이폰SE이 지난 일부터 오는 일까지 일주일간 사전판매를 시작하고 일 사전개통에 나선다 스마트폰 투톱 기업이 비슷한 시기에 같은 가격대의 폰을 판매하는 것은 이번이 처음이라 업계의 관심이 쏠린다 이번 사전판매에서 주목할 점은 두 스마트폰 출고가가 똑같이 만원대라는 것이다 삼성전자 중저가폰이 만원원이라면 애플 보급폰 가격은 용량에 따라 달라지지만 일단은 만원GB 모델부터 시작한다 공식 출시일도 비슷하다 애플은 일 삼성은 오는 월일이다 애플이 삼성보다 일 빨리 신제품을 공개했지만 국내 출시시기는 일주일차에 불과하다 일각에서는 아이폰SE과 갤럭시A G 동시 출격으로 국내뿐만 아니라 전 세계 G 스마트폰 시장이 뜨겁게 달아오를 것이라는 관측이 나온다 카운터포인트리서치에 따르면 지난해 분기 G 스마트폰 시장은 전년동기대비  성장했는데 올해는 더 높은 증가세를 기록할 것이라는 전망이다 그중에서도 인도 시장에서 격투를 벌일 것으로 보인다 인도는 G 기술 상용화에 올해부터 본격 시동을 건 상황이고 G 스마트폰이 보편화되지 않았기에 성장 가능성이 크다 카운터포인트리서치도 지난해 였던 G 스마트폰 인도 시장 점유율이 올해는 까지 오를 것이라고 봤다,3
94, 올해 월 새벽배송 이용 건수 전년동기대비  증가 디지털데일리 이안나 기자 GS프레시몰이 비대면 장보기 수요 증가에 맞춰 올해 새벽배송 서비스 지역을 확대한다 GS리테일이 운영하는 GS프레시몰은 지난 월일부터 이달 일까지 새벽배송 누적 이용건수가 전년동기대비  신장했다고 일 전했다 GS프레시몰은 새벽배송은 오후 시까지 주문한 상품을 다음날 오전 시까지 가져다준다 먼저 GS프레시몰은 새벽배송 상품 라인업을 강화했다 지난 일 과일채소축산수산 상품 등 신선식품 중심으로 기존 대비 배 규모인 만여종으로 늘렸다 서울과 경기 일부 지역에 한정됐던 새벽배송 범위 또한 서울 인천 경기 과천의왕안양군포수원 등으로 확대했다 하반기엔 충청과 영남으로도 확대해 새벽배송 서비스를 지방 권역으로 본격 늘린다 이를 위해 GS리테일은 지방 권역 물류 거점으로 디지털커머스 전용 물류센터를 추가 확보한다 전문 물류 회사와 협업 모델 구축 논의도 구체화 단계에 접어들었다 박영훈 GS리테일 디지털커머스 비즈니스유닛BU장 부사장은 지난해 말 신규 개관한 첨단 자동화 물류센터 프라임센터에 힘입어 배송 역량이 급상승했다며 물류 경쟁력 기반으로 새벽배송 서비스를 고도화하는 동시에 전국 권역 확대를 단기간 내 추진할 것이라고 말했다,3
95,디지털데일리 이종현기자 러시아의 우크라이나 침공으로 벌어진 사이버 세계대전 양상이 지속하고 있다 전 세계 많은 핵티비스트Hactivist 해커행동가가 러시아의 기업기관을 공격하고 있는 가운데 러시아 및 러시아 지지 조직도 반격하는 중이다 러시아의 국영 송유관 기업 트랜스네프트Transneft는 최근 데이터 유출을 겪었다 트랜스네프트는 러시아에서 생산되는 석유의  가공 석유 제품의 를 수송하는 기업이다 러시아가 세계 위 석유 수출국이라는 점을 감안하면 해당 기업의 중요도는 무척 높다 유출된 것은 트랜스네프트의 연구개발 부서 오메가Omega 관련 자료다 디지털데일리의 확인에 따르면 기가바이트GB 상당의 이메일 데이터로 직원의 정보와 메일 수신인 첨부된 각종 자료 등이 포함돼 있다 일주주총회 회의록 등 유출 파일의 가장 최근 타임스탬프는 한국시간으로 월 일이다 일부 발신인과 수신인은 실제 트랜스네프트 직원의 이름 이메일이다 민감한 내용이 다수 포함된 유출 파일 데이터를 공개한 것은 비영리 데이터 유출 단체라 주장하는 디도스크리츠DDoSecrets다 편집자 노트에는 힐러리 클리턴에게 헌정이라는 문구가 더해졌는데 지난 월 힐러리 클린턴이 미국캐나다 방송사 MSNBC와의 인터뷰에서 어아니머스가 러시아에 대한 사이버공격을 해야 한다고 발언한 것과 관련된 것으로 추정된다 디도스크리츠는 러시아 통신감독기관 로스콤나드조르Roskomnadzor의 데이터도 유출했다고 주장했다 기가바이트GB가량으로 GB 상당의 파일 및 GB 상당의 데이터베이스DB가 포함됐다 유출 데이터 속 가장 최근 타임스탬프는 월 일이다 월 초에는 러시아 군인 만명의 개인정보도 유출됐다 우크라이나 신문 프라우다Pravda가 보도한 내용으로 우크라이나 싱크탱크로부터 얻었다고 주장했는데 진위 여부는 판별되지 않은 상태다 핵티비스트는 이밖에 러시아의 방송사 및 스트리밍 서비스를 해킹해 우크라이나를 침공하는 러시아군의 모습을 송출하는 등 이번 전쟁에서 눈에 띄는 활동을 펼치고 있다 러시아 내 폐쇄회로CCTV를 해킹했다며 다수의 이미지를 유출하는 이들도 있다 한편 우크라이나의 첩보기관SBU이 일현지시각 우크라이나에서 러시아 군을 지원하는 해커를 체포했다는 소식도 전해졌다 해당 해커는 러시아 군대에 통신 서비스를 제공 우크라이나 공무원 등에 항복을 제안하는 메시지를 보내는 것을 도왔다는 것이 SBU의 주장이다,3
96,LG전자는 LG 그램 노트북 처음으로 외장 그래픽카드를 탑재한 신제품을 출시한다고 일 밝혔다 신제품에는 인텔 세대 프로세서도 장착돼 데이터 처리속도가  향상됐다 LG전자 모델들이 LG 그램 신제품을 소개하고 있다 자료LG전자 LG전자가 새롭게 선보이는 그램 신제품ZQZQ은 엔비디아의 노트북용 외장 그래픽카드RTX 를 탑재했다 LG 그램 은 형 디스플레이에 외장 그래픽카드와 와트시Wh 대용량 배터리를 모두 탑재하고도 제품 무게는 g으로 가볍다 형 대화면을 탑재한 LG 그램 의 무게는 g이다 신제품은  화면비의 WQXGA 고해상도 IPS 디스플레이를 탑재하고 디지털영화협회DCI의 표준 색 영역 DCIP를  충족한다 패널에는 빛 반사와 눈부심을 방지하는 안티글레어 적용했다 인텔 최신 세대 프로세서를 탑재하고 최신 세대 저장장치SSD와 기존 제품 대비 성능이  향상된 최신 저전력 메모리도 탑재했다 카메라로 사용자 얼굴과 시선을 감지한 후 인공지능AI 분석을 기반으로 제공하는 편의 기능도 처음 적용됐다 신제품은 화이트 블랙 차콜 등 세 가지 색상으로 출시된다 LG전자는 최신 프로세서 등을 탑재한 다양한 LG 그램 신제품형과 투인원 in  노트북 LG 그램 형 등도 함께 선보인다 LG 그램 의 형 모델은 기존 블랙 그린 외 새롭게 처음 선보이는 라벤더펀치 등 가지 색상 가운데 선택할 수 있다 LG 그램 자료LG전자 김선형 LG전자 한국HE마케팅담당 상무는 LG 그램은 끊임없는 도전과 혁신으로 초경량대화면 트렌드를 선도해왔다며 고객의 목소리를 적극 반영한 신제품을 앞세워 새로운 고객경험을 전달할 것이라고 강조했다 LG전자는 일부터 내달 일까지 LG 그램 신제품 예약 판매를 진행하고 일부터는 강남역 인근 복합문화공간 일상비일상의틈에서 체험 공간도 운영한다 기간 내 그램 신제품 구매 후 이벤트에 응모한 고객에게는 포터블 모니터 LG 그램View와 그램 마우스 굿즈 패키지  그램 오피스 밸류팩 등을 제공한다,3
