고객번호,신선식품_중_방문지수
00349,0.19999999999999996
00350,6.800000000000001
00351,0.19999999999999996
00352,1.8
00353,4.4
00354,0.4
00355,-0.3999999999999999
00356,2.2
00357,0.19999999999999996
00358,0.8
00359,-0.6000000000000003
00360,0.8
00361,0.19999999999999996
00362,1.8
00363,1.2000000000000002
00364,2.4000000000000004
00365,-0.3999999999999999
00366,1.4000000000000001
00367,-0.19999999999999996
00368,1.8
00369,1.6
00370,0.4
00371,1.0
00372,1.6
00373,-1.6
00374,2.4000000000000004
00375,0.6000000000000001
00376,-0.6000000000000003
00377,1.2000000000000002
00378,3.4000000000000004
00379,2.6
00380,1.8
00381,2.8000000000000003
00382,2.2
00383,1.8
00384,3.2
00385,-1.0000000000000002
00386,-0.8
00387,1.2000000000000002
00388,-1.6
00389,1.6
00390,3.4000000000000004
00391,-0.6000000000000003
00392,1.6
00393,3.8000000000000007
00394,2.2
00395,0.8
00396,-1.2000000000000002
00397,4.2
00398,-0.6000000000000003
00399,1.2000000000000002
00400,-1.2000000000000002
00402,1.6
00403,0.4
00404,0.8
00405,-1.6
00406,1.8
00407,-1.2000000000000002
00409,0.0
00410,2.8000000000000003
00411,1.0
00412,2.0
00413,2.8000000000000003
00414,-1.6
00415,-0.19999999999999996
00416,0.4
00417,1.2000000000000002
00418,3.4000000000000004
00419,0.19999999999999996
00420,-0.19999999999999996
00421,0.8
00422,1.2000000000000002
00423,0.8
00424,0.19999999999999996
00425,1.2000000000000002
00426,1.0
00427,2.4000000000000004
00428,-0.19999999999999996
00429,0.19999999999999996
00430,0.0
00431,1.6
00432,1.8
00433,0.19999999999999996
00434,1.4000000000000001
00435,1.8
00436,0.19999999999999996
00437,6.4
00438,-0.8
00439,4.4
00440,-1.4000000000000004
00441,3.0
00442,0.8
00443,3.4000000000000004
00444,3.8000000000000007
00445,-0.19999999999999996
00446,1.2000000000000002
00447,0.19999999999999996
00448,1.0
00449,0.19999999999999996
00450,-0.19999999999999996
00451,0.8
00452,4.0
00453,1.8
00454,0.3999999999999999
00455,0.19999999999999996
00456,0.19999999999999996
00457,0.8
00458,-0.19999999999999996
00459,0.4
00461,0.19999999999999996
00462,4.4
00463,-0.8
00464,0.8
00465,1.8
00466,0.19999999999999996
00467,0.4
00468,2.0
00469,1.2000000000000002
00470,1.8
00471,1.6
00472,0.8
00473,3.4000000000000004
00474,1.4000000000000001
00475,5.4
00476,0.19999999999999996
00477,1.2000000000000002
00478,-0.8
00479,1.4000000000000001
00480,-2.0
00481,-1.0000000000000002
00482,4.6000000000000005
00483,0.8
00484,-0.19999999999999996
00485,1.8
00486,2.4000000000000004
00487,1.4000000000000001
00488,0.4
00489,2.6
00490,0.0
00491,0.19999999999999996
00492,0.19999999999999996
00493,0.4
00494,0.8
00495,1.6
00496,0.4
00497,1.0
00498,1.0
00499,3.4000000000000004
00500,1.8
00501,0.4
00502,1.4000000000000001
00503,-0.19999999999999996
00504,3.6
00505,1.8
00506,3.4000000000000004
00507,-1.4000000000000004
00508,-0.19999999999999996
00509,0.8
00510,0.4
00511,0.0
00512,4.6000000000000005
00513,0.19999999999999996
00514,-0.19999999999999996
00515,0.8
00516,-0.19999999999999996
00517,1.2000000000000002
00518,1.6
00519,0.0
00520,2.8000000000000003
00521,0.8
00522,2.4000000000000004
00523,1.2000000000000002
00524,0.19999999999999996
00525,0.0
00526,4.0
00527,4.4
00528,1.2000000000000002
00529,2.2
00530,-0.19999999999999996
00531,0.19999999999999996
00532,2.0
00533,0.6000000000000001
00534,1.8
00535,2.0
00536,3.4000000000000004
00537,2.4000000000000004
00538,1.4000000000000001
00539,4.0
00540,1.8
00541,0.19999999999999996
00542,2.2
00543,0.19999999999999996
00544,-0.19999999999999996
00545,0.0
00546,0.4
00547,4.0
00548,0.6000000000000001
00549,-0.19999999999999996
00550,3.4000000000000004
00551,0.8
00552,1.0
00553,0.19999999999999996
00554,2.4000000000000004
00555,1.0
00556,-0.6000000000000003
00557,0.8
00558,1.2000000000000002
00559,-1.6
00560,0.8
00561,4.0
00562,0.19999999999999996
00563,-0.19999999999999996
00564,0.19999999999999996
00565,3.0
00566,-0.19999999999999996
00567,4.2
00568,4.2
00569,1.2000000000000002
00570,0.19999999999999996
00571,1.6
00572,1.6
00573,4.800000000000001
00574,0.19999999999999996
00575,0.4
00576,1.4000000000000001
00577,4.800000000000001
00578,1.0
00579,0.8
00580,3.6
00581,0.19999999999999996
00582,0.4
00583,0.19999999999999996
00584,1.2000000000000002
00585,4.2
00586,3.4000000000000004
00587,1.8
00588,0.8
00589,-0.20000000000000018
00590,0.6000000000000001
00591,1.6
00592,1.6
00593,3.2
00594,-0.3999999999999999
00595,-0.8
00596,-1.2000000000000002
00597,-0.6000000000000001
00598,2.2
00599,3.2
00600,1.0
00601,2.4000000000000004
00602,2.6
00603,-0.6000000000000001
00604,2.2
00605,-0.3999999999999999
00606,3.2
00607,3.2
00608,0.19999999999999996
00609,4.4
00610,1.0
00611,0.4
00612,2.2
00613,-0.20000000000000018
00614,0.19999999999999996
00615,1.2000000000000002
00616,0.19999999999999996
00617,1.8
00618,2.2
00619,-0.8
00620,0.8
00621,2.6
00622,0.6000000000000001
00623,2.4000000000000004
00624,2.6
00625,2.4000000000000004
00626,2.8000000000000003
00627,-0.6000000000000001
00628,0.19999999999999996
00629,0.19999999999999996
00630,-0.3999999999999999
00631,1.4000000000000001
00632,-0.3999999999999999
00633,1.8
00634,-0.3999999999999999
00635,0.6000000000000001
00636,1.8
00637,4.4
00638,2.6
00639,0.4
00640,5.6000000000000005
00641,0.8
00642,1.2000000000000002
00643,0.19999999999999996
00644,3.0000000000000004
00645,2.8000000000000003
00646,-0.6000000000000001
00647,2.0
00648,1.2000000000000002
00650,0.8000000000000003
00652,2.4000000000000004
00653,0.19999999999999996
00654,1.2000000000000002
00655,0.8
00656,2.4000000000000004
00657,2.0
00658,0.19999999999999996
00659,-0.3999999999999999
00660,0.8
00661,0.0
00662,2.4000000000000004
00663,2.2
00664,0.8
00665,2.4000000000000004
00666,0.4
00667,1.6
00668,0.19999999999999973
00669,-2.0
00670,1.4000000000000001
00671,-1.4000000000000004
00672,2.8000000000000003
00673,0.4
00674,0.19999999999999996
00675,1.4000000000000001
00676,1.4000000000000001
00677,-0.3999999999999999
00678,0.19999999999999996
00679,0.4
00680,1.8
00681,0.4
00682,1.2000000000000002
00683,0.19999999999999996
00684,3.0000000000000004
00685,0.4
00686,2.4000000000000004
00687,0.19999999999999996
00688,0.8
00689,0.8
00690,3.2
00691,1.4000000000000001
00692,2.2
00693,0.4
00694,2.2
00695,3.2
00696,-1.0000000000000002
00697,1.2000000000000002
00698,1.4000000000000001
00699,0.0
00700,1.2000000000000002
00701,0.4
00702,1.2000000000000002
00703,1.8
00704,2.4000000000000004
00705,1.2000000000000002
00706,0.19999999999999996
00707,1.2000000000000002
00708,1.0
00709,1.8
00710,1.2000000000000002
00711,1.6
00712,3.8000000000000007
00713,0.4
00714,3.4000000000000004
00715,3.6
00716,0.8
00717,1.6
00718,1.2000000000000002
00719,0.6000000000000001
00720,0.8
00721,2.8000000000000003
00722,0.4
00723,0.4
00724,1.2000000000000002
00725,0.4
00726,-0.6000000000000003
00727,0.19999999999999996
00728,3.8000000000000007
00729,-0.8
00730,-0.19999999999999996
00731,1.2000000000000002
00732,-0.19999999999999996
00733,2.4000000000000004
00734,2.6
00735,-1.4000000000000004
00736,1.0
00737,3.4000000000000004
00738,2.8000000000000003
00739,3.8000000000000007
00740,2.0
00741,-0.8
00742,0.6000000000000001
00743,3.2
00744,1.2000000000000002
00745,1.2000000000000002
00746,-0.8
00747,3.4000000000000004
00748,2.8000000000000003
00749,-1.0000000000000002
00750,1.4000000000000001
00751,0.0
00752,0.8
00753,2.4000000000000004
00754,2.4000000000000004
00755,2.8000000000000003
00756,1.8
00757,-1.0000000000000002
00758,4.4
00759,0.19999999999999996
00760,1.4000000000000001
00761,6.000000000000001
00762,-0.3999999999999999
00763,1.8
00764,2.4000000000000004
00765,0.4
00766,0.8
00767,-0.3999999999999999
00768,-0.19999999999999996
00769,2.4000000000000004
00770,0.8
00771,1.0
00772,2.0
00773,0.6000000000000001
00774,-0.8
00775,0.4
00776,-0.3999999999999999
00777,-0.19999999999999996
00778,0.4
00779,1.8
00780,2.4000000000000004
00781,-0.8
00782,1.2000000000000002
00783,0.0
00784,2.8000000000000003
00785,-0.3999999999999999
00786,-0.3999999999999999
00787,0.4
00788,1.8
00789,-0.8
00790,0.0
00791,-0.6000000000000003
00792,2.8000000000000003
00793,0.19999999999999996
00794,2.0
00795,1.8
00796,1.6
00797,0.8
00798,2.8000000000000003
00799,0.8
00800,2.6
00801,2.8000000000000003
00802,2.2
00803,0.19999999999999996
00804,0.0
00805,1.8
00806,-0.19999999999999996
00807,0.8
00808,1.0
00809,2.0
00810,1.6
00811,2.8000000000000003
00812,2.4000000000000004
00813,3.2
00814,-0.8
00815,0.8000000000000003
00816,0.4
00817,0.8
00818,2.4000000000000004
00819,1.6
00820,0.0
00821,4.4
00822,2.2
00823,1.6
00824,0.4
00825,2.0
00826,1.6
00827,0.0
00828,2.8000000000000003
00829,2.4000000000000004
00830,1.0
00831,2.4000000000000004
00832,2.0
00833,0.4
00834,1.8
00835,2.4000000000000004
00836,-0.19999999999999996
00837,2.6
00838,5.0
00839,2.2
00840,1.2000000000000002
00841,2.8000000000000003
00842,1.2000000000000002
00843,2.0
00844,4.800000000000001
00845,-0.8
00846,-1.4000000000000004
00847,0.4
00848,0.8
00849,2.0
00850,1.2000000000000002
00851,0.19999999999999996
00852,1.8
00853,-0.3999999999999999
00854,0.0
00855,0.8
00856,3.6
00857,-0.19999999999999996
00858,2.8000000000000003
00859,1.8
00860,1.2000000000000002
00861,2.2
00862,-0.19999999999999996
00863,1.0
00864,-0.19999999999999996
00865,-0.19999999999999996
00866,1.8
00867,0.6000000000000001
00868,2.2
00869,4.4
00870,2.4000000000000004
00871,0.4
00872,0.19999999999999996
00873,1.4000000000000001
00874,3.8000000000000007
00875,0.8
00876,1.4000000000000001
00877,1.4000000000000001
00878,2.2
00879,0.8
00880,2.0
00881,1.2000000000000002
00882,3.2
00883,0.0
00884,0.8
00885,0.4
00886,-1.0000000000000002
00887,1.6
00888,1.6
00889,1.8
00890,3.2
00891,0.8
00892,1.0
00893,0.8
00894,-0.19999999999999996
00895,-0.19999999999999996
00896,1.6
00897,3.4000000000000004
00898,3.2
00899,0.19999999999999996
00900,1.2000000000000002
00901,1.6
00902,0.19999999999999996
00903,1.4000000000000001
00904,-1.0000000000000002
00906,0.8
00907,1.2000000000000002
00908,2.6
00909,0.4
00910,1.8
00911,2.0
00912,0.19999999999999996
00913,0.8
00914,4.800000000000001
00915,3.4000000000000004
00916,1.6
00917,2.8000000000000003
00918,2.4000000000000004
00919,0.6000000000000001
00920,1.6
00921,2.6
00922,1.4000000000000001
00923,1.2000000000000002
00924,2.8000000000000003
00925,3.0000000000000004
00926,1.2000000000000002
00927,0.6000000000000001
00928,0.0
00929,0.4
00930,-0.19999999999999996
00931,0.0
00932,3.0
00933,1.2000000000000002
00934,2.4000000000000004
00935,1.2000000000000002
00936,0.8
00937,1.0
00938,1.2000000000000002
00939,0.4
00940,3.8000000000000007
00941,2.4000000000000004
00942,1.6
00943,0.19999999999999996
00944,-0.19999999999999996
00945,1.4000000000000001
00946,0.8
00947,2.2
00948,2.2
00949,4.4
00950,0.3999999999999999
00951,4.0
00952,0.6000000000000001
00953,0.8
00954,2.6
00955,-0.3999999999999999
00956,-0.19999999999999996
00957,4.0
00958,1.8
00959,1.4000000000000001
00960,-3.2000000000000006
00961,0.6000000000000001
00962,-1.2000000000000002
00963,3.4000000000000004
00964,0.8
00965,-0.19999999999999996
00966,0.8
00967,1.6
00968,3.4000000000000004
00969,0.0
00970,1.6
00971,3.4000000000000004
00972,0.0
00973,1.4000000000000001
00974,0.19999999999999996
00975,-2.0
00976,0.6000000000000001
00977,2.4000000000000004
00979,4.0
00980,1.8
00981,1.8
00982,-1.0000000000000002
00983,1.4000000000000001
00984,0.6000000000000001
00986,-0.19999999999999996
00987,-1.8000000000000003
00988,-2.0
00989,1.4000000000000001
00990,1.6
00991,-0.3999999999999999
00992,0.8
00993,0.8
00994,1.6
00995,0.8
00996,0.19999999999999996
00997,-1.8000000000000003
00998,1.4000000000000001
00999,2.0
01000,1.2000000000000002
01001,2.6
01002,-0.19999999999999996
01003,0.0
01004,-0.8
01005,2.4000000000000004
01006,1.4000000000000001
01007,2.2
01008,2.4000000000000004
01009,2.4000000000000004
01010,-0.19999999999999996
01011,-0.6000000000000003
01012,0.19999999999999996
01013,0.19999999999999996
01014,1.4000000000000001
01015,1.2000000000000002
01016,3.0000000000000004
01017,-0.19999999999999996
01018,1.2000000000000002
01019,-0.8
01020,3.4000000000000004
01021,0.8
01022,2.8000000000000003
01023,0.0
01024,2.2
01025,0.19999999999999996
01026,4.6000000000000005
01027,-1.4000000000000004
01028,1.2000000000000002
01029,1.2000000000000002
01030,2.0
01031,0.19999999999999996
01032,1.4000000000000001
01033,2.2
01034,0.6000000000000001
01035,0.8
01036,3.4000000000000004
01037,-0.3999999999999999
01038,0.19999999999999996
01039,0.6000000000000001
01040,0.6000000000000001
01041,1.8
01042,5.2
01043,-0.3999999999999999
01044,2.8000000000000003
01045,1.8
01046,1.8
01047,0.6000000000000001
01048,1.8
01049,0.8
01050,-1.4000000000000004
01051,3.2
01052,0.8
01053,0.19999999999999996
01054,2.4000000000000004
01055,5.8
01056,0.6000000000000001
01057,0.19999999999999996
01058,1.2000000000000002
01059,2.8000000000000003
01060,0.6000000000000001
01061,1.0
01062,0.19999999999999996
01063,2.4000000000000004
01064,0.4
01065,-0.19999999999999996
01066,2.6
01068,3.2
01069,-1.0000000000000002
01070,-0.19999999999999996
01071,1.4000000000000001
01072,0.8
01073,2.4000000000000004
01074,-0.8
01075,-0.19999999999999996
01076,0.6000000000000001
01077,0.19999999999999996
01078,1.8
01079,1.8
01080,0.4
01081,1.0
01082,3.0
01083,3.8000000000000007
01084,2.2
01085,1.0
01086,-0.8
01087,0.0
01088,1.4000000000000001
01089,0.8
01090,-0.6000000000000001
01091,2.6
01092,0.8
01094,0.19999999999999996
01095,0.8
01096,3.4000000000000004
01097,-0.8
01098,1.8
01099,3.8000000000000007
01100,-1.2000000000000002
01101,2.4000000000000004
01102,-0.8
01103,0.8
01104,2.2
01105,-0.19999999999999996
01106,0.8
01107,2.2
01108,0.8
01109,-1.6
01110,2.4000000000000004
01111,3.2
01112,-0.19999999999999996
01113,3.4000000000000004
01114,3.4000000000000004
01115,1.4000000000000001
01116,2.2
01117,2.8000000000000003
01118,2.0
01119,1.8
01120,1.2000000000000002
01122,0.4
01123,0.6000000000000001
01124,1.8
01125,1.4000000000000001
01126,2.2
01127,0.8
01128,4.2
01129,2.4000000000000004
01130,0.8
01131,-0.19999999999999996
01132,-1.2000000000000002
01133,-0.6000000000000003
01134,0.6000000000000001
01135,1.0
01136,-2.5999999999999996
01137,0.19999999999999996
01138,0.0
01139,3.2
01140,-0.19999999999999996
01141,0.4
01142,2.0
01143,-0.8
01144,2.8000000000000003
01145,0.19999999999999996
01146,1.0
01147,3.2
01148,1.2000000000000002
01149,0.19999999999999996
01150,0.19999999999999996
01151,-0.6000000000000003
01152,-1.0000000000000002
01153,-2.0
01154,1.6
01155,0.8
01156,-1.4000000000000004
01157,2.4000000000000004
01158,0.19999999999999996
01159,2.4000000000000004
01160,3.4000000000000004
01161,0.19999999999999996
01162,3.8000000000000007
01163,0.19999999999999996
01164,0.8
01165,0.19999999999999996
01166,-0.19999999999999996
01167,1.2000000000000002
01168,1.0
01169,1.8
01170,2.0
01172,0.19999999999999996
01173,0.19999999999999996
01174,0.6000000000000001
01175,1.2000000000000002
01176,1.2000000000000002
01177,-0.3999999999999999
01178,1.2000000000000002
01179,5.4
01180,1.6
01181,-0.3999999999999999
01182,1.2000000000000002
01183,1.2000000000000002
01184,1.8
01185,-0.20000000000000018
01186,1.2000000000000002
01187,0.19999999999999996
01188,3.0
01189,2.6
01190,3.4000000000000004
01191,3.0000000000000004
01192,1.8
01193,0.8
01194,0.8
01195,-0.3999999999999999
01196,2.8000000000000003
01197,4.800000000000001
01198,2.4000000000000004
01199,2.6
01200,1.8
01201,0.6000000000000001
01202,0.8
01203,0.0
01204,-0.19999999999999996
01205,0.6000000000000001
01206,2.2
01207,0.4
01209,1.8
01210,1.8
01211,-0.8
01212,3.8000000000000007
01213,2.8000000000000003
01214,-0.3999999999999999
01215,1.8
01216,-0.8
01217,2.0
01218,0.19999999999999996
01219,0.6000000000000001
01220,1.4000000000000001
01221,1.2000000000000002
01222,-0.8
01223,0.4
01224,-0.6000000000000001
01225,2.0
01226,2.6
01227,-1.0000000000000002
01228,-1.4000000000000004
01229,-1.8000000000000003
01230,2.4000000000000004
01231,1.4000000000000001
01232,1.8
01233,0.4
01234,2.2
01235,0.19999999999999996
01236,2.8000000000000003
01237,1.0
01238,0.4
01239,0.0
01240,2.0
01241,-1.4000000000000004
01242,3.4000000000000004
01243,-0.3999999999999999
01244,-0.8
01245,3.4000000000000004
01246,0.8
01247,1.6
01248,3.6
01249,1.6
01250,1.4000000000000001
01251,1.2000000000000002
01252,3.0
01253,0.19999999999999996
01254,3.8000000000000007
01255,0.19999999999999996
01256,6.4
01257,3.8000000000000007
01258,0.19999999999999996
01260,1.2000000000000002
01261,1.6
01263,2.2
01264,-0.19999999999999996
01265,2.8000000000000003
01266,3.4000000000000004
01267,0.19999999999999996
01268,-1.0000000000000002
01269,0.4
01270,0.6000000000000001
01271,0.8
01272,1.0
01273,1.8
01274,1.4000000000000001
01275,1.8
01276,2.4000000000000004
01277,1.2000000000000002
01278,1.2000000000000002
01279,1.6
01280,1.4000000000000001
01281,0.8
01282,-0.8
01283,0.19999999999999996
01284,0.19999999999999996
01285,-0.19999999999999996
01286,-1.2000000000000002
01287,-0.6000000000000003
01288,-0.8
01289,-1.4000000000000004
01290,2.6
01291,1.0
01292,1.4000000000000001
01293,1.4000000000000001
01294,-2.4000000000000004
01295,1.6
01296,1.2000000000000002
01297,2.8000000000000003
01298,0.6000000000000001
01299,0.19999999999999996
01300,1.8
01301,-0.19999999999999996
01302,0.4
01303,1.8
01304,0.4
01305,-0.6000000000000003
01306,0.4
01307,1.8
01308,4.0
01309,0.19999999999999996
01310,-0.20000000000000018
01311,2.4000000000000004
01312,0.19999999999999996
01313,0.4
01314,3.4000000000000004
01315,0.0
01316,2.8000000000000003
01317,-1.2000000000000002
01318,0.8
01319,-1.4000000000000004
01320,1.2000000000000002
01321,-0.8
01322,-0.6000000000000003
01323,-2.5999999999999996
01324,3.0000000000000004
01325,3.4000000000000004
01326,0.8
01327,2.6
01328,0.4
01329,-1.0000000000000002
01331,-0.6000000000000001
01332,3.2
01333,0.3999999999999999
01334,0.0
01335,1.4000000000000001
01336,1.8
01337,-0.19999999999999996
01338,-0.8
01339,0.19999999999999996
01340,0.6000000000000001
01341,0.0
01342,2.4000000000000004
01343,3.8000000000000007
01344,1.2000000000000002
01345,3.0000000000000004
01346,2.2
01347,0.8
01348,0.19999999999999996
01349,-0.19999999999999996
01350,3.8000000000000007
01351,0.4
01352,1.2000000000000002
01353,1.2000000000000002
01354,3.0000000000000004
01355,-0.19999999999999996
01356,-0.8
01357,-2.0
01358,2.8000000000000003
01359,2.4000000000000004
01360,0.0
01361,0.8
01362,1.2000000000000002
01363,5.2
01364,4.0
01365,-0.6000000000000001
01366,3.2
01367,1.4000000000000001
01368,0.8
01369,0.6000000000000001
01370,2.4000000000000004
01371,1.2000000000000002
01372,2.2
01373,-0.3999999999999999
01374,-0.19999999999999996
01375,1.2000000000000002
01376,6.0
01377,3.0000000000000004
01378,1.0
01380,3.8000000000000007
01381,-0.3999999999999999
01382,0.19999999999999996
01383,-4.2
01384,1.2000000000000002
01385,3.2
01386,3.0
01387,0.4
01388,0.8
01389,0.19999999999999996
01390,-0.19999999999999996
01391,-1.0000000000000002
01392,0.6000000000000001
01393,4.0
01394,0.6000000000000001
01395,4.2
01396,1.2000000000000002
01397,0.8
01398,-0.3999999999999999
01399,1.2000000000000002
01400,2.4000000000000004
01401,-0.6000000000000001
01402,1.8
01403,0.6000000000000001
01404,1.8
01405,-1.4000000000000004
01406,2.0
01407,0.8
01408,-1.4000000000000004
01409,0.0
01410,2.2
01411,0.8
01412,0.8
01413,1.6
01414,1.2000000000000002
01415,1.6
01416,2.2
01417,2.0
01418,1.8
01419,2.4000000000000004
01420,0.3999999999999999
01421,0.3999999999999999
01422,2.4000000000000004
01423,1.4000000000000001
01424,2.0
01425,-3.0
01426,4.2
01427,1.2000000000000002
01428,1.6
01429,0.19999999999999996
01430,1.2000000000000002
01431,0.8
01432,1.4000000000000001
01433,-1.4000000000000004
01434,3.6
01435,0.19999999999999996
01436,1.4000000000000001
01437,3.6
01438,1.8
01439,2.8000000000000003
01440,0.4
01441,1.4000000000000001
01442,0.0
01443,-0.3999999999999999
01444,2.2
01445,1.2000000000000002
01446,0.4
01447,1.8
01448,0.8
01449,0.19999999999999996
