고객번호,패션잡화_중_구매지수
00132,2.4000000000000004
00134,9.8
00135,8.8
00136,8.8
00137,7.000000000000001
00138,-0.19999999999999996
00139,9.4
00140,2.8000000000000003
00143,6.000000000000001
00145,-1.4000000000000004
00146,7.200000000000001
00147,10.8
00149,2.8000000000000003
00150,2.8000000000000003
00151,2.2
00152,4.2
00153,2.4000000000000004
00154,-4.2
00155,2.4000000000000004
00156,2.2
00157,2.4000000000000004
00159,5.2
00160,6.4
00161,2.4000000000000004
00162,8.8
00163,2.4000000000000004
00164,-4.2
00165,3.2
00166,5.2
00167,2.8000000000000003
00168,-1.2000000000000006
00169,2.4000000000000004
00170,2.0
00172,2.8000000000000003
00173,2.0
00177,6.000000000000001
00178,2.4000000000000004
00179,1.5999999999999996
00180,-3.6000000000000005
00181,9.8
00183,-3.6000000000000005
00184,9.4
00185,2.8000000000000003
00186,-0.6000000000000005
00187,7.4
00190,6.0
00191,12.200000000000001
00192,-3.6000000000000005
00193,2.4000000000000004
00194,-1.2000000000000006
00195,8.2
00196,4.6000000000000005
00197,10.200000000000001
00198,2.4000000000000004
00199,8.8
00201,3.2
00202,6.0
00204,3.8
00205,5.0
00206,1.5999999999999996
00207,2.8000000000000003
00208,10.200000000000001
00209,-1.2000000000000006
00210,2.4000000000000004
00211,6.000000000000001
00212,8.8
00213,2.4000000000000004
00214,8.8
00215,8.2
00216,-1.2000000000000006
00217,1.5999999999999996
00218,11.200000000000001
00219,3.6
00220,1.5999999999999996
00221,2.4000000000000004
00222,3.2
00223,9.4
00224,-1.8000000000000003
00225,4.6000000000000005
00226,2.0
00228,0.0
00229,5.2
00230,2.4000000000000004
00235,8.8
00236,0.0
00237,2.4000000000000004
00240,-0.8000000000000007
00241,0.0
00242,2.8000000000000003
00243,7.4
00245,5.6000000000000005
00246,9.4
00248,4.800000000000001
00249,8.2
00250,3.2
00251,12.200000000000001
00252,0.0
00253,0.6000000000000005
00254,3.2
00255,1.0
00256,-0.40000000000000036
00257,8.4
00258,3.6
00259,8.600000000000001
00261,3.2
00262,-1.8000000000000003
00263,2.4000000000000004
00265,2.2
00267,5.2
00268,2.8000000000000003
00269,2.8000000000000003
00270,8.4
00271,7.000000000000001
00272,-3.2000000000000006
00273,-1.8000000000000003
00275,5.4
00277,2.8000000000000003
00279,3.2
00280,3.2
00281,-0.40000000000000036
00282,2.8000000000000003
00283,2.4000000000000004
00285,2.4000000000000004
00286,5.8
00287,9.8
00288,0.0
00289,2.4000000000000004
00290,2.4000000000000004
00291,-3.6000000000000005
00292,5.2
00293,2.8000000000000003
00294,3.4000000000000004
00295,8.8
00296,7.4
00297,2.4000000000000004
00298,5.2
00300,6.4
00301,-3.8000000000000007
00303,2.4000000000000004
00304,2.4000000000000004
00305,-2.0000000000000004
00306,-4.2
00307,2.8000000000000003
00309,-1.2000000000000006
00310,9.8
00311,5.8
00313,1.8
00314,12.200000000000001
00315,9.8
00316,2.8000000000000003
00317,2.8000000000000003
00319,5.2
00320,0.0
00321,-3.6000000000000005
00322,-3.6000000000000005
00323,9.200000000000001
00324,8.8
00326,9.200000000000001
00327,-0.40000000000000036
00328,10.400000000000002
00331,8.4
00332,11.200000000000001
00333,1.2000000000000002
00334,9.8
00335,0.0
00336,5.6000000000000005
00337,6.800000000000001
00338,9.4
00339,10.200000000000001
00340,2.4000000000000004
00341,9.8
00342,2.0
00343,2.8000000000000003
00344,2.8000000000000003
00345,2.8000000000000003
00346,2.4000000000000004
00347,0.0
00348,2.0
00349,5.6000000000000005
00350,-3.6000000000000005
00351,5.6000000000000005
00352,9.8
00353,7.000000000000001
00354,3.2
00355,2.8000000000000003
00356,10.2
00357,9.200000000000001
00358,10.200000000000001
00359,11.200000000000001
00360,9.4
00361,8.8
00362,9.200000000000001
00363,2.8000000000000003
00364,2.0
00365,-0.6000000000000005
00367,2.4000000000000004
00368,4.2
00369,2.8000000000000003
00370,10.400000000000002
00371,2.8000000000000003
00373,2.8000000000000003
00374,9.4
00375,5.6000000000000005
00378,5.2
00379,6.2
00381,8.4
00382,8.8
00383,2.8000000000000003
00384,8.8
00386,6.800000000000001
00387,6.000000000000001
00389,2.4000000000000004
00390,9.200000000000001
00391,2.4000000000000004
00393,-1.2000000000000006
00394,2.8000000000000003
00395,0.0
00397,7.000000000000001
00398,2.8000000000000003
00399,11.200000000000001
00400,2.4000000000000004
00401,10.200000000000001
00404,4.800000000000001
00405,1.8
00406,8.4
00407,-1.4000000000000004
00408,0.39999999999999947
00409,2.8000000000000003
00411,6.000000000000001
00414,2.4000000000000004
00416,2.8000000000000003
00417,6.0
00418,4.800000000000001
00419,2.8000000000000003
00420,2.8000000000000003
00421,1.8
00422,3.2
00423,5.000000000000001
00425,-1.2000000000000006
00426,5.6000000000000005
00427,8.4
00428,3.6
00430,5.2
00431,4.800000000000001
00432,2.8000000000000003
00433,4.6000000000000005
00434,2.2
00435,-0.8000000000000007
00436,2.6000000000000005
00437,2.4000000000000004
00438,-3.6000000000000005
00440,-3.0000000000000004
00441,8.8
00442,6.000000000000001
00444,5.2
00445,6.000000000000001
00446,6.000000000000001
00447,4.800000000000001
00448,-1.2000000000000006
00449,2.8000000000000003
00450,2.4000000000000004
00451,5.2
00453,-3.6000000000000005
00454,2.8000000000000003
00456,7.000000000000001
00457,2.8000000000000003
00461,2.8000000000000003
00462,2.2
00463,0.0
00464,3.4000000000000004
00465,1.1999999999999993
00466,-1.2000000000000006
00467,2.2
00468,5.6000000000000005
00469,2.4000000000000004
00471,9.8
00472,5.4
00473,6.2
00474,2.8000000000000003
00475,6.0
00477,4.2
00478,5.6000000000000005
00480,-1.4000000000000004
00481,12.600000000000001
00482,2.4000000000000004
00483,6.000000000000001
00484,6.0
00485,7.000000000000001
00486,10.0
00489,6.2
00490,0.0
00491,2.4000000000000004
00492,2.8000000000000003
00493,2.8000000000000003
00494,2.4000000000000004
00495,2.8000000000000003
00496,-1.4000000000000004
00497,6.0
00498,-2.8000000000000007
00500,2.8000000000000003
00501,6.2
00502,-1.2000000000000006
00503,6.0
00504,-0.40000000000000036
00505,6.000000000000001
00506,5.6000000000000005
00508,-1.8000000000000003
00509,6.2
00510,9.200000000000001
00511,1.4000000000000001
00512,2.8000000000000003
00513,2.4000000000000004
00515,2.8000000000000003
00516,2.0
00518,8.8
00519,-0.40000000000000036
00520,9.8
00521,4.6000000000000005
00522,5.6000000000000005
00524,6.4
00525,5.6000000000000005
00526,2.4000000000000004
00527,2.4000000000000004
00529,5.2
00530,7.000000000000001
00531,2.4000000000000004
00532,5.6000000000000005
00534,2.4000000000000004
00535,9.8
00537,6.000000000000001
00539,8.4
00540,2.0
00541,6.000000000000001
00542,8.8
00544,5.2
00545,2.4000000000000004
00546,2.8000000000000003
00547,7.000000000000001
00548,-3.8000000000000007
00549,2.4000000000000004
00550,-1.6000000000000005
00551,2.4000000000000004
00552,2.4000000000000004
00553,10.200000000000001
00554,-0.8000000000000007
00555,9.200000000000001
00557,8.4
00558,11.600000000000001
00560,0.0
00561,6.0
00562,2.8000000000000003
00563,2.4000000000000004
00564,3.2
00565,6.2
00566,2.8000000000000003
00567,2.8000000000000003
00568,8.8
00569,3.2
00572,2.4000000000000004
00573,2.8000000000000003
00574,9.200000000000001
00575,1.5999999999999996
00576,-3.4000000000000004
00577,-4.2
00578,0.0
00579,6.000000000000001
00580,4.800000000000001
00582,11.600000000000001
00583,2.0
00584,5.8
00585,2.4000000000000004
00587,-0.8000000000000007
00588,2.0
00589,8.8
00590,2.8000000000000003
00592,5.2
00593,2.8000000000000003
00594,3.2
00595,-1.4000000000000004
00596,6.800000000000001
00597,-0.8000000000000007
00598,-0.8000000000000007
00599,-4.2
00600,13.0
00601,4.800000000000001
00602,2.8000000000000003
00603,-1.4000000000000004
00604,2.4000000000000004
00606,5.2
00607,9.200000000000001
00608,9.8
00609,2.4000000000000004
00610,2.4000000000000004
00611,2.0
00612,5.6000000000000005
00613,9.8
00614,2.8000000000000003
00615,2.2
00616,0.0
00617,7.000000000000001
00618,2.8000000000000003
00619,2.8000000000000003
00620,9.600000000000001
00621,5.4
00622,6.800000000000001
00623,8.4
00625,6.000000000000001
00626,8.8
00627,7.000000000000001
00628,-0.8000000000000007
00630,4.800000000000001
00631,8.200000000000001
00632,12.200000000000001
00633,13.0
00634,2.8000000000000003
00635,4.2
00636,5.2
00637,2.8000000000000003
00638,5.6000000000000005
00639,2.4000000000000004
00640,-3.6000000000000005
00641,2.4000000000000004
00642,2.4000000000000004
00643,9.200000000000001
00644,4.800000000000001
00645,2.8000000000000003
00646,-3.6000000000000005
00648,2.8000000000000003
00649,6.2
00650,2.8000000000000003
00651,4.2
00652,9.4
00653,2.8000000000000003
00654,9.4
00655,0.0
00656,5.6000000000000005
00657,-3.6000000000000005
00658,6.4
00661,-3.2000000000000006
00662,0.7999999999999998
00664,-1.4000000000000004
00665,9.4
00666,2.8000000000000003
00667,8.8
00669,2.8000000000000003
00670,2.8000000000000003
00671,-2.2
00672,6.0
00673,8.8
00674,-3.6000000000000005
00675,6.000000000000001
00676,2.2
00677,6.4
00679,0.0
00680,6.0
00681,-4.2
00683,2.4000000000000004
00686,2.8000000000000003
00687,5.6000000000000005
00688,3.4000000000000004
00689,5.2
00690,6.4
00691,5.2
00692,-0.8000000000000007
00693,2.8000000000000003
00694,11.600000000000001
00695,-1.4000000000000004
00696,2.8000000000000003
00697,5.6000000000000005
00698,6.4
00699,-4.2
00701,2.8000000000000003
00702,7.000000000000001
00703,9.8
00704,4.800000000000001
00705,-1.6000000000000005
00706,10.200000000000001
00707,2.8000000000000003
00708,9.200000000000001
00709,2.8000000000000003
00710,7.2
00711,2.8000000000000003
00712,1.8
00713,6.6000000000000005
00714,9.8
00715,9.600000000000001
00716,8.8
00717,7.000000000000001
00718,5.6000000000000005
00719,4.800000000000001
00720,1.6
00722,2.8000000000000003
00723,1.3999999999999995
00724,2.8000000000000003
00725,2.8000000000000003
00726,2.8000000000000003
00727,6.0
00728,8.8
00729,6.6000000000000005
00730,5.2
00731,6.4
00732,-0.8000000000000007
00733,0.8
00734,-0.8000000000000007
00735,-4.2
00737,2.0
00738,4.4
00739,2.8000000000000003
00740,0.0
00741,-1.2000000000000006
00742,4.800000000000001
00744,-0.19999999999999973
00746,-1.0
00747,5.6000000000000005
00748,2.8000000000000003
00749,6.000000000000001
00750,6.2
00752,5.2
00754,2.8000000000000003
00755,3.8
00756,5.2
00757,2.8000000000000003
00758,6.800000000000001
00761,5.6000000000000005
00762,2.8000000000000003
00763,4.800000000000001
00764,8.8
00766,0.0
00767,3.2
00769,-3.0
00771,2.8000000000000003
00772,-1.8000000000000003
00773,-1.4000000000000004
00774,7.6000000000000005
00777,-1.0
00778,12.200000000000001
00779,6.0
00780,8.200000000000001
00781,-4.2
00783,5.6000000000000005
00784,5.2
00785,3.4000000000000004
00786,1.6
00787,9.4
00788,2.8000000000000003
00789,6.000000000000001
00791,11.0
00792,2.8000000000000003
00794,0.0
00795,5.2
00796,9.8
00797,-1.4000000000000004
00799,6.000000000000001
00800,2.4000000000000004
00801,6.4
00806,1.3999999999999995
00807,1.3999999999999995
00808,2.4000000000000004
00809,8.8
00810,3.2
00811,-3.6000000000000005
00812,-1.4000000000000004
00813,2.4000000000000004
00814,5.2
00815,4.6000000000000005
00816,2.8000000000000003
00817,8.4
00818,1.4000000000000001
00819,8.8
00820,2.0
00822,2.4000000000000004
00823,10.200000000000001
00824,3.8
00825,5.6000000000000005
00826,2.8000000000000003
00827,4.6000000000000005
00828,2.8000000000000003
00829,2.8000000000000003
00830,5.0
00831,2.4000000000000004
00832,5.2
00833,2.8000000000000003
00834,9.8
00835,5.2
00838,9.8
00839,-2.2
00840,2.4000000000000004
00841,5.6000000000000005
00842,-2.8000000000000007
00844,9.8
00845,4.800000000000001
00846,2.8000000000000003
00847,0.4
00848,12.200000000000001
00849,2.4000000000000004
00850,2.4000000000000004
00852,8.8
00853,2.8000000000000003
00855,2.8000000000000003
00856,5.2
00857,-0.8000000000000007
00858,3.2
00859,3.2
00861,6.800000000000001
00862,7.000000000000001
00863,3.2
00864,7.000000000000001
00865,-3.2000000000000006
00867,9.8
00868,2.8000000000000003
00869,8.8
00870,-0.8000000000000007
00871,2.0
00872,2.4000000000000004
00873,-0.40000000000000036
00874,2.8000000000000003
00875,8.8
00877,3.6
00878,-1.0
00879,2.4000000000000004
00881,4.800000000000001
00882,5.6000000000000005
00883,2.8000000000000003
00884,6.000000000000001
00885,6.0
00886,2.4000000000000004
00887,1.6
00888,0.0
00889,3.4000000000000004
00890,2.4000000000000004
00891,0.0
00893,2.4000000000000004
00894,2.8000000000000003
00895,2.8000000000000003
00897,7.4
00898,2.4000000000000004
00899,2.8000000000000003
00900,2.4000000000000004
00903,1.4000000000000001
00904,9.8
00906,8.8
00907,-0.40000000000000036
00908,2.0
00909,-1.8000000000000003
00911,0.0
00912,2.8000000000000003
00913,5.6000000000000005
00914,-0.8000000000000007
00915,2.4000000000000004
00916,3.2
00918,5.2
00919,7.000000000000001
00920,11.200000000000001
00921,-3.6000000000000005
00922,-1.8000000000000003
00923,2.8000000000000003
00924,7.000000000000001
00925,8.4
00926,10.4
00928,7.200000000000001
00929,3.2
00930,5.8
00931,6.0
00932,2.8000000000000003
00933,4.800000000000001
00934,8.4
00935,5.2
00936,3.2
00937,3.2
00938,0.0
00939,10.200000000000001
00940,-1.2000000000000006
00941,4.0
00943,7.800000000000001
00944,9.8
00945,-1.4000000000000004
00946,12.200000000000001
00947,5.2
00949,4.2
00950,-1.8000000000000003
00951,13.0
00952,7.4
00953,6.0
00954,5.6000000000000005
00955,2.4000000000000004
00956,8.2
00957,9.600000000000001
00958,6.4
00959,1.6
00960,4.800000000000001
00961,2.8000000000000003
00962,8.8
00963,5.2
00964,2.4000000000000004
00966,9.200000000000001
00968,3.4000000000000004
00969,3.0
00971,2.8000000000000003
00972,9.8
00974,13.0
00975,4.2
00977,3.4000000000000004
00978,2.8000000000000003
00979,6.000000000000001
00980,5.2
00981,8.4
00982,9.600000000000001
00983,6.4
00984,3.8
00986,3.6
00988,7.6000000000000005
00989,-4.2
00990,3.2
00991,2.8000000000000003
00992,-3.8000000000000007
00993,3.6
00994,10.0
00995,6.4
00996,4.800000000000001
00998,5.6000000000000005
00999,2.8000000000000003
01000,2.8000000000000003
01001,-0.40000000000000036
01002,2.4000000000000004
01003,2.8000000000000003
01004,4.2
01005,11.200000000000001
01006,2.8000000000000003
01007,2.4000000000000004
01008,-1.8000000000000003
01009,-3.6000000000000005
01010,5.0
01011,2.4000000000000004
01013,2.0
01014,2.4000000000000004
01015,-1.4000000000000004
01016,2.4000000000000004
01017,-1.2000000000000006
01018,3.2
01019,2.4000000000000004
01020,10.200000000000001
01022,2.8000000000000003
01023,2.4000000000000004
01024,6.000000000000001
01025,-1.4000000000000004
01026,5.2
01027,5.6000000000000005
01028,-0.40000000000000036
01029,10.200000000000001
01030,2.8000000000000003
01032,5.2
01033,3.2
01035,6.000000000000001
01036,2.4000000000000004
01037,2.4000000000000004
01038,8.4
01039,1.8
01040,2.8000000000000003
01042,7.600000000000001
01043,2.8000000000000003
01044,6.0
01045,-1.4000000000000004
01046,-0.40000000000000036
01047,3.2
01048,5.2
01049,2.8000000000000003
01050,8.4
01051,3.8
01052,2.8000000000000003
01053,6.0
01055,4.0
01056,6.4
01057,-0.40000000000000036
01058,3.6
01059,8.4
01060,6.4
01061,2.8000000000000003
01064,2.8000000000000003
01065,9.8
01066,5.6000000000000005
01069,-3.2000000000000006
01070,6.000000000000001
01071,9.8
01072,2.8000000000000003
01073,2.8000000000000003
01076,1.6
01077,2.6000000000000005
01078,2.4000000000000004
01079,2.8000000000000003
01083,6.000000000000001
01084,10.200000000000001
01085,-3.2000000000000006
01086,9.8
01087,2.8000000000000003
01088,5.6000000000000005
01089,2.4000000000000004
01090,2.8000000000000003
01091,6.0
01092,2.8000000000000003
01094,8.4
01095,-1.4000000000000004
01096,5.2
01098,5.6000000000000005
01100,2.8000000000000003
01101,8.8
01103,9.200000000000001
01104,5.2
01105,2.4000000000000004
01107,10.8
01110,0.0
01111,7.000000000000001
01113,2.8000000000000003
01114,8.8
01115,7.000000000000001
01116,4.4
01117,2.8000000000000003
01118,9.200000000000001
01119,2.8000000000000003
01120,0.0
01122,1.8
01123,5.0
01124,11.200000000000001
01125,2.4000000000000004
01126,-0.5999999999999996
01127,-3.8000000000000007
01128,6.000000000000001
01129,9.200000000000001
01130,9.600000000000001
01131,1.8
01132,2.8000000000000003
01133,4.2
01134,9.8
01135,7.000000000000001
01136,1.1999999999999993
01137,2.8000000000000003
01138,3.0
01139,1.1999999999999993
01140,2.8000000000000003
01141,-3.6000000000000005
01142,4.800000000000001
01143,7.600000000000001
01145,2.0
01146,5.6000000000000005
01147,10.0
01149,2.4000000000000004
01150,-3.6000000000000005
01151,2.8000000000000003
01153,-0.40000000000000036
01154,10.0
01155,4.6000000000000005
01156,2.4000000000000004
01157,10.200000000000001
01158,6.000000000000001
01159,0.0
01160,2.0
01162,3.4000000000000004
01163,6.4
01164,9.200000000000001
01165,5.6000000000000005
01166,1.0
01167,4.800000000000001
01168,2.8000000000000003
01169,2.8000000000000003
01170,7.4
01172,3.2
01173,9.200000000000001
01174,6.4
01175,7.800000000000001
01176,2.8000000000000003
01178,9.8
01179,6.000000000000001
01180,6.4
01181,4.800000000000001
01182,4.4
01184,8.4
01185,11.200000000000001
01186,11.600000000000001
01187,5.6000000000000005
01188,2.4000000000000004
01189,2.8000000000000003
01190,5.8
01192,4.800000000000001
01193,5.2
01194,6.4
01195,8.4
01196,-1.2000000000000006
01197,2.8000000000000003
01198,5.2
01199,7.200000000000001
01200,2.4000000000000004
01201,9.8
01203,6.000000000000001
01206,9.0
01207,8.200000000000001
01209,2.4000000000000004
01210,11.200000000000001
01211,-4.2
01212,2.8000000000000003
01214,2.8000000000000003
01215,12.600000000000001
01217,5.6000000000000005
01219,2.4000000000000004
01221,2.8000000000000003
01222,2.8
01224,5.2
01225,8.4
01226,6.4
01227,6.000000000000001
01228,2.4000000000000004
01229,-1.8000000000000003
01230,5.6000000000000005
01231,2.4000000000000004
01232,5.2
01233,-1.4000000000000004
01234,-0.5999999999999996
01235,8.8
01237,9.8
01238,7.000000000000001
01239,2.8000000000000003
01240,2.8000000000000003
01241,0.0
01242,6.000000000000001
01243,5.6000000000000005
01244,8.4
01245,2.8000000000000003
01246,2.8000000000000003
01248,8.8
01250,2.4000000000000004
01252,3.2
01253,2.8000000000000003
01254,9.8
01255,9.4
01256,2.0
01257,6.4
01258,7.4
01259,2.8000000000000003
01260,1.1999999999999993
01261,2.4000000000000004
01263,2.8000000000000003
01264,5.6000000000000005
01265,4.800000000000001
01266,10.0
01267,2.4000000000000004
01268,9.8
01269,2.8000000000000003
01271,2.0
01272,8.4
01273,10.200000000000001
01274,3.2
01275,-1.4000000000000004
01276,2.4000000000000004
01277,-1.4000000000000004
01278,2.4000000000000004
01279,2.8000000000000003
01280,-1.2000000000000006
01282,9.8
01283,-0.8000000000000007
01284,-1.2000000000000006
01285,9.4
01286,2.4000000000000004
01287,2.4000000000000004
01288,0.0
01289,7.000000000000001
01290,7.000000000000001
01291,9.8
01292,-1.0
01294,9.8
01295,5.2
01296,2.8000000000000003
01297,0.0
01298,5.2
01299,12.200000000000001
01300,6.6000000000000005
01301,4.800000000000001
01302,2.8000000000000003
01304,11.200000000000001
01305,-4.2
01306,0.0
01307,5.2
01308,9.200000000000001
01309,0.0
01310,-0.40000000000000036
01311,6.0
01312,2.4000000000000004
01313,9.8
01314,7.800000000000001
01315,5.6000000000000005
01316,3.8
01317,2.8000000000000003
01318,6.000000000000001
01320,7.2
01321,5.2
01322,2.4000000000000004
01323,6.000000000000001
01324,2.4000000000000004
01325,1.3999999999999995
01326,2.0
01327,3.6
01328,3.2
01329,2.8000000000000003
01332,7.000000000000001
01334,5.2
01335,-4.2
01336,8.8
01337,2.8000000000000003
01338,2.4000000000000004
01341,9.8
01343,6.000000000000001
01344,0.0
01345,9.8
01346,9.200000000000001
01347,2.6000000000000005
01348,-3.8000000000000007
01351,2.4000000000000004
01352,2.0
01353,-1.4000000000000004
01355,11.600000000000001
01356,3.2
01357,2.8000000000000003
01358,-0.8000000000000007
01359,2.4000000000000004
01360,2.4000000000000004
01361,8.4
01362,6.000000000000001
01363,8.4
01364,6.000000000000001
01365,9.200000000000001
01366,2.2
01367,5.2
01368,12.200000000000001
01369,-1.8000000000000003
01370,4.800000000000001
01371,2.4000000000000004
01372,8.8
01374,2.8000000000000003
01375,5.2
01376,2.8000000000000003
01377,2.2
01378,-0.40000000000000036
01381,9.200000000000001
01382,5.6000000000000005
01384,-0.8000000000000007
01385,5.6000000000000005
01386,2.4000000000000004
01387,-1.2000000000000006
01388,2.0
01389,2.8000000000000003
01391,2.8000000000000003
01394,10.200000000000001
01395,11.200000000000001
01396,1.5999999999999996
01397,2.0
01398,7.800000000000001
01400,2.8000000000000003
01401,8.8
01403,5.6000000000000005
01404,5.6000000000000005
01405,-0.5999999999999996
01406,13.600000000000001
01407,11.600000000000001
01408,-3.2000000000000006
01409,2.4000000000000004
01410,6.000000000000001
01411,2.8000000000000003
01412,10.200000000000001
01413,-1.0
01414,8.2
01415,5.2
01417,6.0
01418,3.8
01419,2.4000000000000004
01420,-2.4000000000000004
01421,-3.8000000000000007
01422,8.8
01424,2.8000000000000003
01425,-1.4000000000000004
01426,2.8000000000000003
01427,7.4
01428,9.8
01430,2.8000000000000003
01431,6.000000000000001
01432,2.4000000000000004
01433,2.4000000000000004
01434,9.200000000000001
01436,2.4000000000000004
01437,2.8000000000000003
01438,-0.40000000000000036
01439,6.4
01440,2.2
01441,9.8
01442,7.000000000000001
01443,8.4
01445,2.4000000000000004
01446,-1.4000000000000004
01447,7.000000000000001
01448,3.2
01449,8.8
01450,3.2
01451,-1.4000000000000004
01452,4.6000000000000005
01454,2.8000000000000003
01455,9.8
01456,7.4
01457,-0.8000000000000007
01458,2.4000000000000004
01459,10.600000000000001
01460,3.6
01461,9.600000000000001
01462,2.4000000000000004
01463,2.4000000000000004
01464,2.8000000000000003
01466,-3.6000000000000005
01467,-2.8000000000000007
01468,2.8000000000000003
01470,6.2
01471,10.8
01472,2.4000000000000004
01475,6.4
01476,2.4000000000000004
01477,-0.8000000000000007
01480,2.8000000000000003
01481,2.4000000000000004
01482,4.800000000000001
01483,2.4000000000000004
01485,4.0
01486,6.000000000000001
01487,2.4000000000000004
01489,3.8
01490,5.6000000000000005
01491,-3.2000000000000006
01492,9.4
01493,5.2
01494,6.000000000000001
01495,10.8
01496,8.8
01497,2.4000000000000004
01498,8.4
01499,4.0
01501,5.2
01502,6.4
01503,8.8
01504,0.0
01505,2.8000000000000003
01507,5.2
01508,5.2
01509,5.6000000000000005
01510,9.200000000000001
01511,6.4
01512,11.200000000000001
01513,8.600000000000001
01514,3.6
01515,5.6000000000000005
01516,2.8000000000000003
01517,-1.2000000000000006
01518,6.000000000000001
01519,3.8
01520,2.4000000000000004
01521,3.6
01522,2.4000000000000004
01523,8.8
01524,5.6000000000000005
01525,0.0
01526,-1.0
01527,2.4000000000000004
01528,7.4
01529,2.4000000000000004
01531,2.4000000000000004
01532,2.8000000000000003
01533,9.200000000000001
01534,5.2
01535,10.8
01536,4.800000000000001
01537,5.6000000000000005
01538,-4.2
01539,2.8000000000000003
01540,6.4
01541,2.8000000000000003
01542,2.8000000000000003
01543,-1.0
01544,2.8000000000000003
01545,-0.8000000000000007
01546,2.4000000000000004
01547,-0.8000000000000007
01548,2.8000000000000003
01549,2.8000000000000003
01550,2.2
01551,-3.2000000000000006
01552,2.8000000000000003
01553,6.000000000000001
01554,5.2
01555,7.000000000000001
01556,6.800000000000001
01557,0.8
01558,9.200000000000001
01559,0.0
01561,2.4000000000000004
01562,9.200000000000001
01563,1.3999999999999995
01564,0.0
01566,3.2
01567,12.200000000000001
01568,5.6000000000000005
01569,5.6000000000000005
01570,8.8
01571,0.8
01572,0.0
01573,7.000000000000001
01574,8.8
01575,7.800000000000001
01577,1.6
01578,4.800000000000001
01579,5.2
01581,1.8
01582,3.2
01583,-1.4000000000000004
01584,-4.2
01585,7.600000000000001
01586,6.800000000000001
01587,-1.2000000000000006
01588,9.200000000000001
01589,7.4
01590,7.000000000000001
01591,4.800000000000001
01592,12.600000000000001
01593,-1.0
01594,9.8
01596,1.2000000000000002
01597,9.8
01598,2.4000000000000004
01599,5.2
01601,-0.40000000000000036
01602,6.2
01603,5.2
01604,2.8000000000000003
01605,-0.40000000000000036
01606,-3.4000000000000004
01607,1.8
01609,6.4
01612,8.4
01613,10.200000000000001
01614,2.8000000000000003
01615,5.2
01616,2.8000000000000003
01617,6.800000000000001
01618,3.2
01619,5.0
01620,10.0
01621,-0.8000000000000007
01622,2.0
01624,-3.2000000000000006
01625,-1.2000000000000002
01626,4.800000000000001
01628,12.600000000000001
01630,5.6000000000000005
01631,8.4
01632,-1.6000000000000005
01633,2.4000000000000004
01635,8.4
01636,8.2
01637,-3.6000000000000005
01638,0.8
01639,5.6000000000000005
01640,2.8000000000000003
01641,5.6000000000000005
01642,3.6
01644,2.8000000000000003
01646,5.6000000000000005
01647,1.4000000000000001
01648,6.000000000000001
01652,8.8
01653,5.6000000000000005
01654,7.000000000000001
01658,-4.2
01659,-0.8000000000000007
01660,6.000000000000001
01661,5.6000000000000005
01662,2.4000000000000004
01663,1.5999999999999996
01664,2.4000000000000004
01666,6.800000000000001
01667,4.6000000000000005
01668,9.8
01669,5.6000000000000005
01670,2.4000000000000004
01671,7.000000000000001
01673,6.0
01674,7.000000000000001
