고객번호,의류_하_구매지수
00421,0.19999999999999996
00422,0.19999999999999996
00423,3.2
00425,1.4000000000000001
00426,2.2
00427,3.4000000000000004
00428,0.4
00429,0.19999999999999996
00430,0.4
00431,1.4000000000000001
00432,6.6
00433,0.8
00434,-3.2000000000000006
00435,0.4
00436,0.4
00437,2.4000000000000004
00438,0.8
00440,0.8
00441,0.8
00442,4.0
00443,7.800000000000001
00444,8.0
00445,8.4
00446,2.6000000000000005
00447,0.8
00448,-0.6000000000000001
00449,6.800000000000001
00450,0.19999999999999996
00451,2.8000000000000003
00453,0.8
00454,2.4000000000000004
00455,-4.2
00456,10.400000000000002
00457,0.0
00458,1.2000000000000002
00459,0.8
00461,8.4
00462,0.8
00463,1.8
00464,0.8
00465,0.19999999999999996
00466,1.0
00467,0.19999999999999996
00468,-3.4000000000000004
00469,0.4
00470,9.4
00471,2.4000000000000004
00472,3.4000000000000004
00473,1.2000000000000002
00474,1.8
00475,0.4
00476,4.800000000000001
00477,0.19999999999999996
00478,2.2
00479,1.4000000000000001
00480,0.8
00481,1.4000000000000001
00482,5.0
00483,8.4
00484,0.4
00485,3.2
00486,0.8
00487,9.4
00488,4.800000000000001
00489,0.4
00490,4.4
00491,8.8
00492,2.2
00493,8.600000000000001
00494,8.8
00495,3.0
00496,4.800000000000001
00497,-0.19999999999999996
00498,2.8000000000000003
00499,2.2
00500,0.8
00501,1.2000000000000002
00502,1.0
00503,0.4
00504,0.4
00505,5.2
00506,9.8
00507,6.4
00508,0.8
00509,1.8
00510,0.8
00511,2.2
00512,-0.5999999999999996
00513,3.2
00514,-0.5999999999999996
00515,-0.19999999999999996
00516,1.8
00517,-0.8000000000000007
00518,2.2
00519,0.8
00520,1.4000000000000001
00521,1.4000000000000001
00522,0.4
00523,7.4
00524,-0.19999999999999996
00525,2.4000000000000004
00526,2.2
00527,2.0
00528,8.0
00529,-0.6000000000000001
00530,-3.8000000000000007
00531,0.8
00532,0.19999999999999996
00533,1.4000000000000001
00534,0.8
00535,0.4
00537,7.4
00538,-2.8000000000000007
00539,0.0
00540,-0.19999999999999996
00541,8.4
00542,6.4
00543,-2.5999999999999996
00544,2.2
00545,0.0
00546,4.6000000000000005
00547,3.0
00548,-0.19999999999999996
00549,7.200000000000001
00550,4.4
00551,4.4
00552,1.8
00553,3.2
00554,0.8
00555,2.2
00556,0.4
00557,-3.8000000000000007
00558,1.4000000000000001
00559,0.8
00560,0.4
00561,-2.4000000000000004
00562,0.4
00563,2.4000000000000004
00564,3.2
00565,0.0
00566,3.6
00567,3.2
00568,6.800000000000001
00569,3.2
00570,6.000000000000001
00571,2.8000000000000003
00572,0.4
00573,2.2
00574,1.6
00575,0.19999999999999996
00576,1.0
00577,-1.8000000000000003
00578,5.2
00579,4.0
00580,0.8
00581,7.0
00582,2.4000000000000004
00583,1.4000000000000001
00584,1.2000000000000002
00585,1.8
00586,2.4000000000000004
00587,1.6
00588,-4.2
00589,0.19999999999999996
00590,7.4
00591,4.800000000000001
00592,5.8
00593,4.2
00594,9.200000000000001
00595,2.6000000000000005
00596,0.4
00597,0.4
00598,1.2000000000000002
00599,1.2000000000000002
00600,3.6
00601,1.4000000000000001
00602,3.8
00603,-0.19999999999999996
00604,-0.6000000000000001
00605,5.0
00606,-0.3999999999999999
00607,6.4
00608,8.2
00609,3.4000000000000004
00610,8.600000000000001
00611,0.0
00612,-2.4000000000000004
00613,0.8
00614,1.8
00615,0.4
00616,-3.6000000000000005
00617,2.8000000000000003
00618,0.0
00619,8.4
00620,0.8
00621,2.4000000000000004
00622,0.8
00623,5.8
00624,1.4000000000000004
00625,0.4
00626,-0.6000000000000001
00627,0.0
00628,0.8
00629,3.8
00630,2.2
00631,0.0
00632,-0.19999999999999996
00633,1.4000000000000001
00634,-1.4000000000000004
00635,-1.4000000000000004
00636,1.8
00637,1.8
00638,1.0
00639,1.2000000000000002
00640,2.8000000000000003
00641,0.8
00642,1.4000000000000001
00643,0.8
00644,6.6
00645,1.8
00646,2.4000000000000004
00647,2.4000000000000004
00648,0.4
00649,2.8000000000000003
00650,5.6000000000000005
00651,0.4
00652,3.8
00653,0.8
00654,-1.4
00655,1.4000000000000004
00656,0.6000000000000001
00657,-2.8000000000000007
00658,-0.19999999999999996
00659,10.8
00661,0.4
00662,-3.4000000000000004
00664,0.8
00665,0.8
00666,9.4
00667,0.19999999999999996
00668,-2.8000000000000007
00669,6.4
00670,0.8
00671,0.19999999999999996
00672,1.4000000000000001
00673,1.2000000000000002
00674,0.8
00675,2.4000000000000004
00676,1.0
00677,-0.6000000000000001
00678,6.6000000000000005
00679,-0.5999999999999996
00680,-0.19999999999999996
00681,1.4000000000000001
00682,-3.2000000000000006
00683,-2.8000000000000007
00684,3.2000000000000006
00685,4.4
00686,0.19999999999999996
00687,-1.4
00688,-2.8000000000000007
00689,-0.19999999999999996
00690,0.8
00691,0.8
00692,2.4000000000000004
00693,2.0
00694,1.8
00695,2.2
00696,0.0
00697,0.8
00698,1.8
00699,-2.2
00700,-1.2000000000000006
00701,0.19999999999999996
00702,1.2000000000000002
00703,0.8
00704,1.2000000000000002
00705,-2.2
00706,0.4
00707,-1.2000000000000006
00708,2.2
00709,2.2
00710,6.800000000000001
00711,0.4
00712,-0.19999999999999996
00713,1.4000000000000001
00714,0.4
00715,0.19999999999999996
00716,3.2
00717,1.4000000000000001
00718,0.8
00719,3.4000000000000004
00720,-0.19999999999999996
00721,3.2
00722,1.4000000000000001
00723,-3.8000000000000007
00724,4.0
00725,5.4
00726,1.4000000000000001
00727,0.0
00728,2.2
00729,-0.19999999999999996
00730,-0.19999999999999996
00731,1.2000000000000002
00732,1.2000000000000002
00733,1.2000000000000002
00734,2.8000000000000003
00735,3.8
00736,0.6000000000000001
00737,1.0
00738,1.8
00739,0.20000000000000018
00740,0.4
00741,0.8
00742,1.6
00743,2.2
00744,5.2
00745,9.4
00746,0.8
00747,0.4
00748,2.2
00749,-0.5999999999999996
00750,0.8
00752,0.19999999999999996
00753,2.0
00754,0.19999999999999996
00755,0.4
00756,1.6
00757,1.8
00758,1.2000000000000002
00759,2.4000000000000004
00760,0.8
00761,2.4000000000000004
00762,7.2
00763,0.8
00764,1.4000000000000001
00765,4.4
00766,3.2
00767,1.8
00768,6.2
00769,-1.4000000000000004
00770,0.8
00771,7.000000000000001
00772,0.8
00773,0.8
00774,0.4
00775,1.2000000000000002
00776,0.4
00777,-0.19999999999999996
00778,1.4000000000000001
00779,1.8
00780,0.8
00781,-0.19999999999999996
00782,0.19999999999999996
00783,3.4000000000000004
00784,-2.8000000000000007
00785,0.4
00786,1.0
00787,9.200000000000001
00788,2.8000000000000003
00789,1.8
00790,6.4
00791,1.8
00792,1.2000000000000002
00793,-1.0
00794,2.2
00795,0.4
00796,1.4000000000000001
00797,-0.19999999999999996
00799,7.4
00800,9.200000000000001
00801,0.4
00802,3.4000000000000004
00803,0.19999999999999996
00804,-1.2000000000000006
00805,2.0
00806,0.19999999999999996
00807,1.4000000000000001
00808,1.4000000000000001
00809,1.4000000000000001
00810,5.2
00811,0.8
00812,0.4
00813,4.800000000000001
00814,2.8000000000000003
00815,0.8
00816,0.4
00817,0.8
00818,0.4
00819,0.19999999999999996
00820,1.4000000000000001
00821,-2.5999999999999996
00822,0.0
00823,1.2000000000000002
00824,-3.2000000000000006
00825,-0.19999999999999996
00826,4.0
00827,1.2000000000000002
00828,0.4
00829,1.0
00830,1.4000000000000001
00831,7.4
00832,1.0
00833,0.8
00834,2.8000000000000003
00835,-1.2000000000000006
00836,6.800000000000001
00837,4.4
00838,2.4000000000000004
00839,1.8
00840,2.4000000000000004
00841,6.800000000000001
00842,0.4
00843,2.8000000000000003
00844,2.2
00845,4.2
00846,1.4000000000000001
00847,0.4
00848,2.2
00849,2.0
00850,0.8
00851,2.4000000000000004
00852,2.8000000000000003
00853,1.4000000000000001
00854,0.8
00855,-0.8000000000000007
00856,1.4000000000000001
00857,4.2
00858,0.8
00859,0.8
00860,4.6000000000000005
00861,-0.19999999999999996
00862,1.2000000000000002
00863,0.19999999999999996
00864,0.0
00865,1.8
00866,3.2
00867,0.8
00868,-3.2000000000000006
00869,2.8000000000000003
00870,1.4000000000000001
00871,4.800000000000001
00872,7.800000000000001
00873,8.4
00874,2.6
00875,0.8
00876,2.8000000000000003
00877,0.4
00878,0.4
00879,1.6
00880,2.8000000000000003
00881,2.2
00882,-0.19999999999999996
00883,0.4
00884,6.800000000000001
00885,1.2000000000000002
00886,1.2000000000000002
00887,7.800000000000001
00888,-0.8000000000000007
00889,1.2000000000000002
00890,0.4
00891,0.8
00892,0.0
00893,0.8
00894,0.8
00895,1.8
00896,-1.7999999999999998
00897,0.8
00898,6.4
00899,-0.8
00900,4.4
00901,2.0
00902,2.4000000000000004
00903,0.8
00904,0.8
00906,-1.7999999999999998
00907,0.4
00908,-1.6000000000000005
00909,2.8000000000000003
00910,-1.2000000000000006
00911,1.8
00912,0.4
00913,0.4
00914,0.4
00915,7.000000000000001
00916,0.8
00918,0.4
00919,0.4
00920,0.4
00921,-0.19999999999999996
00922,-3.2000000000000006
00923,6.800000000000001
00924,-0.19999999999999996
00925,-0.19999999999999996
00926,3.4000000000000004
00927,0.8
00928,0.8
00929,-0.19999999999999996
00930,-0.19999999999999996
00931,1.6
00932,2.2
00933,1.0
00934,-2.4000000000000004
00935,0.8
00936,0.0
00937,1.0
00938,1.2000000000000002
00939,1.2000000000000002
00940,5.8
00941,0.8
00942,3.6
00943,0.8
00944,2.2
00945,1.4000000000000001
00946,0.8
00947,3.2
00948,2.0
00949,4.2
00950,1.4000000000000001
00951,7.4
00952,0.19999999999999996
00953,1.0
00954,1.2000000000000002
00955,7.4
00956,0.8
00957,0.8
00958,2.8000000000000003
00959,0.8
00960,-3.6000000000000005
00961,4.2
00962,2.4000000000000004
00963,3.8
00964,1.8
00965,1.0
00966,1.6
00967,-1.2000000000000006
00968,0.8
00969,7.200000000000001
00970,-3.0
00971,1.0
00972,0.8
00973,0.8
00974,0.8
00975,0.8
00976,-2.4000000000000004
00977,0.4
00978,0.4
00979,2.8000000000000003
00980,6.000000000000001
00981,1.8
00982,0.4
00983,6.000000000000001
00984,0.19999999999999996
00986,0.0
00987,2.0
00988,-1.2000000000000006
00989,1.4000000000000001
00990,3.2
00991,0.8
00992,1.0
00993,2.6
00994,0.6000000000000001
00995,1.2000000000000002
00996,0.19999999999999996
00997,2.2
00998,1.8
00999,3.2
01000,2.4000000000000004
01001,0.8
01002,0.8
01003,4.0
01004,2.4000000000000004
01005,7.200000000000001
01006,2.2
01007,4.800000000000001
01008,1.2000000000000002
01009,-0.5999999999999996
01010,-1.2000000000000002
01011,1.2000000000000002
01012,2.8000000000000003
01013,0.8
01014,-0.19999999999999996
01015,0.8
01016,9.4
01017,2.2
01018,0.4
01019,-4.2
01020,1.4000000000000001
01021,10.0
01022,1.8
01023,11.200000000000001
01024,3.2
01025,0.8
01026,1.8
01027,1.2000000000000002
01028,-3.8000000000000007
01029,0.8
01030,1.6
01031,-0.19999999999999973
01032,0.8
01033,0.8
01034,6.6
01035,0.8
01036,1.0
01037,2.4000000000000004
01038,0.8
01039,0.8
01040,0.8
01041,1.6
01042,0.8
01043,0.8
01044,1.8
01045,3.0
01046,0.8
01047,0.19999999999999996
01048,4.4
01049,-0.19999999999999996
01050,0.7999999999999998
01051,1.4000000000000001
01052,9.200000000000001
01053,0.8
01054,1.8
01055,0.4
01056,1.4000000000000001
01057,1.4000000000000001
01058,1.4000000000000001
01059,1.8
01060,2.4000000000000004
01061,1.0
01062,1.8
01064,4.4
01065,0.8
01066,2.2
01068,7.800000000000001
01069,0.19999999999999996
01070,4.4
01071,0.0
01072,1.4000000000000001
01073,0.4
01074,6.000000000000001
01075,-2.8000000000000007
01076,1.0
01077,-0.19999999999999996
01078,5.8
01079,7.4
01080,6.000000000000001
01081,-1.6000000000000005
01082,-1.6000000000000005
01083,1.6
01084,1.8
01085,-0.19999999999999996
01086,1.2000000000000002
01087,0.4
01088,1.0
01089,9.8
01090,0.19999999999999996
01091,1.8
01092,1.2000000000000002
01094,-3.8000000000000007
01095,0.0
01096,0.0
01097,1.8
01098,0.0
01099,1.8
01100,0.4
01101,-2.2
01103,3.4000000000000004
01104,3.8
01105,1.8
01106,5.6
01107,1.4000000000000001
01108,1.2000000000000002
01109,-0.7999999999999998
01110,0.8
01111,3.8
01112,-1.4
01113,-0.5999999999999996
01114,-0.6000000000000001
01115,3.8
01117,1.2000000000000002
01118,1.4000000000000001
01119,1.8
01120,2.2
01122,0.8
01123,2.4000000000000004
01124,0.4
01125,1.4000000000000001
01126,-0.19999999999999996
01127,1.2000000000000002
01128,1.8
01129,-0.19999999999999996
01130,3.6
01131,1.2000000000000002
01133,0.4
01134,1.2000000000000002
01135,9.200000000000001
01136,1.4000000000000001
01137,0.4
01138,3.8
01139,9.200000000000001
01140,-0.8000000000000007
01141,0.8
01142,-0.6000000000000001
01143,2.4000000000000004
01144,1.8
01145,-3.0
01146,0.4
01147,0.19999999999999996
01148,7.200000000000001
01149,7.800000000000001
01150,0.8
01151,0.4
01152,2.8000000000000003
01153,-3.2000000000000006
01154,1.4000000000000001
01155,0.4
01156,2.4000000000000004
01157,1.2000000000000002
01158,3.8
01159,2.4000000000000004
01160,5.4
01161,0.8
01162,0.4
01163,1.0
01164,1.4000000000000001
01165,8.8
01166,-0.19999999999999996
01167,5.4
01168,0.4
01169,0.19999999999999996
01170,0.8
01172,7.4
01173,10.0
01174,2.8000000000000003
01175,1.2000000000000002
01176,0.4
01177,0.8
01178,0.0
01179,0.8
01180,0.4
01181,4.4
01182,2.0
01183,-1.2000000000000006
01184,2.8000000000000003
01185,-0.19999999999999996
01186,0.8
01187,-0.19999999999999996
01188,-1.2000000000000006
01189,3.4000000000000004
01190,-0.19999999999999996
01191,2.4000000000000004
01192,-0.3999999999999999
01193,1.8
01194,0.4
01195,-0.5999999999999996
01196,-0.6000000000000001
01197,0.19999999999999996
01198,0.8
01199,1.0
01200,0.8
01201,0.4
01202,2.8000000000000003
01203,3.8
01204,1.4000000000000001
01205,0.4
01206,3.4000000000000004
01207,9.200000000000001
01209,1.2000000000000002
01210,1.8
01211,1.0
01212,1.4000000000000001
01213,1.4000000000000001
01214,0.8
01215,1.0
01216,4.4
01217,1.2000000000000002
01218,6.2
01219,0.8
01220,2.0
01221,0.4
01222,1.2000000000000002
01223,5.4
01224,0.4
01225,-0.8
01226,0.0
01227,0.4
01228,8.8
01229,0.19999999999999996
01230,4.0
01231,3.6
01232,1.2000000000000002
01233,3.8
01234,-0.6000000000000001
01235,0.19999999999999996
01236,-1.8000000000000003
01237,-3.2000000000000006
01238,4.6000000000000005
01239,10.0
01240,6.6
01241,0.4
01242,1.4000000000000001
01243,1.4000000000000001
01244,0.19999999999999996
01245,1.2000000000000002
01246,6.2
01247,2.8000000000000003
01248,3.8000000000000007
01249,1.8
01250,1.4000000000000001
01251,2.4000000000000004
01252,3.8
01253,4.4
01254,1.4000000000000001
01255,3.2
01256,6.4
01257,1.8
01258,1.4000000000000001
01259,0.0
01260,6.6
01261,5.8
01263,1.8
01264,0.8
01265,6.4
01266,0.8
01267,-0.19999999999999996
01268,0.4
01269,1.4000000000000001
01270,8.8
01271,1.2000000000000002
01272,0.8
01273,-0.19999999999999996
01274,-0.19999999999999996
01275,7.600000000000001
01276,0.8
01277,0.8
01278,3.2
01279,5.2
01280,2.8000000000000003
01281,4.4
01282,2.2
01283,1.8
01284,1.4000000000000001
01285,0.8
01286,2.0
01287,1.4000000000000001
01288,7.000000000000001
01289,1.2000000000000002
01290,1.4000000000000001
01291,1.2000000000000002
01292,3.8
01293,-1.2000000000000006
01294,4.800000000000001
01295,3.6
01296,1.4000000000000001
01297,2.4000000000000004
01298,3.2
01299,1.2000000000000002
01300,1.8
01301,0.19999999999999996
01302,0.8
01303,2.8000000000000003
01304,0.4
01305,8.4
01306,1.2000000000000002
01307,0.8
01308,0.8
01309,5.6000000000000005
01310,1.4000000000000001
01311,-0.19999999999999996
01312,1.2000000000000002
01313,3.6
01314,9.200000000000001
01315,0.4
01316,0.19999999999999996
01317,1.2000000000000002
01318,1.6
01319,8.4
01320,-0.19999999999999996
01321,8.0
01322,1.2000000000000002
01323,4.0
01324,6.4
01325,2.8000000000000003
01326,1.4000000000000001
01327,0.8
01328,3.6
01329,1.8
01331,3.6
01332,0.8
01333,6.4
01334,0.4
01335,0.8
01336,0.4
01337,7.800000000000001
01338,8.8
01339,2.8000000000000003
01340,4.2
01341,0.4
01342,3.2
01343,0.19999999999999996
01344,1.4000000000000001
01345,2.8000000000000003
01346,0.8
01347,-0.19999999999999996
01348,1.6
01349,2.8000000000000003
01350,-0.3999999999999999
01351,4.0
01352,0.8
01353,1.4000000000000001
01354,-3.2000000000000006
01355,0.4
01356,0.6000000000000001
01357,0.19999999999999996
01358,0.8
01359,0.4
01360,9.200000000000001
01361,1.2000000000000002
01362,2.4000000000000004
01363,0.4
01364,1.4000000000000001
01365,1.8
01366,0.19999999999999996
01367,0.8
01368,-0.19999999999999996
01369,1.2000000000000002
01370,1.4000000000000001
01371,6.800000000000001
01372,1.8
01373,1.8
01374,6.800000000000001
01375,0.8
01376,1.0
01377,-0.19999999999999996
01378,0.19999999999999996
01380,-2.5999999999999996
01381,2.4000000000000004
01382,2.2
01383,3.6
01384,0.8
01385,9.200000000000001
01386,6.4
01387,-3.2000000000000006
01388,1.8
01389,0.4
01390,-0.19999999999999996
01391,-0.19999999999999996
01392,0.4
01393,6.2
01394,8.200000000000001
01395,0.8
01396,-3.4000000000000004
01397,9.0
01398,0.8
01399,-1.2000000000000006
01400,7.4
01401,4.2
01402,-1.0
01403,-0.19999999999999996
01404,-0.19999999999999996
01405,5.4
01406,-0.19999999999999996
01407,0.4
01408,0.6000000000000001
01409,-0.19999999999999996
01410,3.4000000000000004
01411,2.2
01412,0.8
01413,1.4000000000000001
01414,0.19999999999999996
01415,0.0
01417,1.4000000000000001
01418,-0.19999999999999996
01419,1.8
01420,0.4
01421,1.4000000000000001
01422,0.8
01423,-0.19999999999999973
01424,2.8000000000000003
01425,-0.19999999999999996
01426,4.800000000000001
01427,2.4000000000000004
01428,3.8
01429,3.8000000000000007
01430,0.4
01431,-4.2
01432,2.2
01433,-3.8000000000000007
01434,0.8
01435,1.8
01436,0.8
01437,0.8
01438,1.2000000000000002
01439,0.4
01440,1.2000000000000002
01441,0.19999999999999996
01442,3.4000000000000004
01443,-3.4000000000000004
01444,2.0
01445,1.8
01446,3.8
01447,1.0
01448,0.19999999999999996
01449,3.2
01450,0.8
01451,0.8
01452,0.4
01453,9.4
01454,0.4
01455,1.4000000000000001
01456,7.4
01457,1.4000000000000001
01458,3.2
01459,7.800000000000001
01460,1.4000000000000001
01461,0.19999999999999996
01462,0.8
01463,-1.6000000000000005
01464,5.4
01465,0.8
01466,3.8
01467,1.8
01468,-1.0
01469,4.4
01470,0.0
01471,1.2000000000000002
01472,3.2
01473,6.800000000000001
01474,6.0
01475,-3.2000000000000006
01476,1.2000000000000002
01477,-0.19999999999999973
01478,1.8
01479,-3.8000000000000007
01480,4.800000000000001
01481,7.200000000000001
01482,2.8000000000000003
01483,7.800000000000001
01484,9.4
01485,1.4000000000000001
01486,0.8
01487,6.000000000000001
01488,7.4
01489,0.8
01490,0.19999999999999996
01491,1.2000000000000002
01492,0.19999999999999996
01493,3.8
01494,0.4
01495,0.6000000000000001
01496,9.0
01497,0.8
01498,0.4
01499,0.8
01500,-0.6000000000000001
01501,1.4000000000000001
01502,1.8
01503,1.4000000000000001
01504,8.4
01505,4.4
01506,2.4000000000000004
01507,0.8
01508,2.4000000000000004
01509,7.200000000000001
01510,3.6
01511,0.8
01512,0.4
01513,1.8
01514,0.19999999999999996
01515,1.6
01516,2.2
01517,-0.19999999999999996
01518,-0.8000000000000007
01519,-0.19999999999999996
01520,-0.6000000000000001
01521,0.8
01522,2.4000000000000004
01523,-0.19999999999999996
01524,2.8000000000000003
01525,2.2
01526,0.19999999999999996
01527,2.4000000000000004
01528,-0.19999999999999996
01529,4.800000000000001
01530,1.2000000000000002
01531,6.800000000000001
01532,0.4
01533,0.8
01534,0.8
01535,-0.19999999999999996
01536,0.4
