고객번호,패션잡화_상_방문지수
00345,-1.0000000000000002
00346,0.0
00347,0.8
00349,1.2000000000000002
00350,1.4000000000000001
00351,1.0
00352,-1.0000000000000002
00355,3.0
00356,2.2
00357,0.4
00358,4.800000000000001
00359,1.6
00361,2.0
00362,0.4
00363,3.4000000000000004
00365,0.19999999999999996
00366,0.4
00367,3.6
00368,2.6
00369,0.0
00372,0.4
00373,0.6000000000000001
00374,-1.0000000000000002
00375,0.19999999999999973
00377,2.0
00378,0.3999999999999999
00379,1.6
00380,0.8
00381,1.6
00382,1.2000000000000002
00383,2.4000000000000004
00384,1.0
00385,1.6
00386,2.6
00387,1.2000000000000002
00388,-0.6000000000000003
00391,7.600000000000001
00393,2.8000000000000003
00394,1.4000000000000001
00395,1.2000000000000002
00396,0.4
00397,1.0
00398,3.4000000000000004
00400,0.6000000000000001
00401,1.0
00402,0.8000000000000003
00404,-0.3999999999999999
00405,-0.8
00407,2.8000000000000003
00408,0.19999999999999996
00409,4.2
00410,1.2000000000000002
00411,0.0
00412,0.19999999999999973
00413,6.2
00414,1.8
00416,-0.20000000000000018
00417,2.2
00419,0.4
00420,1.2000000000000002
00421,3.6
00422,1.2000000000000002
00423,0.4
00425,1.0
00426,4.6000000000000005
00427,0.4
00428,5.6000000000000005
00429,0.4
00430,6.0
00431,1.4000000000000001
00432,1.2000000000000002
00433,3.0
00434,0.3999999999999999
00435,2.6
00436,6.0
00438,2.4000000000000004
00440,3.8
00441,4.0
00443,4.6000000000000005
00444,1.0
00445,0.4
00446,1.4000000000000001
00447,1.6
00448,1.6
00449,0.3999999999999999
00450,1.6
00451,0.3999999999999999
00453,3.2
00455,0.4
00456,0.4
00457,1.2000000000000002
00459,0.6000000000000001
00461,1.0
00462,1.8
00463,4.6000000000000005
00464,-0.6000000000000003
00465,1.8
00466,-1.0000000000000002
00467,3.8000000000000007
00468,1.8
00469,1.6
00470,0.4
00471,4.2
00472,0.8
00474,2.4000000000000004
00475,-0.19999999999999996
00476,0.4
00477,1.4000000000000001
00478,2.2
00479,0.8
00480,-0.19999999999999996
00481,0.3999999999999999
00482,0.4
00483,0.4
00484,1.8
00485,1.6
00486,0.8000000000000003
00489,1.6
00490,1.0
00491,0.8
00492,3.2
00493,0.4
00494,1.4000000000000001
00496,1.2000000000000002
00498,0.8
00500,1.0
00501,3.6
00502,-0.3999999999999999
00503,1.6
00504,-1.0000000000000002
00505,0.19999999999999996
00506,-0.3999999999999999
00507,2.2
00508,7.600000000000001
00509,2.8000000000000003
00510,3.6
00511,1.4000000000000001
00513,0.6000000000000001
00514,4.0
00515,1.2000000000000002
00516,-1.2000000000000002
00517,1.6
00518,1.8
00519,2.6
00520,0.19999999999999996
00521,3.0
00522,1.2000000000000002
00523,0.4
00524,0.8
00525,0.8
00526,1.4000000000000001
00529,0.0
00530,2.6
00531,0.4
00532,1.8
00534,-0.19999999999999996
00535,0.8
00538,2.6
00539,-0.20000000000000018
00540,1.6
00542,1.0
00543,-0.19999999999999996
00544,3.4000000000000004
00545,0.6000000000000001
00546,4.2
00547,-0.19999999999999996
00548,3.0
00549,5.4
00550,3.8000000000000007
00551,1.4000000000000001
00552,0.8
00553,2.0
00554,1.0
00555,0.4
00556,1.2000000000000002
00557,1.2000000000000002
00558,1.2000000000000002
00559,2.0
00560,3.4000000000000004
00561,4.0
00562,3.8
00563,2.2
00564,1.2000000000000002
00565,1.4000000000000001
00566,-1.8000000000000003
00567,0.3999999999999999
00569,1.6
00571,0.19999999999999996
00572,5.0
00573,0.8
00574,4.800000000000001
00575,-0.19999999999999996
00576,2.6
00577,2.8000000000000003
00578,3.2
00580,2.2
00582,0.8
00584,-1.0000000000000002
00585,-1.0000000000000002
00586,5.8
00587,-1.8000000000000003
00588,-1.4000000000000004
00589,-2.5999999999999996
00590,0.0
00592,3.0
00593,1.2000000000000002
00594,2.4000000000000004
00595,0.8000000000000003
00596,0.6000000000000001
00597,-0.8
00599,-0.8
00600,2.2
00601,1.4000000000000001
00602,3.0
00603,0.19999999999999973
00604,-1.0000000000000002
00606,0.4
00607,2.8000000000000003
00608,4.2
00611,-1.0000000000000002
00612,-0.19999999999999996
00613,1.4000000000000001
00614,-0.3999999999999999
00615,2.6
00616,1.0
00617,-0.3999999999999999
00618,0.19999999999999996
00619,0.8
00620,1.2000000000000002
00621,-1.2000000000000002
00622,-1.0000000000000002
00624,0.0
00625,0.0
00627,0.4
00629,-0.19999999999999996
00630,1.6
00631,0.8
00632,0.4
00633,3.0
00634,0.0
00635,1.2000000000000002
00636,1.4000000000000001
00637,1.2000000000000002
00638,4.800000000000001
00639,0.8
00640,5.2
00641,2.8000000000000003
00642,3.4000000000000004
00643,1.6
00644,0.8
00645,3.4000000000000004
00646,0.8
00648,3.2
00649,0.4
00650,1.0
00651,3.6
00652,4.2
00653,0.4
00654,-0.19999999999999996
00655,-0.6000000000000001
00656,2.0
00657,2.8000000000000003
00658,0.0
00661,1.0
00664,3.4000000000000004
00665,0.8
00667,4.4
00669,2.6
00670,2.8000000000000003
00672,2.0
00673,0.3999999999999999
00674,0.6000000000000001
00675,0.4
00676,6.2
00677,-0.19999999999999996
00680,0.4
00681,-0.6000000000000003
00682,0.4
00683,0.8
00684,0.6000000000000001
00686,2.0
00687,2.4000000000000004
00689,2.2
00690,4.800000000000001
00691,0.0
00692,2.0
00693,4.6000000000000005
00694,0.8
00695,3.0
00696,2.4000000000000004
00697,0.3999999999999999
00698,1.8
00700,1.8
00701,0.0
00702,0.6000000000000001
00703,2.2
00704,0.6000000000000001
00705,0.8
00707,3.4000000000000004
00708,1.4000000000000001
00709,1.8
00710,1.0
00711,2.8000000000000003
00712,0.19999999999999996
00713,7.200000000000001
00714,0.8
00715,1.4000000000000001
00716,0.19999999999999996
00717,3.2
00718,5.2
00719,0.4
00720,0.19999999999999996
00723,3.2
00725,0.4
00726,0.8
00727,-1.4000000000000004
00728,0.8
00729,2.2
00730,2.8000000000000003
00732,3.4000000000000004
00733,0.8000000000000003
00735,3.0
00736,-0.19999999999999996
00737,3.2
00738,2.0
00741,0.4
00742,1.8
00743,0.8
00746,4.0
00747,3.8000000000000007
00748,3.2
00749,2.2
00750,0.4
00752,1.4000000000000001
00754,0.8
00755,3.6
00756,0.19999999999999996
00757,3.4000000000000004
00758,4.0
00759,1.8
00760,1.6
00761,1.2000000000000002
00762,1.2000000000000002
00763,1.6
00764,-0.20000000000000018
00765,1.0
00766,-0.19999999999999996
00768,0.4
00769,-1.2000000000000002
00770,0.19999999999999996
00771,0.19999999999999996
00772,2.0
00773,1.2000000000000002
00774,-0.8
00775,1.4000000000000001
00776,1.0
00777,0.8000000000000003
00778,0.4
00779,1.6
00780,5.6000000000000005
00781,2.8000000000000003
00783,1.4000000000000001
00784,2.2
00785,2.0
00786,3.8
00787,1.2000000000000002
00788,1.2000000000000002
00789,0.19999999999999973
00790,0.4
00791,2.6000000000000005
00792,1.4000000000000001
00794,2.8000000000000003
00795,0.3999999999999999
00796,5.2
00797,1.0
00799,3.0000000000000004
00800,3.0
00801,0.0
00802,0.4
00803,0.8
00805,1.6
00806,2.2
00807,0.8
00808,3.8000000000000007
00809,0.8
00810,2.8000000000000003
00811,2.0
00812,1.6
00814,4.0
00815,-1.0000000000000002
00816,-0.6000000000000001
00817,3.4000000000000004
00818,5.4
00819,0.19999999999999973
00820,1.0
00821,-0.6000000000000001
00822,-0.8
00823,8.4
00824,0.8
00825,0.8
00826,-1.2000000000000002
00827,2.6
00828,-0.8
00829,1.4000000000000001
00830,-0.6000000000000001
00832,2.2
00833,0.8
00834,0.4
00835,-0.8
00838,0.0
00839,0.4
00840,-0.8
00841,0.0
00842,-0.8
00844,2.8000000000000003
00845,4.2
00846,1.4000000000000001
00847,2.2
00848,0.0
00849,-0.19999999999999996
00850,5.2
00852,1.2000000000000002
00853,0.4
00854,2.2
00855,0.8
00856,2.0
00857,3.6
00858,1.4000000000000001
00859,0.8000000000000003
00861,1.0
00862,0.0
00863,0.6000000000000001
00864,1.8
00865,0.3999999999999999
00866,1.6
00867,2.4000000000000004
00868,0.8
00869,1.2000000000000002
00870,-0.6000000000000001
00872,0.8
00873,2.4000000000000004
00874,3.2
00875,0.19999999999999996
00876,-0.6000000000000001
00877,1.8
00878,4.4
00879,2.0
00882,5.0
00883,-1.2000000000000002
00884,-1.0000000000000002
00885,2.2
00886,2.4000000000000004
00887,1.4000000000000001
00888,0.8
00889,1.2000000000000002
00890,-0.8
00892,0.0
00893,2.8000000000000003
00894,1.6
00895,1.2000000000000002
00896,1.0
00897,6.000000000000001
00898,2.4000000000000004
00899,0.6000000000000001
00901,-0.19999999999999996
00902,0.4
00903,3.2
00904,1.8
00906,-0.6000000000000003
00907,1.4000000000000001
00908,0.4
00909,-0.6000000000000001
00910,0.4
00911,3.8
00912,0.19999999999999996
00913,0.6000000000000001
00914,2.0
00915,4.4
00916,2.0
00917,-0.19999999999999996
00918,2.6
00919,4.6000000000000005
00920,5.6000000000000005
00921,-1.2000000000000002
00923,3.2
00924,5.2
00925,0.6000000000000001
00927,2.4000000000000004
00928,4.2
00929,1.0
00930,-0.6000000000000001
00931,0.0
00933,0.4
00934,0.19999999999999996
00935,-0.6000000000000003
00936,2.4000000000000004
00937,2.8000000000000003
00939,4.4
00941,0.6000000000000001
00942,0.4
00943,3.6
00944,3.2
00945,1.4000000000000001
00946,1.2000000000000002
00947,4.6000000000000005
00949,5.6000000000000005
00950,0.4
00951,2.0
00952,-1.6
00953,6.800000000000001
00954,4.2
00955,3.2
00957,0.3999999999999999
00958,2.8000000000000003
00959,1.8
00960,0.8
00961,0.8
00962,-0.20000000000000018
00963,2.4000000000000004
00965,3.0000000000000004
00966,4.6000000000000005
00967,0.4
00968,2.6
00969,2.2
00971,2.8000000000000003
00972,7.4
00973,1.2000000000000002
00974,-0.19999999999999996
00975,2.0
00977,4.2
00978,2.4000000000000004
00980,1.2000000000000002
00981,0.0
00982,4.4
00983,1.4000000000000001
00984,0.6000000000000001
00986,3.8000000000000007
00989,0.3999999999999999
00990,1.0
00991,4.2
00992,0.6000000000000001
00993,1.8
00994,2.8000000000000003
00995,0.8
00996,0.6000000000000001
00997,-0.19999999999999996
00998,4.0
00999,1.6
01000,2.4000000000000004
01001,1.2000000000000002
01002,2.0
01004,1.2000000000000002
01005,6.6
01006,0.8
01007,1.0
01008,1.6
01010,0.4
01011,3.2
01012,1.0
01013,0.6000000000000001
01014,3.2
01015,1.6
01016,-0.19999999999999996
01017,2.4000000000000004
01018,2.8000000000000003
01019,1.2000000000000002
01020,0.4
01022,2.2
01023,0.4
01024,0.8
01025,2.6
01026,2.2
01027,3.4000000000000004
01028,0.3999999999999999
01029,0.6000000000000001
01030,0.4
01031,0.4
01032,1.0
01033,0.8
01035,0.4
01036,0.8
01037,1.4000000000000001
01038,1.4000000000000001
01039,0.0
01040,2.0
01042,1.6
01043,0.19999999999999996
01044,0.6000000000000001
01045,0.8000000000000003
01046,1.8
01047,2.4000000000000004
01049,2.0
01051,-1.2000000000000002
01052,0.4
01053,1.8
01054,-0.6000000000000001
01056,0.8
01057,2.0
01058,-0.6000000000000003
01059,1.0
01060,2.6
01061,2.0
01062,1.4000000000000001
01064,-0.6000000000000001
01065,-0.3999999999999999
01066,2.6
01068,-0.6000000000000001
01069,1.2000000000000002
01071,5.0
01072,2.6
01073,4.800000000000001
01075,1.2000000000000002
01076,2.2
01077,2.6
01078,0.19999999999999996
01079,0.8
01082,0.4
01084,1.8
01085,1.6
01086,4.800000000000001
01087,1.0
01088,1.4000000000000001
01090,2.2
01091,2.8000000000000003
01092,4.2
01094,1.0
01095,2.6000000000000005
01096,1.4000000000000001
01097,-1.0000000000000002
01098,3.0
01099,3.6
01100,1.6
01101,0.8
01103,0.3999999999999999
01104,0.6000000000000001
01105,0.19999999999999996
01107,5.2
01108,0.8
01109,0.4
01110,3.6
01111,3.2
01114,-0.19999999999999996
01115,0.19999999999999973
01117,1.4000000000000001
01118,2.8000000000000003
01119,2.8000000000000003
01122,0.19999999999999996
01123,0.8
01124,2.2
01125,2.2
01126,2.0
01127,0.6000000000000001
01128,0.19999999999999996
01129,4.800000000000001
01130,3.8000000000000007
01131,0.4
01133,2.6
01134,0.19999999999999996
01135,6.4
01136,0.8
01137,3.8000000000000007
01138,4.800000000000001
01139,4.2
01141,0.6000000000000001
01142,-0.6000000000000003
01143,1.2000000000000002
01144,2.6
01146,0.4
01147,-0.20000000000000018
01148,0.19999999999999996
01150,1.8
01151,2.6
01152,-0.6000000000000003
01153,1.0
01154,3.2
01155,2.4000000000000004
01156,0.4
01157,1.4000000000000001
01158,0.19999999999999996
01159,0.4
01161,0.8
01162,4.6000000000000005
01163,2.8000000000000003
01164,3.2
01165,1.0
01166,3.4000000000000004
01168,0.8
01169,0.0
01170,0.4
01172,6.6
01173,1.8
01175,0.4
01176,0.3999999999999999
01177,1.2000000000000002
01178,2.6
01179,1.8
01181,-0.19999999999999996
01183,0.4
01184,-1.2000000000000002
01185,2.4000000000000004
01186,0.4
01187,0.6000000000000001
01189,1.8
01190,0.4
01191,-0.19999999999999996
01192,0.4
01193,0.19999999999999996
01194,4.6000000000000005
01196,1.6
01197,5.2
01199,5.2
01200,2.6000000000000005
01201,-0.6000000000000003
01202,0.4
01203,1.8
01205,0.0
01207,6.6
01209,0.8
01211,0.6000000000000001
01212,3.2
01213,0.4
01214,-0.6000000000000003
01215,1.4000000000000001
01216,0.4
01217,0.0
01218,6.0
01219,0.8
01221,3.8000000000000007
01222,-1.2000000000000002
01224,1.0
01225,-0.6000000000000001
01226,0.6000000000000001
01227,0.3999999999999999
01228,2.0
01229,2.0
01230,0.19999999999999996
01231,-1.2000000000000002
01232,4.0
01233,1.0
01235,0.8000000000000003
01237,1.2000000000000002
01238,4.6000000000000005
01239,1.0
01240,1.6
01241,0.8
01242,2.2
01243,-0.20000000000000018
01244,2.8000000000000003
01245,0.0
01246,4.0
01247,3.6
01248,-0.19999999999999996
01251,0.0
01252,1.0
01254,3.8000000000000007
01255,5.4
01257,5.4
01258,0.8
01259,4.800000000000001
01261,-0.19999999999999996
01263,1.2000000000000002
01264,2.8000000000000003
01265,1.0
01266,2.4000000000000004
01267,1.0
01268,4.4
01269,0.6000000000000001
01270,3.4000000000000004
01271,1.8
01272,4.2
01273,3.0
01274,1.0
01275,4.6000000000000005
01277,2.6
01279,5.8
01282,4.4
01283,1.2000000000000002
01284,3.4000000000000004
01285,3.8000000000000007
01287,3.8
01288,2.2
01289,5.0
01290,4.800000000000001
01291,1.4000000000000001
01292,2.0
01294,1.8
01295,2.2
01296,0.4
01297,2.0
01298,1.2000000000000002
01299,-0.6000000000000001
01300,0.4
01301,0.19999999999999996
01302,2.8000000000000003
01303,0.4
01304,2.2
01305,1.0
01307,2.0
01308,0.8
01309,0.4
01310,6.6
01311,3.4000000000000004
01312,4.4
01313,4.6000000000000005
01314,1.2000000000000002
01315,4.6000000000000005
01316,0.19999999999999996
01317,3.6
01318,1.4000000000000001
01319,2.8000000000000003
01320,0.4
01322,-0.6000000000000001
01323,0.4
01325,0.4
01327,2.4000000000000004
01328,0.8
01329,2.0
01331,0.8
01332,-1.4000000000000004
01334,0.0
01335,-0.19999999999999996
01336,1.8
01337,1.4000000000000001
01340,6.6
01341,1.0
01342,1.0
01343,4.4
01344,3.2
01345,4.800000000000001
01346,3.4000000000000004
01347,1.6
01348,-0.8
01349,2.0
01350,0.8
01351,0.4
01352,-0.3999999999999999
01353,3.6
01354,1.2000000000000002
01355,1.2000000000000002
01356,0.3999999999999999
01357,0.8
01358,2.6
01359,0.6000000000000001
01360,1.2000000000000002
01361,-0.3999999999999999
01363,0.8
01364,3.0
01365,1.2000000000000002
01366,-0.3999999999999999
01367,1.6
01368,0.4
01369,0.4
01370,1.8
01371,0.4
01372,2.2
01373,-0.19999999999999996
01375,1.8
01376,0.4
01377,1.2000000000000002
01378,1.4000000000000001
01381,4.2
01382,3.0
01384,1.0
01385,3.0
01386,0.4
01388,0.4
01389,1.0
01391,1.6
01394,3.8000000000000007
01395,2.4000000000000004
01396,1.4000000000000001
01399,-1.4000000000000004
01400,0.4
01401,1.0
01402,0.8
01403,-2.2
01406,3.4000000000000004
01407,2.4000000000000004
01408,1.2000000000000002
01409,2.2
01410,0.8
01411,6.800000000000001
01412,0.19999999999999996
01413,4.2
01414,1.8
01415,3.0
01417,2.2
01418,-0.19999999999999996
01419,1.4000000000000001
01420,2.4000000000000004
01421,2.4000000000000004
01422,3.4000000000000004
01423,-0.19999999999999996
01424,1.0
01425,1.6
01426,2.2
01430,3.6
01431,-0.19999999999999996
01432,0.4
01433,-0.3999999999999999
01434,3.4000000000000004
01435,0.4
01436,4.4
01437,0.8
01438,-1.0000000000000002
01439,1.0
01440,1.2000000000000002
01441,2.0
01442,3.6
01443,1.6
01444,-0.6000000000000001
01445,2.2
01446,0.0
01447,-0.19999999999999996
01449,5.6000000000000005
01450,0.8
01451,1.6
01452,3.6
01453,4.800000000000001
01454,1.0
01455,-0.8
01456,2.2
01457,-0.20000000000000018
01458,0.4
01459,2.4000000000000004
01460,2.6
01461,1.6
01462,0.19999999999999996
01463,-0.8
01464,2.4000000000000004
01465,0.6000000000000001
01466,1.0
01467,0.6000000000000001
01468,0.4
01470,4.6000000000000005
01471,4.800000000000001
01472,3.2
01474,0.4
01475,0.4
01476,0.6000000000000001
01478,-0.19999999999999996
01479,-0.19999999999999996
01480,5.0
01481,1.0
01482,1.8
01484,0.0
01485,0.4
01486,4.800000000000001
01488,1.6
01489,1.6
01490,0.19999999999999996
01491,1.8
01492,0.8
01493,1.0
01494,2.2
01497,0.8
01498,1.6
01499,-0.3999999999999999
01501,1.8
01502,5.2
01503,-1.2000000000000002
01505,0.0
01506,0.8
01508,0.4
01509,-0.3999999999999999
01510,1.8
01511,2.0
01512,2.4000000000000004
01513,0.8
01514,2.4000000000000004
01515,0.0
01516,1.0
01517,1.2000000000000002
01518,-1.4000000000000004
01519,1.8
01521,-1.4000000000000004
01523,3.4000000000000004
01524,4.2
01526,4.800000000000001
01527,0.4
01529,-0.6000000000000001
01530,4.4
01532,0.8
01533,-0.20000000000000018
01534,2.2
01535,0.0
01536,2.4000000000000004
01537,2.8000000000000003
01538,1.6
01539,-0.8
01541,2.0
01542,2.0
01543,0.4
01545,3.2
01546,0.4
01547,1.6
01548,-0.19999999999999996
01549,0.0
01550,1.6
01551,1.6
01552,-0.6000000000000001
01554,0.8
01555,0.4
01556,3.8000000000000007
01557,1.2000000000000002
01558,2.2
01559,0.8
01561,3.0
01563,-1.2000000000000002
01564,0.4
01566,-1.6
01567,0.8
01568,0.8
01569,1.2000000000000002
01570,1.0
01571,4.800000000000001
01573,-0.19999999999999996
01574,1.0
01575,1.2000000000000002
01576,3.2
01577,2.4000000000000004
01578,2.8000000000000003
01579,-1.4000000000000004
01581,2.8000000000000003
01582,0.4
01583,-0.19999999999999996
01584,1.6
01585,2.0
01587,0.19999999999999996
01588,0.4
01589,3.0
01590,1.2000000000000002
01591,0.4
01592,3.8000000000000007
01593,1.2000000000000002
01594,1.6
01595,-0.6000000000000001
01596,0.0
01597,3.6
01598,0.4
01599,7.600000000000001
01601,1.8
01602,0.4
01603,2.0
01604,1.4000000000000001
01605,2.2
01606,1.2000000000000002
01607,2.4000000000000004
01609,-0.19999999999999996
01610,-0.19999999999999996
01611,1.2000000000000002
01612,1.4000000000000001
01614,1.2000000000000002
01615,0.19999999999999973
01616,2.6
01617,0.0
01618,2.6
01619,1.8
01620,-0.19999999999999996
01621,1.2000000000000002
01622,0.0
01623,1.4000000000000001
01624,2.2
01625,1.4000000000000001
01626,2.8000000000000003
01627,0.4
01628,4.6000000000000005
01629,0.0
01630,0.3999999999999999
01631,2.0
01632,5.2
01635,0.6000000000000001
01636,1.2000000000000002
01637,1.4000000000000001
01638,3.4000000000000004
01639,2.4000000000000004
01640,0.3999999999999999
01641,0.0
01642,0.6000000000000001
01644,1.8
01646,2.8000000000000003
01647,2.4000000000000004
01648,2.6
01649,0.4
01650,0.8
01651,1.0
01652,2.2
01653,4.0
01654,0.6000000000000001
01657,2.2
01658,5.4
01659,1.2000000000000002
01661,-0.6000000000000001
01662,1.8
01663,2.0
01664,2.4000000000000004
01665,-0.19999999999999996
01666,5.4
01667,0.4
01668,1.6
01669,0.4
01670,1.8
01671,1.6
01673,2.0
01674,0.19999999999999996
01675,5.4
01677,0.8
01678,3.6
01679,0.19999999999999996
01680,1.0
01681,5.6000000000000005
01682,1.8
01683,3.2
01684,-0.8
01685,3.6
01687,-0.19999999999999996
01688,0.8
01689,0.4
01690,0.0
01691,0.19999999999999973
01692,4.800000000000001
01693,1.4000000000000001
01694,1.4000000000000001
01695,1.2000000000000002
01696,1.2000000000000002
01697,0.8
01698,0.4
01699,3.0
01700,0.4
01702,3.8000000000000007
01705,1.6
01706,0.4
01707,1.4000000000000001
01708,0.6000000000000001
01709,4.800000000000001
01713,4.6000000000000005
01714,2.2
01716,0.6000000000000001
01717,0.4
01718,-0.3999999999999999
01719,1.4000000000000001
01720,0.4
01721,-0.6000000000000001
01722,2.2
01723,7.0
01724,1.0
01725,0.8000000000000003
01726,0.8
01728,0.8
01729,1.8
01730,0.0
01731,0.8
01732,3.8000000000000007
01733,1.4000000000000001
01734,0.4
01735,0.0
01736,-0.3999999999999999
01737,0.4
01738,4.2
01739,3.6
01740,1.6
01741,4.800000000000001
01743,0.4
01744,0.4
01745,2.8000000000000003
01746,2.8000000000000003
01747,-0.6000000000000003
01748,3.2
01749,0.8
01750,-1.2000000000000002
01752,0.8
01753,1.6
01754,1.4000000000000001
01755,-0.3999999999999999
01756,0.6000000000000001
01758,0.0
01759,1.8
01760,0.3999999999999999
01762,-0.6000000000000001
01763,3.4000000000000004
01764,-0.6000000000000003
01766,0.6000000000000001
01767,-0.6000000000000001
01768,0.19999999999999996
01769,2.2
01770,1.0
01771,1.2000000000000002
01772,0.4
01773,0.8
01775,-0.19999999999999996
01776,0.8
01777,0.6000000000000001
01779,2.0
01780,2.4000000000000004
01781,5.6000000000000005
01782,2.8000000000000003
01783,4.6000000000000005
01784,3.2
01785,0.0
01786,4.800000000000001
01787,0.8
01788,4.800000000000001
01789,0.4
01790,0.4
01791,0.19999999999999996
01792,2.6
01793,1.2000000000000002
01794,0.4
01795,0.3999999999999999
01796,2.8000000000000003
01798,1.2000000000000002
01800,0.4
01801,3.8000000000000007
01803,2.2
01805,-0.6000000000000001
01807,0.4
01808,1.0
01809,2.4000000000000004
