고객번호,의류_하_방문지수
00473,2.2
00474,3.2
00475,1.8
00476,2.0
00477,1.4000000000000001
00478,4.800000000000001
00479,1.4000000000000001
00480,1.0
00481,1.8
00482,1.6
00483,3.6
00484,0.6000000000000001
00485,2.4000000000000004
00486,1.4000000000000001
00487,4.6000000000000005
00488,1.2000000000000002
00489,1.6
00490,3.2
00491,3.2
00492,3.6
00493,4.4
00494,2.8000000000000003
00495,1.8
00496,2.8000000000000003
00497,0.19999999999999996
00498,3.0
00499,1.2000000000000002
00500,-0.20000000000000018
00501,1.4000000000000001
00502,1.6
00503,1.6
00504,0.19999999999999996
00505,1.2000000000000002
00506,5.2
00507,2.8000000000000003
00508,1.8
00509,2.6
00510,1.2000000000000002
00511,1.0
00512,-1.4000000000000004
00513,3.2
00514,1.0
00515,0.6000000000000001
00516,2.8000000000000003
00517,0.19999999999999996
00518,1.8
00519,2.0
00520,4.2
00521,4.0
00522,0.0
00523,1.4000000000000001
00524,-1.4000000000000004
00525,4.6000000000000005
00526,1.4000000000000001
00527,0.4
00528,2.8000000000000003
00529,-0.6000000000000003
00530,0.19999999999999973
00531,2.2
00532,1.4000000000000001
00533,2.2
00534,0.8
00535,0.0
00537,3.2
00538,0.8000000000000003
00539,1.8
00540,3.0
00541,5.6000000000000005
00542,5.6000000000000005
00543,-1.2000000000000002
00544,3.8
00545,1.6
00546,1.8
00547,2.0
00548,-0.19999999999999996
00549,3.2
00550,4.2
00551,2.2
00552,0.3999999999999999
00553,2.6
00554,2.0
00555,-0.20000000000000018
00556,-0.19999999999999996
00557,-1.2000000000000002
00558,3.2
00559,0.6000000000000001
00560,1.6
00561,0.8000000000000003
00562,1.8
00563,1.0
00564,1.0
00565,-0.3999999999999999
00566,2.4000000000000004
00567,3.2
00568,5.4
00569,1.6
00570,1.0
00571,1.4000000000000001
00572,2.8000000000000003
00573,3.6
00574,3.8
00575,1.0
00576,0.8
00577,-1.4
00578,1.0
00579,0.8
00580,1.0
00581,1.8
00582,3.4000000000000004
00583,0.4
00584,3.8
00585,3.2
00586,2.2
00587,-0.8
00588,-0.20000000000000018
00589,1.8
00590,4.4
00591,1.2000000000000002
00592,2.6
00593,2.4000000000000004
00594,3.6
00595,3.2
00596,0.6000000000000001
00597,1.2000000000000002
00598,-0.19999999999999996
00599,2.0
00600,3.2
00601,0.6000000000000001
00602,4.6000000000000005
00603,-0.3999999999999999
00604,1.0
00605,1.4000000000000001
00606,-0.7999999999999998
00607,3.8000000000000007
00608,3.0
00609,2.2
00610,4.2
00611,0.19999999999999996
00612,-0.6000000000000003
00613,1.6
00614,4.4
00615,3.2
00616,1.0
00617,2.6
00618,0.19999999999999996
00619,4.2
00620,1.0
00621,1.2000000000000002
00622,2.0
00623,3.6
00624,0.8000000000000003
00625,-0.19999999999999996
00626,0.19999999999999996
00627,0.8
00628,0.6000000000000001
00629,2.2
00630,1.4000000000000001
00631,1.2000000000000002
00632,1.2000000000000002
00633,1.6
00634,-1.4000000000000004
00635,-0.7999999999999998
00636,2.2
00637,3.6
00638,0.4
00639,2.6
00640,2.6
00641,1.0
00642,2.4000000000000004
00643,1.0
00644,4.6000000000000005
00645,4.0
00646,0.3999999999999999
00647,0.4
00648,2.4000000000000004
00649,2.4000000000000004
00650,3.2
00651,1.2000000000000002
00652,1.2000000000000002
00653,-0.19999999999999996
00654,1.4000000000000001
00655,2.6000000000000005
00656,0.19999999999999973
00657,1.0
00658,-0.3999999999999999
00659,5.0
00661,1.0
00662,-1.2000000000000002
00664,2.0
00665,3.2
00666,3.2
00667,0.0
00668,0.0
00669,3.2
00670,1.6
00671,0.0
00672,2.8000000000000003
00673,3.0
00674,1.0
00675,1.4000000000000001
00676,2.6
00677,0.6000000000000001
00678,3.2
00679,0.19999999999999996
00680,0.0
00681,0.3999999999999999
00682,-1.4000000000000004
00683,-0.6000000000000003
00684,1.2000000000000002
00685,1.2000000000000002
00686,0.6000000000000001
00687,1.2000000000000002
00688,-1.6
00689,1.2000000000000002
00690,2.0
00691,1.4000000000000001
00692,2.2
00693,0.5999999999999996
00694,3.0
00695,3.0
00696,3.2
00697,3.0
00698,1.0
00699,-0.8
00700,0.19999999999999996
00701,1.6
00702,0.8000000000000003
00703,3.4000000000000004
00704,1.0
00705,1.0
00706,0.8
00707,-0.3999999999999999
00708,3.4000000000000004
00709,3.0
00710,4.2
00711,1.6
00712,0.19999999999999973
00713,2.8000000000000003
00714,0.8
00715,2.0
00716,-0.20000000000000018
00717,4.6000000000000005
00718,2.8000000000000003
00719,2.8000000000000003
00720,1.2000000000000002
00721,2.0
00722,1.4000000000000001
00723,-2.0
00724,1.0
00725,1.8
00726,1.2000000000000002
00727,0.8
00728,0.8000000000000003
00729,-1.0000000000000002
00730,0.19999999999999996
00731,-0.3999999999999999
00732,2.0
00733,1.0
00734,2.4000000000000004
00735,4.4
00736,0.6000000000000001
00737,2.4000000000000004
00738,2.4000000000000004
00739,1.8
00740,3.2
00741,-1.4000000000000004
00742,-0.6000000000000003
00743,3.4000000000000004
00744,1.8
00745,2.8000000000000003
00746,0.6000000000000001
00747,0.4
00748,4.6000000000000005
00749,0.6000000000000001
00750,0.8
00752,1.8
00753,0.4
00754,0.0
00755,1.4000000000000001
00756,2.2
00757,4.6000000000000005
00758,3.8
00759,0.19999999999999996
00760,2.6
00761,0.8
00762,3.2
00763,2.4000000000000004
00764,1.2000000000000002
00765,4.2
00766,1.6
00767,1.2000000000000002
00768,4.800000000000001
00769,0.8000000000000003
00770,2.8000000000000003
00771,4.800000000000001
00772,1.6
00773,0.6000000000000001
00774,0.4
00775,2.6
00776,1.2000000000000002
00777,0.0
00778,3.0
00779,0.6000000000000001
00780,1.2000000000000002
00781,0.0
00782,3.8
00783,2.8000000000000003
00784,0.8000000000000003
00785,0.4
00786,4.6000000000000005
00787,5.4
00788,3.6
00789,2.6
00790,1.8
00791,1.2000000000000002
00792,2.4000000000000004
00793,-0.3999999999999999
00794,3.8
00795,0.19999999999999996
00796,2.6
00797,1.4000000000000001
00799,6.800000000000001
00800,3.6
00801,0.8
00802,1.2000000000000002
00803,0.8
00804,-0.19999999999999996
00805,1.2000000000000002
00806,1.4000000000000001
00807,1.8
00808,-0.19999999999999996
00809,3.4000000000000004
00810,2.4000000000000004
00811,2.6
00812,1.4000000000000001
00813,0.8
00814,2.2
00815,1.2000000000000002
00816,3.0
00817,1.0
00818,0.6000000000000001
00819,0.0
00820,2.2
00821,-1.8000000000000003
00822,0.8
00823,2.8000000000000003
00824,-2.4000000000000004
00825,0.0
00826,2.0
00827,1.6
00828,2.2
00829,1.4000000000000001
00830,1.6
00831,1.4000000000000001
00832,0.5999999999999996
00833,1.8
00834,6.0
00835,-0.6000000000000003
00836,5.0
00837,2.0
00838,4.6000000000000005
00839,2.6
00840,0.8
00841,3.2
00842,1.8
00843,2.2
00844,3.2
00845,3.0
00846,2.4000000000000004
00847,2.8000000000000003
00848,3.0
00849,3.4000000000000004
00850,-0.19999999999999996
00851,0.4
00852,2.4000000000000004
00853,1.0
00854,3.2
00855,0.0
00856,3.6
00857,4.0
00858,0.6000000000000001
00859,1.4000000000000001
00860,1.2000000000000002
00861,-0.3999999999999999
00862,0.19999999999999996
00863,1.6
00864,0.3999999999999999
00865,2.2
00866,1.0
00867,2.6
00868,-1.0000000000000002
00869,2.6
00870,0.8
00871,2.2
00872,2.2
00873,3.6
00874,3.8
00875,1.0
00876,1.2000000000000002
00877,0.19999999999999996
00878,3.2
00879,1.4000000000000001
00880,1.2000000000000002
00881,0.3999999999999999
00882,0.3999999999999999
00883,0.19999999999999996
00884,4.2
00885,0.6000000000000001
00886,1.4000000000000001
00887,5.6000000000000005
00888,0.8000000000000003
00889,3.0
00890,-0.19999999999999996
00891,0.19999999999999996
00892,0.0
00893,2.0
00894,2.6
00895,-0.6000000000000003
00896,-0.8
00897,1.6
00898,4.4
00899,0.6000000000000001
00900,3.2
00901,0.4
00902,0.4
00903,1.2000000000000002
00904,1.8
00906,1.2000000000000002
00907,0.0
00908,-1.0000000000000002
00909,1.2000000000000002
00910,-1.0
00911,3.0
00912,0.19999999999999996
00913,4.6000000000000005
00914,2.8000000000000003
00915,5.6000000000000005
00916,3.0
00918,1.2000000000000002
00919,0.6000000000000001
00920,0.3999999999999999
00921,0.8
00922,-1.0000000000000002
00923,4.0
00924,1.4000000000000001
00925,0.3999999999999999
00926,2.6
00927,0.0
00928,0.6000000000000001
00929,1.4000000000000001
00930,-0.19999999999999996
00931,0.0
00932,2.8000000000000003
00933,3.4000000000000004
00934,0.8000000000000003
00935,1.6
00936,-0.6000000000000003
00937,1.6
00938,1.8
00939,0.3999999999999999
00940,2.4000000000000004
00941,2.6
00942,2.0
00943,0.0
00944,0.3999999999999999
00945,0.19999999999999996
00946,1.4000000000000001
00947,0.8000000000000003
00948,0.4
00949,4.6000000000000005
00950,3.6
00951,5.4
00952,0.3999999999999999
00953,3.2
00954,0.6000000000000001
00955,6.2
00956,1.4000000000000001
00957,4.2
00958,2.8000000000000003
00959,2.8000000000000003
00960,-1.0000000000000002
00961,1.4000000000000001
00962,4.2
00963,2.6
00964,-0.19999999999999996
00965,3.2
00966,2.4000000000000004
00967,-0.20000000000000018
00968,-0.19999999999999996
00969,3.8000000000000007
00970,-0.6000000000000001
00971,2.8000000000000003
00972,1.2000000000000002
00973,0.6000000000000001
00974,1.4000000000000001
00975,1.0
00976,-0.6000000000000001
00977,0.8
00978,2.2
00979,2.2
00980,5.6000000000000005
00981,2.2
00982,0.19999999999999996
00983,3.8000000000000007
00984,-1.0000000000000002
00986,-1.4000000000000004
00987,0.4
00988,-0.3999999999999999
00989,2.8000000000000003
00990,0.0
00991,3.0
00992,3.2
00993,2.0
00994,1.0
00995,0.8
00996,1.4000000000000001
00997,0.0
00998,1.8
00999,3.2
01000,3.0
01001,2.6
01002,1.8
01003,1.2000000000000002
01004,3.8000000000000007
01005,5.0
01006,2.4000000000000004
01007,1.6
01008,2.4000000000000004
01009,0.3999999999999999
01010,-0.8
01011,3.8000000000000007
01012,1.6
01013,0.19999999999999996
01014,1.4000000000000001
01015,-0.19999999999999996
01016,1.4000000000000001
01017,4.2
01018,1.2000000000000002
01019,-0.7999999999999998
01020,4.6000000000000005
01021,5.4
01022,1.8
01023,3.6
01024,3.0
01025,0.3999999999999999
01026,0.6000000000000001
01027,2.4000000000000004
01028,-2.2
01029,2.2
01030,2.4000000000000004
01031,0.19999999999999996
01032,-0.3999999999999999
01033,1.0
01034,2.4000000000000004
01035,2.4000000000000004
01036,2.4000000000000004
01037,0.8
01038,1.6
01039,0.8
01040,2.6
01041,0.4
01042,2.4000000000000004
01043,3.4000000000000004
01044,3.6
01045,1.6
01046,0.6000000000000001
01047,-0.6000000000000003
01048,0.8
01049,-1.0000000000000002
01050,0.19999999999999996
01051,2.8000000000000003
01052,6.6000000000000005
01053,0.19999999999999996
01054,1.2000000000000002
01055,2.8000000000000003
01056,2.4000000000000004
01057,2.6
01058,1.2000000000000002
01059,3.2
01060,5.6000000000000005
01061,0.4
01062,4.800000000000001
01064,2.0
01065,1.2000000000000002
01066,0.8000000000000003
01068,3.0
01069,0.6000000000000001
01070,2.0
01071,0.19999999999999996
01072,3.8000000000000007
01073,0.19999999999999996
01074,1.4000000000000001
01075,-2.0
01076,1.8
01077,0.0
01078,2.4000000000000004
01079,1.4000000000000001
01080,1.4000000000000001
01081,-0.19999999999999996
01082,-0.3999999999999999
01083,3.8
01084,4.0
01085,-1.0000000000000002
01086,1.2000000000000002
01087,1.6
01088,2.8000000000000003
01089,2.2
01090,0.6000000000000001
01091,4.0
01092,1.4000000000000001
01094,-2.0
01095,0.8
01096,-1.4000000000000004
01097,2.2
01098,-0.19999999999999996
01099,3.6
01100,0.8
01101,-0.3999999999999999
01103,2.6
01104,2.0
01105,2.6
01106,2.8000000000000003
01107,5.4
01108,2.6
01109,-0.19999999999999996
01110,2.2
01111,4.6000000000000005
01112,-0.8
01113,0.19999999999999996
01114,0.0
01115,1.0
01117,2.2
01118,1.8
01119,5.2
01120,2.8000000000000003
01122,2.4000000000000004
01123,2.0
01124,0.8
01125,3.2
01126,0.3999999999999999
01127,1.0
01128,4.4
01129,-0.19999999999999996
01130,3.6
01131,0.6000000000000001
01133,2.4000000000000004
01134,0.19999999999999996
01135,3.0
01136,2.8000000000000003
01137,3.6
01138,1.2000000000000002
01139,5.2
01140,1.2000000000000002
01141,-0.3999999999999999
01142,-1.0000000000000002
01143,2.0
01144,2.4000000000000004
01145,-1.2000000000000002
01146,2.2
01147,2.0
01148,5.800000000000001
01149,2.2
01150,3.6
01151,1.8
01152,2.2
01153,0.6000000000000001
01154,4.4
01155,1.2000000000000002
01156,0.8
01157,3.6
01158,3.4000000000000004
01159,0.8
01160,1.8
01161,0.8000000000000003
01162,2.2
01163,1.2000000000000002
01164,-0.19999999999999996
01165,4.2
01166,-0.3999999999999999
01167,2.8000000000000003
01168,2.0
01169,-0.6000000000000003
01170,2.8000000000000003
01172,5.0
01173,3.6
01174,1.0
01175,1.6
01176,0.6000000000000001
01177,2.0
01178,1.8
01179,0.4
01180,2.2
01181,1.6
01182,-0.19999999999999996
01183,-0.20000000000000018
01184,0.8
01185,0.19999999999999996
01186,1.2000000000000002
01187,2.0
01188,1.0
01189,3.8000000000000007
01190,0.8
01191,3.2
01192,-2.2
01193,4.6000000000000005
01194,1.8
01195,0.0
01196,-0.6000000000000003
01197,1.8
01198,0.19999999999999996
01199,1.8
01200,3.2
01201,0.8
01202,3.0
01203,1.6
01204,2.2
01205,2.0
01206,4.2
01207,5.0
01209,2.6
01210,1.2000000000000002
01211,1.4000000000000001
01212,5.0
01213,2.6
01214,-1.4000000000000004
01215,3.2
01216,1.6
01217,3.0
01218,3.6
01219,1.6
01220,0.4
01221,2.0
01222,2.0
01223,2.0
01224,1.2000000000000002
01225,-1.8000000000000003
01226,-0.19999999999999996
01227,1.2000000000000002
01228,2.2
01229,0.3999999999999999
01230,2.0
01231,2.4000000000000004
01232,2.6
01233,2.4000000000000004
01234,0.19999999999999996
01235,1.4000000000000001
01236,-2.0
01237,-1.2000000000000002
01238,4.800000000000001
01239,3.6
01240,3.6
01241,1.2000000000000002
01242,1.8
01243,1.2000000000000002
01244,-1.8000000000000003
01245,-1.0000000000000002
01246,3.6
01247,2.0
01248,2.2
01249,2.8000000000000003
01250,1.8
01251,0.8
01252,3.4000000000000004
01253,1.0
01254,2.6
01255,3.4000000000000004
01256,3.2
01257,3.4000000000000004
01258,0.6000000000000001
01259,1.2000000000000002
01260,2.8000000000000003
01261,2.0
01263,3.0
01264,1.0
01265,2.8000000000000003
01266,0.19999999999999996
01267,0.8
01268,2.6
01269,1.2000000000000002
01270,4.6000000000000005
01271,2.4000000000000004
01272,2.2
01273,-0.19999999999999996
01274,0.3999999999999999
01275,3.4000000000000004
01276,1.6
01277,0.19999999999999996
01278,0.8
01279,1.4000000000000001
01280,2.0
01281,1.2000000000000002
01282,3.6
01283,3.6
01284,2.6
01285,2.4000000000000004
01286,0.4
01287,4.4
01288,2.8000000000000003
01289,2.4000000000000004
01290,3.2
01291,1.6
01292,3.4000000000000004
01293,0.0
01294,2.0
01295,1.8
01296,4.6000000000000005
01297,0.4
01298,1.8
01299,0.6000000000000001
01300,-0.19999999999999996
01301,0.3999999999999999
01302,1.6
01303,2.6
01304,2.6
01305,2.8000000000000003
01306,2.2
01307,2.6
01308,2.4000000000000004
01309,2.4000000000000004
01310,2.2
01311,3.0
01312,3.2
01313,2.2
01314,5.6
01315,1.2000000000000002
01316,0.19999999999999973
01317,1.0
01318,1.0
01319,4.2
01320,2.2
01321,1.4000000000000001
01322,1.6
01323,1.2000000000000002
01324,2.8000000000000003
01325,2.8000000000000003
01326,3.2
01327,1.0
01328,5.0
01329,3.0
01331,1.2000000000000002
01332,1.2000000000000002
01333,3.6
01334,1.2000000000000002
01335,-2.5999999999999996
01336,0.8
01337,3.2
01338,3.2
01339,2.0
01340,2.8000000000000003
01341,3.2
01342,2.4000000000000004
01343,1.4000000000000001
01344,2.2
01345,1.0
01346,1.6
01347,0.6000000000000001
01348,-0.20000000000000018
01349,3.6
01350,0.6000000000000001
01351,2.0
01352,1.4000000000000001
01353,1.4000000000000001
01354,-0.8
01355,3.2
01356,1.0
01357,0.6000000000000001
01358,3.0
01359,1.8
01360,5.800000000000001
01361,2.6
01362,1.0
01363,0.0
01364,0.8
01365,3.2
01366,1.6
01367,0.8
01368,0.19999999999999996
01369,3.4000000000000004
01370,1.8
01371,2.4000000000000004
01372,0.8
01373,3.2
01374,3.4000000000000004
01375,-0.19999999999999996
01376,1.8
01377,0.0
01378,0.0
01380,-0.6000000000000001
01381,3.2
01382,3.8
01383,1.2000000000000002
01384,1.2000000000000002
01385,4.0
01386,1.8
01387,-1.0000000000000002
01388,2.0
01389,0.19999999999999996
01390,2.0
01391,-1.2000000000000002
01392,0.19999999999999996
01393,3.0
01394,5.6000000000000005
01395,3.0
01396,-1.0
01397,3.6
01398,0.0
01399,-0.3999999999999999
01400,3.2
01401,1.8
01402,0.6000000000000001
01403,0.3999999999999999
01404,-0.8
01405,3.2
01406,1.2000000000000002
01407,0.19999999999999996
01408,1.4000000000000001
01409,1.0
01410,2.4000000000000004
01411,0.8000000000000003
01412,0.19999999999999996
01413,1.2000000000000002
01414,-0.3999999999999999
01415,0.19999999999999996
01417,1.0
01418,-0.3999999999999999
01419,3.6
01420,0.6000000000000001
01421,3.2
01422,1.4000000000000001
01423,1.0
01424,1.6
01425,-0.3999999999999999
01426,5.0
01427,3.2
01428,3.6
01429,0.8000000000000003
01430,1.0
01431,0.0
01432,-0.3999999999999999
01433,-1.2000000000000002
01434,1.8
01435,1.0
01436,1.4000000000000001
01437,2.0
01438,3.4000000000000004
01439,2.0
01440,2.8000000000000003
01441,0.0
01442,2.4000000000000004
01443,-1.6
01444,0.4
01445,2.6
01446,3.2
01447,1.2000000000000002
01448,1.6
01449,4.4
01450,2.6
01451,1.6
01452,-0.19999999999999996
01453,2.2
01454,0.8
01455,4.4
01456,4.4
01457,2.6
01458,1.6
01459,6.0
01460,4.2
01461,-0.3999999999999999
01462,2.6
01463,-1.4000000000000004
01464,2.2
01465,0.3999999999999999
01466,4.2
01467,3.4000000000000004
01468,0.19999999999999996
01469,1.2000000000000002
01470,0.19999999999999996
01471,4.800000000000001
01472,1.2000000000000002
01473,1.6
01474,2.0
01475,1.0
01476,0.8000000000000003
01477,1.2000000000000002
01478,3.0
01479,-1.6
01480,3.8
01481,3.2
01482,3.2
01483,2.4000000000000004
01484,3.2
01485,0.8
01486,0.6000000000000001
01487,1.8
01488,1.4000000000000001
01489,0.0
01490,1.2000000000000002
01491,1.0
01492,3.0
01493,3.4000000000000004
01494,0.19999999999999996
01495,0.5999999999999996
01496,5.2
01497,0.8
01498,0.6000000000000001
01499,2.6
01500,-0.3999999999999999
01501,3.2
01502,3.0
01503,1.2000000000000002
01504,3.4000000000000004
01505,3.2
01506,-0.19999999999999996
01507,1.0
01508,2.6
01509,3.0
01510,2.0
01511,1.4000000000000001
01512,-0.19999999999999996
01513,2.0
01514,0.0
01515,-0.3999999999999999
01516,1.2000000000000002
01517,-0.8
01518,0.3999999999999999
01519,0.0
01520,0.19999999999999996
01521,2.0
01522,1.2000000000000002
