고객번호,일상용품_중_구매지수
00512,-1.0000000000000002
00513,2.0
00514,4.0
00515,2.4000000000000004
00516,7.0
00517,-2.4000000000000004
00518,4.4
00519,7.0
00521,6.4
00522,2.8000000000000003
00524,-0.7999999999999998
00525,2.4000000000000004
00526,-1.0
00527,4.0
00528,2.0
00529,2.0
00530,1.6
00531,2.0
00532,0.0
00533,2.4000000000000004
00535,7.600000000000001
00536,2.0
00537,3.4000000000000004
00538,2.0
00539,2.0
00540,-0.7999999999999998
00541,4.0
00542,4.0
00543,5.0
00544,-3.0
00545,10.400000000000002
00546,-3.0
00547,8.4
00548,1.8
00550,5.2
00551,2.0
00552,3.0
00553,-3.0
00554,0.0
00555,2.8000000000000003
00556,7.4
00557,5.0
00558,0.0
00559,1.8
00560,6.000000000000001
00561,4.0
00562,-3.0
00563,2.8000000000000003
00564,-3.6000000000000005
00566,5.0
00567,4.800000000000001
00568,7.0
00569,6.000000000000001
00570,4.0
00571,3.0
00573,6.4
00574,1.4000000000000001
00575,2.4000000000000004
00576,-3.0
00577,2.0
00578,5.4
00579,2.0
00580,3.4000000000000004
00581,4.0
00582,1.6
00584,-3.0
00585,1.6
00586,6.000000000000001
00587,2.0
00588,-0.3999999999999999
00589,4.0
00590,1.6
00591,2.4000000000000004
00593,2.0
00594,2.0
00596,0.4
00598,0.0
00599,-1.6000000000000005
00600,0.4
00602,5.0
00603,4.800000000000001
00604,-3.0
00605,6.000000000000001
00606,1.4000000000000001
00608,1.6
00609,2.0
00610,2.0
00611,4.0
00612,1.6
00613,5.2
00614,1.6
00615,4.4
00616,7.0
00617,8.0
00618,2.2
00619,-0.19999999999999973
00621,7.0
00622,-0.19999999999999973
00623,2.0
00624,2.2
00625,5.8
00626,3.0
00628,5.4
00629,0.4
00630,2.4000000000000004
00632,2.0
00633,1.4000000000000001
00635,-1.0
00636,4.4
00637,4.0
00638,2.0
00639,0.8
00640,-1.6000000000000005
00641,0.0
00643,3.6
00644,0.0
00645,-0.19999999999999973
00646,3.4000000000000004
00647,4.0
00648,4.0
00650,-0.5999999999999996
00651,5.0
00653,5.4
00654,-2.4000000000000004
00655,3.0
00657,4.4
00658,3.8000000000000007
00659,-2.5999999999999996
00660,2.6
00661,4.0
00662,3.0000000000000004
00663,2.0
00664,2.4000000000000004
00665,1.2000000000000002
00666,-1.0
00667,1.0
00668,3.6
00670,2.0
00671,1.4000000000000001
00673,2.0
00675,2.0
00677,2.0
00678,1.4000000000000001
00679,8.0
00680,-2.0
00681,1.6
00682,3.0
00683,-3.4000000000000004
00684,6.000000000000001
00685,2.0
00687,2.0
00688,2.8000000000000003
00690,2.0
00691,6.0
00692,3.4000000000000004
00693,7.4
00694,2.0
00695,-0.3999999999999999
00696,2.4000000000000004
00699,4.4
00700,0.0
00701,2.0
00702,6.000000000000001
00703,7.0
00704,2.0
00705,1.8
00706,1.4000000000000001
00708,-3.6000000000000005
00710,3.4000000000000004
00711,-3.6000000000000005
00712,2.0
00713,5.0
00714,8.0
00716,3.4000000000000004
00717,5.0
00718,1.6
00719,2.0
00720,1.8
00721,-3.0
00722,1.8
00724,-2.0
00725,4.4
00726,6.6
00727,-3.0
00728,6.000000000000001
00729,2.8000000000000003
00730,3.4000000000000004
00731,2.4000000000000004
00733,3.0000000000000004
00734,8.0
00735,-2.0
00736,2.0
00737,6.000000000000001
00738,2.0
00739,5.0
00740,1.4000000000000001
00741,0.8
00742,1.0
00743,3.8
00744,-1.0
00745,3.0
00746,-1.4
00747,5.4
00749,7.0
00750,-1.6
00751,1.6
00754,2.4000000000000004
00755,6.800000000000001
00756,6.4
00758,3.6
00759,-0.3999999999999999
00760,4.0
00761,2.0
00762,4.0
00763,2.0
00764,3.0
00766,2.4000000000000004
00767,6.6
00768,5.0
00769,0.39999999999999947
00770,4.0
00771,4.0
00772,-0.19999999999999973
00773,2.0
00774,7.0
00776,2.4000000000000004
00777,-0.5999999999999996
00778,2.8000000000000003
00779,5.4
00780,8.0
00781,4.800000000000001
00782,1.6
00783,2.0
00784,2.4000000000000004
00786,2.4000000000000004
00787,2.0
00788,7.0
00790,-1.0
00791,4.800000000000001
00793,2.0
00795,-3.0
00796,8.0
00797,4.800000000000001
00798,-1.4
00799,1.0
00800,8.4
00801,5.0
00802,-0.5999999999999996
00804,-0.3999999999999999
00805,5.0
00806,2.0
00807,5.2
00808,-1.0
00809,1.4000000000000001
00810,2.4000000000000004
00811,9.600000000000001
00812,8.0
00813,4.0
00814,2.0
00815,2.0
00816,6.4
00817,-3.0
00818,5.2
00819,1.6000000000000005
00820,1.0
00821,2.4000000000000004
00822,7.4
00823,4.0
00824,4.4
00826,-3.0
00827,7.0
00828,2.0
00829,8.4
00830,6.4
00831,5.0
00832,2.0
00833,-1.6000000000000005
00834,4.4
00835,5.4
00836,5.0
00837,-2.4000000000000004
00838,-1.0
00839,2.4000000000000004
00840,4.0
00841,1.6
00842,-0.19999999999999973
00843,1.8
00844,2.0
00845,0.0
00846,2.0
00848,2.0
00849,1.6
00850,8.0
00853,2.0
00854,1.0
00857,2.4000000000000004
00858,3.6
00859,2.4000000000000004
00860,1.8
00861,4.0
00862,2.8000000000000003
00863,3.4000000000000004
00864,0.8
00865,1.6
00866,2.0
00867,0.0
00868,4.4
00869,2.0
00870,-3.0
00871,-3.0
00872,2.0
00873,6.000000000000001
00874,6.000000000000001
00875,7.800000000000001
00876,2.0
00877,3.6
00878,-1.4
00879,-2.5999999999999996
00880,5.0
00881,0.8
00882,8.4
00883,-2.4000000000000004
00884,-1.6000000000000005
00885,4.0
00886,-1.0
00887,7.0
00888,-2.5999999999999996
00889,3.0
00890,2.4000000000000004
00891,7.800000000000001
00892,2.0
00894,2.0
00895,-1.4
00896,0.19999999999999996
00897,2.4000000000000004
00898,5.0
00899,4.0
00900,3.8
00902,2.4000000000000004
00903,3.4000000000000004
00904,1.6
00906,5.4
00908,2.0
00909,1.8
00910,-1.0
00911,1.8000000000000007
00912,0.0
00913,2.4000000000000004
00915,2.4000000000000004
00917,5.0
00918,8.4
00919,-3.0
00920,0.0
00921,3.8
00922,0.0
00923,2.0
00925,7.4
00926,4.0
00927,1.2000000000000002
00928,7.0
00929,-1.0
00930,3.8
00931,4.0
00932,2.6
00933,2.0
00934,0.4
00935,2.4000000000000004
00936,-3.6000000000000005
00937,3.8
00938,4.4
00939,0.0
00940,6.800000000000001
00941,-2.4000000000000004
00942,1.2000000000000002
00943,-0.19999999999999973
00944,3.6
00945,1.4000000000000001
00946,8.0
00947,2.4000000000000004
00948,-3.0
00949,2.4000000000000004
00950,6.800000000000001
00951,6.4
00952,2.0
00953,7.4
00954,0.0
00955,0.4
00956,3.4000000000000004
00957,-1.6000000000000005
00958,2.4000000000000004
00960,-1.4
00961,1.8
00963,9.0
00964,-1.6
00965,2.8000000000000003
00966,2.4000000000000004
00967,0.0
00968,3.0
00969,5.0
00971,4.4
00972,7.0
00973,-3.6000000000000005
00975,4.2
00976,5.0
00977,4.4
00978,9.4
00979,3.0
00980,3.4000000000000004
00981,0.4
00982,9.0
00983,1.0
00986,1.4000000000000001
00987,6.6
00988,-1.2000000000000006
00989,4.0
00990,2.4000000000000004
00991,2.0
00992,3.6
00994,4.4
00995,0.4
00996,3.0
00997,4.0
00998,4.0
00999,-2.8000000000000007
01000,3.0
01001,-1.0
01002,-1.0
01003,-0.5999999999999996
01004,5.0
01006,0.4
01007,0.0
01008,5.4
01009,8.4
01010,0.8
01011,5.000000000000001
01012,0.6000000000000005
01013,2.4000000000000004
01014,4.4
01016,4.0
01017,-3.0
01018,2.0
01019,4.0
01020,4.4
01021,7.0
01022,8.0
01023,3.6
01024,1.4000000000000001
01025,4.800000000000001
01026,-1.0
01027,2.0
01028,7.0
01029,7.000000000000001
01031,1.6000000000000005
01032,7.800000000000001
01033,-0.19999999999999973
01034,0.6000000000000005
01035,1.4000000000000001
01037,2.0
01038,3.0
01039,-1.7999999999999998
01040,7.0
01041,2.0
01042,1.0
01044,2.8000000000000003
01045,2.4000000000000004
01046,2.4000000000000004
01047,3.2
01048,-0.19999999999999973
01049,-1.0
01050,-1.0
01051,-0.19999999999999996
01052,7.800000000000001
01053,-1.2000000000000006
01054,0.5999999999999996
01055,4.4
01056,1.8
01057,5.0
01058,4.0
01059,-3.0
01060,1.0
01061,0.0
01062,2.0
01063,6.6
01064,4.0
01065,2.4000000000000004
01068,-0.3999999999999999
01069,-2.5999999999999996
01070,-3.0
01073,-1.0
01075,-3.0
01076,8.0
01077,2.8000000000000003
01078,6.6
01079,0.0
01080,2.4000000000000004
01081,2.4000000000000004
01082,2.6
01083,-2.5999999999999996
01085,4.6000000000000005
01086,4.800000000000001
01087,-0.3999999999999999
01088,-0.3999999999999999
01089,-0.3999999999999999
01090,-2.5999999999999996
01091,7.4
01092,2.0
01095,0.0
01096,1.0
01097,3.0
01098,1.4000000000000001
01099,2.0
01101,2.4000000000000004
01102,2.0
01104,6.4
01105,2.0
01106,3.4000000000000004
01108,2.4000000000000004
01109,2.0
01110,4.0
01112,3.2
01114,0.4
01115,2.0
01116,1.2000000000000002
01117,2.0
01118,2.0
01120,4.0
01122,1.4000000000000001
01123,-2.2
01124,2.0
01125,9.0
01127,7.0
01128,2.4000000000000004
01130,-0.5999999999999996
01131,2.4000000000000004
01133,2.0
01134,0.4
01136,5.2
01137,-2.0
01138,3.4000000000000004
01139,-1.0
01140,0.20000000000000018
01141,5.2
01142,4.4
01143,3.0
01144,10.400000000000002
01145,2.0
01148,0.0
01149,2.0
01150,2.0
01151,0.0
01152,2.0
01153,6.4
01154,0.0
01156,2.4000000000000004
01157,0.0
01158,7.0
01159,-1.0
01160,-0.19999999999999996
01161,2.0
01162,0.0
01163,9.8
01164,0.0
01165,5.0
01166,-2.5999999999999996
01168,2.2
01169,1.8
01170,0.4
01172,0.20000000000000018
01173,-1.4
01174,1.4000000000000001
01175,0.8
01176,6.000000000000001
01178,2.0
01179,1.2000000000000002
01180,3.4000000000000004
01182,6.4
01183,-1.0
01184,7.4
01185,-1.0
01186,0.8
01187,3.6
01188,6.000000000000001
01189,2.0
01190,3.4000000000000004
01191,-3.0
01192,-2.2
01193,-0.5999999999999996
01194,9.0
01195,0.3999999999999999
01196,3.6
01197,5.0
01198,2.8000000000000003
01199,6.000000000000001
01200,3.4000000000000004
01201,5.8
01202,0.0
01204,2.4000000000000004
01205,2.0
01206,1.4000000000000001
01207,6.000000000000001
01209,8.4
01210,-0.19999999999999973
01211,-0.5999999999999996
01212,8.4
01213,-0.7999999999999998
01214,2.0
01215,4.4
01217,2.4000000000000004
01218,5.0
01219,2.4000000000000004
01220,3.6
01221,-0.5999999999999996
01222,7.0
01223,-1.4
01224,8.0
01225,-2.0
01226,4.4
01227,-1.0
01228,2.0
01229,-2.2
01230,7.0
01234,-2.4000000000000004
01235,1.6
01236,2.0
01237,-2.5999999999999996
01239,-2.5999999999999996
01241,1.8
01242,0.6000000000000005
01243,2.0
01244,-2.0
01246,-3.0
01247,3.8
01248,5.2
01249,3.6
01250,3.0
01251,5.0
01252,-1.0
01253,7.0
01254,2.4000000000000004
01255,4.4
01256,6.6
01257,2.0
01258,3.0
01260,4.0
01261,4.0
01263,2.4000000000000004
01264,4.800000000000001
01265,8.0
01266,2.4000000000000004
01267,2.4000000000000004
01270,4.0
01271,2.4000000000000004
01272,-1.0
01274,-0.3999999999999999
01276,6.0
01277,3.4000000000000004
01278,3.4000000000000004
01279,7.0
01280,-3.0
01281,7.0
01282,0.8000000000000003
01283,8.4
01284,-1.0
01285,0.0
01286,0.0
01287,8.0
01289,4.800000000000001
01290,-0.3999999999999999
01291,1.4000000000000004
01292,5.8
01294,3.6
01296,4.4
01298,-3.6000000000000005
01299,0.4
01300,-1.4
01301,-0.19999999999999973
01302,4.800000000000001
01303,7.4
01304,1.8
01305,7.0
01306,-2.5999999999999996
01307,-0.3999999999999999
01308,4.800000000000001
01309,2.0
01310,4.4
01311,1.2000000000000002
01312,4.4
01313,-3.0
01314,8.0
01315,4.0
01316,5.6000000000000005
01318,-0.5999999999999996
01319,4.4
01320,5.0
01321,-1.2000000000000006
01322,-0.6000000000000001
01323,2.0
01324,3.4000000000000004
01325,2.4000000000000004
01326,3.4000000000000004
01327,1.6
01328,1.4000000000000001
01333,-0.19999999999999973
01334,-1.4
01335,-3.0
01336,-2.2
01337,10.400000000000002
01338,-2.5999999999999996
01339,5.0
01340,3.4000000000000004
01341,-2.5999999999999996
01342,2.0
01343,5.8
01344,4.0
01345,2.0
01346,7.0
01348,2.0
01349,1.4000000000000001
01350,3.4000000000000004
01351,1.4000000000000001
01352,1.0
01353,-3.0
01354,3.4000000000000004
01355,2.0
01356,4.0
01357,6.4
01358,4.0
01359,-3.0
01360,3.0
01361,5.0
01362,-2.4000000000000004
01363,2.0
01364,6.6
01365,8.0
01366,1.6
01367,-3.2000000000000006
01368,7.000000000000001
01369,3.4000000000000004
01371,1.6000000000000005
01372,-2.4000000000000004
01373,-0.5999999999999996
01374,1.2000000000000002
01375,4.2
01376,1.4000000000000001
01378,2.4000000000000004
01381,2.0
01382,4.4
01383,2.0
01384,-1.0
01385,2.0
01386,8.0
01387,-2.5999999999999996
01388,5.2
01389,2.0
01390,3.4000000000000004
01391,4.0
01392,2.0
01394,2.0
01395,5.0
01396,2.2
01397,3.2
01398,3.0
01399,1.6
01400,-0.3999999999999999
01401,-0.5999999999999996
01402,5.0
01403,10.400000000000002
01404,1.4000000000000001
01405,1.6000000000000005
01409,-2.2
01410,5.8
01411,4.0
01412,0.0
01413,0.8
01414,0.0
01415,6.0
01416,7.0
01417,-2.5999999999999996
01418,4.0
01419,7.0
01420,3.6
01421,2.8000000000000003
01423,9.0
01424,-3.6000000000000005
01426,1.6
01427,-0.5999999999999996
01428,2.4000000000000004
01429,-2.4000000000000004
01431,1.2000000000000002
01432,5.0
01433,1.6
01434,-0.5999999999999996
01435,3.4000000000000004
01436,2.4000000000000004
01437,-1.0
01438,5.6
01439,6.6000000000000005
01440,3.2
01441,0.0
01442,2.4000000000000004
01443,2.4000000000000004
01444,-0.19999999999999996
01445,2.4000000000000004
01447,4.0
01448,3.4000000000000004
01450,2.4000000000000004
01451,2.0
01452,1.8
01453,4.0
01454,0.7999999999999998
01455,-1.6000000000000005
01456,4.0
01457,6.6
01458,-3.0
01459,2.0
01460,8.0
01461,2.4000000000000004
01462,2.4000000000000004
01463,-2.5999999999999996
01464,2.4000000000000004
01466,8.0
01467,2.8000000000000003
01468,1.6
01469,3.2
01470,4.4
01472,-1.0
01474,3.4000000000000004
01475,6.4
01477,9.0
01478,9.4
01479,6.000000000000001
01480,2.4000000000000004
01481,2.8000000000000003
01482,1.2000000000000002
01483,0.6000000000000005
01484,7.0
01485,5.4
01487,4.4
01488,8.0
01489,1.0
01490,7.0
01491,5.0
01493,0.8
01495,7.000000000000001
01496,5.0
01497,1.0
01498,-3.0
01500,-1.0
01502,1.6
01503,-0.5999999999999996
01505,2.4000000000000004
01506,-0.5999999999999996
01507,1.8
01508,5.0
01509,8.0
01510,8.0
01511,4.0
01512,1.6
01513,-1.0
01514,3.2
01515,0.3999999999999999
01516,0.0
01517,8.0
01518,-3.0
01519,4.800000000000001
01520,0.8
01521,-2.5999999999999996
01522,2.0
01523,-1.0
01524,-0.19999999999999973
01525,2.4000000000000004
01526,2.8000000000000003
01527,2.4000000000000004
01528,9.8
01529,4.0
01531,2.0
01532,3.4000000000000004
01533,4.0
01534,2.0
01535,5.0
01536,0.0
01537,-0.19999999999999973
01538,-1.0
01539,2.0
01540,5.4
01541,3.0
01542,6.4
01543,2.8000000000000003
01544,0.6000000000000001
01546,2.0
01547,3.6
01548,10.0
01549,1.4000000000000001
01550,2.0
01551,3.2
01552,4.6000000000000005
01553,5.0
01554,7.0
01555,1.8000000000000007
01556,4.4
01557,2.4000000000000004
01558,6.6
01559,-2.2
01560,2.0
01561,-0.3999999999999999
01562,2.4000000000000004
01563,5.0
01564,7.800000000000001
01565,1.4000000000000001
01566,-2.2
01567,2.4000000000000004
01568,3.8
01569,-2.0
01570,8.0
01571,-2.2
01572,3.0
01573,-0.8000000000000007
01574,2.0
01576,2.4000000000000004
01577,5.0
01578,1.6
01579,5.0
01580,1.6
01581,2.0
01582,2.4000000000000004
01583,3.8
01584,3.0
01585,2.8000000000000003
01586,3.8
01587,7.0
01588,4.0
01589,5.0
01590,5.0
01591,0.4
01592,5.6000000000000005
01593,2.4000000000000004
01594,1.4000000000000001
01595,3.0
01596,9.8
01597,6.4
01598,1.8
01599,5.4
01600,7.0
01601,2.4000000000000004
01602,2.0
01603,-1.2000000000000006
01604,4.0
01605,7.0
01607,-1.6
01608,3.6
01609,-2.4000000000000004
01610,2.0
01611,1.0
01612,2.0
01613,3.0
01615,1.4000000000000001
01617,9.0
01618,2.0
01619,-1.0
01620,4.0
01622,-0.19999999999999996
01623,6.4
01624,2.0
01625,8.4
01626,2.0
01627,-2.5999999999999996
01628,4.4
01629,8.0
01630,1.8
01631,6.4
01632,2.2
01633,-2.5999999999999996
01635,1.6
01636,7.0
01637,10.400000000000002
01638,3.8
01639,5.0
01640,4.4
01641,4.0
01642,2.0
01644,-3.0
01645,3.0
01646,2.4000000000000004
01647,6.2
01648,3.0
01649,1.4000000000000001
01650,5.0
01651,1.4000000000000001
01652,5.0
01653,8.0
01654,3.0000000000000004
01655,0.4
01656,1.0
01657,1.6
01658,2.0
01659,4.4
01660,6.4
01661,6.800000000000001
01662,9.0
01663,1.4000000000000001
01664,-1.6
01665,-1.6000000000000005
01667,0.8
01668,3.0
01669,4.800000000000001
01670,5.4
01671,-2.8000000000000007
01672,1.6
01674,0.4
01675,2.0
01676,2.0
01677,6.0
01678,-3.0
01679,4.0
01680,1.6
01682,4.0
01683,3.0
01684,8.0
01685,2.8000000000000003
01687,0.8
01688,3.2
01689,-1.0
01690,1.0
01691,7.200000000000001
01692,3.4000000000000004
01693,4.800000000000001
01694,0.8
01695,2.0
01696,2.0
01697,3.0
01698,3.8
01699,6.4
01700,1.8
01701,2.8000000000000003
01702,2.4000000000000004
01703,-1.6
01704,2.0
01705,2.0
01706,2.0
01707,5.0
01708,6.6
01709,7.4
01710,-0.19999999999999973
01711,-0.19999999999999973
01712,4.2
01713,5.8
01714,3.6
01715,3.0
01716,0.4
01717,-3.0
01718,2.4000000000000004
01719,1.4000000000000001
01720,2.4000000000000004
01721,0.8
01722,2.0
01723,2.0
01724,-2.0
01725,-1.6
01727,1.0
01728,5.8
01729,5.0
01730,2.8000000000000003
01731,-3.0
01732,3.0
01733,2.0
01734,2.8000000000000003
01735,1.4000000000000001
01736,1.4000000000000001
01737,-3.0
01738,6.4
01740,-3.2000000000000006
01742,7.0
01743,2.4000000000000004
01744,2.4000000000000004
01745,7.0
01746,0.4
01747,2.0
01748,1.4000000000000001
01749,-1.4
01750,4.0
01751,2.4000000000000004
01752,-2.2
01755,1.8
01756,-3.0
01757,2.4000000000000004
01758,2.4000000000000004
01759,4.4
01760,3.6
01763,0.4
01764,2.0
01765,-2.5999999999999996
01766,-0.5999999999999996
01767,2.4000000000000004
01768,3.2
01771,2.0
01772,2.0
01773,4.0
01774,-0.7999999999999998
01775,3.4000000000000004
01776,8.0
01777,2.0
01778,3.2
01779,0.8
01780,2.4000000000000004
01781,-3.0
01784,4.0
01785,7.2
01787,1.2000000000000002
01788,-0.5999999999999996
01789,6.6
01790,3.0
01792,2.4000000000000004
01794,-3.2000000000000006
01796,3.6
01797,4.4
01798,0.0
01799,0.0
01800,0.4
01801,5.4
01802,4.800000000000001
01803,8.0
01804,3.4000000000000004
01805,3.6
01806,1.8
01807,0.8
01808,3.6
01809,-3.0
01810,2.4000000000000004
01811,2.6000000000000005
01812,8.0
01813,2.4000000000000004
01815,-3.0
01816,5.8
01817,2.4000000000000004
01818,4.4
01819,-0.5999999999999996
01820,-3.0
01822,1.0
01824,1.2000000000000002
01825,-3.0
01826,7.4
01828,2.0
01829,1.6
01830,-0.5999999999999996
01831,2.4000000000000004
01833,2.8000000000000003
01834,7.0
01835,1.4000000000000001
01836,0.4
01837,0.4
01838,2.4000000000000004
01839,2.4000000000000004
01840,-2.4000000000000004
01841,-3.2000000000000006
01842,2.4000000000000004
01843,2.0
01845,1.8
01846,3.0000000000000004
01847,2.0
01848,6.000000000000001
01849,9.4
01850,2.8000000000000003
01851,1.4000000000000001
01852,5.6
