고객번호,분기_sum지수
00334,7.5
00335,-0.8999999999999999
00336,3.2
00337,-1.4999999999999998
00338,3.1
00339,-2.6
00340,4.8
00341,2.5999999999999996
00342,2.8
00343,0.4999999999999999
00344,4.5
00345,1.9
00346,0.20000000000000007
00347,-0.2999999999999998
00348,2.5
00349,1.9
00350,2.1999999999999997
00351,0.30000000000000027
00352,3.5
00353,0.4999999999999999
00354,2.1
00355,1.5
00356,2.1999999999999997
00357,2.1
00358,1.2
00359,1.1
00360,5.199999999999999
00361,2.9
00362,-0.5
00363,1.6
00364,-0.09999999999999998
00365,3.4
00366,0.8999999999999999
00367,0.8999999999999999
00368,3.0
00369,1.4
00370,0.20000000000000007
00371,-0.19999999999999996
00372,0.6
00373,1.2
00374,0.4999999999999999
00375,2.5
00376,2.1
00377,-0.09999999999999998
00378,-1.0
00379,3.8999999999999995
00380,0.4999999999999999
00381,-0.8999999999999999
00382,1.4
00383,0.7999999999999999
00384,5.199999999999999
00385,1.7999999999999998
00386,-1.6
00387,2.1999999999999997
00388,4.8
00389,-2.0999999999999996
00390,3.5
00391,5.199999999999999
00392,0.40000000000000013
00393,2.1999999999999997
00394,-0.5
00395,3.2
00396,-1.9
00397,0.8999999999999999
00398,0.3
00399,1.7999999999999998
00400,4.8
00401,1.2
00402,4.1
00403,1.2
00404,0.20000000000000007
00405,-0.8
00406,0.20000000000000007
00407,3.8
00408,2.5
00409,-2.5
00410,3.7
00411,0.20000000000000007
00412,-1.2
00413,1.7999999999999998
00414,0.4999999999999999
00415,5.1
00416,3.2
00417,2.1999999999999997
00418,1.9
00419,1.5
00420,4.9
00421,0.09999999999999987
00422,1.2
00423,0.20000000000000007
00424,1.5
00425,0.4999999999999999
00426,1.5
00427,0.20000000000000007
00428,2.8
00429,-2.5
00430,2.3
00431,1.2999999999999998
00432,0.7999999999999999
00433,2.1
00434,-0.8
00435,2.8
00436,0.7999999999999999
00437,2.9
00438,1.4
00439,2.1999999999999997
00440,0.20000000000000007
00441,4.6
00442,0.20000000000000007
00443,0.8999999999999999
00444,4.3
00445,0.6
00446,0.6
00447,1.1
00448,1.1
00449,2.1
00450,0.20000000000000007
00451,1.7999999999999998
00452,1.9
00453,1.2
00454,2.1999999999999997
00455,0.6
00456,-0.8
00457,2.3
00458,-1.9
00459,-0.8
00461,-0.8
00462,-0.4
00463,2.1
00464,1.6
00465,-3.2
00466,1.7999999999999998
00467,1.1
00468,2.5999999999999996
00469,0.09999999999999987
00470,2.8
00471,1.1
00472,1.9
00473,4.3999999999999995
00474,0.6
00475,3.8
00476,1.2999999999999998
00477,0.8999999999999999
00478,1.9
00479,2.9
00480,2.5
00481,-3.5
00482,4.5
00483,0.40000000000000013
00484,2.6999999999999997
00485,4.3
00486,2.8
00487,1.5
00488,0.40000000000000013
00489,6.2
00490,0.7999999999999999
00491,0.40000000000000013
00492,3.5999999999999996
00493,5.6
00494,-1.7999999999999998
00495,6.5
00496,-0.5
00497,-0.5999999999999999
00498,0.7999999999999999
00499,1.1
00500,1.2
00501,-2.2
00502,5.4
00503,-0.8999999999999999
00504,4.3
00505,-1.6
00506,-1.2
00507,2.9
00508,-0.09999999999999998
00509,-1.2
00510,1.2
00511,-1.2
00512,1.5
00513,1.6999999999999997
00514,2.5
00515,4.8
00516,1.6
00517,0.20000000000000007
00518,0.09999999999999987
00519,-1.2999999999999998
00520,1.9
00521,2.9
00522,1.2
00523,-0.8999999999999999
00524,0.3
00525,3.3
00526,1.7999999999999998
00527,-0.2999999999999998
00528,-1.9
00529,4.9
00530,-2.9000000000000004
00531,4.199999999999999
00532,1.5
00533,1.1
00534,3.2
00535,0.09999999999999987
00536,0.09999999999999987
00537,3.8
00538,-1.6
00539,0.7999999999999999
00540,2.8
00541,4.1
00542,0.7999999999999999
00543,1.7999999999999998
00544,-1.9
00545,5.5
00546,0.8999999999999999
00547,4.9
00548,2.4
00549,-0.8
00550,3.2
00551,-1.4
00552,1.2
00553,1.5
00554,-2.5
00555,1.5
00556,1.5
00557,4.1
00558,1.1
00559,-1.9
00560,1.9
00561,1.4
00562,7.199999999999999
00563,0.4999999999999999
00564,1.6999999999999997
00565,0.40000000000000013
00566,0.20000000000000007
00567,3.5999999999999996
00568,2.8
00569,0.4999999999999999
00570,1.5
00571,0.20000000000000007
00572,1.9
00573,-0.5
00574,2.1999999999999997
00575,1.1
00576,1.2
00577,-0.2999999999999998
00578,-0.8999999999999999
00579,-0.19999999999999996
00580,0.6
00581,3.8999999999999995
00582,1.7999999999999998
00583,-2.2
00584,2.1999999999999997
00585,0.20000000000000007
00586,2.9
00587,-0.8
00588,1.2
00589,1.7999999999999998
00590,-0.19999999999999996
00591,1.5
00592,0.4999999999999999
00593,4.5
00594,2.1999999999999997
00595,4.199999999999999
00596,3.1
00597,4.5
00598,-0.19999999999999996
00599,1.9
00600,1.2
00601,1.2
00602,2.5
00603,0.20000000000000007
00604,0.3
00605,-1.1
00606,3.3
00607,3.2
00608,-0.8
00609,2.1999999999999997
00610,-1.9
00611,1.2999999999999998
00612,-0.19999999999999996
00613,4.199999999999999
00614,-0.5999999999999999
00615,-0.8
00616,3.8999999999999995
00617,-0.5
00618,5.4
00619,1.1
00620,1.2
00621,-0.19999999999999996
00622,5.199999999999999
00623,6.4
00624,-1.7999999999999998
00625,2.1999999999999997
00626,-1.6
00627,0.4999999999999999
00628,3.5999999999999996
00629,-0.5
00630,1.1
00631,0.20000000000000007
00632,-0.5
00633,-0.5
00634,2.4
00635,1.9
00636,4.5
00637,-0.8999999999999999
00638,3.5999999999999996
00639,2.1999999999999997
00640,2.9
00641,0.20000000000000007
00642,1.7999999999999998
00643,2.1999999999999997
00644,-2.9999999999999996
00645,-1.2
00646,2.9
00647,0.4999999999999999
00648,1.7999999999999998
00649,1.7999999999999998
00650,0.7999999999999999
00651,1.2
00652,0.40000000000000013
00653,-0.5
00654,0.20000000000000007
00655,3.8999999999999995
00656,1.2
00657,1.7999999999999998
00658,2.5
00659,-0.5
00660,0.09999999999999987
00661,-0.5999999999999999
00662,2.9
00663,1.4
00664,-1.6
00665,3.8
00666,2.1
00667,-0.8
00668,2.9
00669,0.4999999999999999
00670,2.1999999999999997
00671,4.199999999999999
00672,0.40000000000000013
00673,0.7999999999999999
00674,0.8999999999999999
00675,4.8
00676,5.4
00677,-1.6
00678,0.7999999999999999
00679,1.1
00680,0.09999999999999987
00681,1.9
00682,4.199999999999999
00683,0.4999999999999999
00684,0.20000000000000007
00685,3.5999999999999996
00686,-1.4999999999999998
00687,4.5
00688,2.1999999999999997
00689,0.6
00690,2.9
00691,-0.19999999999999996
00692,-0.8
00693,1.2
00694,1.9
00695,-0.19999999999999996
00696,2.5
00697,1.1
00698,4.5
00699,2.4
00700,3.3
00701,0.8999999999999999
00702,4.5
00703,1.5
00704,-1.9
00705,5.199999999999999
00706,0.20000000000000007
00707,2.4
00708,2.9
00709,3.2
00710,-2.2
00711,3.3
00712,0.20000000000000007
00713,2.5
00714,1.1
00715,-0.5
00716,4.8
00717,-0.5
00718,1.7999999999999998
00719,1.6
00720,1.2
00721,0.7999999999999999
00722,0.30000000000000027
00723,2.5
00724,0.8999999999999999
00725,1.2
00726,-2.6
00727,2.8
00728,-1.2
00729,1.2
00730,3.1
00731,0.8999999999999999
00732,0.8999999999999999
00733,3.2
00734,1.7999999999999998
00735,0.4999999999999999
00736,2.5
00737,1.5
00738,1.1
00739,-2.9000000000000004
00740,3.5
00741,1.7999999999999998
00742,0.4999999999999999
00743,-0.19999999999999996
00744,-0.19999999999999996
00745,1.6
00746,3.8
00747,-1.2
00748,-3.7
00749,3.8999999999999995
00750,-2.2
00751,1.4
00752,3.5
00753,1.2999999999999998
00754,-1.4999999999999998
00755,-0.8999999999999999
00756,3.5
00757,-1.6
00758,3.4
00759,-0.8999999999999999
00760,-1.1
00761,-0.2999999999999998
00762,-0.8999999999999999
00763,2.8
00764,0.7999999999999999
00765,1.9
00766,0.8999999999999999
00767,3.2
00768,2.1
00769,2.1
00770,1.5
00771,-1.1
00772,-0.4
00773,2.6999999999999997
00774,2.5
00775,-0.09999999999999998
00776,2.1
00777,1.2
00778,-0.5
00779,2.9
00780,-0.2999999999999998
00781,-1.7999999999999998
00782,4.8
00783,1.7999999999999998
00784,1.7999999999999998
00785,0.4999999999999999
00786,-0.09999999999999998
00787,1.5
00788,-0.8999999999999999
00789,0.8999999999999999
00790,4.1
00791,4.6
00792,0.7999999999999999
00793,-0.2999999999999998
00794,3.2
00795,1.5
00796,2.5999999999999996
00797,0.8999999999999999
00798,-1.2999999999999998
00799,2.8
00800,3.2
00801,3.2
00802,1.1
00803,3.2
00804,-0.19999999999999996
00805,4.199999999999999
00806,-0.5
00807,0.8999999999999999
00808,3.5999999999999996
00809,1.9
00810,0.40000000000000013
00811,5.9
00812,-0.5
00813,-0.8
00814,3.5
00815,4.9
00816,-0.2999999999999998
00817,1.4
00818,1.2999999999999998
00819,4.1
00820,3.2
00821,0.09999999999999987
00822,-1.9
00823,2.1999999999999997
00824,-2.2
00825,1.2
00826,-1.9
00827,0.09999999999999987
00828,0.8999999999999999
00829,2.5
00830,3.2
00831,-1.6
00832,1.9
00833,0.20000000000000007
00834,2.8
00835,2.1999999999999997
00836,3.8999999999999995
00837,0.4999999999999999
00838,0.9999999999999998
00839,3.8999999999999995
00840,-2.0
00841,3.2
00842,-0.19999999999999996
00843,1.9
00844,-2.0999999999999996
00845,2.5
00846,0.7999999999999999
00847,-1.7999999999999998
00848,3.5
00849,2.5999999999999996
00850,1.9
00851,2.1999999999999997
00852,3.2
00853,1.7999999999999998
00854,0.3
00855,-0.8
00856,0.7
00857,0.4999999999999999
00858,-0.19999999999999996
00859,0.4999999999999999
00860,2.5
00861,0.4999999999999999
00862,-1.2
00863,1.7999999999999998
00864,2.5
00865,-1.0
00866,2.1
00867,0.8999999999999999
00868,2.0
00869,-3.8999999999999995
00870,2.3
00871,3.5
00872,0.8999999999999999
00873,0.4999999999999999
00874,0.7999999999999999
00875,1.7999999999999998
00876,2.3
00877,-1.6
00878,4.199999999999999
00879,-3.5999999999999996
00880,-0.8999999999999999
00881,5.5
00882,-2.3
00883,5.199999999999999
00884,1.9
00885,1.7999999999999998
00886,3.2
00887,-0.5
00888,1.5
00889,-1.1
00890,3.5
00891,-0.09999999999999998
00892,2.1
00893,3.1
00894,-1.6
00895,4.199999999999999
00896,2.1999999999999997
00897,-0.19999999999999996
00898,2.8
00899,1.4
00900,4.199999999999999
00901,-1.4999999999999998
00902,-0.19999999999999996
00903,0.8999999999999999
00904,0.4999999999999999
00906,1.6999999999999997
00907,1.7999999999999998
00908,-0.5
00909,3.2
00910,1.9
00911,3.4
00912,1.6
00913,2.1999999999999997
00914,-0.5
00915,-1.2
00916,0.20000000000000007
00917,2.1
00918,6.8
00919,-0.19999999999999996
00920,2.5999999999999996
00921,1.6
00922,2.1999999999999997
00923,0.09999999999999987
00924,0.8999999999999999
00925,2.8
00926,0.7
00927,1.9
00928,5.199999999999999
00929,3.1
00930,3.5999999999999996
00931,0.4999999999999999
00932,0.8999999999999999
00933,0.9999999999999998
00934,4.1
00935,1.7999999999999998
00936,1.2
00937,2.9
00938,-1.7999999999999998
00939,2.3
00940,-0.4
00941,2.9
00942,1.9
00943,-1.9
00944,-1.7999999999999998
00945,1.1
00946,1.2
00947,-1.1
00948,6.5
00949,1.5
00950,2.5
00951,1.2
00952,4.199999999999999
00953,1.4
00954,0.4999999999999999
00955,1.5
00956,1.1
00957,0.20000000000000007
00958,1.6
00959,3.2
00960,-0.19999999999999996
00961,3.8
00962,-0.5
00963,3.5999999999999996
00964,-0.8
00965,-1.2
00966,3.1
00967,4.199999999999999
00968,-1.2
00969,5.4
00970,2.1999999999999997
00971,-1.4999999999999998
00972,5.8
00973,-0.8
00974,2.9
00975,-1.2
00976,1.5
00977,6.6
00978,2.1999999999999997
00979,-0.19999999999999996
00980,3.5999999999999996
00981,2.8
00982,2.3
00983,1.5
00984,0.6
00986,1.2
00987,0.09999999999999987
00988,1.9
00989,0.20000000000000007
00990,0.4999999999999999
00991,3.8999999999999995
00992,-2.3
00993,0.8999999999999999
00994,2.5
00995,2.1999999999999997
00996,1.9
00997,3.8
00998,0.09999999999999987
00999,0.6
01000,0.09999999999999987
01001,0.7999999999999999
01002,3.2
01003,1.2
01004,3.8
01005,0.09999999999999987
01006,3.8999999999999995
01007,0.20000000000000007
01008,0.20000000000000007
01009,1.2
01010,1.2
01011,1.1
01012,-0.19999999999999996
01013,0.20000000000000007
01014,1.1
01015,-0.2999999999999998
01016,1.5
01017,1.7999999999999998
01018,3.2
01019,3.3
01020,-0.7
01021,2.1999999999999997
01022,3.2
01023,3.8
01024,0.6
01025,1.2
01026,2.5
01027,1.9
01028,-1.4999999999999998
01029,2.1999999999999997
01030,1.2
01031,2.1
01032,-0.5
01033,1.1
01034,0.7999999999999999
01035,1.5
01036,-2.6
01037,-0.19999999999999996
01038,0.20000000000000007
01039,1.6
01040,1.6
01041,-0.19999999999999996
01042,1.2999999999999998
01043,-1.4999999999999998
01044,-1.1
01045,1.2
01046,4.199999999999999
01047,2.9
01048,-0.7000000000000002
01049,7.1
01050,-0.2999999999999998
01051,0.09999999999999987
01052,-1.1
01053,2.5
01054,-0.5999999999999999
01055,5.699999999999999
01056,2.5
01057,3.5
01058,-0.09999999999999998
01059,-0.8
01060,-1.4
01061,0.6
01062,0.7999999999999999
01063,0.20000000000000007
01064,2.5
01065,4.5
01066,0.20000000000000007
01068,1.5
01069,4.9
01070,-4.300000000000001
01071,2.1999999999999997
01072,-0.19999999999999996
01073,3.5999999999999996
01074,-1.9
01075,-1.7999999999999998
01076,0.8999999999999999
01077,1.5
01078,0.3
01079,2.1
01080,-0.5
01081,-1.1
01082,-0.5
01083,-4.0
01084,3.5
01085,0.20000000000000007
01086,1.4
01087,1.6
01088,-1.4999999999999998
01089,-1.2
01090,2.5
01091,-0.09999999999999998
01092,3.2
01094,0.20000000000000007
01095,1.6
01096,3.2
01097,-2.6
01098,2.1999999999999997
01099,1.5
01100,0.20000000000000007
01101,0.8999999999999999
01102,1.9
01103,1.2999999999999998
01104,1.5
01105,3.5
01106,-0.19999999999999996
01107,5.199999999999999
01108,-1.6
01109,1.2999999999999998
01110,1.5
01111,5.9
01112,2.5
01113,1.9
01114,3.2
01115,3.5
01116,0.09999999999999987
01117,2.1999999999999997
01118,3.1
01119,2.5999999999999996
01120,-1.4999999999999998
01122,5.1
01123,0.7999999999999999
01124,2.1999999999999997
01125,-2.3
01126,4.199999999999999
01127,0.20000000000000007
01128,1.7999999999999998
01129,2.5
01130,0.7999999999999999
01131,1.9
01132,2.9
01133,3.8
01134,0.09999999999999987
01135,3.2
01136,1.1
01137,2.5999999999999996
01138,1.9
01139,5.199999999999999
01140,2.8
01141,1.9
01142,2.1999999999999997
01143,2.9
01144,1.9
01145,-0.09999999999999998
01146,2.1
01147,0.20000000000000007
01148,2.1999999999999997
01149,1.2
01150,2.1999999999999997
01151,1.6
01152,2.3
01153,-1.2
01154,1.2
01155,1.7999999999999998
01156,3.5
01157,2.9
01158,1.2999999999999998
01159,-1.6
01160,-0.19999999999999996
01161,1.5
01162,1.5
01163,3.3
01164,-2.2
01165,0.8999999999999999
01166,-1.4999999999999998
01167,5.199999999999999
01168,3.4
01169,0.20000000000000007
01170,-2.6
01172,0.7
01173,-1.2
01174,1.6
01175,3.5
01176,3.5
01177,1.5
01178,3.2
01179,1.2
01180,0.09999999999999987
01181,-0.8999999999999999
01182,2.5999999999999996
01183,1.2
01184,4.1
01185,2.4
01186,-0.8999999999999999
01187,2.9
01188,-0.5
01189,-1.9
01190,4.5
01191,-0.5
01192,3.2
01193,2.3
01194,-0.19999999999999996
01195,2.5999999999999996
01196,0.8999999999999999
01197,1.7999999999999998
01198,0.20000000000000007
01199,0.4999999999999999
01200,3.2
01201,0.6
01202,-1.6
01203,2.8
01204,3.8
01205,-0.8
01206,3.5
01207,1.5
01209,3.5
01210,1.5
01211,-1.2
01212,3.8
01213,-1.2
01214,3.8
01215,-0.19999999999999996
01216,0.20000000000000007
01217,-1.4999999999999998
01218,1.1
01219,1.6
01220,-1.7000000000000002
01221,-0.8999999999999999
01222,2.9
01223,-0.2999999999999998
01224,1.9
01225,2.5
01226,0.40000000000000013
01227,0.7999999999999999
01228,2.8
01229,2.5
01230,-2.6
01231,5.199999999999999
01232,3.2
01233,0.4999999999999999
01234,4.199999999999999
01235,4.199999999999999
01236,0.40000000000000013
01237,0.20000000000000007
01238,-0.8999999999999999
01239,1.9
01240,-0.5999999999999999
01241,6.699999999999999
01242,2.1999999999999997
01243,3.8
01244,1.5
01245,2.5999999999999996
01246,1.9
01247,-0.5999999999999999
01248,0.4999999999999999
01249,-0.8
01250,0.20000000000000007
01251,0.8999999999999999
01252,3.1
01253,2.1
01254,-0.2999999999999998
01255,1.2
01256,0.4999999999999999
01257,0.6
01258,-1.9
01259,4.9
01260,1.2999999999999998
01261,0.7999999999999999
01263,1.6
01264,4.199999999999999
01265,2.6999999999999997
01266,3.1
01267,-0.09999999999999998
01268,1.7999999999999998
01269,4.1
01270,-1.6
01271,4.8
01272,1.4
01273,-1.9
01274,6.1
01275,1.1
01276,1.4
01277,1.9
01278,1.5
01279,-0.19999999999999996
01280,2.5
01281,-0.09999999999999998
01282,0.8999999999999999
01283,3.1
01284,0.7999999999999999
01285,0.6
01286,1.5
01287,-0.09999999999999998
01288,3.8999999999999995
01289,1.7999999999999998
01290,2.4
01291,1.9
01292,6.5
01293,2.3
01294,1.5
01295,6.2
01296,-0.8999999999999999
01297,1.2
01298,1.6
01299,1.7999999999999998
01300,0.8999999999999999
01301,2.9
01302,-0.5
01303,2.9
01304,2.8
01305,2.9
01306,2.6999999999999997
01307,3.4
01308,-0.19999999999999996
01309,-3.5
01310,1.4
01311,1.5
01312,1.5
01313,3.8
01314,-1.2
01315,0.8999999999999999
01316,0.4999999999999999
01317,3.8999999999999995
01318,0.4999999999999999
01319,2.4
01320,0.7
01321,0.09999999999999987
01322,2.5
01323,-0.2999999999999998
01324,1.5
01325,-1.9
01326,0.0
01327,-1.9
01328,2.1
01329,2.5
01331,-1.2
01332,0.6
01333,4.9
01334,0.6000000000000001
01335,-0.5
01336,5.9
01337,0.4999999999999999
01338,1.7999999999999998
01339,1.2
01340,2.5999999999999996
01341,-3.7
01342,2.5
01343,1.5
01344,2.5
01345,0.8999999999999999
01346,1.6999999999999997
01347,-0.5
01348,0.7999999999999999
01349,-0.19999999999999996
01350,2.6999999999999997
01351,2.1999999999999997
01352,2.3
01353,0.09999999999999987
01354,-1.2999999999999998
01355,3.2
01356,7.199999999999999
01357,0.8999999999999999
01358,4.3999999999999995
01359,-1.1
01360,2.5999999999999996
01361,2.1
01362,1.2
01363,0.4999999999999999
01364,-0.19999999999999996
01365,3.5999999999999996
01366,0.09999999999999987
01367,1.5
01368,0.4999999999999999
01369,3.5
01370,1.1
01371,1.2
01372,-0.8999999999999999
01373,-0.09999999999999998
01374,1.1
01375,5.1
01376,2.1999999999999997
01377,-0.5
01378,-0.19999999999999996
01380,0.20000000000000007
01381,0.8999999999999999
01382,0.8999999999999999
01383,-0.19999999999999996
01384,-1.2
01385,0.6
01386,1.2999999999999998
01387,0.6
01388,1.2
01389,1.9
01390,-0.19999999999999996
01391,1.1
01392,2.8
01393,0.7999999999999999
01394,0.7999999999999999
01395,0.8999999999999999
01396,3.3
01397,4.9
01398,1.1
01399,2.4
01400,0.7999999999999999
01401,6.5
01402,0.7999999999999999
01403,1.9
01404,-0.8
01405,4.6
01406,-0.5
01407,4.1
01408,0.7999999999999999
01409,1.6
01410,5.5
01411,4.1
01412,2.5
01413,-1.2999999999999998
01414,2.9
01415,1.1
01416,4.3
01417,2.1
01418,-1.4999999999999998
01419,0.8999999999999999
01420,0.20000000000000007
01421,5.9
01422,2.4
01423,2.5
01424,1.5
01425,-0.5
01426,2.1999999999999997
01427,2.1999999999999997
01428,1.9
01429,3.5
01430,0.09999999999999987
01431,-2.9000000000000004
01432,-0.19999999999999996
01433,2.6999999999999997
01434,-1.6
01435,3.5
01436,1.6999999999999997
01437,3.5
01438,4.8
01439,-2.2
01440,1.5
01441,2.9
01442,-2.6
01443,3.2
01444,3.8
01445,0.4999999999999999
01446,2.9
01447,0.7999999999999999
01448,1.9
01449,-1.6
01450,1.1
01451,4.199999999999999
01452,0.20000000000000007
01453,2.5999999999999996
01454,0.8999999999999999
01455,-0.19999999999999996
01456,1.5
01457,3.8
01458,1.7999999999999998
01459,-2.6999999999999997
01460,1.2
01461,0.7999999999999999
01462,2.1
01463,1.9
01464,-0.19999999999999996
01465,-0.5
01466,1.2
01467,5.199999999999999
01468,2.9
01469,-0.8999999999999999
01470,0.4999999999999999
01471,0.20000000000000007
01472,-0.5
01473,-0.8
01474,0.7999999999999999
01475,0.8999999999999999
01476,3.5999999999999996
01477,0.4999999999999999
01478,-1.2999999999999998
01479,-0.8
01480,1.5
01481,3.8999999999999995
01482,-2.0
01483,2.1999999999999997
01484,1.7999999999999998
01485,0.09999999999999987
01486,-2.2
01487,0.0
01488,4.6
01489,-0.8999999999999999
01490,1.5
01491,2.1999999999999997
01492,3.8999999999999995
01493,2.1999999999999997
01494,0.8999999999999999
01495,-1.4999999999999998
01496,0.40000000000000013
01497,0.8999999999999999
01498,4.199999999999999
01499,1.7999999999999998
01500,3.8999999999999995
01501,1.7999999999999998
01502,-0.4
01503,0.40000000000000013
01504,1.2
01505,2.9
01506,0.3
01507,4.1
01508,0.7
01509,1.4
01510,3.5
01511,1.9
