고객번호,일상용품_중_구매지수
00522,3.4000000000000004
00524,-0.7999999999999998
00525,2.4000000000000004
00526,-1.0
00527,7.600000000000001
00528,5.0
00529,2.0
00530,1.6
00531,2.0
00532,0.0
00533,3.0
00535,1.6
00536,5.0
00537,-1.6
00538,2.0
00539,2.0
00540,-0.7999999999999998
00541,7.0
00542,7.600000000000001
00543,5.0
00544,-3.0
00545,4.4
00546,-3.0
00547,2.4000000000000004
00548,-2.2
00550,5.2
00551,5.0
00552,2.0
00553,-3.0
00554,0.0
00555,-2.2
00556,2.4000000000000004
00557,0.0
00558,0.0
00559,2.4000000000000004
00560,0.0
00561,0.0
00562,-3.0
00563,0.8
00564,-3.6000000000000005
00566,0.0
00567,9.0
00568,7.0
00569,0.0
00570,4.0
00571,-3.0
00573,5.4
00574,1.4000000000000001
00575,2.4000000000000004
00576,-3.0
00577,2.0
00578,6.0
00579,2.0
00580,2.4000000000000004
00581,7.0
00582,1.6
00584,-3.0
00585,1.6
00586,6.000000000000001
00587,2.0
00588,2.6
00589,4.0
00590,1.6
00591,1.4000000000000001
00593,2.0
00594,2.0
00596,-0.6000000000000001
00598,0.0
00599,1.4000000000000001
00600,0.4
00602,0.0
00603,7.800000000000001
00604,-3.0
00605,0.0
00606,-3.6000000000000005
00608,4.0
00609,2.0
00610,2.0
00611,7.0
00612,4.0
00613,7.0
00614,1.6
00615,-1.6
00616,2.0
00617,2.0
00618,5.8
00619,3.4000000000000004
00621,2.0
00622,2.8000000000000003
00623,2.0
00624,3.4000000000000004
00625,5.8
00626,2.0
00628,4.4
00629,0.4
00630,2.4000000000000004
00632,2.0
00633,1.4000000000000001
00635,-1.0
00636,-0.5999999999999996
00637,7.0
00638,2.0
00639,1.4000000000000001
00640,1.4000000000000001
00641,0.0
00643,-1.4
00644,0.0
00645,3.4000000000000004
00646,3.4000000000000004
00647,-1.0
00648,4.0
00650,1.8
00651,5.0
00653,6.000000000000001
00654,-2.4000000000000004
00655,2.0
00657,7.4
00658,4.4
00659,-2.5999999999999996
00660,-2.4000000000000004
00661,4.0
00662,2.0
00663,2.0
00664,2.4000000000000004
00665,1.2000000000000002
00666,-1.0
00667,4.0
00668,6.6
00670,2.0
00671,1.4000000000000001
00673,2.0
00675,-3.0
00677,-3.0
00678,1.4000000000000001
00679,2.0
00680,1.0
00681,1.6
00682,-1.0
00683,0.19999999999999996
00684,6.000000000000001
00685,2.0
00687,2.0
00688,1.8
00690,2.0
00691,9.0
00692,3.4000000000000004
00693,8.0
00694,2.0
00695,-0.3999999999999999
00696,2.4000000000000004
00699,7.4
00700,0.0
00701,5.0
00702,6.000000000000001
00703,2.0
00704,2.0
00705,-3.2000000000000006
00706,1.4000000000000001
00708,-3.6000000000000005
00710,-1.6000000000000005
00711,-3.6000000000000005
00712,5.0
00713,0.0
00714,2.0
00716,-1.6
00717,5.0
00718,1.6
00719,2.0
00720,2.4000000000000004
00721,-3.0
00722,2.4000000000000004
00724,-2.0
00725,-0.5999999999999996
00726,7.800000000000001
00727,-3.0
00728,6.000000000000001
00729,3.4000000000000004
00730,2.4000000000000004
00731,1.4000000000000001
00733,3.0000000000000004
00734,4.0
00735,-2.0
00736,2.0
00737,0.0
00738,-2.0
00739,-1.0
00740,1.4000000000000001
00741,1.4000000000000001
00742,4.6000000000000005
00743,3.8
00744,-1.0
00745,2.0
00746,-1.4
00747,5.4
00749,6.0
00750,-1.6
00751,1.6
00754,2.4000000000000004
00755,6.800000000000001
00756,5.4
00758,6.0
00759,2.6
00760,7.0
00761,2.0
00762,4.0
00763,2.0
00764,6.000000000000001
00766,2.4000000000000004
00767,5.6000000000000005
00768,0.0
00769,3.4000000000000004
00770,7.600000000000001
00771,-1.0
00772,3.4000000000000004
00773,2.0
00774,2.0
00776,2.4000000000000004
00777,2.4000000000000004
00778,1.8
00779,-0.5999999999999996
00780,7.0
00781,6.000000000000001
00782,4.0
00783,2.0
00784,6.000000000000001
00786,6.000000000000001
00787,2.0
00788,6.0
00790,-1.0
00791,4.800000000000001
00793,2.0
00795,-3.0
00796,7.0
00797,8.4
00798,-1.4
00799,1.0
00800,2.4000000000000004
00801,0.0
00802,-0.5999999999999996
00804,-0.3999999999999999
00805,0.0
00806,2.0
00807,-0.7999999999999998
00808,-1.0
00809,1.4000000000000001
00810,2.4000000000000004
00811,9.600000000000001
00812,7.0
00813,7.0
00814,2.0
00815,2.0
00816,7.0
00817,-3.0
00818,-0.7999999999999998
00819,4.6000000000000005
00820,1.0
00821,2.4000000000000004
00822,8.0
00823,7.0
00824,8.0
00826,-3.0
00827,2.0
00828,5.0
00829,8.4
00830,6.4
00831,5.0
00832,2.0
00833,1.4000000000000001
00834,-2.5999999999999996
00835,5.4
00836,-1.0
00837,-2.4000000000000004
00838,2.0
00839,2.4000000000000004
00840,4.0
00841,1.6
00842,3.4000000000000004
00843,1.8
00844,2.0
00845,0.0
00846,2.0
00848,2.0
00849,0.6000000000000001
00850,8.0
00853,2.0
00854,0.0
00857,2.4000000000000004
00858,-1.4
00859,1.4000000000000001
00860,1.8
00861,0.0
00862,1.8
00863,-1.6
00864,2.0
00865,1.6
00866,2.0
00867,3.0
00868,8.0
00869,2.0
00870,-3.0
00871,-3.0
00872,2.0
00873,0.0
00874,5.0
00875,7.800000000000001
00876,2.0
00877,6.6
00878,-1.4
00879,-2.5999999999999996
00880,0.0
00881,0.8
00882,9.0
00883,-2.4000000000000004
00884,1.4000000000000001
00885,-1.0
00886,2.0
00887,2.0
00888,-2.5999999999999996
00889,1.0
00890,3.0
00891,6.800000000000001
00892,2.0
00894,2.0
00895,-1.4
00896,1.4000000000000001
00897,2.4000000000000004
00898,0.0
00899,-1.0
00900,2.8000000000000003
00902,2.4000000000000004
00903,4.0
00904,1.6
00906,4.4
00908,2.0
00909,3.0
00910,2.0
00911,5.4
00912,0.0
00913,6.000000000000001
00915,2.4000000000000004
00917,0.0
00918,2.4000000000000004
00919,-3.0
00920,0.0
00921,-2.2
00922,0.0
00923,2.0
00925,2.4000000000000004
00926,3.0
00927,1.2000000000000002
00928,2.0
00929,-1.0
00930,4.4
00931,4.0
00932,-2.4000000000000004
00933,2.0
00934,0.4
00935,2.4000000000000004
00936,-3.6000000000000005
00937,4.4
00938,7.4
00939,0.0
00940,6.800000000000001
00941,-2.4000000000000004
00942,4.2
00943,3.4000000000000004
00944,-2.4000000000000004
00945,1.4000000000000001
00946,4.0
00947,2.4000000000000004
00948,-3.0
00949,6.000000000000001
00950,4.800000000000001
00951,6.4
00952,5.0
00953,8.0
00954,0.0
00955,0.4
00956,2.4000000000000004
00957,-1.6000000000000005
00958,2.4000000000000004
00960,-1.4
00961,2.4000000000000004
00963,4.0
00964,2.0
00965,3.4000000000000004
00966,2.4000000000000004
00967,0.0
00968,-2.0
00969,5.0
00971,7.4
00972,2.0
00973,-3.6000000000000005
00975,3.2
00976,0.0
00977,7.4
00978,9.4
00979,-3.0
00980,3.4000000000000004
00981,1.0
00982,4.0
00983,4.0
00986,1.4000000000000001
00987,1.6
00988,2.4000000000000004
00989,7.0
00990,2.4000000000000004
00991,2.0
00992,-0.3999999999999999
00994,8.0
00995,0.4
00996,-2.0
00997,-1.0
00998,7.0
00999,0.8
01000,-2.0
01001,-1.0
01002,2.0
01003,2.4000000000000004
01004,-1.0
01006,1.0
01007,0.0
01008,6.000000000000001
01009,7.4
01010,0.8
01011,0.0
01012,3.0
01013,2.4000000000000004
01014,8.0
01016,4.0
01017,-3.0
01018,2.0
01019,4.0
01020,8.0
01021,7.0
01022,2.0
01023,-1.4
01024,-2.5999999999999996
01025,-1.2000000000000006
01026,-1.0
01027,5.0
01028,2.0
01029,6.000000000000001
01031,4.6000000000000005
01032,8.4
01033,2.8000000000000003
01034,3.6
01035,1.4000000000000001
01037,2.0
01038,-3.0
01039,1.2000000000000002
01040,2.0
01041,2.0
01042,1.0
01044,2.8000000000000003
01045,2.4000000000000004
01046,-3.6000000000000005
01047,3.2
01048,2.8000000000000003
01049,-1.0
01050,-1.0
01051,-0.19999999999999996
01052,7.800000000000001
01053,-1.2000000000000006
01054,0.5999999999999996
01055,7.4
01056,1.8
01057,5.0
01058,4.0
01059,-3.0
01060,0.0
01061,0.0
01062,2.0
01063,6.6
01064,-2.0
01065,1.4000000000000001
01068,-0.3999999999999999
01069,-2.5999999999999996
01070,-3.0
01073,-1.0
01075,-3.0
01076,2.0
01077,2.8000000000000003
01078,5.6000000000000005
01079,0.0
01080,2.4000000000000004
01081,2.4000000000000004
01082,2.6
01083,0.4
01085,0.6000000000000005
01086,-1.2000000000000006
01087,-0.3999999999999999
01088,-0.3999999999999999
01089,2.0
01090,-2.5999999999999996
01091,2.4000000000000004
01092,2.0
01095,0.0
01096,-3.0
01097,-2.0
01098,1.4000000000000001
01099,2.0
01101,2.4000000000000004
01102,2.0
01104,7.000000000000001
01105,2.0
01106,-2.5999999999999996
01108,6.000000000000001
01109,2.0
01110,4.0
01112,3.2
01114,1.0
01115,2.0
01116,1.2000000000000002
01117,2.0
01118,2.0
01120,3.0
01122,-2.5999999999999996
01123,-2.2
01124,2.0
01125,4.0
01127,2.0
01128,6.000000000000001
01130,3.0
01131,2.4000000000000004
01133,2.0
01134,1.0
01136,0.19999999999999973
01137,-2.0
01138,-1.6000000000000005
01139,-1.0
01140,3.2
01141,8.8
01142,4.4
01143,3.6
01144,4.4
01145,2.0
01148,0.0
01149,2.0
01150,2.0
01151,0.0
01152,2.0
01153,9.4
01154,3.0
01156,2.4000000000000004
01157,0.0
01158,2.0
01159,2.0
01160,1.0
01161,2.0
01162,3.6
01163,2.8000000000000003
01164,0.0
01165,0.0
01166,0.4
01168,2.8000000000000003
01169,1.8
01170,-0.6000000000000001
01172,3.8
01173,-1.4
01174,1.4000000000000001
01175,1.4000000000000001
01176,5.0
01178,2.0
01179,1.8
01180,-2.5999999999999996
01182,5.4
01183,2.0
01184,2.4000000000000004
01185,2.0
01186,1.4000000000000001
01187,6.6
01188,6.000000000000001
01189,5.0
01190,3.4000000000000004
01191,-3.0
01192,1.4000000000000001
01193,2.4000000000000004
01194,4.0
01195,4.0
01196,4.800000000000001
01197,0.0
01198,2.8000000000000003
01199,5.0
01200,-2.5999999999999996
01201,6.4
01202,3.0
01204,2.4000000000000004
01205,2.0
01206,1.4000000000000001
01207,0.0
01209,6.4
01210,3.4000000000000004
01211,2.4000000000000004
01212,2.4000000000000004
01213,-0.7999999999999998
01214,-3.0
01215,4.4
01217,2.4000000000000004
01218,0.0
01219,-2.5999999999999996
01220,6.6
01221,2.4000000000000004
01222,1.0
01223,-1.4
01224,8.0
01225,1.0
01226,5.0
01227,-1.0
01228,2.0
01229,-2.2
01230,2.0
01234,-2.4000000000000004
01235,1.6
01236,2.0
01237,-2.5999999999999996
01239,1.0
01241,1.8
01242,0.6000000000000005
01243,2.0
01244,-2.0
01246,-3.0
01247,-2.2
01248,5.2
01249,3.6
01250,2.0
01251,4.0
01252,2.0
01253,2.0
01254,2.4000000000000004
01255,4.4
01256,1.6
01257,2.0
01258,3.0
01260,-1.0
01261,7.600000000000001
01263,2.4000000000000004
01264,8.4
01265,8.0
01266,2.4000000000000004
01267,2.4000000000000004
01270,4.0
01271,6.000000000000001
01272,-1.0
01274,-0.3999999999999999
01276,6.0
01277,3.4000000000000004
01278,4.0
01279,2.0
01280,0.0
01281,6.0
01282,1.4000000000000001
01283,8.4
01284,-1.0
01285,0.0
01286,0.0
01287,2.0
01289,-1.2000000000000006
01290,2.6
01291,4.4
01292,5.8
01294,6.6
01296,7.4
01298,-3.6000000000000005
01299,0.4
01300,1.0
01301,3.4000000000000004
01302,8.4
01303,7.4
01304,1.8
01305,7.0
01306,1.0
01307,-0.3999999999999999
01308,-1.2000000000000002
01309,-3.0
01310,4.4
01311,1.2000000000000002
01312,4.4
01313,-3.0
01314,8.0
01315,7.0
01316,8.600000000000001
01318,3.0
01319,8.0
01320,5.0
01321,-1.2000000000000006
01322,0.0
01323,2.0
01324,-0.5999999999999996
01325,2.4000000000000004
01326,2.4000000000000004
01327,1.6
01328,0.4
01333,2.8000000000000003
01334,-1.4
01335,-3.0
01336,1.4000000000000001
01337,4.4
01338,-1.4000000000000004
01339,-1.0
01340,-1.6000000000000005
01341,-2.5999999999999996
01342,5.0
01343,-0.19999999999999973
01344,7.0
01345,5.0
01346,2.0
01348,2.0
01349,1.4000000000000001
01350,2.4000000000000004
01351,1.4000000000000001
01352,1.0
01353,-3.0
01354,-1.6
01355,2.0
01356,3.0
01357,6.4
01358,4.0
01359,-3.0
01360,3.0
01361,0.0
01362,1.2000000000000002
01363,2.0
01364,1.6
01365,7.0
01366,4.0
01367,-3.2000000000000006
01368,6.000000000000001
01369,-0.5999999999999996
01371,4.6000000000000005
01372,-2.4000000000000004
01373,2.4000000000000004
01374,2.4000000000000004
01375,5.4
01376,2.0
01378,-3.6000000000000005
01381,2.0
01382,5.0
01383,2.0
01384,2.0
01385,2.0
01386,2.0
01387,-2.5999999999999996
01388,-0.7999999999999998
01389,2.0
01390,3.4000000000000004
01391,4.0
01392,2.0
01394,2.0
01395,5.0
01396,2.8000000000000003
01397,5.6000000000000005
01398,-1.0000000000000002
01399,1.6
01400,-0.3999999999999999
01401,3.0
01402,4.0
01403,4.4
01404,-0.6000000000000001
01405,1.6000000000000005
01409,1.4000000000000001
01410,6.4
01411,-1.0
01412,0.0
01413,0.8
01414,3.6
01415,9.0
01416,7.0
01417,-2.5999999999999996
01418,-1.0
01419,2.0
01420,-2.4000000000000004
01421,6.4
01423,4.0
01424,-3.6000000000000005
01426,1.6
01427,-0.5999999999999996
01428,2.4000000000000004
01429,-2.4000000000000004
01431,4.2
01432,0.0
01433,1.6
01434,2.4000000000000004
01435,4.0
01436,3.0000000000000004
01437,-1.0
01438,5.6
01439,1.6000000000000005
01440,4.4
01441,0.0
01442,2.4000000000000004
01443,2.4000000000000004
01444,-0.19999999999999996
01445,6.000000000000001
01447,4.0
01448,1.4000000000000001
01450,5.4
01451,2.0
01452,0.8
01453,7.0
01454,3.8000000000000007
01455,-1.6000000000000005
01456,4.0
01457,1.6
01458,-3.0
01459,2.0
01460,4.0
01461,-3.6000000000000005
01462,2.4000000000000004
01463,-2.5999999999999996
01464,6.000000000000001
01466,2.0
01467,5.8
01468,1.6
01469,-0.7999999999999998
01470,7.4
01472,2.0
01474,4.0
01475,6.4
01477,8.0
01478,4.4
01479,0.0
01480,2.4000000000000004
01481,3.4000000000000004
01482,1.2000000000000002
01483,3.6
01484,2.0
01485,5.4
01487,5.0
01488,7.0
01489,1.0
01490,2.0
01491,5.0
01493,1.4000000000000001
01495,7.000000000000001
01496,0.0
01497,1.0
01498,-3.0
01500,2.0
01502,1.6
01503,3.0
01505,6.000000000000001
01506,2.4000000000000004
01507,0.8
01508,5.0
01509,8.0
01510,7.0
01511,-1.0
01512,1.6
01513,-1.0
01514,3.8
01515,4.0
01516,3.6
01517,2.0
01518,-3.0
01519,9.0
01520,1.4000000000000001
01521,-2.5999999999999996
01522,2.0
01523,-1.0
01524,4.0
01525,6.000000000000001
01526,6.4
01527,-3.6000000000000005
01528,4.800000000000001
01529,-2.0
01531,1.0
01532,3.4000000000000004
01533,7.0
01534,2.0
01535,-1.0
01536,0.0
01537,3.4000000000000004
01538,-1.0
01539,5.0
01540,5.4
01541,2.0
01542,6.4
01543,1.8
01544,1.2000000000000002
01546,2.0
01547,6.0
01548,4.0
01549,1.4000000000000001
01550,2.0
01551,2.2
01552,4.6000000000000005
01553,0.0
01554,2.0
01555,5.4
01556,7.4
01557,1.4000000000000001
01558,1.6
01559,1.4000000000000001
01560,5.0
01561,2.6
01562,3.0
01563,0.0
01564,8.4
01565,0.4
01566,1.4000000000000001
01567,3.0
01568,4.4
01569,-2.0
01570,8.0
01571,1.4000000000000001
01572,3.0
01573,2.8000000000000003
01574,2.0
01576,6.000000000000001
01577,0.0
01578,1.6
01579,5.0
01580,1.6
01581,5.0
01582,2.4000000000000004
01583,-2.2
01584,-2.0
01585,2.8000000000000003
01586,3.8
01587,2.0
01588,0.0
01589,0.0
01590,0.0
01591,0.4
01592,8.600000000000001
01593,3.0
01594,0.4
01595,3.0
01596,10.4
01597,5.4
01598,2.4000000000000004
01599,5.4
01600,2.0
01601,6.000000000000001
01602,5.0
01603,-1.2000000000000006
01604,4.0
01605,2.0
01607,-1.6
01608,-1.4
01609,-2.4000000000000004
01610,2.0
01611,1.0
01612,2.0
01613,3.0
01615,1.4000000000000001
01617,9.0
01618,2.0
01619,-1.0
01620,4.0
01622,-0.19999999999999996
01623,6.4
01624,2.0
01625,2.4000000000000004
01626,2.0
01627,1.0
01628,8.0
01629,8.0
01630,2.4000000000000004
01631,2.4000000000000004
01632,1.2000000000000002
01633,-2.5999999999999996
01635,1.6
01636,7.0
01637,4.4
01638,5.0
01639,5.0
01640,4.4
01641,7.0
01642,2.0
01644,0.0
01645,3.0
01646,2.4000000000000004
01647,6.800000000000001
01648,3.0
01649,1.4000000000000001
01650,-1.0
01651,2.0
01652,5.0
01653,2.0
01654,3.0000000000000004
01655,0.4
01656,4.0
01657,1.6
01658,5.0
01659,-0.5999999999999996
01660,7.0
01661,8.0
01662,8.0
01663,1.4000000000000001
01664,-1.6
01665,-1.6000000000000005
01667,1.4000000000000001
01668,2.0
01669,8.4
01670,5.4
01671,-2.8000000000000007
01672,1.6
01674,0.4
01675,2.0
01676,2.0
01677,6.6
01678,-3.0
01679,0.0
01680,1.6
01682,7.0
01683,3.0
01684,2.0
01685,6.4
01687,1.4000000000000001
01688,2.2
01689,-1.0
01690,1.0
01691,7.200000000000001
01692,4.0
01693,5.4
01694,1.4000000000000001
01695,5.0
01696,2.0
01697,2.0
01698,2.8000000000000003
01699,6.4
01700,2.4000000000000004
01701,5.8
01702,3.0
01703,-1.6
01704,2.0
01705,5.0
01706,5.0
01707,4.0
01708,1.6
01709,2.4000000000000004
01710,3.4000000000000004
01711,3.4000000000000004
01712,-0.7999999999999998
01713,6.4
01714,3.6
01715,2.0
01716,0.4
01717,-3.0
01718,2.4000000000000004
01719,0.4
01720,-2.5999999999999996
01721,2.0
01722,2.0
01723,5.0
01724,-2.0
01725,-1.6
01727,1.0
01728,-1.2000000000000006
01729,0.0
01730,3.4000000000000004
01731,-3.0
01732,3.0
01733,2.0
01734,3.4000000000000004
01735,0.4
01736,0.4
01737,-3.0
01738,2.4000000000000004
01740,0.4
01742,2.0
01743,2.4000000000000004
01744,2.4000000000000004
01745,7.0
01746,0.4
01747,2.0
01748,1.4000000000000001
01749,-1.4
01750,7.0
01751,6.000000000000001
01752,-2.2
01755,1.8
01756,-3.0
01757,3.0
01758,5.4
01759,8.0
01760,6.0
01763,0.4
01764,2.0
01765,-2.5999999999999996
01766,2.4000000000000004
01767,1.4000000000000001
01768,3.2
01771,2.0
01772,2.0
01773,7.0
01774,-0.7999999999999998
01775,-1.6000000000000005
01776,2.0
01777,2.0
01778,-0.7999999999999998
01779,0.8
01780,6.000000000000001
01781,-3.0
01784,7.0
01785,8.4
01787,3.6
01788,-0.5999999999999996
01789,6.6
01790,3.6
01792,2.4000000000000004
01794,0.4
01796,6.0
01797,3.4000000000000004
01798,0.0
01799,0.0
01800,0.4
01801,6.0
01802,8.4
01803,2.0
01804,3.4000000000000004
01805,3.6
01806,0.8
01807,1.4000000000000001
01808,3.6
01809,-3.0
01810,2.4000000000000004
01811,1.6
01812,7.0
01813,2.4000000000000004
01815,-3.0
01816,6.4
01817,1.4000000000000001
01818,-0.5999999999999996
01819,3.0
01820,-3.0
01822,1.0
01824,1.8
01825,-3.0
01826,1.4000000000000004
01828,2.0
01829,3.4000000000000004
01830,-0.5999999999999996
01831,3.0
01833,1.8
01834,1.0
01835,2.0
01836,1.0
01837,0.4
01838,3.0
01839,2.4000000000000004
01840,-2.4000000000000004
01841,-3.2000000000000006
01842,-3.6000000000000005
01843,2.0
01845,1.8
01846,3.0000000000000004
01847,2.0
01848,5.0
01849,8.4
01850,3.4000000000000004
01851,1.4000000000000001
01852,-0.3999999999999999
01853,-0.3999999999999999
01854,1.0
01855,0.0
01856,1.8
01857,0.0
01858,6.000000000000001
01859,2.0
01860,-1.0
01862,-3.0
01863,6.000000000000001
01864,-0.5999999999999996
01865,-2.0
01866,2.4000000000000004
01867,2.0
01868,7.600000000000001
01869,-2.5999999999999996
01870,1.6
01871,0.0
01872,2.0
