고객번호,의류_중_방문지수
00243,0.0
00245,-0.19999999999999996
00246,3.0
00247,-0.19999999999999996
00248,4.2
00249,1.2000000000000002
00250,0.8
00251,3.8000000000000007
00252,2.0
00253,-0.8
00254,0.19999999999999996
00255,-0.6000000000000001
00256,0.4
00258,2.0
00259,1.8
00261,-1.0000000000000002
00262,2.8000000000000003
00263,0.0
00265,-0.3999999999999999
00266,2.4000000000000004
00267,1.0
00268,-1.4000000000000004
00269,0.4
00270,0.0
00271,1.6
00272,1.2000000000000002
00273,2.8000000000000003
00275,0.19999999999999996
00277,2.4000000000000004
00279,2.6
00280,3.4000000000000004
00281,1.8
00282,1.8
00283,3.2
00285,1.6
00289,0.8
00292,5.2
00294,3.2
00295,4.4
00296,0.0
00297,2.8000000000000003
00298,1.2000000000000002
00299,-2.4000000000000004
00301,-1.2000000000000002
00302,3.0000000000000004
00304,1.8
00305,4.0
00306,2.0
00307,1.2000000000000002
00308,4.0
00309,-0.3999999999999999
00310,0.6000000000000001
00311,0.4
00313,0.19999999999999996
00314,1.4000000000000001
00315,2.8000000000000003
00316,3.4000000000000004
00317,0.8
00318,0.8
00319,-1.4000000000000004
00320,2.2
00321,0.6000000000000001
00322,0.0
00323,1.6
00324,0.19999999999999973
00325,0.4
00326,3.4000000000000004
00327,-0.20000000000000018
00328,2.2
00329,0.8
00331,1.8
00332,1.6
00333,2.2
00334,0.6000000000000001
00335,0.6000000000000001
00336,1.4000000000000001
00337,0.19999999999999996
00338,0.4
00340,2.4000000000000004
00341,0.4
00343,1.6
00344,1.4000000000000001
00345,2.0
00346,0.8
00347,0.4
00349,2.0
00350,0.0
00351,1.6
00352,4.6000000000000005
00353,0.4
00355,1.6
00356,3.2
00357,1.4000000000000001
00358,4.0
00359,0.8
00361,6.0
00363,4.800000000000001
00364,3.4000000000000004
00365,-1.2000000000000002
00368,-0.6000000000000003
00369,0.0
00370,-0.6000000000000001
00373,4.0
00374,1.0
00375,1.6
00377,7.0
00378,1.2000000000000002
00379,4.0
00380,0.4
00381,2.0
00382,0.8
00383,-0.3999999999999999
00386,2.4000000000000004
00387,-1.8000000000000003
00388,2.0
00389,1.2000000000000002
00392,1.8
00393,2.4000000000000004
00394,2.2
00396,0.0
00398,0.8
00399,0.8
00400,3.8000000000000007
00401,3.8000000000000007
00402,1.2000000000000002
00404,1.4000000000000001
00405,1.2000000000000002
00407,-0.8
00408,0.8
00409,2.8000000000000003
00411,1.2000000000000002
00412,3.8000000000000007
00413,2.4000000000000004
00414,0.4
00415,0.8
00416,2.6
00417,1.0
00418,1.6
00419,1.2000000000000002
00420,1.4000000000000001
00421,4.2
00422,3.6
00423,1.4000000000000001
00425,3.4000000000000004
00426,2.8000000000000003
00427,2.2
00428,0.6000000000000001
00429,0.8
00430,0.19999999999999996
00431,0.6000000000000001
00432,1.6
00433,-3.2000000000000006
00434,1.4000000000000001
00435,0.8
00436,1.8
00438,0.8
00440,3.4000000000000004
00441,3.8000000000000007
00443,3.4000000000000004
00444,0.8
00447,0.8
00448,5.0
00449,2.6
00450,-0.19999999999999996
00451,-0.3999999999999999
00452,1.6
00453,4.800000000000001
00454,2.0
00455,0.8
00456,0.0
00457,3.8000000000000007
00461,0.4
00462,2.2
00463,0.8
00464,-0.3999999999999999
00465,0.0
00466,2.6
00467,0.3999999999999999
00468,0.6000000000000001
00469,0.0
00471,0.19999999999999996
00472,-0.19999999999999996
00473,0.8
00474,1.4000000000000001
00475,0.4
00477,1.6
00478,0.8
00479,-0.19999999999999996
00480,0.0
00481,0.6000000000000001
00482,0.0
00483,1.4000000000000001
00484,1.4000000000000001
00485,1.0
00486,2.4000000000000004
00488,0.4
00489,1.6
00490,-1.4000000000000004
00491,1.2000000000000002
00492,2.4000000000000004
00493,-0.19999999999999996
00494,0.8
00495,0.4
00496,2.2
00498,3.0000000000000004
00500,0.4
00501,4.2
00502,1.0
00503,5.0
00504,1.6
00505,2.0
00506,-0.19999999999999996
00507,0.4
00508,2.8000000000000003
00509,3.4000000000000004
00510,4.6000000000000005
00513,0.8
00515,-0.19999999999999996
00517,0.0
00518,3.0
00519,5.2
00520,-0.3999999999999999
00521,0.4
00522,1.8
00524,-0.19999999999999996
00525,1.6
00526,2.0
00527,0.4
00529,4.2
00530,0.6000000000000001
00531,1.4000000000000001
00532,4.6000000000000005
00534,0.8
00535,3.2
00538,5.2
00539,2.0
00540,0.4
00541,0.0
00542,0.8
00543,1.8
00544,2.6
00545,2.8000000000000003
00546,0.8
00547,1.2000000000000002
00548,0.3999999999999999
00549,-0.19999999999999996
00550,0.8
00552,1.6
00553,1.2000000000000002
00554,2.8000000000000003
00555,-0.3999999999999999
00556,1.2000000000000002
00559,-0.19999999999999996
00560,1.0
00561,2.2
00562,-0.19999999999999996
00563,2.4000000000000004
00564,2.4000000000000004
00565,0.8
00566,0.4
00567,-2.4000000000000004
00569,-1.0000000000000002
00571,2.6
00572,0.0
00573,2.4000000000000004
00574,-0.8
00575,2.4000000000000004
00576,3.8000000000000007
00577,2.8000000000000003
00578,1.4000000000000001
00580,0.19999999999999996
00582,3.6
00584,2.8000000000000003
00585,0.4
00586,1.8
00587,1.2000000000000002
00588,-1.0000000000000002
00589,-0.7999999999999998
00590,0.0
00591,0.4
00592,3.8000000000000007
00593,2.4000000000000004
00594,4.0
00595,1.2000000000000002
00596,1.2000000000000002
00597,0.4
00598,2.2
00599,6.2
00600,0.8
00601,0.3999999999999999
00602,3.4000000000000004
00603,0.0
00604,2.8000000000000003
00606,-1.0000000000000002
00607,1.4000000000000001
00608,0.4
00610,0.0
00611,1.6
00612,-0.6000000000000003
00613,4.800000000000001
00614,4.0
00615,0.19999999999999996
00617,-0.19999999999999996
00620,2.8000000000000003
00622,-0.3999999999999999
00625,-1.4000000000000004
00627,1.2000000000000002
00628,3.0000000000000004
00629,0.4
00630,0.6000000000000001
00631,0.6000000000000001
00632,1.2000000000000002
00633,1.8
00634,-0.8
00635,-1.8000000000000003
00637,5.6000000000000005
00638,2.0
00639,0.19999999999999996
00640,0.8
00641,2.2
00642,0.4
00643,1.0
00644,3.6
00645,2.2
00646,2.0
00647,0.4
00648,5.2
00649,1.0
00651,1.6
00652,4.0
00653,0.0
00654,2.8000000000000003
00656,3.0
00657,1.8
00658,-0.19999999999999996
00660,0.0
00661,3.2
00662,0.4
00664,1.8
00665,1.0
00666,0.0
00667,-0.20000000000000018
00669,3.6
00670,5.2
00672,0.4
00673,2.2
00674,3.6
00675,1.6
00676,0.19999999999999996
00677,0.4
00681,1.0
00683,0.0
00684,1.2000000000000002
00686,0.0
00687,1.8
00689,4.800000000000001
00690,1.4000000000000001
00691,0.4
00692,2.8000000000000003
00693,1.4000000000000001
00694,1.2000000000000002
00695,-1.0000000000000002
00696,0.0
00697,2.6
00698,1.8
00699,-0.6000000000000001
00700,0.0
00701,2.8000000000000003
00702,1.8
00703,3.2
00704,0.8
00705,-0.6000000000000001
00706,2.4000000000000004
00707,-1.2000000000000002
00708,1.4000000000000001
00709,0.0
00710,3.0
00711,2.4000000000000004
00712,1.8
00713,6.800000000000001
00714,-0.19999999999999996
00715,0.6000000000000001
00716,-0.19999999999999996
00717,3.0000000000000004
00718,-1.0000000000000002
00719,0.0
00723,0.4
00726,0.4
00727,1.2000000000000002
00728,0.8
00729,2.2
00730,3.6
00731,0.4
00732,-1.4000000000000004
00733,0.8
00735,-0.3999999999999999
00736,0.4
00737,0.4
00740,0.4
00741,0.8
00742,3.4000000000000004
00743,2.6
00746,4.6000000000000005
00747,0.4
00748,3.0000000000000004
00749,3.0000000000000004
00752,0.0
00754,4.2
00755,2.2
00756,0.4
00757,3.4000000000000004
00758,3.0
00759,0.19999999999999996
00760,1.2000000000000002
00763,2.2
00764,1.2000000000000002
00765,0.19999999999999996
00766,2.4000000000000004
00767,0.6000000000000001
00768,2.4000000000000004
00769,3.8000000000000007
00770,2.0
00771,0.8
00772,0.3999999999999999
00773,0.8
00774,-0.19999999999999996
00775,1.6
00777,-0.3999999999999999
00778,1.4000000000000001
00780,-0.19999999999999996
00781,2.2
00783,2.6
00784,2.2
00785,3.6
00786,-0.6000000000000003
00787,2.2
00788,3.2
00789,2.8000000000000003
00791,-1.7999999999999998
00792,1.2000000000000002
00794,2.8000000000000003
00795,-0.3999999999999999
00796,2.8000000000000003
00797,3.4000000000000004
00798,0.4
00799,3.0
00800,2.4000000000000004
00801,0.0
00802,1.8
00803,-1.2000000000000002
00805,0.4
00806,-1.4000000000000004
00807,1.8
00808,1.0
00809,4.800000000000001
00810,0.8
00811,0.19999999999999996
00812,2.8000000000000003
00813,0.4
00814,3.6
00815,-2.0
00816,2.0
00817,0.0
00818,0.4
00819,0.8
00820,0.0
00822,0.4
00823,2.8000000000000003
00825,3.0
00827,2.8000000000000003
00828,-1.2000000000000002
00829,0.8
00830,2.0
00831,2.0
00832,5.2
00833,-1.4000000000000004
00837,0.8
00838,5.2
00839,-0.6000000000000001
00840,0.0
00841,1.8
00842,2.2
00844,1.8
00845,0.19999999999999996
00846,-0.19999999999999996
00847,1.6
00848,-2.4000000000000004
00849,-0.6000000000000001
00850,0.8
00852,-1.8000000000000003
00854,0.8
00855,0.4
00856,0.4
00857,2.0
00858,1.8
00859,-1.0000000000000002
00861,-3.2000000000000006
00862,0.0
00863,2.4000000000000004
00864,0.4
00865,-0.3999999999999999
00866,2.2
00867,3.2
00868,3.0000000000000004
00869,0.19999999999999996
00870,0.8
00873,1.2000000000000002
00874,2.0
00875,1.0
00876,0.8
00878,4.6000000000000005
00879,-1.2000000000000002
00880,0.8
00881,1.0
00882,0.4
00883,0.6000000000000001
00884,1.8
00885,3.2
00886,1.8
00887,2.6
00888,2.2
00889,2.8000000000000003
00890,-0.8
00891,2.0
00893,4.4
00894,1.6
00895,0.6000000000000001
00897,2.6
00898,0.4
00899,0.0
00900,0.4
00903,0.0
00904,-1.4000000000000004
00906,1.0
00907,0.8
00910,1.4000000000000001
00911,0.0
00912,1.0
00913,0.8000000000000003
00914,5.800000000000001
00915,4.4
00916,3.6
00918,-1.4000000000000004
00919,1.0
00920,3.8000000000000007
00921,-0.19999999999999996
00923,0.4
00924,2.4000000000000004
00925,1.8
00927,1.8
00928,-0.6000000000000001
00929,1.8
00930,1.2000000000000002
00931,0.0
00934,-0.19999999999999996
00935,0.6000000000000001
00936,2.4000000000000004
00937,0.19999999999999996
00938,0.0
00939,1.4000000000000001
00940,-0.6000000000000001
00941,4.0
00942,1.4000000000000001
00943,5.6000000000000005
00944,2.6
00945,0.8
00946,1.2000000000000002
00947,3.8000000000000007
00948,0.8
00949,0.19999999999999996
00950,0.0
00951,0.0
00952,2.2
00953,3.2
00954,-3.0
00955,1.4000000000000001
00956,-1.8000000000000003
00957,3.2
00958,2.2
00959,-2.4000000000000004
00961,0.4
00962,0.8
00963,2.4000000000000004
00964,0.4
00965,2.2
00966,-1.8000000000000003
00967,0.4
00968,2.0
00969,1.4000000000000001
00971,0.19999999999999996
00972,0.0
00973,1.4000000000000001
00974,0.8
00975,-0.3999999999999999
00976,0.4
00977,3.2
00978,2.4000000000000004
00980,1.2000000000000002
00981,0.8
00982,2.0
00983,2.2
00984,2.8000000000000003
00986,0.0
00988,1.6
00989,1.2000000000000002
00990,-1.4000000000000004
00991,2.6
00992,1.2000000000000002
00993,0.6000000000000001
00994,5.2
00996,-0.6000000000000003
00997,3.4000000000000004
00998,3.0000000000000004
00999,0.6000000000000001
01001,3.0
01002,1.6
01004,1.8
01005,2.6
01006,0.19999999999999996
01007,-0.19999999999999996
01008,2.2
01009,0.4
01010,0.0
01011,3.8000000000000007
01013,2.2
01014,0.8
01015,2.8000000000000003
01016,-0.8
01017,1.2000000000000002
01018,2.6
01019,-0.8
01020,0.8
01021,0.4
01022,4.800000000000001
01023,0.8
01024,3.2
01025,0.3999999999999999
01026,2.6
01027,4.2
01028,1.2000000000000002
01029,2.4000000000000004
01030,-0.19999999999999996
01031,0.4
01032,0.8
01033,0.19999999999999996
01036,2.4000000000000004
01038,3.8000000000000007
01039,2.2
01040,1.2000000000000002
01042,4.0
01043,2.0
01044,2.4000000000000004
01045,0.6000000000000001
01046,3.2
01047,1.2000000000000002
01049,4.800000000000001
01050,-0.6000000000000001
01052,1.2000000000000002
01053,-2.0
01056,1.8
01057,2.2
01058,1.2000000000000002
01059,0.6000000000000001
01060,2.8000000000000003
01061,0.8
01062,1.8
01064,0.19999999999999996
01065,0.4
01066,3.2
01068,0.8
01069,0.3999999999999999
01071,4.0
01072,3.2
01073,0.8
01076,0.0
01077,3.4000000000000004
01078,0.4
01079,1.2000000000000002
01081,-1.2000000000000002
01084,2.6
01085,0.0
01086,1.4000000000000001
01087,2.4000000000000004
01088,-1.0000000000000002
01090,-0.6000000000000003
01091,2.2
01092,0.8
01094,-0.19999999999999996
01095,0.8
01096,0.4
01097,3.2
01098,-2.0
01099,2.8000000000000003
01100,-0.6000000000000001
01101,0.0
01103,2.6
01104,0.4
01105,1.4000000000000001
01107,2.4000000000000004
01108,0.4
01110,-3.0
01112,0.0
01113,0.0
01114,1.8
01115,0.0
01117,1.0
01118,0.19999999999999996
01119,1.8
01122,2.8000000000000003
01123,-1.0000000000000002
01124,2.0
01125,1.8
01126,1.8
01127,-0.8
01128,3.4000000000000004
01129,1.2000000000000002
01130,4.2
01131,1.8
01133,1.8
01134,0.8
01135,0.4
01136,-0.19999999999999996
01137,3.8000000000000007
01138,1.6
01139,-1.2000000000000002
01140,2.4000000000000004
01141,5.800000000000001
01142,3.0
01144,1.8
01146,-0.19999999999999996
01147,1.0
01148,4.0
01150,-0.20000000000000018
01151,-1.0000000000000002
01152,0.6000000000000001
01153,-0.6000000000000001
01154,0.4
01155,0.19999999999999996
01157,1.6
01158,-1.4000000000000004
01161,0.4
01162,1.2000000000000002
01163,-1.0000000000000002
01164,1.0
01165,0.4
01166,1.0
01167,2.4000000000000004
01172,2.8000000000000003
01173,2.0
01175,0.8
01176,3.0000000000000004
01177,0.0
01178,1.6
01179,1.4000000000000001
01181,-1.4000000000000004
01184,0.8
01185,2.2
01187,2.2
01188,-0.6000000000000001
01189,1.0
01191,0.4
01192,2.2
01194,1.8
01196,1.2000000000000002
01197,-0.3999999999999999
01199,5.8
01200,4.800000000000001
01201,0.0
01203,2.2
01205,2.2
01206,0.4
01207,4.800000000000001
01209,0.3999999999999999
01210,4.4
01211,1.2000000000000002
01212,4.2
01214,0.19999999999999996
01215,2.0
01216,0.4
01217,0.19999999999999996
01218,0.6000000000000001
01219,2.2
01221,0.0
01222,-0.8
01223,0.0
01224,2.6
01225,1.0
01226,2.6
01227,1.2000000000000002
01228,0.4
01229,7.0
01230,1.2000000000000002
01231,0.0
01232,1.6
01233,1.2000000000000002
01234,4.4
01235,2.2
01236,0.8
01237,1.2000000000000002
01238,0.6000000000000001
01240,2.6
01241,-1.0000000000000002
01242,-0.8
01243,0.4
01244,0.8
01245,-0.3999999999999999
01246,1.0
01247,1.8
01248,0.8
01250,0.0
01254,5.2
01255,3.0000000000000004
01257,-0.3999999999999999
01258,2.2
01259,6.6
01261,0.8
01263,4.2
01264,2.2
01266,1.2000000000000002
01267,1.8
01268,2.2
01269,4.6000000000000005
01270,0.4
01271,-0.3999999999999999
01272,-1.0000000000000002
01273,-1.2000000000000002
01274,1.0
01275,-0.8
01277,-1.0000000000000002
01279,1.0
01280,0.4
01282,3.2
01283,1.2000000000000002
01284,2.8000000000000003
01285,0.3999999999999999
01287,4.2
01288,1.8
01289,4.2
01290,-2.4000000000000004
01291,0.8
01292,0.4
01294,2.0
01295,1.4000000000000001
01296,0.8
01298,1.4000000000000001
01299,-0.19999999999999996
01300,0.0
01301,1.2000000000000002
01302,-0.8
01304,0.8
01305,1.2000000000000002
01307,0.8
01308,0.8
01310,-1.2000000000000002
01311,3.2
01312,3.2
01313,0.3999999999999999
01315,3.8000000000000007
01316,2.2
01317,-0.19999999999999996
01318,0.4
01319,0.4
01320,1.2000000000000002
01324,0.4
01325,1.4000000000000001
01326,0.4
01327,0.8
01328,0.4
01329,4.6000000000000005
01332,3.6
01334,2.8000000000000003
01335,2.6
01336,-0.3999999999999999
01338,1.0
01340,6.0
01341,0.4
01342,0.19999999999999996
01343,1.2000000000000002
01344,-0.19999999999999996
01345,2.0
01346,0.19999999999999996
01347,3.4000000000000004
01348,-1.0000000000000002
01349,2.2
01353,1.6
01354,1.0
01355,3.8000000000000007
01356,2.2
01358,2.8000000000000003
01359,1.0
01360,0.19999999999999996
01361,0.4
01363,0.8
01364,1.4000000000000001
01365,1.6
01366,-1.0000000000000002
01367,0.4
01368,1.4000000000000001
01369,0.0
01370,1.4000000000000001
01371,-0.6000000000000001
01372,0.6000000000000001
01375,0.19999999999999996
01377,0.19999999999999996
01378,3.2
01380,1.0
01381,0.19999999999999996
01382,3.4000000000000004
01384,-0.6000000000000001
01385,1.4000000000000001
01386,0.8
01388,0.8
01389,0.4
01391,1.2000000000000002
01393,-0.19999999999999996
01394,6.4
01395,2.0
01396,0.4
01397,0.0
01399,2.0
01400,1.0
01402,-0.6000000000000001
01403,-1.0000000000000002
01406,2.0
01407,-0.6000000000000001
01408,-0.19999999999999996
01409,2.0
01411,0.8
01412,1.2000000000000002
01413,0.6000000000000001
01414,2.4000000000000004
01415,1.6
01416,0.4
01417,2.0
01418,1.6
01419,0.6000000000000001
01420,1.8
01421,0.6000000000000001
01422,1.8
01423,2.6
01424,0.4
01425,1.2000000000000002
01426,2.2
01428,0.4
01430,1.2000000000000002
01431,-0.3999999999999999
01433,-2.5999999999999996
01434,3.4000000000000004
01435,-0.6000000000000001
01436,5.4
01437,0.8
01438,1.0
01439,0.8
01440,5.0
01441,-0.8
01442,4.2
01443,1.8
01444,0.8
01445,0.4
01446,2.2
01447,3.2
01449,0.19999999999999996
01450,5.6000000000000005
01451,1.0
01452,1.0
01454,0.6000000000000001
01455,-0.19999999999999996
01456,1.4000000000000001
01457,2.0
01458,-0.3999999999999999
01459,2.6
01460,0.4
01461,5.2
01462,3.6
01463,0.0
01464,-0.8
01465,1.8
01467,2.4000000000000004
01469,0.8
01470,0.8
01471,5.6000000000000005
01472,0.19999999999999996
01475,0.4
01476,2.2
01477,3.8000000000000007
01478,4.0
01479,5.2
01480,4.6000000000000005
01481,1.0
01482,0.19999999999999996
01483,0.8
01484,0.8
01485,0.8
01486,2.0
01487,1.8
01489,2.0
01490,0.4
01491,0.8
01492,0.19999999999999996
01494,3.2
01496,0.8
01497,-0.19999999999999996
01498,-0.6000000000000003
01499,1.0
01501,2.8000000000000003
01502,1.0
01503,1.8
01505,1.4000000000000001
01506,-0.6000000000000001
01507,0.8
01509,1.4000000000000001
01510,2.0
01511,-1.2000000000000002
01512,0.0
01513,1.2000000000000002
01514,1.8
01515,1.8
01516,0.19999999999999996
01517,0.6000000000000001
01518,2.2
01519,1.6
01520,0.4
01521,-0.6000000000000003
01523,2.2
01524,3.8000000000000007
01525,0.0
01526,-0.3999999999999999
01528,0.4
01530,1.2000000000000002
01533,1.8
01534,1.6
01535,-1.2000000000000002
01536,0.6000000000000001
01537,-0.19999999999999996
01538,-0.19999999999999996
01542,1.0
01545,1.8
01546,1.2000000000000002
01547,1.0
01548,0.4
01549,1.0
01550,1.2000000000000002
01551,-0.19999999999999996
01552,0.4
01554,1.0
01555,1.0
01556,1.8
01557,0.6000000000000001
01558,1.6
01559,1.0
01560,0.4
01561,2.4000000000000004
01563,0.8
01564,3.8000000000000007
01566,-0.6000000000000003
01567,3.4000000000000004
01569,2.4000000000000004
01570,1.0
01571,-0.19999999999999996
01573,0.8
01574,3.0000000000000004
01575,0.4
01576,0.4
01577,3.4000000000000004
01578,3.8000000000000007
01579,3.0
01580,-0.19999999999999996
01581,2.8000000000000003
01582,0.4
01583,-1.8000000000000003
01584,0.8
01585,0.8
01586,2.8000000000000003
01587,-0.19999999999999996
01588,3.8000000000000007
01589,1.8
01590,0.4
01591,-0.3999999999999999
01592,3.6
01593,1.2000000000000002
01594,4.4
01596,0.19999999999999996
01597,4.4
01598,2.6
01599,4.6000000000000005
01600,-0.19999999999999996
01601,1.2000000000000002
01602,1.8
01603,1.6
01604,0.8
01605,0.8
01606,6.0
01607,1.2000000000000002
01608,0.0
01609,1.6
01611,4.2
01612,0.4
01613,0.19999999999999996
01614,2.4000000000000004
01615,-1.0000000000000002
01616,2.2
01617,-1.0000000000000002
01618,0.4
01620,0.8
01621,0.8
01622,0.4
01623,0.4
01624,1.2000000000000002
01626,0.4
01628,1.6
01629,3.2
01630,1.6
01631,2.8000000000000003
01632,0.8
01633,0.19999999999999996
01635,0.19999999999999996
01636,0.8
01637,3.2
01638,1.2000000000000002
01639,3.4000000000000004
01640,-0.3999999999999999
01641,-0.6000000000000003
01642,-2.2
01644,2.4000000000000004
01646,4.0
01647,0.4
01648,1.8
01649,-1.2000000000000002
01651,3.4000000000000004
01652,6.6
01653,1.8
01654,0.8
01656,0.0
01657,0.4
01658,2.4000000000000004
01659,0.8
01660,0.0
01662,1.6
01663,-0.8
01664,0.19999999999999996
01666,2.4000000000000004
01667,0.4
01668,5.2
01670,0.8
01671,2.6
01673,3.2
01674,-0.6000000000000001
01675,-0.3999999999999999
01677,0.4
01678,1.0
01679,4.800000000000001
01680,0.0
01681,2.6
01682,1.8
01683,2.6
01684,0.0
01685,1.8
01687,0.4
01688,-1.8000000000000003
01691,-1.4000000000000004
01692,0.4
01693,1.8
01694,-0.19999999999999996
01695,1.6
01696,0.6000000000000001
01698,0.0
01699,1.4000000000000001
01700,0.4
01702,1.4000000000000001
01707,1.4000000000000001
01708,2.0
01709,-0.3999999999999999
01713,-1.4000000000000004
01714,1.4000000000000001
01716,3.2
01717,2.0
01718,3.4000000000000004
01719,3.0000000000000004
01720,0.8
01722,1.8
01723,3.6
01724,0.8
01725,0.19999999999999996
01726,1.0
01727,1.0
01728,5.2
01729,1.0
01730,0.0
01731,0.0
01732,0.4
01733,-0.19999999999999996
01735,1.4000000000000001
01736,1.8
01737,0.8
01738,-0.8
01739,3.4000000000000004
01740,0.0
01741,5.0
01743,0.4
01745,2.8000000000000003
01746,0.4
01747,-0.6000000000000003
01748,2.0
01749,1.2000000000000002
01751,0.0
01753,0.0
01754,1.8
01755,0.4
01756,2.0
01758,-0.8
01759,1.2000000000000002
01760,2.6
01762,-0.3999999999999999
01763,2.8000000000000003
01764,3.4000000000000004
01766,2.4000000000000004
01768,0.4
01769,2.0
01770,1.0
01771,0.0
01775,0.4
01777,3.6
01780,4.4
01781,0.6000000000000001
01782,2.4000000000000004
01783,1.2000000000000002
01784,2.8000000000000003
01785,1.0
01786,-1.4000000000000004
01787,1.0
01788,2.4000000000000004
01789,-1.4000000000000004
01791,1.8
01792,0.4
01793,1.8
01796,1.4000000000000001
01798,0.6000000000000001
01799,-0.6000000000000001
01800,1.0
01801,2.2
01803,0.6000000000000001
01804,0.4
01806,1.2000000000000002
01808,3.2
01809,0.6000000000000001
01810,0.0
01812,2.4000000000000004
01813,0.8
01815,1.0
01816,1.8
01817,0.0
01818,1.6
01819,0.4
01820,-1.4000000000000004
01821,-0.3999999999999999
01823,2.0
01824,-1.8000000000000003
01825,0.8
01826,3.8
01827,0.4
01828,3.8000000000000007
01829,-1.6
01831,-1.2000000000000002
01834,3.8000000000000007
01835,0.4
01837,0.8
01838,0.19999999999999996
01839,0.0
01840,0.4
01842,1.2000000000000002
01843,-1.2000000000000002
01844,0.4
01845,0.0
01847,2.8000000000000003
01849,0.0
01851,1.0
01852,2.2
01853,0.0
01854,2.4000000000000004
01855,3.8000000000000007
01857,1.2000000000000002
01858,0.8
01859,1.6
01860,0.4
01861,3.6
01862,4.4
01863,2.4000000000000004
01864,-1.0000000000000002
01865,0.19999999999999996
01866,3.6
01867,1.2000000000000002
01868,1.0
01869,0.8
01870,1.2000000000000002
01871,1.0
01872,-1.8000000000000003
01873,0.8
01874,1.6
01876,0.4
01877,-2.0
01878,-0.19999999999999996
01879,1.4000000000000001
01880,1.6
01882,1.2000000000000002
01883,-1.2000000000000002
01885,-1.0000000000000002
01886,1.8
01887,-0.6000000000000001
01888,2.4000000000000004
01889,0.0
01890,-0.6000000000000001
01891,0.4
01894,3.6
01895,2.4000000000000004
01896,1.4000000000000001
01897,2.2
01898,2.0
01899,2.2
01900,1.2000000000000002
01901,0.0
01902,-1.8000000000000003
01906,4.2
01907,2.8000000000000003
01908,2.2
01909,0.6000000000000001
01910,1.2000000000000002
01911,-2.0
01912,0.0
01913,3.0
01914,0.4
01916,1.8
01917,1.2000000000000002
