고객번호,패션잡화_상_구매지수
00223,6.4
00224,2.2
00225,8.4
00228,0.0
00229,2.2
00230,4.2
00232,2.0
00233,2.4000000000000004
00234,7.000000000000001
00235,2.4000000000000004
00237,5.4
00238,2.8000000000000003
00239,2.8000000000000003
00240,-3.6000000000000005
00241,8.8
00242,2.4000000000000004
00245,2.4000000000000004
00246,3.2
00247,5.2
00248,2.8000000000000003
00249,1.8
00250,-0.6000000000000001
00251,9.8
00252,6.000000000000001
00253,-0.8
00254,2.8000000000000003
00255,-2.4000000000000004
00256,2.8000000000000003
00257,0.0
00258,-3.6000000000000005
00259,4.2
00260,0.0
00261,-3.2000000000000006
00262,3.4000000000000004
00265,3.2
00266,7.4
00267,6.000000000000001
00268,-3.6000000000000005
00269,2.4000000000000004
00270,2.0
00271,9.200000000000001
00273,1.8
00275,10.8
00276,2.8000000000000003
00277,3.4000000000000004
00279,2.4000000000000004
00280,0.8
00281,3.4000000000000004
00282,0.4
00283,7.000000000000001
00286,2.8000000000000003
00288,4.800000000000001
00289,2.4000000000000004
00292,0.4
00293,7.800000000000001
00294,1.2000000000000002
00295,1.6
00296,2.2
00297,6.4
00298,3.2
00299,2.4000000000000004
00300,0.0
00301,5.6000000000000005
00302,2.2
00303,2.4000000000000004
00304,6.000000000000001
00305,3.8
00306,-1.4000000000000004
00307,2.2
00308,8.4
00309,0.0
00310,8.4
00311,8.4
00312,2.8000000000000003
00313,0.4
00314,3.8
00315,1.8
00316,2.4000000000000004
00317,7.800000000000001
00318,5.4
00319,8.4
00320,1.8
00321,0.8
00322,2.4000000000000004
00323,0.8000000000000003
00324,1.8
00325,8.8
00326,-4.2
00327,-0.6000000000000001
00328,2.8000000000000003
00329,2.8000000000000003
00331,2.4000000000000004
00332,-1.2000000000000006
00333,5.8
00334,1.0
00335,2.8000000000000003
00336,-3.0
00337,3.0
00338,0.0
00339,6.4
00340,2.2
00341,6.000000000000001
00343,-0.8000000000000007
00344,4.800000000000001
00345,-0.8
00346,0.0
00347,-2.0000000000000004
00349,-1.2000000000000006
00350,-4.2
00351,-1.0000000000000002
00352,1.2000000000000002
00355,3.2
00356,8.4
00357,6.000000000000001
00358,8.0
00359,-0.8000000000000007
00361,-3.8000000000000007
00362,5.0
00363,2.2
00365,-2.2
00366,2.0
00367,13.0
00368,8.8
00369,0.4
00372,2.4000000000000004
00373,-1.2000000000000006
00374,4.2
00375,2.2
00377,-0.19999999999999996
00378,2.8000000000000003
00379,8.4
00380,2.4000000000000004
00381,8.8
00382,8.4
00383,8.8
00384,0.0
00385,2.8000000000000003
00386,4.800000000000001
00387,7.4
00388,-4.4
00391,7.800000000000001
00393,0.4
00394,2.4000000000000004
00395,4.4
00396,2.0
00397,6.000000000000001
00398,3.8
00400,0.8
00401,3.2
00402,-0.40000000000000036
00404,-0.3999999999999999
00405,-1.8000000000000003
00407,0.4
00408,1.8
00409,5.800000000000001
00410,2.4000000000000004
00411,2.2
00412,2.8000000000000003
00413,2.8000000000000003
00414,2.4000000000000004
00416,-1.4000000000000004
00417,6.800000000000001
00419,2.4000000000000004
00420,1.4000000000000001
00421,-0.6000000000000001
00422,8.4
00423,0.6000000000000001
00425,0.0
00426,-3.2000000000000006
00427,2.4000000000000004
00428,0.4
00429,2.0
00430,11.200000000000001
00431,-3.6000000000000005
00432,2.8000000000000003
00433,9.8
00434,6.4
00435,2.8000000000000003
00436,11.600000000000001
00438,1.6
00440,5.2
00441,-4.2
00443,8.4
00444,3.4000000000000004
00445,2.4000000000000004
00446,8.0
00447,6.000000000000001
00448,0.4
00449,5.8
00450,6.000000000000001
00451,0.6000000000000001
00453,0.19999999999999996
00455,2.0
00456,6.000000000000001
00457,0.19999999999999996
00459,2.2
00461,0.0
00462,2.4000000000000004
00463,-1.4000000000000004
00464,4.4
00465,2.4000000000000004
00466,-1.4000000000000004
00467,6.4
00468,2.4000000000000004
00469,8.8
00470,2.0
00471,9.4
00472,2.4000000000000004
00474,-0.19999999999999996
00475,-1.6000000000000005
00476,2.4000000000000004
00477,2.8000000000000003
00478,2.0
00479,2.0
00480,0.4
00481,2.2
00482,2.0
00483,2.4000000000000004
00484,3.2
00485,3.2
00486,-0.8
00489,5.2
00490,4.800000000000001
00491,4.800000000000001
00492,0.6000000000000001
00493,2.0
00494,4.6000000000000005
00496,6.000000000000001
00498,-3.6000000000000005
00500,6.000000000000001
00501,7.200000000000001
00502,1.8
00503,8.4
00504,-0.19999999999999996
00505,-0.6000000000000001
00506,2.2
00507,8.8
00508,6.4
00509,8.4
00510,-2.8000000000000007
00511,-3.0
00513,0.8
00514,0.0
00515,4.4
00516,-3.6000000000000005
00517,6.4
00518,0.0
00519,2.8000000000000003
00520,-0.6000000000000001
00521,3.6
00522,2.4000000000000004
00523,2.4000000000000004
00524,2.4000000000000004
00525,2.4000000000000004
00526,2.2
00529,4.2
00530,8.4
00531,2.4000000000000004
00532,8.4
00534,-0.5999999999999996
00535,0.0
00538,3.2
00539,-0.19999999999999996
00540,3.2
00542,-0.8000000000000007
00543,-3.6000000000000005
00544,1.6
00545,-1.8000000000000003
00546,6.800000000000001
00547,-2.2
00548,-0.19999999999999996
00549,9.4
00550,4.800000000000001
00551,2.4000000000000004
00552,6.000000000000001
00553,7.800000000000001
00554,0.4
00555,2.0
00556,4.4
00557,4.800000000000001
00558,4.4
00559,3.2
00560,4.2
00561,-3.2000000000000006
00562,4.2
00563,8.8
00564,3.2
00565,2.8000000000000003
00566,-4.2
00567,2.2
00569,5.8
00571,2.8000000000000003
00572,-0.8000000000000007
00573,7.4
00574,-1.4000000000000004
00575,-1.2000000000000006
00576,-1.8000000000000003
00577,0.6000000000000001
00578,2.8000000000000003
00580,6.000000000000001
00582,2.4000000000000004
00584,-4.800000000000001
00585,-0.19999999999999996
00586,2.4000000000000004
00587,-4.2
00588,2.8000000000000003
00589,-0.8
00590,0.0
00592,8.4
00593,8.4
00594,0.19999999999999996
00595,2.6000000000000005
00596,-0.19999999999999996
00597,-4.2
00599,-4.2
00600,2.4000000000000004
00601,2.4000000000000004
00602,2.6000000000000005
00603,-3.8000000000000007
00604,2.4000000000000004
00606,2.4000000000000004
00607,2.4000000000000004
00608,1.4000000000000001
00611,-1.8000000000000003
00612,-3.8000000000000007
00613,0.8
00614,-0.6000000000000001
00615,-3.2000000000000006
00616,6.000000000000001
00617,1.8
00618,-3.2000000000000006
00619,6.000000000000001
00620,2.8000000000000003
00621,-3.0
00622,1.8
00624,0.0
00625,0.0
00627,2.8000000000000003
00629,-1.2000000000000006
00630,8.8
00631,2.4000000000000004
00632,-3.6000000000000005
00633,3.4000000000000004
00634,4.2
00635,2.4000000000000004
00636,-4.2
00637,5.4
00638,7.4
00639,2.4000000000000004
00640,3.4000000000000004
00641,-1.2000000000000006
00642,-4.2
00643,3.4000000000000004
00644,2.0
00645,1.4000000000000001
00646,8.4
00648,-0.19999999999999996
00649,-4.2
00650,0.0
00651,9.8
00652,-0.19999999999999996
00653,2.4000000000000004
00654,-0.5999999999999996
00655,-3.0
00656,4.4
00657,11.200000000000001
00658,1.2000000000000002
00661,2.6000000000000005
00664,3.4000000000000004
00665,6.000000000000001
00667,9.8
00669,5.2
00670,9.8
00672,-2.8000000000000007
00673,0.6000000000000001
00674,1.6
00675,2.4000000000000004
00676,8.4
00677,-0.19999999999999973
00680,5.0
00681,4.6000000000000005
00682,2.0
00683,5.2
00684,4.0
00686,8.8
00687,9.4
00689,3.2
00690,2.4000000000000004
00691,1.8
00692,4.800000000000001
00693,9.200000000000001
00694,8.4
00695,7.600000000000001
00696,8.4
00697,3.8
00698,6.000000000000001
00700,2.8000000000000003
00701,0.4
00702,1.0
00703,-0.19999999999999996
00704,0.4
00705,6.0
00707,8.8
00708,1.0
00709,2.8000000000000003
00710,6.000000000000001
00711,10.8
00712,0.0
00713,7.000000000000001
00714,7.0
00715,0.8
00716,-1.2000000000000006
00717,2.8000000000000003
00718,9.8
00719,2.0
00720,4.800000000000001
00723,2.4000000000000004
00725,6.000000000000001
00726,8.0
00727,2.6000000000000005
00728,0.8
00729,2.4000000000000004
00730,9.200000000000001
00732,-0.6000000000000001
00733,5.2
00735,-2.2
00736,-0.19999999999999996
00737,8.0
00738,0.0
00741,2.0
00742,8.4
00743,4.4
00746,2.8000000000000003
00747,7.000000000000001
00748,9.8
00749,7.000000000000001
00750,2.0
00752,0.8
00754,-3.2000000000000006
00755,1.2000000000000002
00756,2.4000000000000004
00757,6.4
00758,7.4
00759,7.0
00760,8.4
00761,6.000000000000001
00762,2.4000000000000004
00763,4.4
00764,0.8
00765,0.0
00766,-0.5999999999999996
00768,2.4000000000000004
00769,1.8
00770,0.4
00771,1.4000000000000001
00772,0.8
00773,2.8000000000000003
00774,-1.4000000000000004
00775,2.2
00776,4.0
00777,3.8000000000000007
00778,2.0
00779,2.8000000000000003
00780,2.8000000000000003
00781,1.8
00783,8.4
00784,-3.2000000000000006
00785,10.8
00786,-1.4000000000000004
00787,8.4
00788,2.4000000000000004
00789,4.2
00790,5.0
00791,5.2
00792,4.2
00794,1.2000000000000002
00795,0.6000000000000001
00796,8.4
00797,-2.6000000000000005
00799,0.0
00800,11.200000000000001
00801,1.8
00802,4.0
00803,2.4000000000000004
00805,2.8000000000000003
00806,4.4
00807,4.800000000000001
00808,3.8000000000000007
00809,6.000000000000001
00810,0.4
00811,6.000000000000001
00812,8.4
00814,-3.8000000000000007
00815,1.2000000000000002
00816,0.4
00817,-3.8000000000000007
00818,2.4000000000000004
00819,2.2
00820,0.0
00821,-3.6000000000000005
00822,-1.2000000000000006
00823,7.4
00824,-1.2000000000000006
00825,8.4
00826,-3.6000000000000005
00827,2.8000000000000003
00828,-3.8000000000000007
00829,2.0
00830,-3.6000000000000005
00832,2.8000000000000003
00833,6.000000000000001
00834,2.4000000000000004
00835,0.8000000000000003
00838,0.19999999999999996
00839,2.4000000000000004
00840,-4.800000000000001
00841,4.2
00842,-4.2
00844,4.0
00845,1.4000000000000001
00846,2.2
00847,0.8
00848,0.4
00849,3.0
00850,7.4
00852,8.4
00853,5.4
00854,4.2
00855,-1.2000000000000006
00856,7.4
00857,1.2000000000000002
00858,-4.2
00859,2.2
00861,1.4000000000000001
00862,0.0
00863,0.39999999999999947
00864,8.4
00865,0.4
00866,8.8
00867,0.4
00868,8.4
00869,5.2
00870,-3.6000000000000005
00872,2.4000000000000004
00873,9.200000000000001
00874,9.4
00875,1.8
00876,-3.6000000000000005
00877,2.4000000000000004
00878,10.200000000000001
00879,2.8000000000000003
00882,8.4
00883,-0.19999999999999996
00884,1.8
00885,2.4000000000000004
00886,2.8000000000000003
00887,5.2
00888,4.800000000000001
00889,-1.2000000000000006
00890,-1.8000000000000003
00892,0.0
00893,3.4000000000000004
00894,8.4
00895,2.8000000000000003
00896,0.0
00897,7.000000000000001
00898,8.0
00899,2.8000000000000003
00901,-4.2
00902,2.8000000000000003
00903,2.4000000000000004
00904,8.4
00906,4.2
00907,-0.19999999999999996
00908,2.4000000000000004
00909,-3.6000000000000005
00910,2.4000000000000004
00911,0.8
00912,-3.2000000000000006
00913,-0.8000000000000007
00914,7.800000000000001
00915,2.4000000000000004
00916,6.000000000000001
00917,2.4000000000000004
00918,2.8000000000000003
00919,0.5999999999999996
00920,10.8
00921,-3.6000000000000005
00923,9.4
00924,8.8
00925,3.8000000000000007
00927,0.4
00928,0.4
00929,0.6000000000000001
00930,-3.0
00931,-1.2000000000000002
00933,1.6
00934,1.4000000000000001
00935,1.8
00936,1.4000000000000001
00937,3.8
00939,-0.6000000000000001
00941,2.4000000000000004
00942,6.000000000000001
00943,-0.6000000000000001
00944,6.4
00945,5.0
00946,-0.19999999999999996
00947,8.0
00949,9.4
00950,2.4000000000000004
00951,5.0
00952,1.8
00953,2.8000000000000003
00954,1.4000000000000001
00955,8.8
00957,2.8000000000000003
00958,5.8
00959,6.2
00960,4.4
00961,2.4000000000000004
00962,0.19999999999999996
00963,8.4
00965,1.4000000000000001
00966,4.800000000000001
00967,2.4000000000000004
00968,7.800000000000001
00969,4.800000000000001
00971,8.8
00972,10.8
00973,5.2
00974,0.4
00975,6.4
00977,7.4
00978,5.2
00980,4.800000000000001
00981,0.0
00982,5.8
00983,2.4000000000000004
00984,4.2
00986,1.4000000000000001
00989,2.6000000000000005
00990,-0.3999999999999999
00991,2.4000000000000004
00992,0.6000000000000001
00993,0.4
00994,8.4
00995,2.4000000000000004
00996,2.2
00997,-2.2
00998,2.8000000000000003
00999,0.4
01000,2.4000000000000004
01001,8.4
01002,1.2000000000000002
01004,2.4000000000000004
01005,8.8
01006,7.000000000000001
01007,0.0
01008,4.2
01010,2.4000000000000004
01011,7.000000000000001
01012,0.0
01013,0.8
01014,9.8
01015,3.4000000000000004
01016,-0.8000000000000007
01017,10.8
01018,1.8
01019,6.000000000000001
01020,2.0
01022,12.200000000000001
01023,2.4000000000000004
01024,-1.2000000000000006
01025,2.8000000000000003
01026,1.2000000000000002
01027,-1.4000000000000004
01028,-0.8
01029,-4.2
01030,2.4000000000000004
01031,2.4000000000000004
01032,1.0
01033,-0.19999999999999996
01035,2.4000000000000004
01036,2.8000000000000003
01037,2.0
01038,2.8000000000000003
01039,3.2
01040,2.8000000000000003
01042,8.8
01043,2.2
01044,-3.8000000000000007
01045,2.8000000000000003
01046,2.4000000000000004
01047,9.4
01049,8.4
01051,-3.6000000000000005
01052,2.4000000000000004
01053,2.8000000000000003
01054,-3.6000000000000005
01056,2.0
01057,9.4
01058,4.2
01059,-2.2
01060,0.8
01061,11.8
01062,2.4000000000000004
01064,-3.6000000000000005
01065,-0.19999999999999996
01066,7.4
01068,-3.6000000000000005
01069,1.8
01071,2.8000000000000003
01072,0.8
01073,7.4
01075,4.4
01076,3.4000000000000004
01077,2.4000000000000004
01078,-1.2000000000000006
01079,8.4
01082,2.4000000000000004
01084,0.0
01085,4.800000000000001
01086,8.4
01087,-3.8000000000000007
01088,0.4
01090,-3.8000000000000007
01091,6.4
01092,2.2
01094,2.4000000000000004
01095,-2.0
01096,3.8
01097,3.8000000000000007
01098,-2.4000000000000004
01099,10.8
01100,7.4
01101,2.4000000000000004
01103,0.4
01104,-0.6000000000000001
01105,-1.6000000000000005
01107,7.4
01108,-0.6000000000000001
01109,2.0
01110,9.4
01111,2.4000000000000004
01114,-1.0
01115,4.2
01117,-0.3999999999999999
01118,6.4
01119,-1.2000000000000002
01122,3.4000000000000004
01123,4.0
01124,9.8
01125,7.800000000000001
01126,-1.2000000000000006
01127,2.4000000000000004
01128,4.2
01129,0.4
01130,1.4000000000000001
01131,1.6
01133,0.4
01134,-1.2000000000000006
01135,6.4
01136,2.4000000000000004
01137,-0.6000000000000001
01138,2.8000000000000003
01139,3.2
01141,1.8
01142,2.6000000000000005
01143,6.000000000000001
01144,6.800000000000001
01146,2.4000000000000004
01147,0.19999999999999996
01148,1.8
01150,1.8
01151,3.4000000000000004
01152,-0.19999999999999996
01153,0.0
01154,-0.19999999999999996
01155,6.800000000000001
01156,6.000000000000001
01157,-0.19999999999999996
01158,4.4
01159,2.0
01161,7.0
01162,7.4
01163,1.8
01164,-1.2000000000000006
01165,2.8000000000000003
01166,3.6
01168,2.4000000000000004
01169,0.0
01170,2.0
01172,6.4
01173,8.4
01175,2.0
01176,0.8
01177,2.4000000000000004
01178,0.8
01179,5.2
01181,-1.2000000000000006
01183,2.4000000000000004
01184,-3.6000000000000005
01185,8.4
01186,6.000000000000001
01187,3.8
01189,2.4000000000000004
01190,2.0
01191,-1.2000000000000006
01192,2.0
01193,4.2
01194,8.4
01196,7.4
01197,8.8
01199,1.8
01200,2.8000000000000003
01201,4.2
01202,2.4000000000000004
01203,0.4
01205,0.0
01207,7.000000000000001
01209,7.000000000000001
01211,-1.2000000000000006
01212,-0.40000000000000036
01213,2.4000000000000004
01214,3.8
01215,5.2
01216,2.8000000000000003
01217,0.0
01218,-2.8000000000000007
01219,7.4
01221,8.0
01222,0.19999999999999996
01224,0.4
01225,-3.6000000000000005
01226,-0.19999999999999996
01227,2.2
01228,0.0
01229,2.4000000000000004
01230,-3.6000000000000005
01231,-3.6000000000000005
01232,7.4
01233,0.0
01235,5.2
01237,7.800000000000001
01238,4.2
01239,0.0
01240,-1.8000000000000003
01241,5.4
01242,2.4000000000000004
01243,0.0
01244,-1.6000000000000005
01245,-0.6000000000000001
01246,-0.19999999999999996
01247,1.2000000000000002
01248,-1.2000000000000006
01251,0.0
01252,0.0
01254,3.4000000000000004
01255,5.6000000000000005
01257,3.2
01258,2.4000000000000004
01259,7.4
01261,2.4000000000000004
01263,2.8000000000000003
01264,0.4
01265,0.0
01266,-0.19999999999999996
01267,2.8000000000000003
01268,2.8000000000000003
01269,-2.8000000000000007
01270,-2.5999999999999996
01271,2.8000000000000003
01272,2.2
01273,3.2
01274,0.19999999999999996
01275,0.8
01277,0.19999999999999996
01279,2.4000000000000004
01282,6.800000000000001
01283,11.200000000000001
01284,9.8
01285,1.4000000000000001
01287,5.2
01288,6.2
01289,9.200000000000001
01290,9.4
01291,2.8000000000000003
01292,-2.4000000000000004
01294,2.4000000000000004
01295,1.8
01296,2.8000000000000003
01297,4.800000000000001
01298,4.800000000000001
01299,-3.6000000000000005
01300,2.4000000000000004
01301,-2.5999999999999996
01302,6.800000000000001
01303,1.6
01304,8.4
01305,-1.8000000000000003
01307,7.800000000000001
01308,2.4000000000000004
01309,2.4000000000000004
01310,2.8000000000000003
01311,5.2
01312,8.2
01313,-0.40000000000000036
01314,4.4
01315,3.2
01316,0.19999999999999996
01317,8.8
01318,2.0
01319,2.4000000000000004
01320,5.0
01322,-3.0
01323,2.0
01325,2.4000000000000004
01327,3.2
01328,6.000000000000001
01329,8.8
01331,2.4000000000000004
01332,-4.2
01334,-3.4000000000000004
01335,-3.6000000000000005
01336,8.8
01337,7.4
01340,8.8
01341,1.0
01342,0.0
01343,6.000000000000001
01344,1.0
01345,4.800000000000001
01346,0.8
01347,0.8
01348,-0.19999999999999996
01349,3.8
01350,2.4000000000000004
01351,2.4000000000000004
01352,2.8000000000000003
01353,2.2
01354,4.4
01355,-0.19999999999999996
01356,2.8000000000000003
01357,5.0
01358,2.8000000000000003
01359,3.4000000000000004
01360,6.4
01361,1.8
01363,2.4000000000000004
01364,-3.2000000000000006
01365,0.8
01366,-0.19999999999999996
01367,4.800000000000001
01368,2.4000000000000004
01369,2.4000000000000004
01370,7.000000000000001
01371,2.0
01372,7.800000000000001
01373,-1.8000000000000003
01375,3.2
01376,6.000000000000001
01377,2.8000000000000003
01378,-0.6000000000000001
01381,1.0
01382,5.2
01384,5.4
01385,2.2
01386,2.0
01388,2.4000000000000004
01389,4.2
01391,-0.3999999999999999
01394,7.4
01395,4.800000000000001
01396,-3.6000000000000005
01399,1.6
01400,4.0
01401,0.0
01402,7.4
01403,-4.2
01406,0.8
01407,9.8
01408,0.8
01409,1.6
01410,2.4000000000000004
01411,0.8
01412,-1.8000000000000003
01413,8.4
01414,2.4000000000000004
01415,5.2
01417,5.2
01418,-3.6000000000000005
01419,2.4000000000000004
01420,0.4
01421,1.8
01422,0.4
01423,1.4000000000000001
01424,-0.6000000000000005
01425,8.4
01426,4.800000000000001
01430,4.800000000000001
01431,-2.5999999999999996
01432,2.4000000000000004
01433,-0.40000000000000036
01434,0.4
01435,2.0
01436,7.800000000000001
01437,2.4000000000000004
01438,-0.6000000000000001
01439,6.000000000000001
01440,1.4000000000000001
01441,9.4
01442,8.8
01443,-0.19999999999999973
01444,-3.0
01445,7.800000000000001
01446,2.8000000000000003
01447,-3.8000000000000007
01449,1.4000000000000001
01450,0.0
01451,-4.2
01452,3.2
01453,2.8000000000000003
01454,-0.8000000000000007
01455,-4.2
01456,4.800000000000001
01457,2.2
01458,5.4
01459,8.8
01460,0.19999999999999996
01461,1.2000000000000002
01462,-4.2
01463,-1.8000000000000003
01464,2.4000000000000004
01465,1.8
01466,0.0
01467,-0.6000000000000001
01468,2.4000000000000004
01470,-1.2000000000000006
01471,9.8
01472,0.4
01474,2.4000000000000004
01475,2.0
01476,-1.8000000000000003
01478,2.0
01479,-0.5999999999999996
01480,2.8000000000000003
01481,0.0
01482,2.4000000000000004
01484,0.0
01485,6.000000000000001
01486,2.4000000000000004
01488,8.8
01489,0.4
01490,4.800000000000001
01491,2.4000000000000004
01492,8.4
01493,0.0
01494,-0.6000000000000001
01497,2.0
01498,-2.8000000000000007
01499,-1.6000000000000005
01501,2.2
01502,8.8
01503,-3.6000000000000005
01505,3.2000000000000006
01506,2.4000000000000004
01508,2.0
01509,2.4000000000000004
01510,8.4
01511,5.6000000000000005
01512,8.600000000000001
01513,3.2
01514,-0.6000000000000001
01515,4.2
01516,0.8
01517,4.0
01518,-4.2
01519,0.8
01521,0.0
01523,0.8
01524,-0.6000000000000001
01526,1.2000000000000002
01527,2.4000000000000004
01529,-3.0
01530,5.6000000000000005
01532,2.4000000000000004
01533,0.4
01534,2.8000000000000003
01535,0.0
01536,1.0
01537,4.6000000000000005
01538,-0.19999999999999996
01539,-1.8000000000000003
01541,0.0
01542,7.4
01543,2.4000000000000004
01545,0.4
01546,2.0
01547,8.8
01548,0.3999999999999999
01549,0.0
01550,1.2000000000000002
01551,4.800000000000001
01552,-3.6000000000000005
01554,0.8
01555,2.0
01556,5.4
01557,4.4
01558,5.8
01559,-1.2000000000000006
01561,8.8
01563,-4.2
01564,2.4000000000000004
01566,-0.19999999999999996
01567,2.4000000000000004
01568,2.4000000000000004
01569,-3.2000000000000006
01570,6.000000000000001
01571,0.4
01573,2.4000000000000004
01574,-1.2000000000000006
01575,4.4
01576,9.8
01577,4.6000000000000005
01578,4.800000000000001
01579,-0.3999999999999999
01581,0.5999999999999996
01582,5.0
01583,1.8
01584,4.800000000000001
01585,2.8000000000000003
01587,-0.6000000000000001
01588,1.2000000000000002
01589,2.6000000000000005
01590,8.0
01591,2.0
01592,9.4
01593,4.4
01594,0.0
01595,-3.6000000000000005
01596,-4.2
01597,8.4
01598,6.000000000000001
01599,8.8
01601,2.4000000000000004
01602,-0.6000000000000001
01603,-0.6000000000000001
01604,2.4000000000000004
01605,0.19999999999999996
01606,1.2000000000000002
01607,1.6
01609,-0.6000000000000001
01610,1.4000000000000001
01611,7.0
01612,2.4000000000000004
01614,7.4
01615,2.2
01616,2.2
01617,0.4
01618,1.8
01619,4.4
01620,-3.6000000000000005
01621,-3.6000000000000005
01622,0.0
01623,6.000000000000001
01624,4.800000000000001
01625,8.4
01626,2.4000000000000004
01627,2.0
01628,-4.2
01629,0.0
01630,0.8
01631,7.4
01632,2.8000000000000003
01635,0.5999999999999996
01636,2.4000000000000004
01637,0.8
01638,2.2
01639,3.8000000000000007
01640,1.8
01641,-4.800000000000001
01642,0.4
01644,2.4000000000000004
01646,7.4
01647,4.800000000000001
01648,5.2
01649,2.4000000000000004
01650,4.4
01651,6.000000000000001
01652,2.8000000000000003
01653,8.8
01654,-1.2000000000000006
01657,4.4
01658,11.8
01659,3.4000000000000004
01661,-2.4000000000000004
01662,3.4000000000000004
01663,1.8
01664,6.0
01665,2.4000000000000004
01666,7.4
01667,2.4000000000000004
01668,3.2
01669,2.0
01670,4.4
01671,1.0
01673,7.000000000000001
01674,-0.19999999999999973
01675,1.0
01677,2.4000000000000004
01678,9.4
01679,1.2000000000000002
01680,0.0
01681,8.8
01682,5.2
01683,7.4
01684,1.2000000000000002
01685,4.4
01687,-1.0
01688,0.6000000000000001
01689,2.4000000000000004
01690,0.0
01691,0.19999999999999996
01692,9.4
01693,7.0
01694,2.0
01695,2.8000000000000003
01696,1.8
01697,4.4
01698,2.4000000000000004
01699,10.8
01700,6.000000000000001
01702,0.8
01705,9.4
01706,2.4000000000000004
01707,2.4000000000000004
01708,4.800000000000001
01709,8.200000000000001
01713,6.4
01714,4.2
01716,3.4000000000000004
01717,2.4000000000000004
01718,-1.8000000000000003
01719,7.4
01720,2.0
01721,-4.2
01722,4.4
01723,2.2
01724,0.0
01725,0.0
01726,8.4
01728,0.8
01729,6.000000000000001
01730,0.0
01731,1.4000000000000001
01732,2.4000000000000004
01733,0.8
01734,2.4000000000000004
01735,0.0
01736,0.4
01737,2.0
01738,3.4000000000000004
01739,8.8
