고객번호,일상용품_상_방문지수
00430,0.19999999999999996
00431,3.0
00432,-0.19999999999999996
00433,7.200000000000001
00434,-0.19999999999999996
00435,1.2000000000000002
00436,1.4000000000000001
00438,-0.19999999999999996
00439,0.0
00440,-1.4000000000000004
00441,-0.19999999999999996
00442,1.6
00443,4.2
00444,1.4000000000000001
00445,0.8
00446,3.6
00447,3.4000000000000004
00448,2.6
00449,1.2000000000000002
00450,-1.6
00451,-0.3999999999999999
00453,3.4000000000000004
00454,-0.19999999999999996
00455,0.0
00456,3.8000000000000007
00457,1.4000000000000001
00458,0.8
00459,-1.0000000000000002
00461,2.0
00462,2.2
00463,0.8
00464,3.2
00465,0.6000000000000001
00466,-0.3999999999999999
00467,3.0
00468,1.2000000000000002
00469,2.6
00470,0.6000000000000001
00471,3.4000000000000004
00472,-0.8
00473,1.0
00474,1.4000000000000001
00475,0.4
00476,0.8
00477,4.2
00478,2.4000000000000004
00479,1.4000000000000001
00480,-1.2000000000000002
00481,-0.6000000000000001
00482,4.2
00483,0.8
00484,0.4
00485,-0.8
00486,-0.6000000000000001
00487,2.6
00488,0.8
00489,0.6000000000000001
00490,1.2000000000000002
00491,1.0
00492,0.19999999999999996
00493,0.4
00494,1.4000000000000001
00496,-0.19999999999999996
00497,-0.8
00498,1.2000000000000002
00499,0.6000000000000001
00500,0.8
00501,2.4000000000000004
00502,-0.3999999999999999
00503,2.0
00504,2.8000000000000003
00505,0.8
00506,1.2000000000000002
00507,-1.4000000000000004
00508,0.0
00509,3.2
00510,0.6000000000000001
00511,-1.2000000000000002
00512,-0.8
00513,2.0
00514,4.4
00515,2.2
00516,0.19999999999999996
00517,3.2
00518,0.4
00519,1.6
00520,-1.8000000000000003
00521,1.4000000000000001
00522,0.6000000000000001
00523,0.8
00524,2.0
00525,0.6000000000000001
00526,2.6
00527,1.0
00528,0.4
00529,0.4
00530,2.0
00531,1.2000000000000002
00532,1.0
00533,0.6000000000000001
00534,1.8
00535,0.0
00536,2.6
00537,1.4000000000000001
00538,0.19999999999999996
00539,3.8000000000000007
00540,3.4000000000000004
00541,1.8
00542,3.4000000000000004
00543,2.6
00544,0.6000000000000001
00545,-0.3999999999999999
00546,2.0
00547,-0.19999999999999996
00548,4.2
00549,-0.8
00550,3.4000000000000004
00551,3.2
00552,1.4000000000000001
00553,-0.19999999999999996
00554,1.2000000000000002
00555,0.8
00556,1.2000000000000002
00557,-0.3999999999999999
00558,0.19999999999999996
00559,-1.0000000000000002
00560,1.8
00561,2.2
00562,0.6000000000000001
00563,0.8
00564,-2.0
00565,-0.3999999999999999
00566,0.8000000000000003
00567,0.6000000000000001
00568,2.8000000000000003
00569,1.2000000000000002
00570,0.0
00571,-0.6000000000000001
00572,3.0000000000000004
00573,2.8000000000000003
00574,-1.6
00575,5.2
00576,4.4
00577,1.6
00578,-0.19999999999999996
00579,1.0
00580,-0.6000000000000003
00581,3.8000000000000007
00582,-0.19999999999999996
00584,0.19999999999999996
00585,-0.3999999999999999
00586,0.8
00587,1.4000000000000001
00588,-1.4000000000000004
00589,0.19999999999999996
00590,1.4000000000000001
00591,-1.8000000000000003
00592,4.4
00593,3.2
00594,1.6
00595,-0.8
00596,2.6
00597,-0.19999999999999996
00598,0.19999999999999996
00599,-0.20000000000000018
00600,0.19999999999999996
00601,3.4000000000000004
00602,2.8000000000000003
00603,-0.6000000000000001
00604,1.4000000000000001
00605,1.0
00606,0.19999999999999973
00607,-1.4000000000000004
00608,8.4
00609,0.8
00610,1.4000000000000001
00611,-0.6000000000000001
00612,-1.0
00613,-0.19999999999999996
00614,0.19999999999999996
00615,4.800000000000001
00616,1.8
00617,1.8
00618,2.0
00619,1.4000000000000001
00620,2.4000000000000004
00621,-0.6000000000000001
00622,0.19999999999999996
00623,3.0000000000000004
00624,-0.3999999999999999
00625,0.8
00626,0.6000000000000001
00627,-0.3999999999999999
00628,0.0
00629,0.6000000000000001
00630,0.19999999999999996
00631,-0.3999999999999999
00632,0.19999999999999996
00633,0.19999999999999996
00634,-0.19999999999999996
00635,0.6000000000000001
00636,2.2
00637,2.8000000000000003
00638,0.8
00639,1.0
00640,0.4
00641,-0.19999999999999996
00642,1.0
00643,1.8
00644,2.6
00645,-0.6000000000000003
00646,1.4000000000000001
00647,0.19999999999999996
00648,2.8000000000000003
00649,2.2
00650,-0.19999999999999996
00651,2.8000000000000003
00652,2.8000000000000003
00653,-1.4000000000000004
00654,2.6
00655,-1.0000000000000002
00656,0.3999999999999999
00657,1.0
00658,1.2000000000000002
00659,0.4
00660,0.4
00661,-1.2000000000000002
00662,0.6000000000000001
00664,1.2000000000000002
00665,0.4
00666,1.4000000000000001
00667,4.6000000000000005
00668,1.2000000000000002
00669,3.2
00670,0.19999999999999996
00671,1.0
00672,0.8
00673,-0.8
00674,0.8
00675,1.2000000000000002
00676,2.0
00677,1.6
00678,-0.19999999999999996
00679,-0.8
00680,0.8
00681,-0.3999999999999999
00682,0.6000000000000001
00683,0.3999999999999999
00684,3.8000000000000007
00685,1.4000000000000001
00686,-0.8
00687,1.8
00688,0.8
00689,-1.8000000000000003
00690,2.6
00691,-0.8
00692,0.8
00693,1.4000000000000001
00694,0.19999999999999996
00695,0.3999999999999999
00696,0.3999999999999999
00697,2.2
00698,1.0
00699,-1.2000000000000002
00700,-0.6000000000000001
00701,2.4000000000000004
00702,-0.3999999999999999
00703,0.19999999999999996
00704,-0.6000000000000003
00705,0.19999999999999996
00706,0.0
00707,-0.8
00708,1.4000000000000001
00709,1.4000000000000001
00710,-1.0000000000000002
00711,-0.8
00712,0.19999999999999973
00713,-1.8000000000000003
00714,0.6000000000000001
00715,0.6000000000000001
00716,-1.4000000000000004
00717,-0.3999999999999999
00718,0.8
00719,1.4000000000000001
00720,0.4
00721,0.19999999999999996
00722,-0.19999999999999996
00723,0.3999999999999999
00724,0.4
00726,3.0000000000000004
00727,-0.3999999999999999
00728,0.8000000000000003
00729,1.6
00730,1.2000000000000002
00731,-0.8
00732,1.6
00733,1.2000000000000002
00734,0.3999999999999999
00735,4.6000000000000005
00736,2.2
00737,1.6
00738,2.4000000000000004
00739,1.2000000000000002
00740,-0.8
00741,-1.2000000000000002
00742,2.6
00743,-0.19999999999999996
00744,1.4000000000000001
00745,1.8
00746,0.6000000000000001
00747,-0.3999999999999999
00748,1.8
00749,2.0
00750,1.0
00751,-0.19999999999999996
00752,-0.6000000000000003
00753,0.0
00754,-0.3999999999999999
00755,0.19999999999999996
00756,2.6
00757,1.2000000000000002
00758,0.6000000000000001
00759,3.0000000000000004
00760,0.4
00761,2.2
00762,1.6
00763,0.19999999999999996
00764,3.2
00765,5.8
00766,2.2
00767,4.4
00768,6.6
00769,-1.2000000000000002
00770,0.8
00771,0.19999999999999996
00772,1.2000000000000002
00773,1.2000000000000002
00774,-2.4000000000000004
00775,-0.8
00776,-0.6000000000000001
00777,0.8
00778,0.19999999999999996
00779,3.2
00780,0.4
00781,0.19999999999999996
00783,1.8
00784,0.19999999999999996
00785,-1.2000000000000002
00786,3.4000000000000004
00787,-0.8
00788,-0.8
00789,3.4000000000000004
00790,2.0
00791,1.6
00792,3.8000000000000007
00793,1.4000000000000001
00794,0.4
00795,0.19999999999999996
00796,1.2000000000000002
00797,-0.19999999999999996
00798,-0.8
00799,2.2
00800,0.8
00801,1.8
00802,0.8
00803,-2.0
00804,1.0
00805,2.0
00806,-0.19999999999999996
00807,0.4
00808,1.6
00809,1.2000000000000002
00810,-1.8000000000000003
00811,1.0
00812,0.4
00813,0.8
00814,5.8
00815,2.4000000000000004
00816,1.6
00817,0.3999999999999999
00818,1.8
00819,-0.3999999999999999
00820,0.19999999999999996
00821,0.19999999999999996
00822,1.4000000000000001
00823,3.8000000000000007
00824,1.2000000000000002
00825,2.6
00826,0.19999999999999996
00827,1.2000000000000002
00828,3.0
00829,0.4
00830,1.6
00831,0.4
00832,1.2000000000000002
00833,-1.2000000000000002
00834,-0.19999999999999996
00835,0.6000000000000001
00836,0.4
00837,0.4
00838,1.6
00839,-1.0000000000000002
00840,1.6
00841,-0.19999999999999996
00842,1.8
00843,1.4000000000000001
00844,2.2
00845,-0.19999999999999996
00846,0.19999999999999996
00847,0.0
00848,-0.8
00849,0.6000000000000001
00850,2.8000000000000003
00851,0.4
00852,0.6000000000000001
00853,0.6000000000000001
00854,2.8000000000000003
00855,0.6000000000000001
00856,2.2
00857,1.8
00858,-0.3999999999999999
00859,-0.3999999999999999
00860,0.19999999999999996
00861,3.2
00862,0.8
00863,2.8000000000000003
00864,1.0
00865,-1.0000000000000002
00866,0.6000000000000001
00867,3.8000000000000007
00868,-0.6000000000000003
00869,3.4000000000000004
00870,-0.19999999999999996
00871,-0.8
00872,2.2
00873,1.0
00874,1.2000000000000002
00875,1.0
00876,-2.0
00877,0.4
00878,-0.3999999999999999
00879,1.0
00880,-0.19999999999999996
00881,0.6000000000000001
00882,3.0000000000000004
00883,-1.8000000000000003
00884,-1.8000000000000003
00885,-1.2000000000000002
00886,2.2
00887,4.2
00888,0.4
00889,0.19999999999999996
00890,0.6000000000000001
00891,-0.6000000000000001
00893,0.4
00894,-0.8
00895,1.2000000000000002
00896,0.8
00897,0.6000000000000001
00898,3.2
00899,-0.3999999999999999
00900,1.2000000000000002
00901,-0.19999999999999996
00902,0.4
00903,-0.8
00904,-0.3999999999999999
00906,4.6000000000000005
00907,1.4000000000000001
00908,-0.19999999999999996
00909,1.4000000000000001
00910,1.6
00911,-1.4000000000000004
00912,0.0
00913,0.4
00914,1.8
00915,0.6000000000000001
00916,5.0
00918,0.19999999999999996
00919,-0.19999999999999996
00920,2.2
00921,-1.4000000000000004
00922,0.4
00923,2.0
00924,3.8000000000000007
00925,2.2
00926,0.8
00927,0.19999999999999996
00928,1.8
00929,0.8
00930,1.2000000000000002
00931,0.8
00932,0.4
00933,1.6
00934,1.2000000000000002
00935,0.0
00936,1.2000000000000002
00937,1.4000000000000001
00938,1.2000000000000002
00939,-1.4000000000000004
00940,3.4000000000000004
00941,-1.0000000000000002
00942,-0.6000000000000001
00943,0.19999999999999996
00944,-0.3999999999999999
00945,2.2
00946,0.0
00947,-0.19999999999999996
00948,3.6
00949,3.4000000000000004
00950,1.0
00951,1.8
00952,0.6000000000000001
00953,2.2
00954,-0.19999999999999996
00955,1.2000000000000002
00956,-0.6000000000000001
00957,1.6
00958,2.4000000000000004
00959,-1.2000000000000002
00960,-2.2
00961,2.8000000000000003
00962,0.8
00963,1.4000000000000001
00964,0.4
00965,0.6000000000000001
00966,4.800000000000001
00967,0.19999999999999996
00968,1.8
00969,5.2
00970,0.19999999999999996
00971,-0.3999999999999999
00972,0.0
00973,0.6000000000000001
00974,0.19999999999999996
00975,-1.0000000000000002
00977,-1.6
00978,-1.8000000000000003
00979,0.0
00980,-1.0000000000000002
00981,0.4
00982,5.6000000000000005
00983,0.8
00984,0.4
00986,0.19999999999999996
00987,-0.6000000000000001
00988,-0.3999999999999999
00989,-0.3999999999999999
00990,1.2000000000000002
00991,-0.19999999999999996
00992,2.4000000000000004
00993,1.2000000000000002
00994,3.2
00995,-2.5999999999999996
00996,-1.4000000000000004
00997,1.2000000000000002
00998,4.2
00999,0.8
01000,0.4
01001,0.0
01002,0.6000000000000001
01003,0.4
01004,-1.8000000000000003
01005,1.2000000000000002
01006,2.2
01007,0.0
01008,-0.3999999999999999
01009,1.2000000000000002
01010,-1.0000000000000002
01011,1.6
01012,1.2000000000000002
01013,1.2000000000000002
01014,1.2000000000000002
01015,1.2000000000000002
01016,0.3999999999999999
01017,2.4000000000000004
01018,-0.19999999999999996
01019,0.8
01020,3.4000000000000004
01021,-0.19999999999999996
01022,2.8000000000000003
01023,-2.4000000000000004
01024,4.6000000000000005
01025,-1.4000000000000004
01026,-3.6000000000000005
01027,0.6000000000000001
01028,1.8
01029,3.4000000000000004
01030,-0.19999999999999996
01031,1.6
01032,3.4000000000000004
01033,0.6000000000000001
01034,0.4
01035,2.6
01036,0.4
01037,-0.6000000000000003
01038,1.0
01039,1.4000000000000001
01040,0.0
01041,1.4000000000000001
01042,1.8
01043,-0.19999999999999996
01044,1.6
01045,2.8000000000000003
01046,0.4
01047,0.0
01048,-0.19999999999999996
01049,-0.19999999999999996
01050,0.4
01051,1.2000000000000002
01052,1.2000000000000002
01053,-0.20000000000000018
01054,1.4000000000000001
01056,4.6000000000000005
01057,1.4000000000000001
01058,1.6
01059,0.8
01060,0.19999999999999996
01061,6.4
01062,1.0
01064,1.6
01065,4.2
01066,1.4000000000000001
01068,1.8
01069,-1.4000000000000004
01070,-0.19999999999999996
01071,1.4000000000000001
01072,2.8000000000000003
01073,3.0
01075,-1.8000000000000003
01076,0.19999999999999996
01077,1.2000000000000002
01078,2.0
01079,2.6
01080,0.6000000000000001
01081,0.19999999999999996
01082,1.0
01083,2.4000000000000004
01084,-0.19999999999999996
01085,1.4000000000000001
01086,2.0
01087,1.0
01088,1.2000000000000002
01089,1.0
01090,0.19999999999999996
01091,2.6
01092,-1.0000000000000002
01094,0.19999999999999996
01095,-1.4000000000000004
01096,1.6
01097,4.0
01098,0.6000000000000001
01099,-0.19999999999999996
01100,-0.19999999999999996
01101,2.2
01102,0.4
01103,0.4
01104,1.8
01105,0.6000000000000001
01106,0.0
01107,3.8000000000000007
01108,1.0
01110,1.0
01111,3.0
01112,-0.19999999999999996
01113,-0.3999999999999999
01114,3.8000000000000007
01115,0.8
01116,0.4
01117,3.8000000000000007
01118,1.6
01119,0.3999999999999999
01120,0.19999999999999996
01122,0.19999999999999996
01123,-0.8
01124,0.8
01125,4.2
01126,3.2
01127,2.2
01128,2.4000000000000004
01129,-1.4000000000000004
01130,2.2
01131,-1.2000000000000002
01132,0.4
01133,0.8
01134,-1.0000000000000002
01135,3.4000000000000004
01136,-0.3999999999999999
01137,1.2000000000000002
01138,-0.19999999999999996
01139,0.8
01140,1.8
01141,-0.19999999999999996
01142,-1.0000000000000002
01143,1.6
01144,0.0
01146,0.19999999999999996
01147,0.4
01148,2.2
01149,0.4
01150,-0.6000000000000003
01151,1.6
01152,-0.8
01153,-3.2000000000000006
01154,5.4
01155,-1.0000000000000002
01156,2.0
01157,-1.2000000000000002
01158,0.19999999999999996
01159,0.4
01160,1.4000000000000001
01161,1.6
01162,-0.19999999999999996
01163,2.2
01164,0.0
01165,2.6
01166,1.2000000000000002
01167,2.0
01168,2.6
01169,0.6000000000000001
01170,1.8
01172,2.4000000000000004
01173,0.0
01174,2.4000000000000004
01175,-0.3999999999999999
01176,-0.3999999999999999
01177,0.19999999999999996
01178,2.2
01179,-0.6000000000000003
01180,1.8
01181,3.0000000000000004
01182,0.0
01183,0.8
01184,0.8
01185,2.2
01186,1.8
01187,1.6
01188,1.4000000000000001
01189,4.4
01190,-1.4000000000000004
01191,2.4000000000000004
01192,3.2
01193,2.6
01194,1.0
01195,0.6000000000000001
01196,1.2000000000000002
01197,5.6000000000000005
01198,1.2000000000000002
01199,2.8000000000000003
01200,1.8
01201,4.0
01202,1.0
01203,1.6
01204,-1.4000000000000004
01206,3.4000000000000004
01207,4.4
01209,2.2
01210,-0.8
01211,2.8000000000000003
01212,3.2
01213,-1.8000000000000003
01214,-0.8
01215,0.8
01216,1.4000000000000001
01217,-0.19999999999999996
01218,4.800000000000001
01219,-0.19999999999999996
01221,3.0
01222,-1.4000000000000004
01223,1.6
01224,1.4000000000000001
01225,0.8
01226,1.0
01227,0.4
01228,2.2
01229,2.4000000000000004
01230,0.3999999999999999
01231,1.4000000000000001
01232,-0.6000000000000001
01233,2.0
01234,2.0
01235,-0.6000000000000003
01236,-0.3999999999999999
01237,-0.19999999999999996
01238,4.2
01240,2.2
01241,1.6
01242,0.19999999999999996
01243,0.8000000000000003
01244,1.2000000000000002
01245,0.4
01246,-1.0000000000000002
01247,1.2000000000000002
01248,-0.19999999999999996
01250,-0.19999999999999996
01251,1.0
01252,0.19999999999999996
01253,0.4
01254,5.0
01255,1.0
01256,-0.3999999999999999
01257,1.8
01258,0.19999999999999996
01259,1.8
01260,0.8
01261,5.2
01263,1.8
01264,-0.8
01265,0.8
01266,0.3999999999999999
01267,0.3999999999999999
01268,1.4000000000000001
01269,2.4000000000000004
01270,2.0
01271,0.0
01272,0.19999999999999996
01273,0.8
01274,-2.4000000000000004
01275,-0.19999999999999996
01276,1.6
01277,0.19999999999999996
01278,1.8
01279,2.6
01280,1.4000000000000001
01281,0.4
01282,0.19999999999999996
01283,0.19999999999999996
01284,2.0
01285,-0.8
01287,1.8
01288,0.6000000000000001
01289,-0.3999999999999999
01290,2.4000000000000004
01291,2.2
01292,2.2
01293,1.0
01294,1.4000000000000001
01295,1.6
01296,0.19999999999999996
01297,2.6
01298,0.3999999999999999
01299,-0.6000000000000003
01300,-0.3999999999999999
01301,1.2000000000000002
01302,4.4
01303,1.4000000000000001
01304,1.8
01305,1.0
01306,-1.4000000000000004
01307,5.6000000000000005
01308,1.2000000000000002
01309,0.8
01310,0.0
01311,2.4000000000000004
01312,0.6000000000000001
01313,1.4000000000000001
01314,5.0
01315,0.19999999999999996
01316,5.4
01317,-0.19999999999999996
01318,-1.2000000000000002
01319,0.19999999999999996
01320,0.6000000000000001
01321,1.4000000000000001
01322,-1.2000000000000002
01323,-0.6000000000000003
01324,0.6000000000000001
01325,1.2000000000000002
01326,0.8
01327,-0.19999999999999996
01328,0.6000000000000001
01329,2.8000000000000003
01332,1.6
01333,6.200000000000001
01334,1.0
01335,1.6
01336,0.3999999999999999
01337,1.0
01338,1.4000000000000001
01339,1.4000000000000001
01340,2.0
01341,0.4
01342,2.0
01343,-0.3999999999999999
01344,1.4000000000000001
01345,0.8
01346,-0.6000000000000003
01347,0.19999999999999996
01348,-1.2000000000000002
01349,2.4000000000000004
01350,0.19999999999999996
01351,0.19999999999999996
01352,1.4000000000000001
01353,0.6000000000000001
01354,0.4
01355,-0.3999999999999999
01356,0.6000000000000001
01357,0.0
01358,0.8
01359,1.8
01360,0.8
01361,2.6
01362,0.19999999999999996
01363,2.2
01364,2.8000000000000003
01365,0.3999999999999999
01366,3.8000000000000007
01367,2.8000000000000003
01368,-0.8
01369,1.0
01370,1.2000000000000002
01372,1.4000000000000001
01373,1.6
01374,1.8
01375,1.0
01376,2.4000000000000004
01377,0.19999999999999996
01378,-0.20000000000000018
01380,2.2
01381,1.6
01382,2.4000000000000004
01384,1.4000000000000001
01385,0.4
01386,2.4000000000000004
01388,2.4000000000000004
01389,0.8
01390,-0.19999999999999996
01391,-0.8
01393,-2.4000000000000004
01394,5.4
01395,1.4000000000000001
01396,-0.3999999999999999
01397,-0.6000000000000001
01398,1.2000000000000002
01399,1.0
01400,0.4
01401,-1.8000000000000003
01402,2.0
01403,0.0
01404,1.6
01405,0.4
01406,1.8
01407,-1.4000000000000004
01408,1.8
01409,1.2000000000000002
01410,-0.8
01411,-0.3999999999999999
01412,0.6000000000000001
01413,-0.19999999999999996
01414,3.4000000000000004
01415,0.6000000000000001
01416,0.0
01417,0.19999999999999996
01418,1.2000000000000002
01419,0.6000000000000001
01420,1.0
01421,2.0
01422,-0.8
01423,3.2
01424,-2.4000000000000004
01425,0.0
01426,0.3999999999999999
01427,1.2000000000000002
01428,1.2000000000000002
01429,-1.2000000000000002
01430,0.19999999999999996
01431,-1.0000000000000002
01432,-0.19999999999999996
01433,-0.6000000000000003
01434,0.8
01435,-1.6
01436,5.4
01437,2.0
01438,2.0
01439,-0.8
01440,1.2000000000000002
01441,-0.8
01442,3.8000000000000007
01443,0.19999999999999996
01445,5.0
01446,1.2000000000000002
01447,0.4
01448,2.6
01449,0.0
01450,5.6000000000000005
01451,0.0
01452,1.0
01453,2.0
01454,0.6000000000000001
01455,-1.7999999999999998
01456,3.6
