고객번호,의류_하_구매지수
00193,1.8
00194,1.4000000000000001
00195,-0.6000000000000001
00196,2.4000000000000004
00197,0.4
00198,2.8000000000000003
00199,2.8000000000000003
00200,8.0
00201,3.2
00202,2.4000000000000004
00203,1.4000000000000001
00204,0.4
00205,2.4000000000000004
00206,-3.6000000000000005
00207,4.800000000000001
00208,1.4000000000000001
00209,1.8
00210,-2.5999999999999996
00211,-1.6000000000000005
00212,-1.0
00213,3.4000000000000004
00214,-2.4000000000000004
00215,1.0
00216,6.4
00217,3.4000000000000004
00218,7.4
00219,3.4000000000000004
00220,3.8
00221,1.0
00222,1.4000000000000001
00223,7.800000000000001
00224,0.8
00225,1.4000000000000001
00226,2.8000000000000003
00227,7.0
00228,2.8000000000000003
00229,-3.8000000000000007
00230,5.2
00231,-1.6
00232,-2.5999999999999996
00234,2.0
00235,4.800000000000001
00236,0.0
00237,6.000000000000001
00238,8.4
00239,2.8000000000000003
00240,0.8
00241,2.0
00242,1.0
00243,4.4
00245,2.8000000000000003
00246,0.8
00247,6.4
00248,1.0
00249,3.8
00250,1.0
00251,0.0
00252,2.4000000000000004
00253,0.4
00254,1.4000000000000001
00255,0.4
00256,1.4000000000000001
00257,1.4000000000000001
00258,2.4000000000000004
00259,0.8
00260,2.4000000000000004
00261,0.4
00262,-0.8000000000000007
00263,3.4000000000000004
00264,2.0
00265,1.8
00266,3.8
00267,5.800000000000001
00268,1.4000000000000001
00269,1.4000000000000001
00270,-0.5999999999999996
00271,0.8000000000000003
00272,0.8
00273,2.4000000000000004
00274,8.0
00275,2.4000000000000004
00276,6.000000000000001
00277,0.4
00279,6.4
00280,1.0
00281,2.8000000000000003
00282,1.4000000000000001
00283,3.8
00284,-1.0
00285,-0.19999999999999996
00286,1.0
00287,0.8
00288,3.8
00289,0.8
00290,0.4
00291,3.4000000000000004
00292,3.8000000000000007
00293,7.000000000000001
00294,3.8
00295,7.800000000000001
00296,0.4
00297,7.4
00298,4.0
00299,1.0
00300,1.4000000000000001
00301,1.4000000000000001
00302,0.8
00303,1.2000000000000002
00304,4.4
00305,1.0
00306,0.4
00307,0.8
00308,-3.2000000000000006
00309,4.800000000000001
00310,1.0
00311,1.4000000000000001
00312,6.000000000000001
00313,0.4
00314,0.4
00315,2.8000000000000003
00316,1.0
00317,1.4000000000000001
00318,3.4000000000000004
00319,-3.2000000000000006
00320,1.0
00321,0.4
00322,1.4000000000000001
00323,2.4000000000000004
00324,1.0
00325,8.8
00326,0.4
00327,0.4
00328,2.4000000000000004
00329,1.8
00330,6.6
00331,1.8
00332,0.0
00333,3.4000000000000004
00334,1.8
00335,0.0
00336,1.4000000000000001
00337,2.2
00338,0.8
00339,1.2000000000000002
00340,0.4
00341,7.800000000000001
00342,2.0
00343,-2.8000000000000007
00344,1.0
00345,1.8
00346,3.8
00347,1.8
00349,1.8
00350,0.19999999999999996
00351,-0.6000000000000001
00352,0.4
00353,-1.0
00354,4.800000000000001
00355,0.6000000000000001
00356,1.0
00357,0.8
00358,2.8000000000000003
00359,-0.19999999999999996
00360,0.8
00361,-3.8000000000000007
00362,0.8
00363,1.8
00364,8.8
00365,2.2
00366,4.800000000000001
00367,-0.19999999999999996
00368,0.8
00369,1.0
00370,2.4000000000000004
00371,1.8
00372,8.8
00373,3.8
00374,0.4
00375,-1.7999999999999998
00376,0.0
00377,7.000000000000001
00378,0.4
00379,0.4
00380,2.4000000000000004
00381,5.4
00382,3.8
00383,1.8
00384,8.0
00385,-2.5999999999999996
00386,0.4
00387,0.4
00388,-0.19999999999999996
00389,2.8000000000000003
00390,2.4000000000000004
00391,-3.2000000000000006
00392,2.0
00393,0.4
00394,3.4000000000000004
00395,6.0
00396,1.4000000000000001
00397,1.8
00398,3.8
00399,7.4
00400,2.8000000000000003
00401,0.0
00402,3.8
00403,2.4000000000000004
00404,0.4
00405,0.4
00406,1.4000000000000001
00407,3.2
00408,-2.8000000000000007
00409,2.4000000000000004
00410,0.4
00411,0.8
00412,0.8
00413,0.4
00414,1.0
00415,2.8000000000000003
00416,1.4000000000000001
00417,1.4000000000000001
00418,0.4
00419,1.4000000000000001
00420,1.4000000000000001
00421,0.8
00422,1.4000000000000001
00423,3.8
00425,1.4000000000000001
00426,2.8000000000000003
00427,2.4000000000000004
00428,1.0
00429,0.8
00430,0.4
00431,1.4000000000000001
00432,7.200000000000001
00433,0.8
00434,0.4
00435,0.4
00436,0.4
00437,6.000000000000001
00438,0.8
00440,-0.19999999999999996
00441,1.4000000000000001
00442,4.0
00443,6.800000000000001
00444,8.0
00445,8.4
00446,3.2
00447,1.4000000000000001
00448,-0.6000000000000001
00449,7.4
00450,0.8
00451,1.8
00453,1.4000000000000001
00454,2.4000000000000004
00455,-4.2
00456,4.4
00457,1.2000000000000002
00458,5.4
00459,1.4000000000000001
00461,8.4
00462,1.4000000000000001
00463,0.8
00464,1.4000000000000001
00465,0.8
00466,1.6
00467,0.8
00468,0.8
00469,1.0
00470,4.4
00471,2.4000000000000004
00472,4.0
00473,1.2000000000000002
00474,1.8
00475,0.4
00476,8.4
00477,0.8
00478,2.8000000000000003
00479,1.4000000000000001
00480,0.8
00481,1.4000000000000001
00482,4.0
00483,2.4000000000000004
00484,0.4
00485,3.8
00486,1.4000000000000001
00487,9.4
00488,9.0
00489,0.4
00490,4.4
00491,9.4
00492,2.2
00493,9.8
00494,9.4
00495,3.0
00496,4.800000000000001
00497,0.4
00498,3.4000000000000004
00499,2.8000000000000003
00500,1.4000000000000001
00501,1.8
00502,1.0
00503,0.4
00504,1.0
00505,8.8
00506,9.8
00507,7.000000000000001
00508,1.4000000000000001
00509,2.4000000000000004
00510,1.4000000000000001
00511,2.8000000000000003
00512,-0.5999999999999996
00513,-3.8000000000000007
00514,3.0
00515,0.4
00516,1.8
00517,3.4000000000000004
00518,2.2
00519,1.4000000000000001
00520,2.0
00521,1.4000000000000001
00522,0.4
00523,2.4000000000000004
00524,-0.19999999999999996
00525,1.4000000000000001
00526,2.2
00527,2.0
00528,8.0
00529,-0.6000000000000001
00530,0.4
00531,1.4000000000000001
00532,1.4000000000000001
00533,1.4000000000000001
00534,1.4000000000000001
00535,0.4
00537,7.4
00538,0.8
00539,0.0
00540,-0.19999999999999996
00541,2.4000000000000004
00542,6.4
00543,-2.5999999999999996
00544,2.8000000000000003
00545,0.0
00546,-2.4000000000000004
00547,2.0
00548,0.4
00549,7.800000000000001
00550,4.4
00551,4.4
00552,1.8
00553,3.8
00554,1.4000000000000001
00555,2.2
00556,0.4
00557,-3.8000000000000007
00558,1.4000000000000001
00559,1.4000000000000001
00560,1.0
00561,1.8
00562,0.4
00563,-3.6000000000000005
00564,-2.8000000000000007
00565,0.0
00566,4.800000000000001
00567,7.4
00568,7.4
00569,3.8
00570,0.0
00571,2.8000000000000003
00572,0.4
00573,2.8000000000000003
00574,-0.3999999999999999
00575,1.4000000000000001
00576,1.0
00577,1.8
00578,-0.8000000000000007
00579,4.0
00580,0.8
00581,2.0
00582,2.4000000000000004
00583,2.0
00584,2.4000000000000004
00585,2.4000000000000004
00586,2.4000000000000004
00587,2.8000000000000003
00588,-0.6000000000000001
00589,0.19999999999999996
00590,6.4
00591,4.800000000000001
00592,6.4
00593,3.2
00594,9.8
00595,3.8
00596,0.4
00597,1.0
00598,1.8
00599,1.8
00600,4.800000000000001
00601,1.4000000000000001
00602,3.8
00603,-0.19999999999999996
00604,-0.6000000000000001
00605,5.0
00606,0.8
00607,5.4
00608,8.8
00609,-1.6
00610,9.8
00611,0.0
00612,1.8
00613,1.4000000000000001
00614,2.4000000000000004
00615,1.0
00616,-3.6000000000000005
00617,2.8000000000000003
00618,0.0
00619,7.4
00620,1.4000000000000001
00621,5.4
00622,1.4000000000000001
00623,7.000000000000001
00624,5.0
00625,0.4
00626,-0.6000000000000001
00627,0.0
00628,1.4000000000000001
00629,3.8
00630,2.2
00631,0.0
00632,-0.19999999999999996
00633,1.4000000000000001
00634,0.4
00635,2.8000000000000003
00636,2.4000000000000004
00637,2.4000000000000004
00638,1.0
00639,2.4000000000000004
00640,3.4000000000000004
00641,1.4000000000000001
00642,1.4000000000000001
00643,1.4000000000000001
00644,7.800000000000001
00645,2.4000000000000004
00646,2.4000000000000004
00647,-3.6000000000000005
00648,0.4
00649,2.8000000000000003
00650,-0.40000000000000036
00651,1.0
00652,-2.2
00653,1.4000000000000001
00654,3.4000000000000004
00655,5.0
00656,1.8
00657,1.4000000000000001
00658,0.4
00659,4.800000000000001
00661,1.0
00662,0.8
00664,0.8
00665,1.4000000000000001
00666,2.4000000000000004
00667,0.8
00668,0.8
00669,6.4
00670,1.4000000000000001
00671,1.4000000000000001
00672,1.4000000000000001
00673,2.4000000000000004
00674,1.4000000000000001
00675,2.4000000000000004
00676,1.0
00677,-0.6000000000000001
00678,0.6000000000000005
00679,3.0
00680,0.4
00681,1.4000000000000001
00682,-0.19999999999999996
00683,0.8
00684,3.8000000000000007
00685,7.4
00686,1.4000000000000001
00687,2.8000000000000003
00688,1.4000000000000001
00689,0.4
00690,1.4000000000000001
00691,1.4000000000000001
00692,3.0000000000000004
00693,3.8
00694,2.4000000000000004
00695,2.8000000000000003
00696,0.0
00697,1.4000000000000001
00698,2.4000000000000004
00699,-2.2
00700,-1.2000000000000006
00701,1.4000000000000001
00702,1.8
00703,0.8
00704,1.8
00705,1.4000000000000001
00706,0.4
00707,-1.2000000000000006
00708,2.2
00709,2.8000000000000003
00710,6.800000000000001
00711,0.4
00712,-0.19999999999999996
00713,1.4000000000000001
00714,0.4
00715,1.4000000000000001
00716,1.2000000000000002
00717,0.4
00718,1.4000000000000001
00719,-1.6000000000000005
00720,0.4
00721,3.8
00722,0.4
00723,-0.19999999999999996
00724,4.0
00725,6.000000000000001
00726,1.4000000000000001
00727,0.0
00728,2.8000000000000003
00729,0.4
00730,0.4
00731,1.8
00732,1.8
00733,1.8
00734,1.8
00735,3.8
00736,1.2000000000000002
00737,1.0
00738,0.8
00739,3.2
00740,1.0
00741,0.8
00742,2.8000000000000003
00743,2.8000000000000003
00744,6.4
00745,2.4000000000000004
00746,1.4000000000000001
00747,0.4
00748,2.8000000000000003
00749,2.4000000000000004
00750,2.0
00752,0.8
00753,2.0
00754,1.4000000000000001
00755,0.4
00756,2.8000000000000003
00757,1.8
00758,1.8
00759,1.4000000000000001
00760,0.8
00761,2.4000000000000004
00762,8.4
00763,1.4000000000000001
00764,1.4000000000000001
00765,3.4000000000000004
00766,3.8
00767,2.4000000000000004
00768,7.4
00769,2.8000000000000003
00770,0.8
00771,7.000000000000001
00772,0.8
00773,1.4000000000000001
00774,0.4
00775,1.8
00776,1.0
00777,0.4
00778,1.4000000000000001
00779,1.8
00780,1.4000000000000001
00781,0.4
00782,0.8
00783,-3.6000000000000005
00784,1.4000000000000001
00785,0.4
00786,1.0
00787,9.8
00788,3.4000000000000004
00789,2.4000000000000004
00790,2.4000000000000004
00791,2.4000000000000004
00792,1.8
00793,-1.0
00794,2.8000000000000003
00795,0.4
00796,1.4000000000000001
00797,-0.19999999999999996
00799,7.4
00800,9.8
00801,0.4
00802,-2.5999999999999996
00803,1.4000000000000001
00804,2.4000000000000004
00805,2.0
00806,1.4000000000000001
00807,1.4000000000000001
00808,1.4000000000000001
00809,1.4000000000000001
00810,-0.8000000000000007
00811,0.8
00812,0.4
00813,4.800000000000001
00814,2.8000000000000003
00815,1.4000000000000001
00816,0.4
00817,1.4000000000000001
00818,1.0
00819,0.8
00820,1.4000000000000001
00821,-2.5999999999999996
00822,0.0
00823,1.8
00824,0.4
00825,0.4
00826,7.0
00827,0.19999999999999996
00828,1.0
00829,1.0
00830,2.0
00831,2.4000000000000004
00832,5.2
00833,1.4000000000000001
00834,1.8
00835,2.4000000000000004
00836,6.800000000000001
00837,8.0
00838,1.4000000000000001
00839,0.8
00840,-3.6000000000000005
00841,7.4
00842,0.4
00843,3.4000000000000004
00844,2.8000000000000003
00845,4.800000000000001
00846,0.4
00847,0.4
00848,2.8000000000000003
00849,1.0
00850,1.4000000000000001
00851,2.4000000000000004
00852,6.4
00853,-3.6000000000000005
00854,0.8
00855,3.4000000000000004
00856,2.0
00857,2.2
00858,0.8
00859,0.8
00860,-1.4
00861,0.4
00862,1.2000000000000002
00863,0.8
00864,4.2
00865,1.8
00866,2.2
00867,1.4000000000000001
00868,0.4
00869,3.4000000000000004
00870,1.4000000000000001
00871,-1.2000000000000006
00872,8.4
00873,8.4
00874,3.2
00875,1.4000000000000001
00876,6.4
00877,0.4
00878,1.0
00879,2.2
00880,4.0
00881,2.2
00882,1.0
00883,0.4
00884,6.800000000000001
00885,1.2000000000000002
00886,1.8
00887,8.4
00888,3.4000000000000004
00889,1.8
00890,0.4
00891,0.8
00892,0.0
00893,1.4000000000000001
00894,1.4000000000000001
00895,2.4000000000000004
00896,1.2000000000000002
00897,1.4000000000000001
00898,6.4
00899,0.4
00900,4.4
00901,2.0
00902,6.000000000000001
00903,1.4000000000000001
00904,0.8
00906,2.4000000000000004
00907,0.4
00908,-1.6000000000000005
00909,3.4000000000000004
00910,2.4000000000000004
00911,2.4000000000000004
00912,1.0
00913,1.0
00914,0.4
00915,7.000000000000001
00916,-0.19999999999999996
00918,1.0
00919,0.4
00920,0.4
00921,0.4
00922,0.4
00923,7.4
00924,0.4
00925,0.4
00926,3.4000000000000004
00927,1.4000000000000001
00928,2.0
00929,0.4
00930,0.4
00931,2.8000000000000003
00932,2.8000000000000003
00933,0.0
00934,2.4000000000000004
00935,1.4000000000000001
00936,0.0
00937,1.0
00938,0.19999999999999996
00939,1.2000000000000002
00940,6.4
00941,1.4000000000000001
00942,8.4
00943,1.4000000000000001
00944,2.8000000000000003
00945,1.4000000000000001
00946,1.4000000000000001
00947,3.8
00948,2.0
00949,4.800000000000001
00950,0.4
00951,7.4
00952,0.19999999999999996
00953,2.2
00954,1.8
00955,7.4
00956,1.4000000000000001
00957,1.4000000000000001
00958,2.8000000000000003
00959,0.8
00960,-3.6000000000000005
00961,4.800000000000001
00962,2.4000000000000004
00963,3.8
00964,1.8
00965,1.0
00966,2.8000000000000003
00967,1.8
00968,1.4000000000000001
00969,7.800000000000001
00970,-3.0
00971,1.0
00972,1.4000000000000001
00973,1.4000000000000001
00974,1.4000000000000001
00975,1.4000000000000001
00976,-2.4000000000000004
00977,0.4
00978,1.0
00979,3.4000000000000004
00980,6.000000000000001
00981,1.8
00982,0.4
00983,6.000000000000001
00984,1.4000000000000001
00986,0.0
00987,2.0
00988,2.4000000000000004
00989,1.4000000000000001
00990,-2.8000000000000007
00991,1.4000000000000001
00992,1.0
00993,3.2
00994,2.4000000000000004
00995,1.2000000000000002
00996,0.19999999999999996
00997,2.8000000000000003
00998,2.4000000000000004
00999,3.8
01000,1.4000000000000001
01001,0.8
01002,1.4000000000000001
01003,7.0
01004,2.4000000000000004
01005,7.800000000000001
01006,2.2
01007,-1.2000000000000006
01008,2.4000000000000004
01009,3.0
01010,0.0
01011,2.4000000000000004
01012,-2.2
01013,0.8
01014,-0.19999999999999996
01015,1.4000000000000001
01016,7.4
01017,2.8000000000000003
01018,0.4
01019,-0.6000000000000001
01020,2.0
01021,4.0
01022,2.4000000000000004
01023,11.8
01024,-2.8000000000000007
01025,1.4000000000000001
01026,1.8
01027,1.8
01028,0.4
01029,1.4000000000000001
01030,2.8000000000000003
01031,3.4000000000000004
01032,1.4000000000000001
01033,1.4000000000000001
01034,1.6
01035,1.4000000000000001
01036,1.0
01037,-3.6000000000000005
01038,2.0
01039,1.4000000000000001
01040,1.4000000000000001
01041,1.6
01042,1.4000000000000001
01043,0.8
01044,3.0000000000000004
01045,4.2
01046,1.4000000000000001
01047,0.19999999999999996
01048,4.4
01049,0.4
01050,4.4
01051,0.4
01052,9.8
01053,0.8
01054,-3.2000000000000006
01055,0.4
01056,2.0
01057,1.4000000000000001
01058,1.4000000000000001
01059,1.8
01060,2.4000000000000004
01061,1.0
01062,1.8
01064,-0.5999999999999996
01065,1.4000000000000001
01066,2.8000000000000003
01068,2.8000000000000003
01069,0.8
01070,-1.6000000000000005
01071,0.0
01072,1.4000000000000001
01073,0.4
01074,6.000000000000001
01075,0.8
01076,1.0
01077,0.4
01078,6.4
01079,8.0
01080,6.000000000000001
01081,1.4000000000000001
01082,-1.6000000000000005
01083,2.8000000000000003
01084,1.8
01085,0.4
01086,1.8
01087,0.4
01088,1.0
01089,10.400000000000002
01090,0.8
01091,2.4000000000000004
01092,2.4000000000000004
01094,-0.19999999999999996
01095,0.0
01096,0.0
01097,0.8
01098,0.0
01099,2.4000000000000004
01100,0.4
01101,1.4000000000000001
01103,3.4000000000000004
01104,-3.2000000000000006
01105,0.8
01106,5.6
01107,2.0
01108,1.8
01109,-0.7999999999999998
01110,1.4000000000000001
01111,3.8
01112,-1.4
01113,-0.5999999999999996
01114,-0.6000000000000001
01115,2.8000000000000003
01117,1.8
01118,1.4000000000000001
01119,2.4000000000000004
01120,2.2
01122,1.4000000000000001
01123,-3.6000000000000005
01124,1.0
01125,2.0
01126,0.4
01127,1.8
01128,1.8
01129,0.4
01130,4.2
01131,1.8
01133,0.4
01134,1.8
01135,9.8
01136,1.4000000000000001
01137,0.4
01138,-2.2
01139,9.8
01140,2.2
01141,1.4000000000000001
01142,-0.6000000000000001
01143,5.4
01144,0.8
01145,-3.0
01146,0.4
01147,0.8
01148,7.200000000000001
01149,2.8000000000000003
01150,1.4000000000000001
01151,-0.6000000000000001
01152,3.4000000000000004
01153,-3.2000000000000006
01154,2.0
01155,1.0
01156,2.4000000000000004
01157,1.8
01158,3.8
01159,5.4
01160,-0.5999999999999996
01161,2.0
01162,0.4
01163,1.0
01164,1.4000000000000001
01165,9.4
01166,0.4
01167,6.000000000000001
01168,1.0
01169,1.4000000000000001
01170,1.4000000000000001
01172,8.0
01173,11.200000000000001
01174,-2.2
01175,1.8
01176,0.4
01177,1.4000000000000001
01178,0.0
01179,1.4000000000000001
01180,0.4
01181,-0.5999999999999996
01182,2.0
01183,2.4000000000000004
01184,-2.2
01185,1.0
01186,1.4000000000000001
01187,0.4
01188,1.8
01189,3.4000000000000004
01190,-0.19999999999999996
01191,2.4000000000000004
01192,1.4000000000000001
01193,1.8
01194,0.4
01195,1.8
01196,-0.6000000000000001
01197,0.19999999999999996
01198,1.4000000000000001
01199,1.0
01200,1.4000000000000001
01201,0.4
01202,-3.2000000000000006
01203,2.8000000000000003
01204,1.4000000000000001
01205,0.4
01206,3.4000000000000004
01207,10.4
01209,1.8
01210,1.8
01211,2.8000000000000003
01212,1.4000000000000001
01213,1.4000000000000001
01214,-0.19999999999999996
01215,1.0
01216,4.4
01217,2.4000000000000004
01218,6.800000000000001
01219,1.4000000000000001
01220,2.0
01221,-0.6000000000000001
01222,1.8
01223,-0.5999999999999996
01224,0.4
01225,0.4
01226,0.0
01227,1.0
01228,2.8000000000000003
01229,1.4000000000000001
01230,4.6000000000000005
01231,4.800000000000001
01232,1.8
01233,3.8
01234,-0.6000000000000001
01235,-0.8
01236,1.8
01237,0.4
01238,5.2
01239,4.0
01240,7.800000000000001
01241,0.4
01242,2.0
01243,1.4000000000000001
01244,0.8
01245,1.8
01246,6.2
01247,2.8000000000000003
01248,-1.2000000000000006
01249,1.8
01250,0.4
01251,-2.5999999999999996
01252,4.4
01253,5.0
01254,1.4000000000000001
01255,3.8
01256,5.4
01257,1.8
01258,1.4000000000000001
01259,0.0
01260,6.6
01261,7.000000000000001
01263,1.8
01264,1.4000000000000001
01265,6.4
01266,0.8
01267,0.4
01268,0.4
01269,1.4000000000000001
01270,8.8
01271,2.4000000000000004
01272,-0.19999999999999996
01273,0.4
01274,0.4
01275,8.8
01276,0.8
01277,1.4000000000000001
01278,6.800000000000001
01279,5.8
01280,3.4000000000000004
01281,7.4
01282,2.8000000000000003
01283,1.8
01284,1.4000000000000001
01285,1.4000000000000001
01286,2.0
01287,1.4000000000000001
01288,7.000000000000001
01289,1.8
01290,1.4000000000000001
01291,1.2000000000000002
01292,4.4
01293,1.8
01294,8.4
01295,4.2
01296,0.4
01297,2.4000000000000004
01298,3.8
01299,2.4000000000000004
01300,2.4000000000000004
01301,0.8
01302,1.4000000000000001
01303,3.4000000000000004
01304,1.0
01305,2.4000000000000004
01306,2.4000000000000004
01307,0.8
01308,1.4000000000000001
01309,5.6000000000000005
01310,1.4000000000000001
01311,0.4
01312,1.8
01313,4.2
01314,9.8
01315,0.4
01316,0.8
01317,1.8
01318,2.2
01319,7.4
01320,0.4
01321,7.0
01322,1.8
01323,4.0
01324,10.0
01325,-4.2
01326,0.4
01327,1.4000000000000001
01328,-3.4000000000000004
01329,2.4000000000000004
01331,6.6
01332,1.4000000000000001
01333,6.4
01334,0.4
01335,1.4000000000000001
01336,0.4
01337,8.4
01338,2.8000000000000003
01339,3.4000000000000004
01340,4.2
01341,0.4
01342,4.4
01343,0.8
01344,1.4000000000000001
01345,2.8000000000000003
01346,1.4000000000000001
01347,0.4
01348,2.2
01349,3.4000000000000004
01350,-0.3999999999999999
01351,4.0
01352,1.4000000000000001
01353,1.4000000000000001
01354,-3.2000000000000006
01355,1.0
01356,1.2000000000000002
01357,0.8
01358,1.4000000000000001
01359,0.4
01360,9.200000000000001
01361,2.4000000000000004
01362,1.4000000000000001
01363,0.4
01364,0.4
01365,0.8
01366,0.8
01367,1.4000000000000001
01368,0.4
01369,0.19999999999999996
01370,0.4
01371,10.400000000000002
01372,0.8
01373,2.4000000000000004
01374,7.4
01375,1.4000000000000001
01376,1.0
01377,0.4
01378,0.8
01380,-2.5999999999999996
01381,2.4000000000000004
01382,2.8000000000000003
01383,3.6
01384,1.4000000000000001
01385,9.8
01386,6.4
01387,-3.2000000000000006
01388,1.8
01389,0.4
01390,0.4
01391,1.0
01392,0.4
01393,1.1999999999999993
01394,8.8
01395,0.8
01396,0.19999999999999996
01397,9.0
01398,1.4000000000000001
01399,-1.2000000000000006
01400,2.4000000000000004
01401,4.800000000000001
01402,2.0
01403,0.4
01404,0.4
01405,5.4
01406,0.4
01407,0.4
01408,1.8
01409,0.4
01410,3.4000000000000004
01411,2.8000000000000003
01412,1.4000000000000001
01413,1.4000000000000001
01414,1.4000000000000001
01415,0.0
01417,1.4000000000000001
01418,0.4
01419,2.4000000000000004
01420,0.4
01421,2.0
01422,1.4000000000000001
01423,4.0
01424,2.8000000000000003
01425,0.4
01426,4.800000000000001
01427,1.4000000000000001
01428,-2.2
01429,-1.2000000000000006
01430,-0.6000000000000001
01431,-0.6000000000000001
01432,3.4000000000000004
01433,-3.8000000000000007
01434,1.4000000000000001
01435,2.4000000000000004
01436,1.4000000000000001
01437,1.4000000000000001
01438,1.2000000000000002
01439,0.4
01440,1.8
01441,1.4000000000000001
01442,3.4000000000000004
01443,1.4000000000000001
01444,2.0
01445,0.8
01446,4.4
01447,1.0
01448,0.8
01449,3.2
01450,1.4000000000000001
01451,0.8
01452,0.4
01453,4.4
01454,0.4
01455,1.4000000000000001
01456,7.4
01457,1.4000000000000001
01458,7.4
01459,7.800000000000001
01460,0.4
01461,1.4000000000000001
01462,1.4000000000000001
01463,1.4000000000000001
01464,5.4
01465,0.8
01466,2.8000000000000003
01467,2.4000000000000004
01468,-1.0
01469,7.4
01470,0.0
01471,2.4000000000000004
01472,8.0
01473,10.400000000000002
01474,9.0
01475,-3.2000000000000006
01476,1.8
01477,4.6000000000000005
01478,2.4000000000000004
01479,0.4
01480,-2.2
01481,6.2
01482,3.4000000000000004
01483,6.800000000000001
01484,8.4
01485,1.4000000000000001
01486,2.0
01487,6.000000000000001
01488,7.4
01489,1.4000000000000001
01490,0.8
01491,1.8
01492,0.8
01493,-2.2
01494,0.4
01495,0.6000000000000001
01496,2.0
01497,1.4000000000000001
01498,0.4
01499,1.4000000000000001
01500,-0.6000000000000001
01501,1.4000000000000001
01502,1.8
01503,1.4000000000000001
01504,2.4000000000000004
01505,-2.5999999999999996
01506,-3.6000000000000005
01507,-0.19999999999999996
01508,2.4000000000000004
01509,7.800000000000001
01510,4.2
01511,0.8
01512,0.4
01513,2.4000000000000004
01514,0.8
01515,2.8000000000000003
01516,2.8000000000000003
01517,0.4
01518,2.8000000000000003
01519,0.4
01520,-0.6000000000000001
01521,1.4000000000000001
01522,2.4000000000000004
01523,-0.19999999999999996
