고객번호,패션잡화_하_구매지수
00223,2.0
00224,-1.8000000000000003
00225,9.0
00226,4.4
00227,5.2
00228,3.8000000000000007
00229,1.8
00230,3.2
00231,2.0
00232,-2.5999999999999996
00233,2.0
00234,1.8
00235,6.4
00237,3.8
00238,2.4000000000000004
00239,3.2
00240,-4.2
00241,2.8000000000000003
00242,3.8
00243,2.0
00245,6.000000000000001
00246,8.8
00247,1.5999999999999996
00248,1.2000000000000002
00249,0.8
00250,3.2
00251,2.8000000000000003
00252,8.8
00253,-4.2
00254,7.4
00255,2.8000000000000003
00256,2.2
00257,1.8
00258,-3.0000000000000004
00259,9.4
00260,2.0
00261,-1.4000000000000004
00262,3.2
00263,6.4
00264,4.800000000000001
00265,2.8000000000000003
00266,-0.6000000000000001
00267,0.4
00268,0.20000000000000018
00269,5.8
00270,0.4
00271,-4.4
00272,3.2
00273,9.200000000000001
00274,3.0
00275,7.800000000000001
00276,2.4000000000000004
00277,-2.2
00278,2.0
00279,-3.0000000000000004
00280,11.200000000000001
00281,2.6000000000000005
00282,1.2000000000000002
00283,2.8000000000000003
00284,-1.2000000000000006
00285,0.0
00286,-1.2000000000000006
00289,6.6
00290,5.2
00291,1.6
00292,0.19999999999999996
00293,8.4
00294,3.2
00295,8.4
00296,4.6000000000000005
00297,8.8
00298,9.0
00299,3.2
00300,2.8000000000000003
00301,5.2
00302,4.2
00303,5.0
00304,3.2
00305,4.2
00306,0.0
00307,-1.8000000000000003
00308,-4.4
00309,-1.8000000000000003
00310,7.4
00311,1.4000000000000001
00312,7.000000000000001
00313,2.6000000000000005
00314,6.000000000000001
00315,2.4000000000000004
00316,8.8
00317,7.800000000000001
00318,10.200000000000001
00319,2.4000000000000004
00320,0.6000000000000001
00321,3.8
00322,-1.2000000000000006
00323,5.6
00324,0.8
00325,8.4
00326,7.800000000000001
00327,0.4
00328,1.4000000000000001
00329,1.4000000000000001
00330,4.800000000000001
00331,2.4000000000000004
00332,3.4000000000000004
00333,-1.0
00334,2.8000000000000003
00335,2.8000000000000003
00336,-3.2000000000000006
00337,1.8
00338,8.8
00339,3.0
00340,2.2
00341,6.000000000000001
00343,-0.40000000000000036
00344,0.19999999999999996
00345,-1.2000000000000002
00346,6.000000000000001
00347,0.4
00348,0.0
00349,0.0
00350,2.8000000000000003
00351,0.8
00352,-2.4000000000000004
00353,7.0
00354,8.0
00355,3.8000000000000007
00356,9.200000000000001
00357,3.0
00358,2.8000000000000003
00359,3.6
00360,2.4000000000000004
00361,2.8000000000000003
00362,3.2
00363,-0.19999999999999996
00364,7.4
00365,-1.4000000000000004
00366,0.0
00367,4.0
00368,1.2000000000000002
00369,3.2
00370,5.4
00371,0.6000000000000001
00372,9.4
00373,6.6000000000000005
00374,4.4
00375,-0.3999999999999999
00377,2.4000000000000004
00378,2.6000000000000005
00379,2.2
00380,4.800000000000001
00381,2.8000000000000003
00382,8.8
00383,4.2
00384,1.8
00385,2.4000000000000004
00386,-2.8000000000000007
00387,-2.0
00388,1.2000000000000002
00389,2.8000000000000003
00390,2.4000000000000004
00391,2.2
00393,5.8
00394,6.4
00395,4.800000000000001
00396,2.8000000000000003
00397,-0.3999999999999999
00398,9.4
00399,0.4
00400,2.2
00401,3.2
00402,0.0
00403,5.2
00404,0.0
00405,-4.2
00406,4.4
00407,2.8000000000000003
00408,3.6
00409,0.4
00411,-2.8000000000000007
00412,-0.19999999999999996
00413,-3.4000000000000004
00414,2.8000000000000003
00415,8.8
00416,3.6
00417,-0.19999999999999996
00418,1.4000000000000001
00419,-3.0
00420,1.6
00421,1.0
00422,3.8
00423,-3.6000000000000005
00425,-3.8000000000000007
00426,2.6000000000000005
00427,-0.5999999999999996
00428,2.8000000000000003
00429,6.000000000000001
00430,4.2
00431,0.8
00432,3.2
00433,2.6000000000000005
00434,7.4
00435,7.4
00436,2.8000000000000003
00438,2.4000000000000004
00439,-3.0
00440,7.000000000000001
00441,0.4
00442,0.8
00443,2.8000000000000003
00444,0.4
00445,4.4
00446,5.8
00447,-0.19999999999999996
00448,2.2
00449,-0.6000000000000001
00450,-4.2
00451,-0.19999999999999996
00452,-3.6000000000000005
00453,2.6000000000000005
00454,8.8
00455,-1.8000000000000003
00456,0.0
00457,0.8
00459,4.2
00461,4.800000000000001
00462,1.4000000000000001
00463,0.8
00464,7.4
00465,-3.0000000000000004
00466,2.8000000000000003
00467,0.40000000000000036
00468,4.2
00469,5.8
00471,-0.5999999999999996
00472,5.0
00473,-3.6000000000000005
00474,1.8
00475,1.2000000000000002
00477,6.4
00478,6.800000000000001
00479,7.4
00480,-0.8000000000000007
00481,2.6000000000000005
00482,2.4000000000000004
00483,4.4
00484,2.4000000000000004
00485,9.4
00486,6.800000000000001
00487,3.8
00488,2.0
00489,4.6000000000000005
00490,1.8
00491,0.0
00492,2.8000000000000003
00493,8.4
00494,2.8000000000000003
00496,2.6000000000000005
00497,-2.8000000000000007
00498,0.4
00499,1.4000000000000001
00500,0.4
00501,11.600000000000001
00502,2.8000000000000003
00503,2.8000000000000003
00504,9.200000000000001
00505,6.2
00506,7.800000000000001
00507,-3.4000000000000004
00508,8.0
00509,1.2000000000000002
00510,-0.19999999999999996
00511,2.6000000000000005
00512,-1.8000000000000003
00513,-0.3999999999999999
00514,8.4
00515,7.4
00516,5.0
00518,0.8
00519,1.8
00520,-3.2000000000000006
00521,6.800000000000001
00522,2.2
00523,2.0
00524,2.8000000000000003
00526,2.2
00527,2.4000000000000004
00528,3.0
00529,1.2000000000000002
00530,-0.19999999999999996
00531,9.8
00532,-0.7999999999999998
00533,4.800000000000001
00534,2.4000000000000004
00535,2.2
00536,9.200000000000001
00537,5.4
00538,2.4000000000000004
00539,5.2
00540,0.8
00541,7.4
00542,2.4000000000000004
00543,4.4
00544,2.6000000000000005
00545,-3.2000000000000006
00546,2.8000000000000003
00547,9.4
00548,0.4
00549,2.8000000000000003
00550,0.0
00551,3.2
00552,-1.8000000000000003
00553,6.2
00554,0.8
00555,7.0
00556,-3.6000000000000005
00557,3.2
00558,6.4
00559,-1.4000000000000004
00560,4.6000000000000005
00561,3.8
00562,-2.8000000000000007
00563,3.4000000000000004
00564,5.8
00565,-0.19999999999999996
00566,4.800000000000001
00567,0.8000000000000003
00568,1.8
00569,-1.7999999999999998
00570,5.6000000000000005
00571,1.2000000000000002
00572,0.8
00573,1.8
00574,0.8
00575,3.4000000000000004
00576,0.4
00577,0.0
00578,7.4
00579,2.0
00580,2.2
00581,-3.0
00582,8.8
00583,2.0
00584,4.2
00585,-2.4000000000000004
00586,0.8
00587,0.8000000000000003
00588,2.2
00589,-0.8
00590,2.4000000000000004
00592,0.3999999999999999
00593,4.6000000000000005
00594,5.8
00595,-0.19999999999999996
00596,1.0
00597,-1.7999999999999998
00598,-1.2000000000000006
00599,-3.2000000000000006
00600,4.800000000000001
00601,-1.8000000000000003
00602,2.8000000000000003
00603,1.6
00604,8.4
00605,0.0
00606,-1.2000000000000006
00607,4.800000000000001
00608,8.8
00609,0.0
00610,0.0
00611,3.2
00612,9.200000000000001
00613,0.0
00614,1.8
00615,6.4
00616,1.2000000000000002
00617,0.8
00618,1.8
00619,2.0
00620,5.6000000000000005
00621,-1.2000000000000006
00622,-2.8000000000000007
00623,1.6
00624,-1.6
00625,4.4
00626,3.2
00627,2.8000000000000003
00628,-3.0
00629,5.0
00630,1.8
00631,1.8
00632,2.4000000000000004
00633,0.0
00634,-3.8000000000000007
00635,1.6
00636,7.0
00637,3.2
00638,0.19999999999999996
00639,2.8000000000000003
00640,11.600000000000001
00641,9.8
00642,5.4
00643,2.5999999999999996
00644,-0.6000000000000001
00645,7.000000000000001
00646,-0.6000000000000001
00647,0.0
00648,4.2
00649,1.6
00650,-0.8000000000000007
00651,2.8000000000000003
00652,0.8
00653,4.800000000000001
00654,1.4000000000000001
00655,-2.2
00656,2.8000000000000003
00657,0.8
00658,2.8000000000000003
00659,5.2
00660,-1.0
00661,-4.0
00662,2.4000000000000004
00663,0.0
00664,10.200000000000001
00665,3.2
00666,-3.0
00667,8.8
00668,0.8
00669,-1.2000000000000006
00670,8.8
00671,7.4
00672,-0.19999999999999996
00673,2.4000000000000004
00674,-2.4000000000000004
00675,1.8
00676,4.0
00677,9.4
00678,2.4000000000000004
00679,2.0
00680,6.2
00681,3.6
00682,7.200000000000001
00683,2.8000000000000003
00684,8.8
00685,2.0
00686,-0.19999999999999996
00687,1.4000000000000001
00688,1.4000000000000001
00689,6.2
00690,2.2
00691,6.800000000000001
00692,6.4
00693,4.4
00694,2.6000000000000005
00695,9.200000000000001
00696,3.2
00697,-0.19999999999999996
00698,9.4
00699,2.4000000000000004
00700,-3.0
00701,0.4
00702,0.19999999999999996
00703,1.6
00704,1.8
00705,2.8000000000000003
00706,8.200000000000001
00707,6.800000000000001
00708,2.6000000000000005
00709,2.4000000000000004
00710,2.8000000000000003
00711,1.8
00712,-4.2
00713,0.4
00714,-1.2000000000000006
00715,1.4000000000000001
00716,1.4000000000000001
00717,2.2
00718,-2.8000000000000007
00719,1.4000000000000001
00720,2.8000000000000003
00721,0.4
00722,9.4
00723,2.8000000000000003
00724,0.0
00725,2.0
00726,-2.8000000000000007
00727,-3.8000000000000007
00728,0.19999999999999996
00729,5.8
00730,1.2000000000000002
00731,-0.19999999999999996
00732,4.800000000000001
00733,1.4000000000000001
00734,6.4
00735,1.8
00736,1.4000000000000001
00737,8.8
00738,2.2
00739,3.2
00740,-2.2
00741,-0.8
00742,3.2
00743,6.800000000000001
00744,0.5999999999999996
00745,0.8000000000000003
00746,7.4
00747,1.8
00748,13.0
00749,2.0
00750,1.0
00752,0.4
00754,-1.2000000000000002
00755,5.6000000000000005
00756,9.8
00757,3.8
00758,0.4
00759,6.000000000000001
00760,-3.6000000000000005
00761,2.0
00762,4.4
00763,5.4
00764,2.8000000000000003
00765,8.8
00766,2.8000000000000003
00767,2.8000000000000003
00768,7.800000000000001
00769,7.200000000000001
00770,1.4000000000000001
00771,1.4000000000000001
00772,4.800000000000001
00773,2.8000000000000003
00774,2.4000000000000004
00775,-1.2000000000000002
00776,-3.2000000000000006
00777,3.2
00778,8.8
00779,4.6000000000000005
00780,-0.19999999999999996
00781,7.4
00782,8.4
00783,2.4000000000000004
00784,3.2
00785,-3.6000000000000005
00786,1.6
00787,4.800000000000001
00788,6.4
00789,7.800000000000001
00790,-3.0
00791,3.2
00792,2.8000000000000003
00793,2.4000000000000004
00794,2.8000000000000003
00795,-1.2000000000000006
00796,1.8
00797,-4.2
00799,2.8000000000000003
00800,0.8
00801,-3.2000000000000006
00802,-1.2000000000000006
00803,-1.2000000000000006
00804,2.0
00805,2.4000000000000004
00806,6.4
00807,4.2
00808,7.800000000000001
00809,3.4000000000000004
00810,10.8
00811,0.8
00812,1.4000000000000001
00814,7.4
00815,2.2
00816,-0.19999999999999996
00817,3.2
00818,3.6
00819,1.6
00820,2.8000000000000003
00821,-3.2000000000000006
00822,8.4
00823,0.6000000000000001
00824,2.4000000000000004
00825,2.4000000000000004
00826,9.4
00827,1.4000000000000001
00828,1.8
00829,2.4000000000000004
00830,1.6
00832,9.8
00833,2.2
00834,7.800000000000001
00835,2.8000000000000003
00837,2.4000000000000004
00838,1.6
00839,0.0
00840,1.6
00841,-3.4000000000000004
00842,4.800000000000001
00843,8.4
00844,3.0
00845,2.6000000000000005
00846,1.8
00847,7.800000000000001
00848,2.2
00849,3.0
00850,11.600000000000001
00852,2.2
00853,-0.8000000000000007
00854,4.800000000000001
00855,-0.19999999999999996
00856,3.2
00857,2.2
00858,1.2000000000000002
00859,-4.800000000000001
00860,4.800000000000001
00861,0.8
00862,3.8000000000000007
00863,8.4
00864,3.8
00865,2.2
00866,-1.8000000000000003
00867,7.4
00868,-3.6000000000000005
00869,6.000000000000001
00870,2.4000000000000004
00871,-3.2000000000000006
00872,-1.0
00873,2.0
00874,1.8
00875,1.4000000000000001
00876,4.4
00877,8.4
00878,0.0
00879,0.8
00880,-1.6000000000000005
00881,0.0
00882,2.8000000000000003
00883,2.4000000000000004
00884,-3.2000000000000006
00885,2.8000000000000003
00886,-0.6000000000000001
00887,0.8
00888,8.4
00889,0.19999999999999996
00890,3.4000000000000004
00891,3.2
00892,6.0
00893,2.2
00894,-3.2000000000000006
00895,5.4
00896,3.0
00897,2.8000000000000003
00898,3.4000000000000004
00899,4.4
00900,-3.6000000000000005
00901,-3.0
00903,2.2
00904,-3.2000000000000006
00906,-0.19999999999999996
00907,6.4
00908,-3.6000000000000005
00909,9.4
00910,-1.2000000000000006
00911,0.0
00912,0.8
00913,0.8
00914,-1.8000000000000003
00915,4.6000000000000005
00916,-1.2000000000000006
00917,2.8000000000000003
00918,1.0
00919,2.8000000000000003
00920,0.8
00921,9.4
00922,1.6
00923,4.4
00924,8.4
00925,-3.2000000000000006
00926,5.4
00927,0.8
00928,0.4
00929,5.2
00930,-3.2000000000000006
00931,-2.2
00932,1.2000000000000002
00933,6.800000000000001
00934,0.19999999999999996
00935,2.8000000000000003
00936,1.8
00937,1.6
00938,7.800000000000001
00939,1.2000000000000002
00940,8.0
00941,7.4
00942,2.4000000000000004
00943,0.0
00944,-3.2000000000000006
00945,2.8000000000000003
00946,2.8000000000000003
00947,1.4000000000000001
00948,-0.19999999999999973
00949,2.8000000000000003
00950,8.8
00951,7.800000000000001
00952,-3.8000000000000007
00953,0.6000000000000001
00954,2.0
00955,7.800000000000001
00956,-2.2
00957,2.8000000000000003
00958,3.8
00959,2.4000000000000004
00960,-3.8000000000000007
00961,1.6
00962,0.4
00963,2.2
00964,4.0
00965,1.4000000000000001
00966,4.6000000000000005
00967,1.4000000000000001
00968,-3.8000000000000007
00969,8.4
00970,2.8000000000000003
00971,0.19999999999999996
00972,1.8
00973,6.6000000000000005
00974,6.4
00975,6.6
00976,-3.0
00977,0.19999999999999996
00978,5.6000000000000005
00979,-1.6000000000000005
00980,6.4
00981,5.2
00982,3.6
00983,2.0
00984,2.4000000000000004
00986,1.2000000000000002
00988,3.0
00989,-1.0
00990,-3.4000000000000004
00991,2.2
00992,0.4
00993,4.800000000000001
00994,0.8
00995,2.6000000000000005
00996,3.8
00997,-2.2
00998,6.800000000000001
00999,-0.6000000000000001
01000,-2.8000000000000007
01001,2.2
01002,2.6000000000000005
01003,11.0
01004,-0.6000000000000001
01005,2.4000000000000004
01006,7.4
01008,1.6
01009,6.000000000000001
01010,1.2000000000000002
01011,7.4
01012,4.4
01013,3.2
01014,1.8
01015,2.2
01016,2.4000000000000004
01017,1.8
01018,-1.8000000000000003
01019,-0.19999999999999996
01020,1.8
01021,2.0
01022,10.8
01023,0.0
01024,-0.8
01025,-0.6000000000000001
01026,9.4
01027,0.8
01028,1.8
01029,1.2000000000000002
01030,3.8
01031,2.0
01032,3.2
01033,3.8
01035,6.800000000000001
01036,2.8000000000000003
01037,-0.8000000000000007
01038,2.8000000000000003
01039,2.0
01040,-1.0
01041,2.8000000000000003
01042,2.6000000000000005
01043,3.2
01044,9.200000000000001
01045,2.0
01046,0.8
01047,-0.8
01048,4.2
01049,0.19999999999999996
01051,-3.2000000000000006
01052,-0.19999999999999996
01053,-3.2000000000000006
01054,-2.2
01055,8.0
01056,4.0
01057,1.2000000000000002
01058,1.4000000000000001
01059,2.8000000000000003
01060,4.2
01061,9.8
01062,1.4000000000000001
01064,0.3999999999999999
01065,1.4000000000000001
01066,1.0
01068,-0.19999999999999996
01069,-3.8000000000000007
01070,5.0
01071,0.19999999999999996
01072,2.2
01073,6.800000000000001
01075,6.000000000000001
01076,3.4000000000000004
01077,0.4
01078,2.4000000000000004
01079,1.8
01080,2.0
01081,2.0
01082,4.0
01083,11.400000000000002
01084,6.6000000000000005
01085,3.2
01086,4.2
01087,-0.40000000000000036
01088,0.8
01089,2.8000000000000003
01090,-2.8000000000000007
01091,7.4
01092,0.4
01094,10.200000000000001
01095,-2.2
01096,9.8
01097,0.8
01098,1.8
01099,4.800000000000001
01100,0.8
01101,-3.0
01103,4.2
01104,9.8
01105,-0.19999999999999996
01106,-1.4
01107,0.4
01108,3.4000000000000004
01110,6.000000000000001
01111,6.0
01112,2.0
01113,2.8000000000000003
01114,2.8000000000000003
01115,3.8
01116,7.4
01117,8.8
01118,2.2
01119,1.8
01120,4.800000000000001
01122,4.800000000000001
01123,8.8
01124,10.200000000000001
01125,6.6
01126,7.4
01127,-0.19999999999999973
01128,8.4
01129,-4.2
01130,2.6000000000000005
01131,2.8000000000000003
01133,7.800000000000001
01134,2.4000000000000004
01135,1.8
01136,4.800000000000001
01137,7.4
01138,11.200000000000001
01139,8.4
01140,4.800000000000001
01141,3.2
01142,4.0
01143,6.4
01144,-2.0000000000000004
01146,1.5999999999999996
01147,1.2000000000000002
01148,-2.5999999999999996
01149,2.8000000000000003
01150,-4.800000000000001
01151,5.6000000000000005
01152,5.0
01153,0.8
01154,0.8
01155,6.4
01156,3.2
01157,9.4
01158,3.2
01159,2.0
01160,7.2
01161,2.4000000000000004
01162,8.4
01163,2.8000000000000003
01164,2.8000000000000003
01165,-0.19999999999999996
01166,-0.6000000000000001
01167,-1.2000000000000006
01168,7.4
01169,3.2
01170,3.8
01172,4.4
01173,3.2
01174,2.6000000000000005
01175,1.2000000000000002
01176,3.4000000000000004
01177,2.4000000000000004
01178,-0.19999999999999996
01179,1.2000000000000002
01180,6.4
01181,5.8
01182,4.800000000000001
01183,2.4000000000000004
01184,5.4
01185,4.2
01186,3.2
01187,-1.2000000000000006
01188,8.4
01189,6.000000000000001
01190,1.4000000000000001
01191,-0.5999999999999996
01192,0.4
01193,2.8000000000000003
01194,0.8
01195,3.4000000000000004
01196,3.6
01197,3.2
01198,3.2000000000000006
01199,2.8000000000000003
01200,0.6000000000000001
01201,3.8
01202,0.0
01203,4.800000000000001
01204,-0.6000000000000001
01205,2.8000000000000003
01206,6.4
01207,8.8
01209,2.2
01210,4.4
01211,-2.8000000000000007
01212,9.8
01213,6.000000000000001
01214,-2.8000000000000007
01215,6.000000000000001
01216,2.0
01217,2.8000000000000003
01218,0.4
01219,3.8
01220,2.0
01221,7.000000000000001
01222,2.8000000000000003
01223,-1.0
01224,6.6
01225,3.6
01226,3.8
01227,3.2
01228,-1.2000000000000006
01229,5.2
01230,3.8
01231,2.0
01232,1.2000000000000002
01233,-0.6000000000000001
01234,4.6000000000000005
01235,2.4000000000000004
01236,-4.2
01237,4.800000000000001
01238,0.0
01239,5.8
01240,8.2
01241,1.8
01242,-0.19999999999999996
01243,-2.8000000000000007
01244,0.8
01245,13.0
01246,-2.4000000000000004
01247,-1.2000000000000006
01248,5.0
01249,2.0
01250,2.4000000000000004
01251,0.7999999999999998
01252,-2.2
01253,2.0
01254,6.4
01255,5.2
01256,2.8000000000000003
01257,3.2
01258,1.2000000000000002
01259,0.4
01260,7.4
01261,3.8
01263,5.2
01264,0.4
01265,1.4000000000000001
01266,-0.19999999999999996
01267,8.8
01268,6.2
01269,0.4
01270,7.4
01271,9.8
01272,2.4000000000000004
01273,3.2000000000000006
01274,-1.2000000000000002
01275,4.2
01276,0.4
01277,0.4
01278,0.0
01279,9.8
01280,7.200000000000001
01282,0.4
01283,2.6000000000000005
01284,0.4
01285,0.19999999999999996
01286,2.0
01287,1.0
01288,6.000000000000001
01289,2.4000000000000004
01290,2.8000000000000003
01291,3.6
01292,2.8000000000000003
01293,6.800000000000001
01294,0.20000000000000018
01295,0.8
01296,-2.8000000000000007
01297,-1.4000000000000004
01298,1.3999999999999995
01299,8.0
01300,-1.2000000000000002
01301,1.0
01302,0.4
01304,6.800000000000001
01305,8.8
01306,3.8
01307,2.8000000000000003
01308,1.2000000000000002
01309,4.800000000000001
01310,1.4000000000000001
01311,6.4
01312,2.2
01313,5.4
01314,7.800000000000001
01315,0.4
01316,0.8
01317,0.20000000000000018
01318,7.0
01319,4.800000000000001
01321,2.8000000000000003
01322,3.8
01323,2.0
01324,1.6
01325,1.8
01326,5.800000000000001
01327,1.8
01328,-0.8
01329,1.4000000000000001
01331,5.8
01332,5.6000000000000005
01333,2.8000000000000003
01334,2.8000000000000003
01335,6.0
01336,0.4
01337,6.4
01338,2.4000000000000004
01339,3.4000000000000004
01340,3.2
01341,7.800000000000001
01342,2.4000000000000004
01343,0.4
01344,5.2
01345,1.4000000000000001
01346,0.0
01347,2.8000000000000003
01348,3.6
01349,0.4
01350,-2.2
01351,0.4
01352,1.4000000000000001
01353,3.2
01354,7.800000000000001
01355,2.6000000000000005
01356,0.8
01357,3.2
01358,-0.6000000000000001
01359,2.4000000000000004
01360,0.4
01361,6.000000000000001
01362,2.4000000000000004
01363,4.2
01364,-2.2
01365,1.2000000000000002
01366,2.8000000000000003
01367,0.8
01368,6.800000000000001
01369,-1.2000000000000006
01370,1.8
01372,2.4000000000000004
01373,5.8
01374,3.4000000000000004
01375,2.4000000000000004
01376,2.4000000000000004
01377,8.8
01378,1.4000000000000001
01380,0.0
01381,5.6000000000000005
01382,2.2
01383,-3.0
01384,2.4000000000000004
01385,0.19999999999999996
01386,3.2
01387,4.800000000000001
01388,2.8000000000000003
01389,5.0
01390,-1.8000000000000003
01391,2.8000000000000003
01392,4.4
01393,4.0
01394,7.4
01395,1.0
01396,5.2
01397,-1.0
01398,-4.2
01399,2.2
01400,2.4000000000000004
01401,2.4000000000000004
01402,0.4
01403,2.6000000000000005
01404,4.6000000000000005
01405,2.0
01406,7.800000000000001
01407,-0.8000000000000007
01408,12.200000000000001
01409,0.4
01410,4.6000000000000005
01411,6.2
01412,0.4
01413,7.800000000000001
01414,7.4
01415,0.19999999999999996
01416,0.0
01417,6.800000000000001
01418,2.2
01419,-0.19999999999999996
01420,3.4000000000000004
01421,2.2
01422,0.8
01423,8.4
01424,-4.800000000000001
01425,5.2
01426,0.8
01427,3.8000000000000007
01428,2.8000000000000003
01429,6.000000000000001
01430,2.8000000000000003
01431,2.8000000000000003
01432,0.19999999999999996
01433,2.8000000000000003
01434,0.4
01435,3.4000000000000004
01436,0.6000000000000001
01437,2.8000000000000003
01438,0.4
01439,-1.6000000000000005
01440,0.8
01441,7.000000000000001
01442,2.8000000000000003
01443,3.8
01444,1.8
01445,3.2
01446,3.2
01447,1.4000000000000001
01448,1.3999999999999995
01449,0.4
01450,0.8
01451,7.4
01452,-0.6000000000000001
01453,2.0
01454,6.6000000000000005
01455,9.4
01456,-0.19999999999999973
01457,-2.8000000000000007
01458,-3.8000000000000007
01459,6.800000000000001
01460,3.8
01461,1.8
01462,-3.2000000000000006
01463,-1.6000000000000005
01464,2.2
01465,8.4
01466,5.2
01467,1.2000000000000002
01468,-1.2000000000000006
01469,6.000000000000001
01470,8.600000000000001
01471,7.200000000000001
01472,3.6
01473,4.800000000000001
01474,6.0
01475,4.6000000000000005
01476,-0.19999999999999996
01477,2.8000000000000003
01478,8.8
01479,8.8
01480,6.800000000000001
01481,4.800000000000001
01482,2.8000000000000003
01483,4.800000000000001
01484,8.8
01485,1.2000000000000002
01486,3.4000000000000004
01487,2.8000000000000003
01488,4.4
01489,1.4000000000000001
01490,-0.8000000000000007
01491,7.4
01492,5.6000000000000005
01493,0.6000000000000001
01494,2.0
01495,5.8
01496,7.800000000000001
01497,0.4
01498,2.6000000000000005
01499,-1.4000000000000004
01500,5.6000000000000005
01501,2.6000000000000005
01502,0.8
01503,0.4
01504,0.0
01505,2.8000000000000003
01506,6.4
01507,7.800000000000001
01508,4.4
01509,-3.2000000000000006
01510,5.8
01511,-2.2
01512,1.2000000000000002
01513,-0.19999999999999996
01514,1.8
01515,2.8000000000000003
01516,4.0
