고객번호,의류_상_구매지수
00457,0.19999999999999996
00458,-1.4
00459,0.8
00462,0.4
00463,-0.19999999999999996
00464,0.8
00465,4.4
00466,1.8
00467,0.8000000000000003
00468,0.4
00469,10.8
00470,2.4000000000000004
00471,1.8
00474,-0.19999999999999996
00475,3.0
00477,0.8
00478,0.0
00479,8.2
00480,0.0
00481,2.8000000000000003
00482,2.0
00483,-1.2000000000000006
00484,-0.6000000000000001
00485,-0.19999999999999996
00486,0.4
00489,-0.6000000000000001
00490,8.8
00491,-1.2000000000000006
00492,-0.19999999999999996
00494,1.8
00496,3.8
00498,2.4000000000000004
00500,-3.6000000000000005
00501,0.0
00502,0.4
00503,1.8
00504,-0.6000000000000001
00505,-0.19999999999999996
00506,-0.19999999999999996
00507,2.8000000000000003
00508,0.4
00509,0.19999999999999996
00510,-0.6000000000000001
00513,-0.6000000000000001
00514,5.0
00515,-0.8000000000000007
00517,0.0
00518,-0.6000000000000001
00519,9.8
00520,5.8
00521,-1.2000000000000002
00522,7.4
00524,8.8
00525,12.600000000000001
00526,1.8
00527,-3.2000000000000006
00529,-0.19999999999999996
00530,7.4
00531,9.8
00532,0.8
00534,0.0
00535,1.8
00536,7.0
00538,1.4000000000000001
00539,-0.6000000000000001
00540,4.0
00542,7.4
00543,-1.2000000000000006
00544,0.19999999999999996
00545,0.19999999999999996
00546,0.8
00547,6.800000000000001
00548,0.19999999999999996
00549,2.2
00550,8.2
00551,2.4000000000000004
00552,6.2
00553,-0.6000000000000001
00554,0.4
00555,0.8
00557,10.400000000000002
00558,2.0
00559,0.4
00560,0.4
00561,0.8
00562,-0.6000000000000001
00563,-0.8000000000000007
00564,2.8000000000000003
00565,1.4000000000000001
00566,-0.19999999999999996
00567,3.6
00569,-0.19999999999999996
00571,1.8
00572,0.4
00573,1.6
00574,-0.19999999999999996
00575,7.000000000000001
00576,0.4
00577,0.4
00578,-0.19999999999999996
00580,-2.5999999999999996
00582,4.4
00584,-0.19999999999999996
00585,0.8
00586,-0.6000000000000001
00587,7.800000000000001
00588,1.8
00589,0.19999999999999996
00590,6.000000000000001
00592,5.2
00593,1.8
00594,1.0
00595,1.2000000000000002
00596,-4.2
00597,-0.19999999999999996
00598,7.0
00599,2.2
00600,2.4000000000000004
00601,0.8
00602,1.8
00603,0.19999999999999996
00604,0.8
00606,-0.6000000000000001
00607,8.4
00608,-0.8
00610,2.8000000000000003
00611,1.0
00612,-3.2000000000000006
00613,2.2
00614,2.8000000000000003
00615,-0.19999999999999996
00616,2.0
00617,0.19999999999999996
00618,3.6
00619,6.000000000000001
00620,0.8
00622,-0.19999999999999996
00623,-1.2000000000000006
00624,2.0
00627,3.8
00628,2.2
00629,-3.6000000000000005
00630,-0.19999999999999996
00631,1.0
00632,-3.6000000000000005
00633,0.8
00634,2.2
00635,-0.3999999999999999
00636,2.0
00637,0.8
00638,0.0
00639,0.19999999999999996
00640,0.4
00641,0.4
00642,4.2
00643,-0.6000000000000001
00644,0.0
00645,-0.6000000000000001
00646,7.4
00647,-3.0
00648,-0.19999999999999996
00649,3.0
00651,5.8
00652,0.8
00653,0.0
00654,3.4000000000000004
00656,0.0
00657,-0.19999999999999996
00658,5.4
00661,0.0
00664,-0.19999999999999996
00665,2.8000000000000003
00666,6.000000000000001
00667,3.0
00669,9.200000000000001
00670,0.4
00671,-3.6000000000000005
00672,2.8000000000000003
00673,1.8
00674,-0.19999999999999996
00675,2.4000000000000004
00676,0.4
00677,8.2
00679,2.4000000000000004
00680,6.4
00681,-3.4000000000000004
00683,-1.2000000000000006
00684,3.2
00686,-0.20000000000000018
00687,9.200000000000001
00689,0.4
00690,-0.19999999999999996
00691,2.6
00692,2.4000000000000004
00693,0.8
00694,-0.19999999999999996
00695,0.8
00696,-4.2
00697,2.8000000000000003
00698,2.4000000000000004
00699,2.4000000000000004
00700,2.0
00701,0.8
00702,3.4000000000000004
00703,0.4
00704,1.2000000000000002
00706,5.2
00707,-0.6000000000000001
00708,0.6000000000000001
00709,0.19999999999999996
00710,8.8
00711,0.4
00712,0.4
00713,-0.8
00714,-0.19999999999999973
00715,0.4
00716,-1.2000000000000002
00717,1.6
00718,7.4
00719,2.4000000000000004
00723,1.4000000000000001
00725,0.0
00726,0.0
00727,0.0
00728,0.4
00729,-0.6000000000000001
00730,-0.19999999999999996
00731,4.2
00732,0.0
00733,0.4
00734,5.0
00735,1.8
00736,0.8
00737,4.800000000000001
00738,2.4000000000000004
00739,0.0
00741,6.000000000000001
00742,1.8
00743,4.800000000000001
00744,2.4000000000000004
00745,2.8000000000000003
00746,1.4000000000000001
00747,0.4
00748,1.0
00749,2.8000000000000003
00751,0.0
00752,2.2
00753,2.4000000000000004
00754,0.4
00755,0.8
00756,-1.2000000000000006
00757,1.8
00758,1.4000000000000001
00759,2.0
00760,2.8000000000000003
00761,2.4000000000000004
00762,2.4000000000000004
00763,-1.2000000000000006
00764,2.4000000000000004
00765,1.8
00766,7.800000000000001
00767,-0.19999999999999996
00768,8.0
00769,0.8
00770,0.0
00771,-0.6000000000000001
00772,0.4
00773,4.2
00774,-3.2000000000000006
00775,0.4
00776,-3.2000000000000006
00777,-0.6000000000000001
00778,2.4000000000000004
00779,8.4
00780,1.8
00781,1.4000000000000001
00782,2.4000000000000004
00783,0.4
00784,0.19999999999999996
00785,0.4
00786,-0.19999999999999996
00787,2.8000000000000003
00788,3.2
00789,0.8
00791,-0.19999999999999996
00792,0.4
00794,-0.19999999999999996
00795,0.19999999999999996
00796,0.19999999999999996
00797,0.4
00799,-1.2000000000000006
00800,8.4
00801,0.8
00802,0.8
00803,2.4000000000000004
00804,0.0
00805,2.0
00806,0.4
00807,-0.6000000000000001
00808,0.0
00809,8.4
00810,0.8
00811,0.4
00812,0.8
00814,2.8000000000000003
00815,0.19999999999999996
00816,-0.19999999999999996
00817,1.0
00818,0.4
00819,0.0
00822,2.4000000000000004
00823,-0.19999999999999996
00824,2.8000000000000003
00825,5.2
00827,0.8
00828,-0.19999999999999996
00829,2.0
00830,-3.2000000000000006
00832,-2.0000000000000004
00833,6.4
00835,0.8
00837,8.8
00838,0.4
00839,1.2000000000000002
00840,6.000000000000001
00841,0.4
00842,-0.19999999999999996
00844,5.8
00845,0.0
00846,0.8
00847,0.19999999999999996
00848,-0.6000000000000001
00849,2.4000000000000004
00850,0.8
00852,-4.2
00853,1.4000000000000001
00854,2.4000000000000004
00855,-0.19999999999999996
00856,10.200000000000001
00857,1.8
00858,0.0
00859,1.4000000000000001
00861,0.19999999999999996
00863,3.2
00864,4.800000000000001
00865,1.4000000000000001
00866,-0.19999999999999996
00867,1.2000000000000002
00868,3.0
00869,2.2
00870,0.8
00871,-3.0
00872,3.8000000000000007
00873,-0.6000000000000001
00874,0.8
00875,0.4
00876,-4.2
00877,8.4
00878,0.4
00879,1.0
00880,-1.2000000000000006
00882,1.8
00883,6.800000000000001
00884,-0.6000000000000001
00885,2.8000000000000003
00886,0.4
00887,2.4000000000000004
00888,2.0
00889,2.4000000000000004
00890,2.8000000000000003
00891,2.4000000000000004
00893,0.4
00894,-0.6000000000000001
00895,7.4
00897,0.8
00898,2.0
00899,0.4
00901,0.0
00903,3.8000000000000007
00904,2.8000000000000003
00906,2.4000000000000004
00907,0.8
00909,-3.6000000000000005
00910,0.0
00911,-0.19999999999999996
00912,6.2
00913,-0.6000000000000001
00914,3.4000000000000004
00915,0.4
00916,0.8
00917,-3.6000000000000005
00918,0.4
00919,-1.2000000000000002
00920,-0.6000000000000001
00921,2.4000000000000004
00923,0.4
00924,1.8
00925,3.0
00927,-3.8000000000000007
00928,0.0
00929,0.4
00930,2.8000000000000003
00931,-0.19999999999999996
00933,2.0
00934,-0.6000000000000001
00935,0.8
00936,0.8
00937,0.4
00939,0.8
00941,0.8
00943,3.2
00944,-0.6000000000000001
00945,5.2
00946,-0.19999999999999996
00947,-0.19999999999999996
00948,0.0
00949,2.2
00950,0.0
00951,0.0
00952,0.4
00953,3.2
00954,0.0
00955,-0.19999999999999996
00956,2.4000000000000004
00957,0.4
00958,0.4
00959,-3.4000000000000004
00960,2.4000000000000004
00962,-0.6000000000000001
00963,-0.19999999999999996
00965,0.0
00966,0.19999999999999996
00967,2.8000000000000003
00968,-0.8000000000000007
00969,4.800000000000001
00971,1.2000000000000002
00972,-0.3999999999999999
00973,7.000000000000001
00974,0.4
00975,1.4000000000000001
00977,0.4
00978,0.8
00980,2.8000000000000003
00981,4.4
00982,0.0
00983,-2.2
00984,1.0
00986,0.4
00988,2.0
00989,-0.19999999999999996
00990,-0.19999999999999996
00991,0.4
00992,0.4
00993,1.4000000000000001
00994,0.4
00995,-2.5999999999999996
00996,9.200000000000001
00997,3.2
00998,-0.6000000000000001
00999,0.8
01000,6.000000000000001
01001,4.800000000000001
01002,0.4
01004,0.0
01005,0.4
01006,3.2
01007,-0.19999999999999973
01008,0.19999999999999996
01010,6.000000000000001
01011,0.4
01012,3.8000000000000007
01013,0.8
01014,0.4
01015,0.4
01016,-0.6000000000000001
01017,-3.2000000000000006
01018,0.4
01019,2.8000000000000003
01020,-2.2
01021,2.0
01022,2.4000000000000004
01023,4.0
01024,9.4
01025,7.000000000000001
01026,0.4
01027,-0.6000000000000001
01028,1.8
01029,1.8
01031,2.0
01032,-0.19999999999999996
01033,0.4
01036,2.8000000000000003
01037,8.8
01038,0.8
01039,-0.6000000000000001
01040,0.4
01042,-0.19999999999999996
01043,2.8000000000000003
01044,-0.6000000000000001
01045,1.4000000000000001
01046,6.4
01047,-0.19999999999999996
01049,0.4
01052,10.8
01053,-0.6000000000000001
01055,0.0
01056,7.800000000000001
01057,0.4
01058,0.0
01059,6.800000000000001
01060,9.8
01061,8.0
01062,6.800000000000001
01064,8.0
01065,0.8
01066,0.0
01068,0.0
01069,-0.19999999999999996
01071,0.19999999999999996
01072,-0.19999999999999996
01073,0.0
01075,0.0
01076,7.200000000000001
01077,-3.6000000000000005
01079,2.2
01084,0.4
01085,0.8
01086,5.8
01087,3.2
01088,0.8
01090,-0.8
01091,0.4
01092,0.4
01094,0.8
01095,-0.6000000000000001
01096,2.0
01097,10.400000000000002
01098,0.4
01099,3.6
01100,2.8000000000000003
01101,8.8
01103,-0.6000000000000001
01104,0.4
01105,0.4
01106,2.4000000000000004
01107,7.000000000000001
01108,0.8
01109,-3.6000000000000005
01110,0.4
01111,0.8
01113,2.4000000000000004
01114,0.0
01115,-3.6000000000000005
01117,-0.6000000000000001
01118,0.8
01119,-0.19999999999999996
01122,8.4
01123,5.2
01124,6.4
01125,2.4000000000000004
01126,0.4
01127,0.8
01128,-1.2000000000000002
01129,-0.19999999999999996
01130,0.4
01131,4.2
01132,2.8000000000000003
01133,-1.2000000000000002
01134,4.4
01135,0.19999999999999996
01136,6.2
01137,0.0
01138,0.4
01139,-0.19999999999999996
01140,0.0
01141,-0.6000000000000001
01142,0.4
01143,2.4000000000000004
01144,0.4
01146,6.4
01147,0.0
01148,2.0
01150,-0.19999999999999996
01151,-0.19999999999999996
01152,0.0
01153,7.800000000000001
01154,3.8
01155,0.4
01156,-1.2000000000000006
01157,0.8
01158,2.4000000000000004
01159,2.4000000000000004
01160,2.8000000000000003
01161,1.8
01162,-0.6000000000000001
01163,3.8
01164,0.8
01165,-0.6000000000000001
01166,0.19999999999999996
01167,2.0
01168,6.000000000000001
01172,0.8
01173,0.4
01175,8.4
01176,-0.19999999999999996
01178,0.4
01179,0.4
01180,2.4000000000000004
01181,2.4000000000000004
01184,2.0
01185,5.4
01187,2.4000000000000004
01189,3.2
01191,6.000000000000001
01192,0.4
01193,8.4
01194,0.8
01196,8.4
01197,0.8
01199,1.4000000000000001
01200,1.4000000000000001
01201,7.4
01202,-4.2
01203,0.8
01206,2.0
01207,0.4
01209,1.8
01210,2.4000000000000004
01211,0.4
01212,0.4
01214,-2.2
01215,3.6
01216,2.4000000000000004
01217,2.0
01218,2.6000000000000005
01219,1.8
01221,1.2000000000000002
01222,-0.19999999999999996
01223,2.4000000000000004
01224,1.0
01225,-3.6000000000000005
01226,1.2000000000000002
01227,6.6
01228,2.8000000000000003
01229,-0.6000000000000001
01230,2.8000000000000003
01232,1.2000000000000002
01233,0.4
01234,2.8000000000000003
01235,1.0
01236,2.8000000000000003
01237,7.4
01238,-0.19999999999999996
01240,1.6
01241,6.000000000000001
01242,0.4
01243,0.4
01244,-2.5999999999999996
01245,0.4
01246,-0.19999999999999996
01247,2.0
01249,0.0
01250,1.6
01252,0.0
01254,0.8
01255,0.4
01256,2.0
01257,-0.19999999999999996
01258,7.0
01259,1.4000000000000001
01261,5.2
01263,0.8
01264,-0.6000000000000001
01265,0.0
01266,-0.19999999999999996
01267,-0.8000000000000007
01268,2.2
01269,0.6000000000000001
01270,6.6
01271,-0.6000000000000001
01272,0.4
01273,-0.19999999999999996
01274,0.4
01275,0.0
01277,0.4
01279,2.8000000000000003
01280,5.0
01282,0.4
01283,-3.4000000000000004
01284,-0.6000000000000001
01285,0.0
01287,7.4
01288,0.8
01289,-0.19999999999999996
01290,0.4
01291,-0.6000000000000001
01292,9.200000000000001
01294,-2.6000000000000005
01295,0.4
01296,2.8000000000000003
01297,8.4
01298,-1.2000000000000002
01299,-1.8000000000000003
01300,2.4000000000000004
01301,-0.19999999999999996
01302,0.0
01303,7.0
01304,-3.2000000000000006
01305,-1.8000000000000003
01306,-3.6000000000000005
01307,1.6
01308,8.8
01309,0.0
01310,-1.2000000000000002
01311,1.4000000000000001
01312,6.000000000000001
01313,2.2
01314,6.4
01315,0.4
01316,-1.2000000000000002
01317,-0.19999999999999996
01319,5.0
01323,2.0
01324,2.4000000000000004
01325,-3.6000000000000005
01327,-0.19999999999999996
01328,-1.8000000000000003
01329,0.4
01331,2.0
01332,0.8
01334,-0.19999999999999996
01335,5.2
01336,-0.19999999999999996
01339,-3.6000000000000005
01340,1.8
01341,1.2000000000000002
01342,-0.8000000000000007
01343,0.0
01344,1.4000000000000001
01345,0.8
01346,1.0
01347,1.4000000000000001
01348,0.0
01349,0.4
01350,2.0
01351,2.0
01352,0.0
01353,2.8000000000000003
01354,2.4000000000000004
01355,2.4000000000000004
01356,2.6000000000000005
01357,6.000000000000001
01358,2.8000000000000003
01359,0.0
01360,0.8
01361,6.000000000000001
01362,2.4000000000000004
01363,9.8
01364,-3.8000000000000007
01365,-0.19999999999999996
01366,1.0
01367,1.4000000000000001
01368,7.4
01369,4.4
01370,0.0
01372,2.4000000000000004
01373,7.4
01375,-0.19999999999999996
01376,5.0
01377,8.4
01378,0.4
01380,4.800000000000001
01381,-0.19999999999999996
01382,1.0
01385,-0.6000000000000001
01386,2.0
01388,2.8000000000000003
01389,-0.8000000000000007
01391,0.0
01393,-1.2000000000000006
01394,7.800000000000001
01395,3.2
01396,5.6000000000000005
01398,2.4000000000000004
01399,8.4
01401,2.4000000000000004
01403,-1.2000000000000002
01406,-0.19999999999999996
01407,0.4
01408,1.4000000000000001
01409,6.4
01411,0.4
01412,-3.6000000000000005
01413,1.4000000000000001
01414,2.0
01415,-0.6000000000000001
01417,0.0
01418,-3.6000000000000005
01419,0.4
01420,0.8
01421,0.4
01422,2.8000000000000003
01423,7.800000000000001
01424,-3.8000000000000007
01425,2.8000000000000003
01426,0.4
01428,1.8000000000000007
01429,3.0
01430,0.4
01431,7.800000000000001
01433,-3.2000000000000006
01434,1.8
01436,6.800000000000001
01437,-0.5999999999999996
01438,-0.6000000000000001
01439,1.4000000000000001
01440,1.4000000000000001
01441,0.4
01442,-0.6000000000000001
01443,-0.19999999999999996
01445,1.2000000000000002
01446,2.8000000000000003
01447,0.8
01449,1.4000000000000001
01450,1.8
01451,9.200000000000001
01452,0.4
01453,2.4000000000000004
01454,2.4000000000000004
01455,0.0
01456,4.800000000000001
01457,1.8
01458,0.8000000000000003
01459,0.4
01460,0.4
01461,1.4000000000000001
01462,-0.6000000000000001
01463,-0.5999999999999996
01464,2.4000000000000004
01465,0.4
01466,2.0
01467,0.0
01470,1.8
01471,0.4
01472,1.4000000000000001
01473,-0.8000000000000007
01476,0.8
01478,6.4
01479,0.4
01480,-3.2000000000000006
01481,4.800000000000001
01482,2.8000000000000003
01483,-3.6000000000000005
01484,4.4
01485,6.000000000000001
01486,-0.8
01487,2.4000000000000004
01488,2.2
01489,0.4
01490,8.8
01491,0.8
01492,0.0
01494,4.0
01496,2.4000000000000004
01497,-3.6000000000000005
01498,2.4000000000000004
01500,0.0
01501,6.800000000000001
01502,2.8000000000000003
01505,1.8
01506,0.0
01507,8.4
01509,2.4000000000000004
01510,-3.6000000000000005
01511,4.0
01512,0.0
01513,1.8
01514,-0.20000000000000018
01515,-1.2000000000000006
01516,0.4
01517,0.4
01518,0.19999999999999996
01519,0.0
01521,0.4
01523,-0.19999999999999996
01524,0.8
01526,5.2
01527,0.0
01528,2.4000000000000004
01530,1.4000000000000001
01532,2.0
01533,1.4000000000000001
01534,0.4
01535,2.0
01536,1.4000000000000001
01537,-0.6000000000000001
01538,0.4
01539,-1.2000000000000006
01541,2.4000000000000004
01542,7.000000000000001
01543,0.0
01544,2.4000000000000004
01545,-0.19999999999999996
01546,-3.6000000000000005
01547,2.8000000000000003
01548,-1.2000000000000002
01549,5.0
01550,-0.19999999999999996
01551,6.000000000000001
01552,3.4000000000000004
01554,0.8
01556,2.4000000000000004
01557,1.4000000000000001
01558,1.4000000000000001
01559,2.0
01561,1.8
01563,0.4
01566,0.4
01567,1.4000000000000001
01569,0.4
01570,2.4000000000000004
01571,2.4000000000000004
01573,0.0
01574,2.4000000000000004
01575,6.000000000000001
01576,7.800000000000001
01577,0.4
01578,2.2
01579,-0.19999999999999996
01580,2.4000000000000004
01581,3.4000000000000004
01582,0.0
01583,0.0
01584,2.2
01585,-0.19999999999999996
01586,2.4000000000000004
01587,0.4
01588,7.800000000000001
01589,1.4000000000000001
01590,6.000000000000001
01592,9.0
01593,2.8000000000000003
01594,0.4
01596,2.0
01597,5.0
01598,8.0
01599,-0.6000000000000001
01600,6.000000000000001
01601,0.4
01602,4.0
01603,-0.8
01604,2.8000000000000003
01605,11.200000000000001
01606,0.0
01607,-0.6000000000000001
01608,0.0
01609,7.4
01611,2.4000000000000004
01612,2.0
01613,-3.2000000000000006
01614,9.0
01615,-0.6000000000000001
01616,2.6000000000000005
01617,1.4000000000000001
01618,0.0
01619,2.8000000000000003
01620,2.8000000000000003
01621,8.4
01623,5.4
01624,1.4000000000000001
01625,2.4000000000000004
01626,1.8
01628,6.4
01629,5.8
01630,-0.19999999999999996
01631,5.4
01632,7.800000000000001
01633,7.800000000000001
01635,-1.2000000000000002
01636,2.0
01637,0.0
01638,-0.19999999999999996
01639,0.8
01640,-0.19999999999999996
01641,-0.19999999999999996
01642,0.0
01644,0.19999999999999996
01646,0.8
01647,1.8
01648,0.0
01649,-3.6000000000000005
01652,0.4
01653,6.000000000000001
01654,2.8000000000000003
01658,0.4
01659,0.4
01662,-0.6000000000000001
01663,-1.4000000000000004
01664,0.4
01665,3.0
01666,2.4000000000000004
01667,2.8000000000000003
01668,0.0
01670,7.0
01671,0.19999999999999996
01673,-0.3999999999999999
01674,2.0
01675,7.800000000000001
01676,2.4000000000000004
01677,2.8000000000000003
01678,7.4
01679,-1.2000000000000002
01680,2.8000000000000003
01681,0.4
01682,0.4
01683,2.8000000000000003
01684,0.8
01685,-0.19999999999999996
01687,2.4000000000000004
01688,-0.6000000000000001
01690,0.0
01691,0.8
01692,7.000000000000001
01693,2.0
01694,-3.6000000000000005
01695,0.4
01696,0.8
01697,10.400000000000002
01699,-0.19999999999999996
01700,2.0
01702,0.4
01705,2.4000000000000004
01706,-3.6000000000000005
01707,-0.19999999999999996
01708,-0.19999999999999996
01709,0.0
01713,-0.19999999999999996
01714,2.4000000000000004
01716,3.2
01718,4.800000000000001
01719,0.8
01721,9.8
01722,2.8000000000000003
01723,0.8
01724,2.8000000000000003
01725,0.8
01726,8.4
01727,-3.6000000000000005
01728,1.4000000000000001
01729,2.0
01730,2.4000000000000004
01731,1.4000000000000001
01732,1.4000000000000001
01733,-0.6000000000000001
01735,2.0
01736,-3.2000000000000006
01738,-0.19999999999999996
01739,0.8
01741,1.8
01743,-1.2000000000000006
01744,-1.6000000000000005
01745,0.4
01747,0.0
01748,-2.2
01749,6.0
