고객번호,패션잡화_하_방문지수
00156,0.19999999999999996
00157,2.4000000000000004
00158,1.8
00159,-0.8
00160,3.4000000000000004
00161,-0.20000000000000018
00162,4.2
00163,2.4000000000000004
00164,-0.6000000000000001
00165,2.2
00166,0.19999999999999996
00167,0.3999999999999999
00168,1.8
00169,0.8
00170,0.8
00171,0.0
00172,1.4000000000000001
00173,2.2
00175,1.8
00176,4.4
00177,2.0
00178,0.8
00179,2.4000000000000004
00180,-0.19999999999999996
00181,0.6000000000000001
00182,0.0
00183,0.19999999999999996
00184,1.2000000000000002
00185,2.4000000000000004
00186,-2.4000000000000004
00187,-1.7999999999999998
00188,0.8
00189,1.0
00190,-0.19999999999999996
00191,1.0
00192,3.2
00193,1.6
00194,2.6
00195,1.6
00196,0.19999999999999996
00197,1.6
00198,1.2000000000000002
00199,1.2000000000000002
00200,-1.4000000000000004
00201,1.8
00202,5.0
00203,3.2
00204,2.2
00205,-0.8
00206,-0.20000000000000018
00207,0.8
00208,1.6
00209,2.2
00210,2.4000000000000004
00211,-0.6000000000000003
00212,-0.3999999999999999
00213,3.8000000000000007
00214,0.4
00215,2.2
00216,-0.3999999999999999
00217,-0.3999999999999999
00218,1.0
00219,-1.4000000000000004
00220,4.6000000000000005
00221,1.2000000000000002
00222,3.2
00223,0.4
00224,-0.3999999999999999
00225,4.6000000000000005
00226,1.2000000000000002
00227,2.0
00228,1.6
00229,1.8
00230,2.2
00231,0.4
00232,-0.19999999999999996
00233,0.4
00234,0.8
00235,2.6
00237,2.2
00238,0.8
00239,3.6
00240,-0.3999999999999999
00241,1.6
00242,4.0
00243,0.4
00245,2.4000000000000004
00246,1.4000000000000001
00247,0.8000000000000003
00248,-1.2000000000000002
00249,2.8000000000000003
00250,1.0
00251,1.6
00252,2.6
00253,-0.8
00254,4.4
00255,1.2000000000000002
00256,3.4000000000000004
00257,-1.2000000000000002
00258,-1.7999999999999998
00259,4.2
00260,1.2000000000000002
00261,0.19999999999999996
00262,1.6
00263,1.8
00264,1.6
00265,1.0
00266,0.19999999999999996
00267,3.6
00268,1.0
00269,1.0
00270,1.2000000000000002
00271,-1.6
00272,1.8
00273,2.2
00274,2.8000000000000003
00275,2.8000000000000003
00276,0.8
00277,0.19999999999999996
00278,0.4
00279,0.3999999999999999
00280,3.2
00281,0.3999999999999999
00282,0.6000000000000001
00283,0.8
00284,-0.3999999999999999
00285,-0.8
00286,-2.0
00289,1.4000000000000001
00290,2.4000000000000004
00291,0.4
00292,0.3999999999999999
00293,3.8000000000000007
00294,1.6
00295,3.2
00296,1.6
00297,1.4000000000000001
00298,1.4000000000000001
00299,3.0
00300,4.2
00301,0.8
00302,2.0
00303,1.0
00304,0.4
00305,-0.3999999999999999
00306,1.6
00307,-1.0000000000000002
00308,-3.8000000000000007
00309,-0.19999999999999996
00310,1.8
00311,2.4000000000000004
00312,1.0
00313,1.0
00314,2.0
00315,2.8000000000000003
00316,4.2
00317,2.2
00318,7.4
00319,1.4000000000000001
00320,2.0
00321,3.0
00322,-0.8
00323,4.0
00324,-0.19999999999999996
00325,1.8
00326,1.4000000000000001
00327,1.8
00328,0.8
00329,1.4000000000000001
00330,1.4000000000000001
00331,0.8
00332,3.6
00333,-0.19999999999999996
00334,2.0
00335,4.4
00336,0.3999999999999999
00337,2.8000000000000003
00338,2.8000000000000003
00339,1.2000000000000002
00340,-1.0000000000000002
00341,1.0
00343,1.0
00344,0.19999999999999996
00345,-1.4000000000000004
00346,1.4000000000000001
00347,1.2000000000000002
00348,0.0
00349,1.0
00350,0.4
00351,0.6000000000000001
00352,0.19999999999999996
00353,2.2
00354,1.4000000000000001
00355,0.6000000000000001
00356,3.8000000000000007
00357,0.8
00358,4.2
00359,0.0
00360,0.8
00361,-0.19999999999999996
00362,1.2000000000000002
00363,0.19999999999999996
00364,4.800000000000001
00365,0.3999999999999999
00366,0.0
00367,2.8000000000000003
00368,3.6
00369,3.0
00370,1.4000000000000001
00371,1.6
00372,3.0
00373,3.4000000000000004
00374,0.8
00375,0.19999999999999996
00377,0.8
00378,2.0
00379,1.4000000000000001
00380,1.2000000000000002
00381,1.6
00382,3.8000000000000007
00383,1.8
00384,1.6
00385,0.8
00386,0.6000000000000001
00387,0.6000000000000001
00388,-1.4000000000000004
00389,1.6
00390,0.8
00391,-1.2000000000000002
00393,1.0
00394,4.800000000000001
00395,2.2
00396,0.19999999999999996
00397,1.0
00398,3.4000000000000004
00399,0.8
00400,2.6
00401,3.0
00402,1.2000000000000002
00403,2.4000000000000004
00404,0.0
00405,-0.19999999999999996
00406,1.6
00407,1.2000000000000002
00408,2.0
00409,0.19999999999999996
00411,0.0
00412,0.6000000000000001
00413,-0.3999999999999999
00414,3.2
00415,5.2
00416,-2.4000000000000004
00417,-0.6000000000000003
00418,1.6
00419,-0.6000000000000001
00420,-1.0000000000000002
00421,3.8000000000000007
00422,3.8000000000000007
00423,-0.6000000000000001
00425,-1.4000000000000004
00426,3.0
00427,0.19999999999999996
00428,1.8
00429,3.0000000000000004
00430,3.4000000000000004
00431,2.6
00432,1.2000000000000002
00433,0.8000000000000003
00434,2.2
00435,4.0
00436,3.2
00438,3.4000000000000004
00439,-0.6000000000000001
00440,3.4000000000000004
00441,0.4
00442,1.6
00443,2.4000000000000004
00444,0.19999999999999996
00445,0.8
00446,2.2
00447,1.8
00448,3.2
00449,-0.8
00450,-1.4000000000000004
00451,1.0
00452,-0.6000000000000001
00453,2.8000000000000003
00454,2.2
00455,-0.8
00456,0.0
00457,2.4000000000000004
00459,4.6000000000000005
00461,3.2
00462,3.2
00463,-0.3999999999999999
00464,1.8
00465,-2.0
00466,1.2000000000000002
00467,1.0
00468,1.4000000000000001
00469,4.0
00471,-0.19999999999999996
00472,2.0
00473,-1.4000000000000004
00474,2.6
00475,0.19999999999999996
00477,2.8000000000000003
00478,3.0
00479,2.6
00480,0.19999999999999973
00481,0.6000000000000001
00482,1.2000000000000002
00483,1.2000000000000002
00484,0.8
00485,1.4000000000000001
00486,4.800000000000001
00487,5.6000000000000005
00488,0.4
00489,4.0
00490,0.6000000000000001
00491,0.0
00492,1.6
00493,1.4000000000000001
00494,1.2000000000000002
00496,-0.3999999999999999
00497,-2.0
00498,3.2
00499,-0.20000000000000018
00500,-0.6000000000000001
00501,3.0
00502,1.2000000000000002
00503,1.2000000000000002
00504,2.8000000000000003
00505,1.8
00506,1.8
00507,0.19999999999999996
00508,6.000000000000001
00509,0.8
00510,0.0
00511,-0.6000000000000003
00512,0.19999999999999996
00513,0.19999999999999996
00514,1.4000000000000001
00515,3.0000000000000004
00516,3.8000000000000007
00518,0.6000000000000001
00519,1.2000000000000002
00520,0.19999999999999996
00521,3.8000000000000007
00522,2.6
00523,0.4
00524,3.6
00526,2.6
00527,0.4
00528,0.4
00529,1.6
00530,3.6
00531,2.2
00532,-0.19999999999999996
00533,2.4000000000000004
00534,0.4
00535,3.0
00536,3.2
00537,1.0
00538,1.2000000000000002
00539,2.0
00540,0.0
00541,1.8
00542,1.2000000000000002
00543,0.8
00544,0.5999999999999996
00545,-0.3999999999999999
00546,1.2000000000000002
00547,1.4000000000000001
00548,-1.0000000000000002
00549,0.4
00550,0.0
00551,0.8
00552,-1.6
00553,2.2
00554,1.2000000000000002
00555,2.4000000000000004
00556,-0.6000000000000001
00557,2.4000000000000004
00558,1.0
00559,-0.3999999999999999
00560,1.0
00561,4.0
00562,-0.6000000000000003
00563,2.4000000000000004
00564,1.8
00565,0.6000000000000001
00566,0.8
00567,2.0
00568,2.8000000000000003
00569,1.0
00570,1.4000000000000001
00571,1.8
00572,-1.0000000000000002
00573,0.19999999999999996
00574,0.0
00575,1.8
00576,2.2
00577,0.0
00578,1.8
00579,0.4
00580,2.2
00581,-0.6000000000000001
00582,4.2
00583,0.4
00584,4.2
00585,0.0
00586,4.6000000000000005
00587,-0.6000000000000003
00588,0.3999999999999999
00589,-2.4000000000000004
00590,0.8
00592,-0.8000000000000007
00593,1.8
00594,2.2
00595,0.0
00596,3.8000000000000007
00597,1.0
00598,-0.19999999999999996
00599,-1.2000000000000002
00600,2.0
00601,-3.0000000000000004
00602,0.8
00603,0.3999999999999999
00604,2.2
00605,0.0
00606,-2.5999999999999996
00607,2.4000000000000004
00608,2.2
00609,0.0
00610,0.0
00611,1.6
00612,1.4000000000000001
00613,0.0
00614,2.6
00615,2.8000000000000003
00616,2.4000000000000004
00617,2.2
00618,3.2
00619,0.4
00620,4.2
00621,-0.19999999999999996
00622,-2.0
00623,0.8
00624,0.19999999999999996
00625,1.2000000000000002
00626,2.4000000000000004
00627,1.6
00628,0.19999999999999996
00629,4.2
00630,-1.4000000000000004
00631,2.2
00632,0.4
00633,1.4000000000000001
00634,-1.0000000000000002
00635,-0.6000000000000003
00636,3.2
00637,4.0
00638,1.0
00639,1.2000000000000002
00640,4.4
00641,5.0
00642,1.0
00643,1.4000000000000001
00644,1.8
00645,3.0000000000000004
00646,0.3999999999999999
00647,0.0
00648,2.2
00649,1.4000000000000001
00650,-0.3999999999999999
00651,2.2
00652,0.19999999999999996
00653,-0.3999999999999999
00654,3.6
00655,-0.19999999999999996
00656,0.8
00657,0.19999999999999996
00658,0.6000000000000001
00659,1.2000000000000002
00660,-0.19999999999999996
00661,-1.0000000000000002
00662,0.8
00663,0.0
00664,6.0
00665,-0.19999999999999996
00666,-0.6000000000000001
00667,5.6000000000000005
00668,1.8
00669,-0.19999999999999996
00670,3.2
00671,3.4000000000000004
00672,-2.0
00673,3.6
00674,0.19999999999999996
00675,5.2
00676,-0.6000000000000003
00677,1.4000000000000001
00678,0.8
00679,0.4
00680,3.4000000000000004
00681,0.6000000000000001
00682,2.6
00683,0.6000000000000001
00684,1.4000000000000001
00685,0.4
00686,0.6000000000000001
00687,4.0
00688,1.8
00689,3.4000000000000004
00690,1.0
00691,4.4
00692,2.8000000000000003
00693,1.4000000000000001
00694,0.19999999999999973
00695,6.0
00696,2.0
00697,-0.3999999999999999
00698,4.4
00699,0.4
00700,-0.6000000000000001
00701,0.0
00702,0.8000000000000003
00703,1.6
00704,0.8
00705,0.8
00706,3.0000000000000004
00707,2.6
00708,0.19999999999999973
00709,0.19999999999999996
00710,2.4000000000000004
00711,-1.0000000000000002
00712,-1.4000000000000004
00713,-0.19999999999999996
00714,-0.20000000000000018
00715,-0.3999999999999999
00716,2.2
00717,0.3999999999999999
00718,0.19999999999999996
00719,0.0
00720,1.6
00721,3.0
00722,3.8000000000000007
00723,2.0
00724,0.0
00725,0.8
00726,-0.6000000000000003
00727,-1.6
00728,-1.0000000000000002
00729,0.6000000000000001
00730,2.2
00731,-1.0000000000000002
00732,0.8
00733,3.0
00734,4.800000000000001
00735,1.6
00736,0.19999999999999996
00737,2.8000000000000003
00738,0.6000000000000001
00739,0.8
00740,0.6000000000000001
00741,-2.0
00742,1.0
00743,4.4
00744,0.19999999999999996
00745,-0.8
00746,3.8000000000000007
00747,2.4000000000000004
00748,2.6
00749,0.4
00750,1.8
00752,-0.8
00754,0.6000000000000001
00755,2.0
00756,5.2
00757,4.6000000000000005
00758,2.0
00759,1.8
00760,-1.2000000000000002
00761,0.4
00762,0.3999999999999999
00763,0.6000000000000001
00764,1.8
00765,2.2
00766,0.8
00767,2.0
00768,2.2
00769,5.0
00770,1.8
00771,3.4000000000000004
00772,2.6
00773,1.2000000000000002
00774,0.8
00775,0.6000000000000001
00776,0.6000000000000001
00777,1.4000000000000001
00778,5.6000000000000005
00779,3.8
00780,1.6
00781,6.6
00782,3.4000000000000004
00783,1.2000000000000002
00784,-0.19999999999999996
00785,-0.6000000000000001
00786,0.3999999999999999
00787,0.8
00788,0.8
00789,2.6
00790,-0.6000000000000001
00791,2.4000000000000004
00792,0.8
00793,0.8
00794,2.4000000000000004
00795,-0.19999999999999996
00796,0.19999999999999996
00797,-2.4000000000000004
00799,0.8
00800,1.6
00801,0.0
00802,0.19999999999999996
00803,-0.8
00804,0.4
00805,0.4
00806,3.2
00807,3.2
00808,1.8
00809,1.4000000000000001
00810,2.2
00811,1.6
00812,2.2
00814,3.6
00815,0.3999999999999999
00816,-2.4000000000000004
00817,1.6
00818,2.4000000000000004
00819,0.8
00820,3.0
00821,0.19999999999999996
00822,2.2
00823,2.4000000000000004
00824,1.0
00825,0.8
00826,5.2
00827,2.8000000000000003
00828,1.8
00829,0.8
00830,0.4
00832,3.2
00833,1.8
00834,5.2
00835,1.2000000000000002
00837,0.8
00838,-0.20000000000000018
00839,-0.19999999999999996
00840,0.4
00841,-0.8
00842,1.2000000000000002
00843,3.8000000000000007
00844,0.8
00845,0.19999999999999973
00846,-1.6
00847,4.0
00848,1.6
00849,0.8
00850,2.2
00852,-0.6000000000000003
00853,-0.19999999999999996
00854,1.4000000000000001
00855,0.19999999999999996
00856,3.6
00857,3.4000000000000004
00858,-1.0000000000000002
00859,-1.6
00860,1.4000000000000001
00861,2.2
00862,1.0
00863,1.8
00864,2.6
00865,2.4000000000000004
00866,-2.5999999999999996
00867,5.8
00868,-0.19999999999999996
00869,2.0
00870,1.2000000000000002
00871,0.19999999999999996
00872,-0.19999999999999996
00873,0.4
00874,4.2
00875,2.8000000000000003
00876,0.8
00877,3.6
00878,3.2
00879,1.2000000000000002
00880,-0.8
00881,-0.19999999999999996
00882,3.0
00883,0.4
00884,-0.3999999999999999
00885,-0.3999999999999999
00886,-0.19999999999999996
00887,4.2
00888,1.4000000000000001
00889,1.2000000000000002
00890,2.8000000000000003
00891,1.4000000000000001
00892,1.2000000000000002
00893,1.6
00894,-1.0000000000000002
00895,1.8
00896,1.4000000000000001
00897,6.2
00898,1.8
00899,1.4000000000000001
00900,-1.2000000000000002
00901,-0.6000000000000001
00903,3.4000000000000004
00904,-1.4000000000000004
00906,0.0
00907,2.4000000000000004
00908,-0.6000000000000001
00909,1.4000000000000001
00910,-0.8
00911,0.6000000000000001
00912,-1.0000000000000002
00913,0.19999999999999996
00914,-1.4000000000000004
00915,5.6000000000000005
00916,-0.8
00917,0.4
00918,1.8
00919,1.2000000000000002
00920,0.6000000000000001
00921,5.6000000000000005
00922,-0.20000000000000018
00923,2.4000000000000004
00924,2.4000000000000004
00925,0.0
00926,1.6
00927,0.19999999999999996
00928,1.8
00929,0.8000000000000003
00930,-0.3999999999999999
00931,-1.4000000000000004
00932,0.0
00933,5.2
00934,0.19999999999999996
00935,0.6000000000000001
00936,2.8000000000000003
00937,-0.6000000000000003
00938,1.4000000000000001
00939,-0.6000000000000003
00940,6.4
00941,4.2
00942,0.4
00943,0.8
00944,-0.8
00945,0.8
00946,0.8
00947,1.4000000000000001
00948,0.6000000000000001
00949,1.0
00950,4.800000000000001
00951,5.6000000000000005
00952,0.19999999999999996
00953,1.8
00954,0.8000000000000003
00955,4.6000000000000005
00956,-0.3999999999999999
00957,3.8000000000000007
00958,3.6
00959,0.8
00960,-1.2000000000000002
00961,-0.19999999999999996
00962,0.19999999999999996
00963,0.8000000000000003
00964,0.8
00965,0.19999999999999973
00966,4.0
00967,0.8
00968,-1.2000000000000002
00969,2.4000000000000004
00970,1.2000000000000002
00971,1.2000000000000002
00972,-1.2000000000000002
00973,5.6000000000000005
00974,1.0
00975,3.0
00976,-0.6000000000000001
00977,0.6000000000000001
00978,2.0
00979,-0.8
00980,4.4
00981,1.4000000000000001
00982,2.8000000000000003
00983,1.0
00984,0.4
00986,0.8
00988,0.6000000000000001
00989,0.0
00990,0.3999999999999999
00991,0.6000000000000001
00992,1.6
00993,0.8
00994,3.4000000000000004
00995,1.2000000000000002
00996,2.6
00997,1.0
00998,3.2
00999,0.19999999999999996
01000,0.3999999999999999
01001,-0.6000000000000003
01002,0.6000000000000001
01003,3.2
01004,-2.0
01005,1.2000000000000002
01006,4.4
01008,0.0
01009,2.4000000000000004
01010,0.0
01011,6.4
01012,1.2000000000000002
01013,2.6
01014,4.0
01015,-0.6000000000000003
01016,0.4
01017,3.4000000000000004
01018,-0.3999999999999999
01019,1.4000000000000001
01020,0.4
01021,0.4
01022,4.0
01023,0.0
01024,1.2000000000000002
01025,-1.8000000000000003
01026,3.6
01027,0.8
01028,1.0
01029,1.2000000000000002
01030,1.2000000000000002
01031,0.4
01032,2.8000000000000003
01033,5.2
01035,5.6000000000000005
01036,1.4000000000000001
01037,-0.8
01038,1.2000000000000002
01039,3.4000000000000004
01040,-0.3999999999999999
01041,1.2000000000000002
01042,0.6000000000000001
01043,1.6
01044,4.2
01045,4.0
01046,4.800000000000001
01047,-1.6
01048,1.6
01049,1.2000000000000002
01051,-0.8
01052,2.8000000000000003
01053,0.6000000000000001
01054,1.0
01055,1.4000000000000001
01056,2.4000000000000004
01057,-0.6000000000000003
01058,2.4000000000000004
01059,1.6
01060,3.6
01061,3.4000000000000004
01062,1.6
01064,-0.19999999999999996
01065,1.4000000000000001
01066,3.0
01068,1.0
01069,-1.2000000000000002
01070,1.0
01071,-0.8
01072,3.6
01073,1.4000000000000001
01075,2.4000000000000004
01076,3.0000000000000004
01077,1.8
01078,0.4
01079,0.8
01080,0.4
01081,0.4
01082,1.0
01083,1.8
01084,6.200000000000001
01085,1.6
01086,3.6
01087,0.3999999999999999
01088,3.6
01089,1.6
01090,-1.2000000000000002
01091,4.0
01092,2.0
01094,2.8000000000000003
01095,0.6000000000000001
01096,6.6
01097,0.6000000000000001
01098,1.6
01099,0.0
01100,1.8
01101,-0.6000000000000001
01103,4.0
01104,6.4
01105,0.19999999999999996
01106,-0.19999999999999996
01107,0.19999999999999973
01108,3.4000000000000004
01110,1.0
01111,1.2000000000000002
01112,0.8
01113,0.4
01114,3.0
01115,3.0
01116,1.4000000000000001
01117,3.2
01118,0.0
01119,1.6
01120,1.8
01122,3.2
01123,4.2
01124,3.2
01125,3.8
01126,6.2
01127,0.19999999999999996
01128,4.6000000000000005
01129,-1.8000000000000003
01130,0.8000000000000003
01131,0.8
01133,1.8
01134,3.2
01135,0.6000000000000001
01136,1.0
01137,4.800000000000001
01138,2.8000000000000003
01139,1.4000000000000001
01140,1.2000000000000002
01141,3.0
01142,-0.7999999999999998
01143,3.6
01144,-1.0000000000000002
01146,-0.20000000000000018
01147,0.8
01148,0.19999999999999996
01149,0.4
01150,-4.2
01151,2.4000000000000004
01152,1.0
01153,1.8
01154,0.8000000000000003
01155,3.2
01156,0.4
01157,2.2
01158,3.0
01159,0.4
01160,2.6
01161,1.6
01162,2.4000000000000004
01163,4.6000000000000005
01164,0.0
01165,0.8
01166,-1.0000000000000002
01167,-0.3999999999999999
01168,4.2
01169,-0.19999999999999996
01170,3.6
01172,2.6
01173,1.2000000000000002
01174,1.4000000000000001
01175,1.4000000000000001
01176,2.0
01177,0.4
01178,2.2
01179,2.4000000000000004
01180,1.8
01181,0.8
01182,0.8
01183,0.4
01184,1.4000000000000001
01185,1.4000000000000001
01186,1.8
01187,0.3999999999999999
01188,1.8
01189,3.0000000000000004
01190,2.2
01191,-0.19999999999999996
01192,1.2000000000000002
01193,2.4000000000000004
01194,1.8
01195,3.2
01196,0.6000000000000001
01197,3.4000000000000004
01198,1.0
01199,1.6
01200,0.6000000000000001
01201,2.6
01202,0.19999999999999996
01203,0.8
01204,1.4000000000000001
01205,2.2
01206,4.800000000000001
01207,3.6
01209,4.0
01210,1.6
01211,-0.8
01212,4.6000000000000005
01213,3.0000000000000004
01214,-0.6000000000000003
01215,1.0
01216,0.4
01217,2.8000000000000003
01218,-0.19999999999999996
01219,0.4
01220,0.8
01221,5.0
01222,2.4000000000000004
01223,-0.8
01224,3.0
01225,0.8
01226,2.6
01227,4.0
01228,-0.3999999999999999
01229,0.8000000000000003
01230,5.0
01231,0.4
01232,-0.8
01233,1.2000000000000002
01234,0.3999999999999999
01235,-0.3999999999999999
01236,-0.6000000000000001
01237,1.8
01238,0.0
01239,2.6
01240,2.2
01241,0.3999999999999999
01242,0.19999999999999996
01243,1.8
01244,-1.0000000000000002
01245,6.4
01246,-1.6
01247,-0.6000000000000003
01248,2.0
01249,0.4
01250,1.6
01251,0.19999999999999996
01252,1.4000000000000001
01253,0.4
01254,3.4000000000000004
01255,0.8
01256,0.8
01257,1.6
01258,-0.19999999999999996
01259,0.8
01260,2.4000000000000004
01261,3.0
01263,1.6
01264,0.8
01265,3.0000000000000004
01266,-0.8
01267,3.2
01268,2.2
01269,-1.2000000000000002
01270,1.4000000000000001
01271,3.2
01272,2.4000000000000004
01273,1.6
01274,1.0
01275,0.19999999999999996
01276,1.2000000000000002
01277,-0.19999999999999996
01278,0.0
01279,4.2
01280,3.2
01282,0.6000000000000001
01283,0.0
01284,2.0
01285,-1.0000000000000002
01286,0.4
01287,3.4000000000000004
01288,3.0000000000000004
01289,1.2000000000000002
01290,1.2000000000000002
01291,3.6
01292,0.8
01293,2.2
01294,1.4000000000000001
01295,0.8
01296,-1.6
01297,-0.20000000000000018
01298,1.0
01299,4.4
01300,-0.19999999999999996
01301,1.8
01302,2.6
01304,3.0000000000000004
01305,3.8000000000000007
01306,3.2
01307,1.2000000000000002
01308,1.6
01309,0.8
01310,0.19999999999999996
01311,3.6
01312,1.0
01313,1.0
01314,4.4
01315,1.2000000000000002
01316,4.4
01317,-1.0000000000000002
01318,1.4000000000000001
01319,1.2000000000000002
01321,0.8
01322,1.6
01323,0.4
01324,0.4
01325,0.8
01326,1.8
01327,-0.19999999999999996
01328,-0.6000000000000003
01329,2.8000000000000003
01331,2.0
01332,2.0
01333,5.0
01334,1.6
01335,3.2
01336,-0.3999999999999999
01337,3.2
01338,0.4
01339,4.4
01340,2.0
01341,3.2
01342,1.8
01343,-0.3999999999999999
01344,5.4
01345,3.4000000000000004
01346,-0.19999999999999996
01347,1.6
01348,1.0
01349,1.4000000000000001
01350,-0.8
01351,2.8000000000000003
01352,4.2
01353,2.6
01354,4.4
01355,1.8
01356,0.3999999999999999
01357,1.8
01358,-0.8
01359,0.19999999999999996
01360,1.2000000000000002
01361,1.4000000000000001
01362,1.2000000000000002
01363,4.2
01364,0.6000000000000001
01365,1.2000000000000002
01366,-0.6000000000000003
01367,1.6
01368,4.800000000000001
01369,-0.7999999999999998
01370,-0.8
01372,0.4
01373,1.8
01374,2.6
01375,2.8000000000000003
01376,3.6
01377,3.6
01378,-0.3999999999999999
01380,0.0
01381,2.0
01382,4.6000000000000005
01383,-0.6000000000000001
01384,1.4000000000000001
01385,1.2000000000000002
01386,0.8
01387,2.4000000000000004
01388,1.2000000000000002
01389,1.8
01390,-0.8
01391,1.6
01392,0.8
01393,1.0
01394,4.800000000000001
01395,1.2000000000000002
01396,0.8
01397,0.6000000000000001
01398,-2.0
01399,0.0
01400,1.2000000000000002
01401,1.2000000000000002
01402,0.8
01403,0.5999999999999996
01404,3.4000000000000004
01405,0.4
01406,3.2
01407,0.19999999999999996
01408,4.4
01409,-1.0000000000000002
01410,0.8
01411,3.2
01412,0.0
01413,1.8
01414,4.2
01415,-1.4000000000000004
01416,0.0
01417,4.4
01418,2.6
01419,0.8
01420,2.8000000000000003
01421,1.2000000000000002
01422,1.2000000000000002
01423,2.2
01424,-0.8
01425,0.6000000000000001
01426,3.6
01427,1.0
01428,0.19999999999999996
01429,2.0
01430,1.2000000000000002
01431,1.6
01432,-0.6000000000000001
01433,0.8
01434,-1.6
01435,3.0
01436,-0.3999999999999999
01437,1.0
01438,-0.19999999999999996
01439,-0.19999999999999996
01440,1.2000000000000002
01441,5.6000000000000005
01442,2.0
01443,1.6
01444,0.19999999999999996
01445,2.2
01446,1.4000000000000001
01447,3.2
01448,0.8000000000000003
01449,1.4000000000000001
01450,1.6
01451,1.4000000000000001
01452,-0.3999999999999999
01453,0.4
01454,3.2
01455,4.6000000000000005
01456,-0.3999999999999999
01457,0.3999999999999999
01458,-2.4000000000000004
01459,4.2
01460,3.4000000000000004
01461,1.4000000000000001
01462,-1.0000000000000002
01463,-0.8
01464,0.19999999999999996
01465,2.8000000000000003
01466,2.6
01467,0.8000000000000003
01468,0.6000000000000001
01469,2.4000000000000004
01470,1.8
01471,4.800000000000001
01472,3.6
01473,1.2000000000000002
01474,1.4000000000000001
01475,1.8
01476,1.4000000000000001
01477,1.4000000000000001
01478,3.2
01479,3.8000000000000007
01480,4.6000000000000005
01481,1.6
01482,2.6
01483,2.8000000000000003
01484,2.4000000000000004
01485,-0.8
01486,1.4000000000000001
01487,0.8
01488,2.8000000000000003
01489,-0.8
01490,1.0
01491,1.8
01492,1.2000000000000002
01493,0.6000000000000001
01494,1.2000000000000002
01495,3.6
01496,2.2
01497,1.2000000000000002
01498,1.0
01499,0.19999999999999996
01500,1.4000000000000001
01501,1.4000000000000001
01502,2.2
01503,1.6
01504,0.0
01505,1.6
01506,1.4000000000000001
01507,2.8000000000000003
01508,2.2
01509,-0.3999999999999999
01510,3.8000000000000007
01511,0.6000000000000001
01512,2.4000000000000004
01513,0.0
01514,2.8000000000000003
01515,2.6
01516,1.6
01517,0.8
01518,-1.4000000000000004
01519,3.6
01520,0.0
01521,0.6000000000000001
01523,1.2000000000000002
01524,1.2000000000000002
