고객번호,의류_중_구매지수
00208,1.4000000000000001
00209,-1.2000000000000006
00210,5.0
00212,4.2
00214,7.000000000000001
00215,4.4
00216,2.4000000000000004
00217,2.4000000000000004
00218,9.200000000000001
00219,-1.4000000000000004
00221,2.4000000000000004
00222,4.2
00223,2.8000000000000003
00224,2.4000000000000004
00225,1.4000000000000001
00226,9.4
00228,0.0
00229,4.800000000000001
00230,-1.2000000000000006
00231,2.4000000000000004
00232,2.4000000000000004
00233,-1.2000000000000006
00236,0.0
00237,0.0
00239,0.4
00240,8.4
00241,3.4000000000000004
00242,2.0
00243,0.0
00245,-0.5999999999999996
00246,0.8
00247,3.4000000000000004
00248,3.4000000000000004
00249,4.800000000000001
00250,1.0
00251,9.8
00252,6.000000000000001
00253,-0.6000000000000001
00254,-2.5999999999999996
00255,-3.6000000000000005
00256,1.4000000000000001
00258,7.000000000000001
00259,6.2
00261,-1.8000000000000003
00262,2.8000000000000003
00263,0.0
00265,0.4
00266,9.4
00267,5.0
00268,-1.2000000000000006
00269,2.0
00270,0.0
00271,2.8000000000000003
00272,5.8
00273,9.4
00275,-0.8000000000000007
00277,4.2
00279,9.8
00280,7.800000000000001
00281,2.4000000000000004
00282,8.4
00283,3.4000000000000004
00285,4.4
00289,2.8000000000000003
00292,7.4
00294,3.2
00295,9.0
00296,-0.19999999999999996
00297,9.8
00298,4.800000000000001
00299,-4.2
00301,2.0
00302,7.000000000000001
00304,8.4
00305,7.000000000000001
00306,2.8000000000000003
00307,0.8
00308,8.8
00309,-4.2
00310,4.800000000000001
00311,2.4000000000000004
00313,-1.2000000000000006
00314,3.2
00315,4.4
00316,9.4
00317,2.8000000000000003
00318,2.4000000000000004
00319,-4.2
00320,1.8
00321,3.2
00322,0.0
00323,3.8
00324,-1.4000000000000004
00325,2.4000000000000004
00326,9.4
00327,5.6000000000000005
00328,3.8
00329,2.4000000000000004
00331,7.800000000000001
00332,2.8000000000000003
00333,4.2
00334,2.8000000000000003
00335,3.2
00336,1.4000000000000001
00337,0.4
00338,2.0
00340,8.4
00341,2.4000000000000004
00343,5.2
00344,3.2
00345,5.2
00346,2.4000000000000004
00347,2.4000000000000004
00349,1.0
00350,0.0
00351,5.2
00352,9.8
00353,2.4000000000000004
00355,2.6000000000000005
00356,3.2
00357,6.000000000000001
00358,7.4
00359,2.8000000000000003
00361,11.200000000000001
00363,8.4
00364,8.4
00365,-3.6000000000000005
00368,0.19999999999999996
00369,-0.19999999999999996
00370,-4.2
00373,7.000000000000001
00374,0.4
00375,2.8000000000000003
00377,10.200000000000001
00378,2.2
00379,6.000000000000001
00380,2.4000000000000004
00381,7.000000000000001
00382,2.4000000000000004
00383,2.8000000000000003
00386,4.800000000000001
00387,-4.2
00388,5.2
00389,4.800000000000001
00392,8.0
00393,5.2
00394,8.4
00396,0.0
00398,0.8
00399,2.8000000000000003
00400,9.4
00401,7.4
00402,5.4
00404,-0.40000000000000036
00405,5.2
00407,2.8000000000000003
00408,4.2
00409,3.2
00411,0.4
00412,3.4000000000000004
00413,8.4
00414,2.0
00415,4.4
00416,1.4000000000000001
00417,2.4000000000000004
00418,4.800000000000001
00419,4.800000000000001
00420,8.4
00421,1.4000000000000001
00422,4.2
00423,0.0
00425,1.0
00426,1.8
00427,8.8
00428,3.2
00429,4.800000000000001
00430,1.8
00431,-0.8000000000000007
00432,5.2
00433,-4.2
00434,7.4
00435,2.4000000000000004
00436,2.8000000000000003
00438,5.2
00440,9.4
00441,7.4
00443,7.4
00444,0.6000000000000001
00447,2.4000000000000004
00448,9.8
00449,2.8000000000000003
00450,2.8000000000000003
00451,-1.2000000000000006
00452,2.4000000000000004
00453,2.4000000000000004
00454,7.000000000000001
00455,2.4000000000000004
00456,0.0
00457,1.4000000000000001
00461,2.0
00462,0.8
00463,4.4
00464,0.19999999999999996
00465,0.0
00466,2.0
00467,-0.8000000000000007
00468,-1.2000000000000006
00469,0.0
00471,-3.2000000000000006
00472,-1.6000000000000005
00473,2.4000000000000004
00474,2.6000000000000005
00475,1.8
00477,3.2
00478,2.4000000000000004
00479,-0.5999999999999996
00480,3.2
00481,2.8000000000000003
00482,0.0
00483,6.4
00484,1.4000000000000001
00485,7.000000000000001
00486,3.6
00488,2.0
00489,5.8
00490,0.8000000000000003
00491,4.800000000000001
00492,2.8000000000000003
00493,-1.2000000000000006
00494,2.4000000000000004
00495,2.4000000000000004
00496,2.8000000000000003
00498,7.000000000000001
00500,2.4000000000000004
00501,1.4000000000000001
00502,5.2
00503,9.8
00504,0.4
00505,7.000000000000001
00506,2.4000000000000004
00507,2.4000000000000004
00508,6.800000000000001
00509,1.8
00510,9.8
00513,2.4000000000000004
00515,-1.2000000000000006
00517,0.0
00518,8.8
00519,9.4
00520,-3.2000000000000006
00521,2.4000000000000004
00522,8.4
00524,-1.0
00525,5.2
00526,2.8000000000000003
00527,2.8000000000000003
00529,9.4
00530,-1.2000000000000006
00531,7.4
00532,12.200000000000001
00534,2.8000000000000003
00535,1.8
00538,9.4
00539,7.000000000000001
00540,2.4000000000000004
00541,0.0
00542,2.4000000000000004
00543,6.4
00544,2.8000000000000003
00545,8.4
00546,4.4
00547,4.800000000000001
00548,0.8
00549,-0.8000000000000007
00550,4.800000000000001
00552,4.800000000000001
00553,2.8000000000000003
00554,7.4
00555,0.4
00556,2.8000000000000003
00559,-0.19999999999999973
00560,0.8
00561,3.4000000000000004
00562,1.4000000000000001
00563,9.4
00564,7.000000000000001
00565,2.8000000000000003
00566,2.4000000000000004
00567,-3.8000000000000007
00569,-1.4000000000000004
00571,2.8000000000000003
00572,3.2000000000000006
00573,8.0
00574,1.4000000000000001
00575,7.000000000000001
00576,9.4
00577,8.4
00578,6.000000000000001
00580,2.4000000000000004
00582,6.4
00584,2.2
00585,2.4000000000000004
00586,-2.0000000000000004
00587,3.2
00588,-4.4
00589,1.6
00590,0.0
00591,2.4000000000000004
00592,9.4
00593,9.4
00594,7.000000000000001
00595,2.4000000000000004
00596,4.800000000000001
00597,2.4000000000000004
00598,8.4
00599,7.4
00600,2.8000000000000003
00601,0.8
00602,3.6
00603,1.2000000000000002
00604,7.200000000000001
00606,-1.4000000000000004
00607,7.0
00608,2.4000000000000004
00610,0.0
00611,0.8
00612,-1.4000000000000004
00613,1.4000000000000001
00614,11.8
00615,2.4000000000000004
00617,-2.8000000000000007
00620,8.8
00622,0.4
00625,-2.2
00627,2.4000000000000004
00628,7.000000000000001
00629,2.4000000000000004
00630,-1.4000000000000004
00631,0.4
00632,2.4000000000000004
00633,1.4000000000000001
00634,-1.2000000000000006
00635,-3.6000000000000005
00637,3.8
00638,2.8000000000000003
00639,-1.7999999999999998
00640,2.4000000000000004
00641,2.8000000000000003
00642,2.4000000000000004
00643,6.000000000000001
00644,8.8
00645,1.8
00646,7.4
00647,2.4000000000000004
00648,7.800000000000001
00649,6.000000000000001
00651,2.8000000000000003
00652,9.8
00653,0.0
00654,9.4
00656,4.2
00657,7.4
00658,1.4000000000000001
00660,0.0
00661,7.4
00662,2.4000000000000004
00664,3.4000000000000004
00665,6.000000000000001
00666,0.0
00667,0.8
00669,6.800000000000001
00670,10.4
00672,2.4000000000000004
00673,8.4
00674,6.4
00675,5.2
00676,1.2000000000000002
00677,2.4000000000000004
00681,6.000000000000001
00683,0.0
00684,2.8000000000000003
00686,0.0
00687,8.4
00689,1.8
00690,3.2
00691,2.4000000000000004
00692,9.8
00693,3.4000000000000004
00694,4.800000000000001
00695,-1.8000000000000003
00696,0.0
00697,5.8
00698,8.8
00699,-3.6000000000000005
00700,0.0
00701,6.4
00702,5.0
00703,6.800000000000001
00704,1.4000000000000001
00705,-2.4000000000000004
00706,9.4
00707,1.8
00708,0.0
00709,0.0
00710,5.8
00711,4.2
00712,4.4
00713,8.4
00714,2.4000000000000004
00715,3.6
00716,3.2
00717,7.000000000000001
00718,-3.8000000000000007
00719,0.0
00723,2.4000000000000004
00726,2.4000000000000004
00727,3.2
00728,1.4000000000000001
00729,0.8
00730,5.8
00731,2.4000000000000004
00732,0.0
00733,4.4
00735,1.8
00736,2.0
00737,2.4000000000000004
00740,2.4000000000000004
00741,4.800000000000001
00742,9.4
00743,3.8
00746,1.4000000000000001
00747,2.4000000000000004
00748,1.4000000000000001
00749,7.000000000000001
00752,0.4
00754,7.800000000000001
00755,2.8000000000000003
00756,2.4000000000000004
00757,7.000000000000001
00758,3.8
00759,4.800000000000001
00760,2.4000000000000004
00763,1.4000000000000001
00764,4.800000000000001
00765,1.8
00766,9.4
00767,-1.7999999999999998
00768,9.0
00769,9.4
00770,2.8000000000000003
00771,4.800000000000001
00772,-0.40000000000000036
00773,2.8000000000000003
00774,-1.2000000000000006
00775,2.8000000000000003
00777,4.2
00778,8.4
00780,-0.6000000000000001
00781,0.4
00783,6.2
00784,5.2
00785,3.8
00786,-1.4000000000000004
00787,2.8000000000000003
00788,8.4
00789,8.8
00791,-0.3999999999999999
00792,2.8000000000000003
00794,4.2
00795,2.8000000000000003
00796,3.8
00797,1.0
00798,2.4000000000000004
00799,8.8
00800,8.4
00801,-0.8000000000000007
00802,4.4
00803,-1.8000000000000003
00805,2.4000000000000004
00806,-3.8000000000000007
00807,3.2
00808,6.000000000000001
00809,9.4
00810,4.4
00811,1.8
00812,6.000000000000001
00813,2.4000000000000004
00814,7.4
00815,-4.2
00816,5.2
00817,1.8
00818,-0.19999999999999996
00819,1.8
00820,0.0
00822,2.0
00823,7.000000000000001
00825,8.2
00827,6.000000000000001
00828,-3.6000000000000005
00829,4.4
00830,6.000000000000001
00831,6.000000000000001
00832,7.4
00833,-3.8000000000000007
00837,2.4000000000000004
00838,7.800000000000001
00839,-3.6000000000000005
00840,0.0
00841,8.8
00842,3.4000000000000004
00844,5.2
00845,0.0
00846,-0.6000000000000001
00847,2.2
00848,-4.2
00849,-3.6000000000000005
00850,0.4
00852,-3.2000000000000006
00854,1.8
00855,2.4000000000000004
00856,2.4000000000000004
00857,3.8
00858,0.4
00859,-3.8000000000000007
00861,-4.800000000000001
00862,0.0
00863,9.4
00864,2.4000000000000004
00865,2.8000000000000003
00866,5.2
00867,5.8
00868,7.000000000000001
00869,-3.2000000000000006
00870,0.4
00873,2.8000000000000003
00874,2.8000000000000003
00875,6.000000000000001
00876,4.4
00878,4.2
00879,-3.6000000000000005
00880,2.4000000000000004
00881,6.000000000000001
00882,2.4000000000000004
00883,-1.2000000000000006
00884,10.400000000000002
00885,7.4
00886,0.8
00887,1.8
00888,3.8
00889,8.4
00890,-1.2000000000000006
00891,7.000000000000001
00893,9.4
00894,3.8
00895,1.8
00897,1.0
00898,2.4000000000000004
00899,-0.8000000000000007
00900,2.4000000000000004
00903,-0.8000000000000007
00904,2.2
00906,6.000000000000001
00907,1.8
00910,4.0
00911,1.0
00912,5.2
00913,-0.5999999999999996
00914,3.8
00915,9.4
00916,5.2
00918,1.8
00919,0.8
00920,8.4
00921,-1.2000000000000006
00923,0.4
00924,0.4
00925,8.8
00927,8.8
00928,0.8
00929,1.4000000000000001
00930,2.8000000000000003
00931,2.8000000000000003
00934,2.8000000000000003
00935,1.2000000000000002
00936,1.4000000000000001
00937,0.4
00938,0.0
00939,1.4000000000000001
00940,-3.6000000000000005
00941,2.0
00942,9.4
00943,9.8
00944,6.800000000000001
00945,2.4000000000000004
00946,0.8
00947,9.4
00948,2.4000000000000004
00949,-3.2000000000000006
00950,0.0
00951,0.0
00952,0.0
00953,1.4000000000000001
00954,-4.2
00955,8.4
00956,-4.2
00957,4.800000000000001
00958,0.4
00959,-4.2
00961,2.4000000000000004
00962,3.4000000000000004
00963,9.4
00964,2.4000000000000004
00965,7.800000000000001
00966,-4.2
00967,2.0
00968,7.000000000000001
00969,7.4
00971,-3.8000000000000007
00972,2.8000000000000003
00973,1.0
00974,1.4000000000000001
00975,5.8
00976,2.4000000000000004
00977,10.200000000000001
00978,9.4
00980,2.4000000000000004
00981,4.0
00982,4.800000000000001
00983,8.8
00984,8.4
00986,2.8000000000000003
00988,4.4
00989,5.2
00990,-4.2
00991,5.2
00992,2.8000000000000003
00993,1.0
00994,7.4
00996,-1.4000000000000004
00997,3.4000000000000004
00998,7.000000000000001
00999,0.8
01001,2.0
01002,2.8000000000000003
01004,1.4000000000000001
01005,8.8
01006,-3.2000000000000006
01007,-1.2000000000000006
01008,7.800000000000001
01009,2.0
01010,0.0
01011,1.4000000000000001
01013,8.600000000000001
01014,2.4000000000000004
01015,1.0
01016,-4.2
01017,1.4000000000000001
01018,2.8000000000000003
01019,0.19999999999999996
01020,4.0
01021,2.4000000000000004
01022,2.4000000000000004
01023,2.8000000000000003
01024,8.4
01025,5.2
01026,1.4000000000000001
01027,6.4
01028,2.8000000000000003
01029,8.0
01030,-1.6000000000000005
01031,2.4000000000000004
01032,0.4
01033,-0.19999999999999996
01036,1.4000000000000001
01038,9.4
01039,3.4000000000000004
01040,1.2000000000000002
01042,9.8
01043,6.000000000000001
01044,2.8000000000000003
01045,3.2
01046,4.800000000000001
01047,4.4
01049,9.4
01050,-3.6000000000000005
01052,2.2
01053,1.2000000000000002
01056,7.4
01057,7.800000000000001
01058,0.4
01059,-3.2000000000000006
01060,9.8
01061,2.4000000000000004
01062,0.4
01064,0.20000000000000018
01065,-0.19999999999999996
01066,8.8
01068,2.4000000000000004
01069,2.8000000000000003
01071,7.4
01072,8.4
01073,2.8000000000000003
01076,0.0
01077,8.0
01078,2.4000000000000004
01079,2.4000000000000004
01081,-3.6000000000000005
01084,6.2
01085,0.4
01086,2.4000000000000004
01087,5.2
01088,-1.4000000000000004
01090,4.2
01091,1.4000000000000001
01092,2.8000000000000003
01094,-3.6000000000000005
01095,2.8000000000000003
01096,2.4000000000000004
01097,4.4
01098,0.19999999999999996
01099,8.4
01100,-3.6000000000000005
01101,0.0
01103,3.4000000000000004
01104,2.8000000000000003
01105,6.000000000000001
01107,1.0
01108,2.8000000000000003
01110,-4.800000000000001
01112,0.0
01113,0.0
01114,2.4000000000000004
01115,0.0
01117,2.8000000000000003
01118,-0.8000000000000007
01119,1.4000000000000001
01122,3.8
01123,-1.4000000000000004
01124,4.800000000000001
01125,8.8
01126,0.4
01127,-1.2000000000000006
01128,0.8
01129,2.8000000000000003
01130,7.800000000000001
01131,3.4000000000000004
01133,8.8
01134,2.4000000000000004
01135,2.0
01136,-3.2000000000000006
01137,9.8
01138,5.2
01139,-3.2000000000000006
01140,6.000000000000001
01141,4.800000000000001
01142,6.4
01144,8.4
01146,-1.2000000000000006
01147,4.6000000000000005
01148,8.8
01150,-0.8
01151,-1.2000000000000006
01152,1.1999999999999993
01153,-3.6000000000000005
01154,2.4000000000000004
01155,0.8
01157,2.8000000000000003
01158,-1.2000000000000006
01161,2.4000000000000004
01162,2.4000000000000004
01163,0.4
01164,6.000000000000001
01165,2.4000000000000004
01166,5.4
01167,8.600000000000001
01172,7.000000000000001
01173,7.000000000000001
01175,2.4000000000000004
01176,1.4000000000000001
01177,0.0
01178,2.8000000000000003
01179,4.2
01181,-0.19999999999999996
01184,4.800000000000001
01185,8.8
01187,0.0
01188,-3.0
01189,6.000000000000001
01191,2.0
01192,3.4000000000000004
01194,2.8000000000000003
01196,2.6000000000000005
01197,3.4000000000000004
01199,7.4
01200,7.000000000000001
01201,0.8
01203,1.3999999999999995
01205,8.8
01206,2.4000000000000004
01207,9.4
01209,-1.2000000000000006
01210,9.4
01211,3.2
01212,9.8
01214,-0.8000000000000007
01215,7.000000000000001
01216,2.4000000000000004
01217,-1.8000000000000003
01218,0.4
01219,2.8000000000000003
01221,-0.8000000000000007
01222,-1.6000000000000005
01223,0.0
01224,0.8
01225,6.000000000000001
01226,0.8
01227,3.2
01228,2.4000000000000004
01229,1.8
01230,2.8000000000000003
01231,0.0
01232,2.8000000000000003
01233,5.2
01234,7.4
01235,8.8
01236,2.4000000000000004
01237,2.8000000000000003
01238,2.8000000000000003
01240,11.200000000000001
01241,-1.8000000000000003
01242,0.4
01243,2.0
01244,2.4000000000000004
01245,-0.6000000000000001
01246,-2.2
01247,5.4
01248,2.8000000000000003
01250,0.0
01254,3.4000000000000004
01255,7.4
01257,1.8
01258,10.8
01259,10.8
01261,3.6
01263,7.4
01264,6.4
01266,2.4000000000000004
01267,8.4
01268,0.0
01269,11.8
01270,1.8
01271,-3.8000000000000007
01272,-0.19999999999999996
01273,0.8
01274,2.8000000000000003
01275,0.4
01277,-1.8000000000000003
01279,2.8000000000000003
01280,2.4000000000000004
01282,4.800000000000001
01283,2.4000000000000004
01284,1.4000000000000001
01285,0.8
01287,3.8
01288,9.4
01289,3.8
01290,-4.800000000000001
01291,1.8
01292,2.0
01294,6.000000000000001
01295,6.4
01296,2.8000000000000003
01298,8.0
01299,-1.2000000000000006
01300,0.0
01301,5.2
01302,0.0
01304,4.0
01305,2.8000000000000003
01307,1.4000000000000001
01308,-0.19999999999999996
01310,-0.19999999999999996
01311,1.8
01312,4.4
01313,-1.4000000000000004
01315,7.800000000000001
01316,1.0
01317,-2.2
01318,2.4000000000000004
01319,1.8
01320,4.800000000000001
01324,2.0
01325,2.4000000000000004
01326,2.4000000000000004
01327,2.4000000000000004
01328,2.4000000000000004
01329,9.4
01332,11.8
01334,9.4
01335,4.2
01336,-0.19999999999999996
01338,6.000000000000001
01340,10.200000000000001
01341,2.4000000000000004
01342,4.2
01343,2.4000000000000004
01344,-1.2000000000000006
01345,7.000000000000001
01346,0.4
01347,1.0
01348,-0.19999999999999996
01349,8.8
01353,0.8
01354,6.000000000000001
01355,2.4000000000000004
01356,8.8
01358,1.0
01359,6.000000000000001
01360,-0.8000000000000007
01361,2.4000000000000004
01363,2.4000000000000004
01364,-0.8000000000000007
01365,2.8000000000000003
01366,-1.2000000000000006
01367,2.4000000000000004
01368,3.4000000000000004
01369,0.0
01370,4.0
01371,-4.2
01372,4.2
01375,2.8000000000000003
01377,1.2000000000000002
01378,1.4000000000000001
01380,5.0
01381,1.0
01382,2.0
01384,-3.6000000000000005
01385,1.0
01386,2.4000000000000004
01388,2.4000000000000004
01389,2.4000000000000004
01391,2.8000000000000003
01393,-1.2000000000000006
01394,8.4
01395,3.2
01396,2.4000000000000004
01397,0.0
01399,6.4
01400,5.0
01402,-3.6000000000000005
01403,1.8
01406,4.2
01407,-3.6000000000000005
01408,0.8
01409,3.8
01411,2.4000000000000004
01412,2.4000000000000004
01413,-0.19999999999999996
01414,4.800000000000001
01415,0.4
01416,2.4000000000000004
01417,0.8
01418,5.2
01419,2.8000000000000003
01420,1.4000000000000001
01421,0.19999999999999996
01422,8.0
01423,11.200000000000001
01424,2.0
01425,5.2
01426,-1.2000000000000006
01428,2.4000000000000004
01430,4.800000000000001
01431,-1.6000000000000005
01433,-1.8000000000000003
01434,1.4000000000000001
01435,-3.6000000000000005
01436,9.4
01437,2.4000000000000004
01438,1.4000000000000001
01439,2.4000000000000004
01440,9.200000000000001
01441,1.8
01442,7.4
01443,8.2
01444,2.8000000000000003
01445,2.8000000000000003
01446,3.8
01447,8.4
01449,-3.2000000000000006
01450,9.8
01451,-3.4000000000000004
01452,1.8
01454,2.8000000000000003
01455,2.4000000000000004
01456,6.4
01457,6.4
01458,-1.4000000000000004
01459,9.200000000000001
01460,2.4000000000000004
01461,9.8
01462,9.8
01463,0.0
01464,-1.8000000000000003
01465,2.8000000000000003
01467,0.4
01469,2.8000000000000003
01470,2.8000000000000003
01471,11.8
01472,0.8
01475,2.4000000000000004
01476,1.8
01477,9.4
01478,6.000000000000001
01479,7.4
01480,8.4
01481,6.000000000000001
01482,-3.2000000000000006
01483,2.4000000000000004
01484,4.4
01485,2.8000000000000003
01486,0.19999999999999996
01487,5.8
01489,7.000000000000001
01490,2.4000000000000004
01491,2.4000000000000004
01492,-3.2000000000000006
01494,9.4
01496,2.8000000000000003
01497,-3.6000000000000005
01498,-2.8000000000000007
01499,-0.19999999999999996
01501,2.8000000000000003
01502,-2.8000000000000007
01503,6.000000000000001
01505,7.0
01506,-3.6000000000000005
01507,2.8000000000000003
01509,3.4000000000000004
01510,6.000000000000001
01511,-3.6000000000000005
01512,2.8000000000000003
01513,5.2
01514,2.4000000000000004
01515,11.200000000000001
01516,-1.2000000000000006
01517,5.2
01518,1.4000000000000001
01519,0.8
01520,2.4000000000000004
01521,1.2000000000000002
01523,8.8
01524,3.8
01525,0.0
01526,2.8000000000000003
01528,2.4000000000000004
01530,1.0
01533,1.4000000000000001
01534,2.4000000000000004
01535,-3.6000000000000005
01536,2.8000000000000003
01537,-2.8000000000000007
01538,-1.6000000000000005
01542,6.000000000000001
01545,6.4
01546,4.800000000000001
01547,6.000000000000001
01548,2.4000000000000004
01549,5.0
01550,2.8000000000000003
01551,-1.2000000000000006
01552,2.4000000000000004
01554,5.2
01555,6.000000000000001
01556,6.000000000000001
01557,2.8000000000000003
01558,4.800000000000001
01559,5.8
01560,2.4000000000000004
01561,9.0
01563,3.8000000000000007
01564,9.4
01566,2.2
01567,9.0
01569,9.4
01570,6.000000000000001
01571,0.0
01573,2.4000000000000004
01574,7.000000000000001
01575,2.4000000000000004
01576,2.4000000000000004
01577,1.4000000000000001
01578,7.000000000000001
01579,5.2
01580,-0.8000000000000007
01581,4.0
01582,2.0
01583,-4.2
01584,2.4000000000000004
01585,0.4
01586,9.4
01587,-3.2000000000000006
01588,9.0
01589,3.2
01590,2.4000000000000004
01591,-0.19999999999999973
01592,6.800000000000001
01593,4.4
01594,9.200000000000001
01596,1.8
01597,9.4
01598,4.800000000000001
01599,7.800000000000001
01600,-1.8000000000000003
01601,0.4
01602,10.8
01603,2.8000000000000003
01604,5.4
01605,0.4
01606,5.800000000000001
01607,5.2
01608,0.0
01609,0.4
01611,9.4
01612,2.0
01613,-0.8000000000000007
01614,8.4
01615,-1.8000000000000003
01616,10.200000000000001
01617,-4.2
01618,2.8000000000000003
01620,2.4000000000000004
01621,0.8
01622,2.0
01623,2.0
01624,2.4000000000000004
01626,2.4000000000000004
01628,2.8000000000000003
01629,7.4
01630,0.4
01631,6.4
01632,2.2
01633,-2.8000000000000007
01635,1.8
01636,4.800000000000001
01637,9.8
01638,1.4000000000000001
01639,1.0
01640,-1.2000000000000002
01641,-1.4000000000000004
01642,-0.19999999999999996
01644,8.4
01646,1.0
01647,2.4000000000000004
01648,6.2
01649,-3.6000000000000005
01651,7.4
01652,8.4
01653,1.8
01654,2.8000000000000003
01656,0.0
01657,2.0
01658,8.0
01659,2.4000000000000004
01660,0.0
01662,1.2000000000000002
01663,-2.2
01664,-0.8000000000000007
01666,2.4000000000000004
01667,2.4000000000000004
01668,9.8
01670,2.4000000000000004
01671,3.8
01673,3.8
01674,-3.6000000000000005
01675,-0.19999999999999996
01677,2.4000000000000004
01678,4.2
01679,9.4
01680,0.0
01681,1.2000000000000002
01682,6.0
01683,3.2
01684,0.0
01685,1.0
01687,2.8000000000000003
01688,0.19999999999999996
01691,-0.6000000000000001
01692,2.4000000000000004
01693,8.4
01694,-3.6000000000000005
01695,3.2
01696,3.8
01698,0.0
01699,-2.8000000000000007
01700,2.0
01702,6.4
01707,8.4
01708,7.000000000000001
01709,-3.2000000000000006
01713,-3.2000000000000006
01714,8.4
01716,9.8
01717,6.000000000000001
01718,7.000000000000001
01719,7.000000000000001
01720,4.800000000000001
01722,5.8
01723,12.200000000000001
01724,2.4000000000000004
01725,-0.6000000000000001
01726,5.0
01727,5.0
01728,2.4000000000000004
01729,6.000000000000001
01730,0.0
01731,2.2
01732,2.4000000000000004
01733,0.4
01735,7.0
01736,4.4
01737,2.4000000000000004
01738,-0.19999999999999996
01739,7.800000000000001
01740,0.0
01741,2.4000000000000004
01743,2.4000000000000004
01745,3.4000000000000004
01746,2.4000000000000004
01747,3.2000000000000006
01748,3.6
01749,4.4
01751,0.0
01753,0.0
01754,9.8
01755,2.4000000000000004
01756,2.8000000000000003
01758,-1.2000000000000006
01759,4.4
01760,0.8
01762,-1.2000000000000006
01763,0.4
01764,9.4
01766,7.4
01768,2.4000000000000004
01769,6.000000000000001
01770,7.000000000000001
01771,-1.2000000000000006
01775,2.4000000000000004
01777,8.8
01780,2.0
01781,0.4
01782,9.0
01783,2.8000000000000003
01784,2.8000000000000003
01785,1.4000000000000001
01786,-3.4000000000000004
01787,6.000000000000001
01788,1.4000000000000001
01789,-2.6000000000000005
01791,8.8
01792,0.4
01793,8.4
01796,1.4000000000000001
01798,0.0
01799,-3.6000000000000005
01800,6.000000000000001
01801,3.8
01803,0.7999999999999998
01804,2.4000000000000004
01806,4.800000000000001
01808,0.4
01809,-3.6000000000000005
01810,0.0
01812,4.4
01813,1.8
01815,1.8
01816,7.800000000000001
01817,0.0
01818,4.0
01819,2.8000000000000003
01820,-2.2
01821,0.8
01823,1.8
01824,-4.2
01825,4.4
01826,5.6000000000000005
01827,2.4000000000000004
01828,3.8
01829,-0.6000000000000001
01831,-2.5999999999999996
01834,9.4
01835,2.4000000000000004
01837,2.4000000000000004
01838,-4.2
01839,0.0
