고객번호,A_sum지수,B_sum지수,C_sum지수,D_sum지수
00083,1.2000000000000002,1.0,0.0,0.0
00084,-0.4,2.6,1.0,0.0
00085,1.0,0.0,-4.0,1.4000000000000001
00086,1.0,1.2000000000000002,0.8,0.0
00087,-0.6,-3.0,1.2000000000000002,0.0
00088,0.2,0.2,0.8,0.0
00089,0.4,2.0,1.0,1.0
00090,0.2,5.4,1.2000000000000002,0.0
00091,0.2,2.8000000000000003,-0.8,0.0
00092,0.0,1.0,-0.8,0.0
00093,0.2,0.0,1.0,0.0
00094,2.4000000000000004,-3.6,6.0,0.0
00095,-0.8,1.0,1.0,-4.0
00096,0.2,0.0,0.0,0.0
00097,0.2,-3.4000000000000004,1.4,0.0
00098,0.0,0.4,0.0,5.0
00099,0.2,1.0,-2.2,0.0
00100,0.2,0.2,-3.0,0.0
00101,0.0,1.2000000000000002,4.0,0.0
00102,-0.8,1.0,-0.8,0.0
00103,-3.8,-0.8,0.2,0.0
00104,2.2,1.0,6.800000000000001,0.0
00105,5.4,1.0,1.0,0.0
00106,-0.8,1.2000000000000002,1.8,0.0
00107,1.0,0.8,-0.6,0.0
00108,0.2,1.2000000000000002,0.0,0.0
00109,-3.0,2.2,-0.8,0.0
00110,0.0,0.2,1.4,6.0
00111,6.0,1.4,0.2,0.0
00112,-0.4,2.0,0.0,0.0
00113,0.0,0.2,5.0,0.0
00114,0.0,0.4,0.2,1.2000000000000002
00115,0.4,0.0,4.4,0.0
00116,0.2,-2.8,1.2000000000000002,0.0
00117,0.2,7.0,0.0,7.0
00118,1.0,1.0,1.0,0.0
00119,0.4,-3.0,0.2,0.0
00120,0.0,1.2000000000000002,1.0,0.0
00121,-0.6,3.0,0.0,1.2000000000000002
00122,0.0,1.0,1.0,0.0
00123,2.2,1.2000000000000002,0.8,0.0
00124,0.0,-2.8,1.0,2.0
00125,0.2,0.4,0.0,0.0
00126,0.4,2.0,-4.0,0.0
00127,0.2,6.0,1.6,0.0
00128,1.0,1.2000000000000002,-3.0,0.0
00129,6.0,1.0,-0.6,0.0
00130,-0.8,1.2000000000000002,1.4000000000000001,0.0
00131,0.2,0.8,-0.8,0.0
00132,1.2000000000000002,1.0,-0.4,0.0
00133,0.2,1.0,1.0,0.0
00134,0.2,1.2000000000000002,4.2,0.0
00135,0.2,5.2,-3.0,0.0
00136,2.2,2.0,0.0,0.0
00137,-0.6,8.2,0.0,0.0
00138,0.0,1.2000000000000002,0.0,0.0
00139,0.2,1.2000000000000002,6.0,1.4000000000000001
00140,0.0,-2.0,0.2,0.0
00141,1.0,6.800000000000001,0.2,0.0
00143,1.2000000000000002,1.0,0.0,5.0
00144,7.4,7.2,-0.8,0.0
00145,1.2000000000000002,-3.6000000000000005,5.8,0.0
00146,0.2,0.0,0.0,0.0
00147,-0.6,2.0,1.0,0.0
00148,1.0,0.8,1.2000000000000002,0.0
00149,0.0,2.0,0.0,0.0
00150,0.4,1.0,0.0,0.0
00151,0.2,1.0,1.8,0.0
00152,0.0,5.0,-0.6,0.0
00153,0.2,-4.6000000000000005,0.8,-4.0
00154,-0.6,2.2,-3.2,0.0
00155,0.2,1.2000000000000002,1.0,0.0
00156,0.2,1.0,0.8,0.0
00157,-0.4,5.0,0.0,-4.0
00158,1.2000000000000002,3.0,-3.0,7.0
00159,1.2000000000000002,1.0,0.0,0.0
00160,0.2,1.0,0.8,0.0
00161,0.0,2.2,-3.2,0.0
00162,0.4,1.0,-0.8,0.0
00163,0.2,5.2,1.0,8.0
00164,0.2,7.0,1.4000000000000004,0.0
00165,-0.6,1.2000000000000002,4.0,0.0
00166,0.0,2.0,0.8,0.0
00167,0.0,0.0,0.0,1.4000000000000001
00168,1.2000000000000002,6.0,0.2,0.0
00169,1.2000000000000002,0.4,5.2,0.0
00170,7.2,2.0,5.0,0.0
00171,0.0,1.0,-4.0,0.0
00172,0.2,2.0,5.0,0.0
00173,6.2,0.4,0.0,0.0
00175,1.6,1.0,4.0,0.0
00176,1.2000000000000002,2.0,-0.8,0.0
00177,-0.6,2.2,-4.0,0.0
00178,-0.8,1.2000000000000002,4.6,0.0
00179,0.4,1.2000000000000002,0.0,6.0
00180,0.2,-4.0,0.0,0.0
00181,0.0,7.0,0.0,0.0
00182,1.2000000000000002,6.2,0.0,1.4000000000000001
00183,6.0,1.2000000000000002,5.0,0.0
00184,0.4,2.0,4.0,0.0
00185,1.0,4.0,1.0,0.0
00186,-0.6,1.4,1.0,0.0
00187,0.2,6.0,-3.8,0.0
00188,2.0,1.4,0.0,0.0
00189,0.4,-4.0,0.0,8.0
00190,0.2,0.0,0.0,0.0
00191,-0.8,1.0,1.0,0.0
00192,1.0,2.2,5.4,1.2000000000000002
00193,-4.6000000000000005,2.0,0.20000000000000007,0.0
00194,0.0,2.0,0.8,0.0
00195,1.0,1.0,3.8000000000000003,0.0
00196,0.0,1.2000000000000002,0.0,0.0
00197,1.0,1.0,0.8,1.2000000000000002
00198,1.2000000000000002,1.0,5.0,0.0
00199,0.0,1.2000000000000002,2.2,0.0
00200,1.2000000000000002,1.0,-0.8,0.0
00201,-0.8,1.2000000000000002,3.0,0.0
00202,0.4,0.8,1.0,0.0
00203,1.0,1.0,1.0,0.0
00204,-0.8,1.2000000000000002,0.8,0.0
00205,-0.8,1.2000000000000002,0.2,1.2000000000000002
00206,0.2,1.0,-0.4,0.0
00207,-2.2,1.0,0.6000000000000001,1.0
00208,-1.4,1.2000000000000002,0.0,0.0
00209,0.2,2.0,0.0,0.0
00210,0.2,1.2000000000000002,1.0,0.0
00211,0.4,-3.0,1.0,0.0
00212,1.2000000000000002,1.0,0.0,0.0
00213,0.2,1.0,0.2,0.0
00214,0.2,6.0,0.0,0.0
00215,0.0,1.0,0.0,0.0
00216,-0.6,2.0,5.0,0.0
00217,0.2,3.2,0.8,0.0
00218,0.0,2.2,0.0,8.0
00219,0.0,7.0,1.0,0.0
00220,0.0,1.2000000000000002,1.0,0.0
00221,-3.6000000000000005,1.0,0.0,0.0
00222,-0.4,2.0,6.2,0.0
00223,1.0,-3.0,0.8,0.0
00224,0.2,0.4,0.0,0.0
00225,0.0,1.4,4.4,0.0
00226,1.2000000000000002,1.0,0.4,0.0
00227,-3.0,0.0,0.2,0.0
00228,0.4,1.2000000000000002,1.2000000000000002,0.0
00229,0.4,0.0,-2.8,0.0
00230,0.2,7.0,5.0,1.0
00231,5.4,1.0,-3.2,0.0
00232,-3.8,0.0,0.0,0.0
00233,2.4,-2.0,0.0,0.0
00234,0.0,1.2000000000000002,2.2,0.0
00235,0.2,-3.0,0.2,0.0
00236,0.0,0.0,0.2,0.0
00237,0.4,1.2000000000000002,0.0,0.0
00238,1.0,1.0,4.0,0.0
00239,0.2,1.0,-3.0,0.0
00240,-0.8,-3.2,0.0,1.2000000000000002
00241,1.2000000000000002,0.0,1.0,0.0
00242,5.2,2.0,1.0,0.0
00243,0.0,1.0,1.0,0.0
00245,0.0,1.0,1.0,0.0
00246,0.4,7.0,-3.2,0.0
00247,0.0,2.0,1.2000000000000002,0.0
00248,0.2,1.0,5.2,0.0
00249,0.2,5.4,1.0,0.0
00250,0.2,1.2000000000000002,1.4,0.0
00251,-0.6,0.0,0.20000000000000007,0.0
00252,1.2000000000000002,3.8,0.8,1.0
00253,-0.8,0.0,1.0,0.0
00254,0.0,5.0,0.0,0.0
00255,0.0,1.2000000000000002,0.4,0.0
00256,0.2,1.0,1.0,0.0
00257,0.4,1.2000000000000002,-3.0,0.0
00258,0.0,-2.0,1.0,0.0
00259,2.0,1.0,1.2000000000000002,0.0
00260,5.2,0.2,-3.8,0.0
00261,0.0,-4.6000000000000005,0.0,1.2000000000000002
00262,0.0,-2.6,0.8,0.0
00263,5.0,1.0,0.2,0.0
00264,-2.0,1.2000000000000002,0.4,0.0
00265,0.0,0.0,5.2,0.0
00266,0.2,1.0,1.2000000000000002,0.0
00267,0.0,1.0,5.8,0.0
00268,0.2,0.2,0.2,0.0
00269,0.0,0.0,-0.8,0.0
00270,5.2,2.0,1.8,0.0
00271,0.2,5.0,0.0,1.0
00272,-0.6,1.4,0.8,0.0
00273,0.4,7.0,5.0,0.0
00274,4.0,1.0,1.0,0.0
00275,0.2,1.0,0.0,0.0
00276,6.2,2.2,0.0,0.0
00277,1.2000000000000002,1.2000000000000002,5.0,0.0
00278,-4.800000000000001,0.8,-0.8,0.0
00279,0.4,0.0,1.0,0.0
00280,0.2,7.8,1.0,0.0
00281,-0.4,0.2,0.2,0.0
00282,0.0,7.0,1.0,0.0
00283,-0.6,0.0,0.0,0.0
00284,0.0,1.2000000000000002,0.0,0.0
00285,0.0,2.0,1.0,0.0
00286,0.0,1.0,4.800000000000001,0.0
00287,1.2000000000000002,1.0,0.0,0.0
00288,-0.6,1.4,1.0,0.0
00289,0.2,3.0,1.0,0.0
00290,4.2,2.0,0.0,0.0
00291,-3.0,2.0,-0.8,0.0
00292,0.4,2.0,0.8,0.0
00293,0.4,1.0,0.8,0.0
00294,0.2,1.0,5.8,6.0
00295,1.2000000000000002,7.0,1.8,0.0
00296,0.2,-2.4,1.2000000000000002,0.0
00297,0.2,0.0,0.2,0.0
00298,1.0,7.0,0.4,0.0
00299,-0.6,1.2000000000000002,0.0,0.0
00300,1.2000000000000002,1.2000000000000002,1.0,0.0
00301,0.0,1.4000000000000001,0.0,1.6
00302,0.0,1.0,0.0,0.0
00303,-0.4,1.0,5.8,0.0
00304,1.2000000000000002,-1.8,2.0,0.0
00305,0.2,-0.6,0.2,0.0
00306,0.4,-3.0,0.8,0.0
00307,0.4,7.0,0.8,1.2000000000000002
00308,-0.8,1.0,1.0,0.0
00309,-0.6,7.2,-4.800000000000001,0.0
00310,-0.6,1.0,2.2,0.0
00311,0.0,-3.8,0.20000000000000007,0.0
00312,7.2,5.0,0.0,0.0
00313,-0.6,1.0,0.2,0.0
00314,-0.8,5.0,6.0,0.0
00315,0.0,2.2,0.2,0.0
00316,-0.8,7.2,0.2,0.0
00317,-0.8,1.0,-0.8,0.0
00318,0.0,6.0,0.8,0.0
00319,-0.6,-4.0,0.0,0.0
00320,0.2,2.0,-0.5999999999999999,0.0
00321,-0.8,1.2000000000000002,-0.8,0.0
00322,0.0,1.0,0.8,0.0
00323,1.2000000000000002,1.0,0.20000000000000007,0.0
00324,0.4,1.0,5.0,0.0
00325,0.2,1.2000000000000002,1.2000000000000002,0.0
00326,0.2,1.2000000000000002,0.0,0.0
00327,-0.6,2.4,-3.2,0.0
00328,0.4,1.0,5.0,0.0
00329,-0.8,1.2000000000000002,0.2,0.0
00330,1.2000000000000002,8.0,-4.0,0.0
00331,-0.6,1.0,0.2,0.0
00332,0.0,1.2000000000000002,0.0,0.0
00333,0.2,2.0,0.2,0.0
00334,0.0,0.0,0.0,0.0
00335,1.2000000000000002,6.0,0.2,0.0
00336,-0.8,1.0,0.0,0.0
00337,0.0,2.2,0.0,0.0
00338,1.2000000000000002,1.0,-2.2,0.0
00339,1.2000000000000002,1.0,0.8,0.0
00340,0.2,-2.8,5.0,1.2000000000000002
00341,1.0,5.2,-2.2,0.0
00342,0.0,0.2,1.2000000000000002,0.0
00343,0.0,0.0,1.0,1.2000000000000002
00344,0.0,1.4000000000000001,0.0,0.0
00345,0.2,-3.0,-3.6,0.0
00346,0.2,1.0,0.0,0.0
00347,0.2,1.0,1.0,0.0
00348,6.0,1.0,0.0,0.0
00349,-0.4,1.2000000000000002,6.0,1.2000000000000002
00350,0.2,1.0,1.0,0.0
00351,0.4,1.2000000000000002,4.4,0.0
00352,0.2,1.2000000000000002,0.8,0.0
00353,1.2000000000000002,2.0,1.2000000000000002,0.0
00354,0.0,2.0,1.0,0.0
00355,0.4,1.2000000000000002,0.0,0.0
00356,0.0,1.2000000000000002,0.8,0.0
00357,1.0,7.2,0.0,0.0
00358,0.2,7.2,0.0,6.4
00359,0.0,1.2000000000000002,0.2,1.0
00360,2.2,1.2000000000000002,0.8,0.0
00361,-0.8,1.6,-0.8,0.0
00362,6.0,1.2000000000000002,0.8,0.0
00363,0.2,1.0,1.0,0.0
00364,6.4,2.0,0.0,1.2000000000000002
00365,-0.8,1.2000000000000002,1.0,-4.800000000000001
00366,1.2000000000000002,1.0,0.8,0.0
00367,0.2,1.0,-0.8,0.4
00368,0.2,1.0,0.0,0.0
00369,-0.6,1.0,1.0,0.0
00370,-3.8000000000000003,2.0,-3.0,0.0
00371,5.0,1.2000000000000002,5.0,0.0
00372,0.4,2.0,0.8,0.0
00373,2.0,1.0,0.4,7.0
00374,0.2,6.0,0.8,1.2000000000000002
00375,0.2,1.2000000000000002,0.0,7.0
00376,0.4,1.0,0.2,1.2000000000000002
00377,-0.6,1.4,0.0,0.0
00378,0.2,3.0,0.4,0.0
00379,0.2,0.0,-2.2,1.2000000000000002
00380,1.2000000000000002,1.0,1.2000000000000002,0.0
00381,0.0,0.0,0.0,0.0
00382,0.2,1.4,1.2000000000000002,0.0
00383,0.0,7.0,1.0,0.0
00384,1.2000000000000002,2.0,5.2,0.0
00385,5.6,1.0,0.0,0.0
00386,0.2,-4.800000000000001,-4.6000000000000005,0.0
00387,0.4,1.0,-0.8,0.0
00388,0.0,0.6000000000000001,0.4,0.0
00389,0.2,1.2000000000000002,4.0,0.0
00390,1.2000000000000002,2.0,0.8,0.0
00391,-0.6,0.4,-0.6,0.0
00392,0.0,1.2000000000000002,1.0,0.0
00393,0.2,0.0,0.8,0.0
00394,0.2,0.0,0.0,-4.0
00395,7.2,1.2000000000000002,5.0,0.0
00396,0.2,1.2000000000000002,-0.8,0.0
00397,0.2,1.2000000000000002,6.0,0.0
00398,0.2,0.8,-0.4,0.0
00399,0.0,1.0,1.0,0.0
00400,0.0,1.2000000000000002,4.2,0.0
00401,-0.6,1.0,0.8,0.0
00402,0.0,0.0,-0.8,0.0
00403,-0.6,1.0,0.0,0.0
00404,0.0,1.2000000000000002,4.0,0.0
00405,0.2,6.0,0.0,0.0
00406,-4.0,1.0,-4.0,0.0
00407,0.0,0.0,0.0,0.0
00408,1.2000000000000002,1.8,-2.4,0.0
00409,-0.6,2.0,1.0,0.0
00410,1.2000000000000002,1.0,-4.0,0.0
00411,-0.8,1.2000000000000002,0.4,0.0
00412,-0.8,1.0,0.0,0.0
00413,0.4,1.2000000000000002,1.2000000000000002,0.0
00414,0.2,1.2000000000000002,6.2,0.0
00415,6.4,2.0,0.8,0.0
00416,-0.6,1.2000000000000002,0.8,0.0
00417,0.0,1.0,4.0,5.0
00418,2.0,1.2000000000000002,0.0,1.4000000000000001
00419,0.2,0.0,0.0,8.0
00420,1.0,1.0,1.2000000000000002,0.0
00421,0.2,1.2000000000000002,1.6,0.0
00422,0.2,1.0,1.0,0.0
00423,-0.6,-3.2,4.0,0.0
00424,1.0,1.0,0.0,0.0
00425,0.4,2.0,-0.8,0.0
00426,1.2000000000000002,1.6,1.0,0.0
00427,0.2,-4.800000000000001,0.8,0.0
00428,0.2,5.0,0.0,7.2
00429,0.4,7.0,0.4,0.0
00430,-0.8,0.8,-4.0,0.0
00431,0.4,1.2000000000000002,0.2,0.0
00432,0.2,0.4,0.0,0.0
00433,0.2,-0.8,0.0,2.4000000000000004
00434,0.2,-3.6,0.2,0.0
00435,0.2,0.0,0.2,0.0
00436,0.4,6.0,6.0,0.0
00437,6.0,5.0,1.2000000000000002,0.0
00438,-0.8,1.4,0.20000000000000007,0.0
00439,4.0,1.2000000000000002,1.2000000000000002,0.0
00440,-0.6,5.2,0.0,1.4000000000000001
00441,0.4,1.4,-4.0,0.0
00442,6.0,1.0,2.2,0.0
00443,0.2,0.0,1.0,0.0
00444,1.2000000000000002,3.2,-3.0,0.0
00445,5.4,1.0,0.8,0.0
00446,1.2000000000000002,1.2000000000000002,1.2000000000000002,0.0
00447,0.2,0.2,-3.2,0.0
00448,0.4,0.2,1.0,0.0
00449,0.0,2.0,0.0,0.0
00450,0.4,1.0,0.2,0.0
00451,0.2,2.0,-3.2,0.0
00452,-2.0,-2.8,1.0,0.0
00453,0.2,1.0,0.8,0.0
00454,0.2,1.0,0.4,0.0
00455,0.2,1.2000000000000002,0.2,0.0
00456,1.2000000000000002,3.2,0.0,0.0
00457,0.0,-5.6,0.2,0.0
00458,0.20000000000000007,2.0,-2.2,0.0
00459,0.0,-2.4,0.0,7.0
00461,0.2,2.0,-3.2,0.0
00462,0.2,6.2,-0.6,0.0
00463,0.2,0.0,0.0,0.0
00464,0.2,1.0,1.8,0.0
00465,0.6000000000000001,1.2000000000000002,-3.2,0.0
00466,0.2,2.0,1.2000000000000002,0.0
00467,-0.8,1.0,-0.8,1.4000000000000001
00468,0.2,1.2000000000000002,-1.8,0.0
00469,0.4,-2.2,0.0,6.0
00470,5.4,1.2000000000000002,0.0,0.0
00471,1.2000000000000002,-3.0,1.8,0.0
00472,-0.3999999999999999,1.0,-3.0,0.0
00473,-4.6000000000000005,1.2000000000000002,0.0,0.0
00474,-0.6,1.0,1.6,0.0
00475,0.2,0.2,5.2,0.0
00476,1.2000000000000002,0.0,0.0,0.0
00477,1.4,0.2,-3.2,0.0
00478,0.0,1.2000000000000002,0.20000000000000007,0.0
00479,1.4,1.0,0.2,0.0
00480,0.2,1.0,0.0,0.0
00481,0.2,0.2,0.0,0.0
00482,6.0,1.0,1.0,0.0
00483,0.4,5.0,1.0,0.0
00484,0.0,1.0,-3.2,0.0
00485,0.0,6.0,0.0,0.0
00486,0.0,1.0,0.8,0.0
00487,0.0,2.0,0.0,1.0
00488,7.800000000000001,0.0,0.0,1.2000000000000002
00489,-0.8,6.0,0.2,0.0
00490,0.0,1.0,0.0,0.0
00491,0.2,1.0,-0.8,0.0
00492,0.2,0.0,1.0,0.0
00493,-0.4,2.0,-1.6,0.0
00494,0.2,1.0,2.2,0.0
00495,1.2000000000000002,0.0,0.2,0.0
00496,0.2,1.0,0.0,5.0
00497,-3.0,1.2000000000000002,6.2,0.0
00498,0.4,1.0,0.8,0.0
00499,0.0,1.0,-4.0,0.0
00500,0.2,6.0,1.2000000000000002,2.2
00501,1.0,2.4000000000000004,1.0,0.0
00502,-0.6,1.0,0.0,0.0
00503,1.0,1.4,0.0,7.6000000000000005
00504,0.2,1.4,1.0,7.0
00505,0.0,1.0,0.8,0.0
00506,0.4,1.0,-3.2,0.0
00507,0.0,1.2000000000000002,-2.2,0.0
00508,-0.8,2.2,1.0,0.0
00509,0.2,0.0,-3.6000000000000005,0.0
00510,-0.6,1.0,1.2000000000000002,0.0
00511,-3.0,2.0,1.0,0.0
00512,0.0,1.0,1.0,0.0
00513,0.0,0.0,5.0,0.0
00514,0.4,1.0,1.2000000000000002,0.0
00515,1.2000000000000002,2.2,5.2,0.0
00516,0.2,1.0,0.8,0.0
00517,0.2,7.0,-0.8,0.0
00518,-0.6,2.0,1.0,0.0
00519,1.4,1.4,0.0,0.0
00520,-0.8,2.4000000000000004,0.0,0.0
00521,-0.6,1.2000000000000002,1.0,0.0
00522,1.2000000000000002,2.0,5.0,0.0
00523,1.0,1.0,0.2,0.0
00524,0.2,1.2000000000000002,1.0,0.0
00525,0.0,7.0,5.0,1.4000000000000001
00526,-0.8,-0.6,1.0,0.0
00527,-3.4000000000000004,6.0,3.2,0.0
00528,4.0,1.0,0.0,0.0
00529,0.2,1.2000000000000002,4.2,0.0
00530,0.0,1.2000000000000002,-3.0,0.0
00531,1.2000000000000002,-3.8000000000000003,-0.6,0.0
00532,1.2000000000000002,2.4,0.0,0.0
00533,0.8,1.2000000000000002,0.8,0.0
00534,0.0,0.0,4.0,0.0
00535,0.2,1.2000000000000002,0.2,0.0
00536,0.2,7.0,0.8,0.0
00537,1.0,1.0,0.0,0.0
00538,0.2,-3.2,6.0,0.0
00539,0.0,7.0,4.0,0.0
00540,0.2,1.0,-3.0,0.0
00541,0.0,1.2000000000000002,-3.0,0.0
00542,1.0,1.2000000000000002,1.8,0.0
00543,0.0,2.0,6.0,0.0
00544,0.2,2.0,0.4,0.0
00545,0.2,1.8,0.0,-5.3999999999999995
00546,0.2,-2.4,0.0,0.0
00547,0.2,1.4,0.4,0.0
00548,0.2,1.0,-4.0,2.2
00549,0.0,3.2,1.0,0.0
00550,1.2000000000000002,2.2,-2.8,1.2000000000000002
00551,1.4000000000000001,2.0,0.20000000000000007,0.0
00552,0.0,0.2,1.0,0.0
00553,0.4,-0.6,0.0,7.0
00554,1.2000000000000002,1.2000000000000002,2.0,1.4000000000000001
00555,1.0,0.2,-3.0,0.0
00556,0.4,1.2000000000000002,6.0,0.0
00557,0.2,2.0,-2.1999999999999997,0.0
00558,0.2,1.4,0.0,8.0
00559,-0.8,1.0,0.0,0.0
00560,0.2,1.0,0.0,0.0
00561,1.2000000000000002,1.0,0.2,0.0
00562,-0.6,2.0,1.0,0.0
00563,0.4,1.2000000000000002,2.0,0.0
00564,0.2,1.8,-4.6000000000000005,0.0
00565,0.2,1.2000000000000002,5.2,0.0
00566,0.2,2.0,0.0,0.0
00567,-0.19999999999999996,2.0,5.8,0.0
00568,6.0,2.4,1.0,0.0
00569,0.0,2.0,0.0,6.0
00570,0.0,5.0,0.0,0.0
00571,-0.4,1.4,0.20000000000000007,0.0
00572,1.0,2.0,-3.0,0.0
00573,1.2000000000000002,3.2,1.2000000000000002,0.0
00574,-0.6,0.2,2.0,0.0
00575,0.0,1.0,-3.2,0.0
00576,0.2,1.2000000000000002,0.2,0.0
00577,0.4,7.2,4.800000000000001,0.0
00578,-0.6,1.0,-0.6,0.0
00579,5.0,1.0,4.0,0.0
00580,0.2,1.0,-4.0,0.0
00581,0.0,1.0,6.0,0.0
00582,0.4,3.0,0.0,1.0
00583,5.0,1.0,4.0,0.0
00584,0.0,-4.6000000000000005,1.0,0.0
00585,0.0,2.4,0.4,0.0
00586,-0.8,8.0,5.0,0.0
00587,0.4,1.0,0.0,0.0
00588,-0.6,2.0,0.0,0.0
00589,0.2,1.4,1.0,0.0
00590,0.0,0.0,1.2000000000000002,0.0
00591,2.2,1.6,1.2000000000000002,0.0
00592,1.2000000000000002,1.0,0.0,0.0
00593,0.0,6.2,0.0,0.0
00594,1.0,3.2,1.0,0.0
00595,0.2,-4.800000000000001,0.8,0.0
00596,-0.6,-4.0,0.0,0.0
00597,0.2,5.0,-0.6,0.0
00598,0.2,-3.0,1.2000000000000002,-4.0
00599,0.0,2.2,0.2,0.0
00600,0.2,2.0,1.0,0.0
00601,0.0,0.0,0.0,0.0
00602,0.2,6.2,5.0,1.2000000000000002
00603,0.4,3.2,-3.0,2.8000000000000003
00604,0.0,0.8,4.800000000000001,0.0
00605,0.0,1.0,0.2,0.0
00606,-0.6,1.4,1.0,0.0
00607,0.2,3.0,0.0,0.0
00608,0.2,1.2000000000000002,0.2,0.0
00609,1.0,1.2000000000000002,6.0,0.0
00610,1.4,0.0,0.0,0.0
00611,0.2,6.0,5.0,0.0
00612,-1.4,6.0,2.0,6.0
00613,0.2,1.2000000000000002,0.2,0.0
00614,1.2000000000000002,0.0,-3.0,0.0
00615,0.0,6.0,-3.0,0.0
00616,2.2,1.0,0.0,0.0
00617,-0.4,1.0,0.8,0.0
00618,0.2,2.2,0.0,1.2000000000000002
00619,7.0,2.2,0.0,0.0
00620,1.2000000000000002,2.0,0.0,0.0
00621,-4.0,1.0,5.0,0.0
00622,0.2,1.2000000000000002,1.0,0.0
00623,0.2,1.0,1.2000000000000002,8.0
00624,1.0,0.2,6.2,0.0
00625,-0.6,-3.0,2.0,1.0
00626,0.8,1.0,0.20000000000000007,0.0
00627,0.0,0.6000000000000001,1.2000000000000002,0.0
00628,0.4,1.2000000000000002,0.0,0.0
00629,0.4,1.2000000000000002,1.0,0.0
00630,0.2,6.0,4.0,0.0
00631,0.2,0.2,5.0,0.0
00632,-0.6,-4.800000000000001,5.2,0.0
00633,0.2,2.0,0.0,9.4
00634,0.0,-4.0,0.0,0.0
00635,-0.8,-3.0,0.0,0.0
00636,-1.6,6.0,-3.8,0.0
00637,1.0,1.2000000000000002,0.0,0.0
00638,0.2,1.0,0.0,1.6
00639,0.2,-4.800000000000001,0.0,0.0
00640,0.2,1.2000000000000002,-3.2,0.0
00641,1.0,7.0,0.0,0.0
00642,0.2,1.0,1.0,0.0
00643,0.0,1.4,1.6,0.0
00644,1.0,6.0,0.2,0.0
