고객번호,분기_count지수
00368,4.800000000000001
00369,6.6000000000000005
00370,-2.1999999999999997
00371,-1.6
00372,-0.8
00373,5.2
00374,0.20000000000000007
00375,-4.0
00376,2.2
00377,0.20000000000000007
00378,2.4
00379,4.6000000000000005
00380,1.4000000000000001
00381,0.4
00382,-4.6
00383,-0.19999999999999996
00384,0.20000000000000007
00385,6.800000000000001
00386,-1.2000000000000002
00387,4.800000000000001
00388,-1.2000000000000002
00389,-1.2000000000000002
00390,0.4
00391,7.2
00392,3.0
00393,-2.4
00394,-1.8000000000000003
00395,6.2
00396,-1.8
00397,2.4000000000000004
00398,1.6
00399,-0.5999999999999999
00400,4.0
00401,0.8
00402,3.0
00403,4.0
00404,-0.3999999999999999
00405,-3.4
00406,3.4000000000000004
00407,-0.3999999999999999
00408,1.6
00409,0.0
00410,-3.2
00411,4.6
00412,-0.19999999999999996
00413,7.0
00414,-0.3999999999999999
00415,6.4
00416,1.8
00417,2.2
00418,-0.8
00419,1.8
00420,5.0
00421,-0.5999999999999999
00422,1.0
00423,0.20000000000000007
00424,1.8
00425,-0.19999999999999996
00426,0.20000000000000007
00427,1.4000000000000001
00428,-0.19999999999999996
00429,2.0
00430,2.4
00431,2.2
00432,1.4000000000000001
00433,0.20000000000000007
00434,1.4
00435,4.0
00436,2.0
00437,5.6
00438,5.2
00439,6.2
00440,-0.3999999999999999
00441,2.2
00442,0.8
00443,4.4
00444,1.0
00445,2.2
00446,0.0
00447,3.2
00448,-1.8
00449,0.8
00450,2.0
00451,1.6
00452,3.0
00453,2.2
00454,1.2000000000000002
00455,1.4000000000000001
00456,-0.8
00457,1.0
00458,3.6
00459,1.0
00461,2.4
00462,-3.2
00463,1.8
00464,0.8000000000000002
00465,-1.2
00466,-0.3999999999999999
00467,-2.4
00468,5.0
00469,2.0
00470,3.4
00471,-3.0
00472,2.0
00473,7.2
00474,-0.8
00475,7.0
00476,6.0
00477,1.0
00478,1.8
00479,-0.19999999999999996
00480,2.6
00481,1.4000000000000001
00482,-0.8
00483,2.4
00484,-2.5999999999999996
00485,5.0
00486,3.6
00487,-0.3999999999999999
00488,3.6
00489,2.2
00490,0.6
00491,4.0
00492,5.0
00493,6.4
00494,0.6000000000000001
00495,5.2
00496,1.2000000000000002
00497,-0.3999999999999999
00498,1.6
00499,-2.1999999999999997
00500,2.2
00501,-1.0
00502,1.2000000000000002
00503,-2.2
00504,5.6
00505,-2.2
00506,1.6
00507,0.4
00508,2.2
00509,-2.0
00510,2.0
00511,2.6
00512,2.2
00513,-3.6000000000000005
00514,-1.8000000000000003
00515,7.2
00516,3.0
00517,-0.8
00518,3.6
00519,1.2000000000000002
00520,4.2
00521,0.20000000000000007
00522,3.2
00523,0.0
00524,1.4
00525,5.4
00526,1.6
00527,1.6
00528,-2.8
00529,5.2
00530,1.6
00531,4.0
00532,0.4
00533,0.6
00534,1.0
00535,3.2
00536,4.4
00537,5.0
00538,3.8000000000000003
00539,-0.8
00540,1.8
00541,3.4000000000000004
00542,-2.4000000000000004
00543,6.0
00544,1.2000000000000002
00545,3.4000000000000004
00546,-0.19999999999999996
00547,-1.0
00548,6.6000000000000005
00549,-1.6
00550,-0.3999999999999999
00551,1.4000000000000001
00552,-1.4
00553,4.2
00554,0.40000000000000013
00555,2.6
00556,1.0
00557,-2.2
00558,0.8
00559,-1.2
00560,-1.4000000000000001
00561,1.8
00562,2.6
00563,3.4000000000000004
00564,3.2
00565,-0.8
00566,0.8000000000000002
00567,2.8
00568,3.6
00569,2.4000000000000004
00570,1.8
00571,0.8
00572,-3.2
00573,2.8
00574,-1.8000000000000003
00575,6.4
00576,1.4000000000000004
00577,1.6
00578,-1.6
00579,2.4000000000000004
00580,0.8
00581,1.4000000000000001
00582,-1.6
00583,-2.2
00584,2.2
00585,-3.4
00586,2.0
00587,-1.0
00588,4.6000000000000005
00589,-4.800000000000001
00590,5.4
00591,-4.0
00592,1.8
00593,2.6
00594,-0.3999999999999999
00595,7.2
00596,2.4000000000000004
00597,0.6000000000000001
00598,-2.2
00599,2.4
00600,6.4
00601,-2.0
00602,3.0
00603,1.2000000000000002
00604,4.4
00605,-3.0
00606,7.4
00607,2.2
00608,4.0
00609,-2.2
00610,4.4
00611,0.8
00612,0.6000000000000001
00613,0.20000000000000007
00614,-0.3999999999999999
00615,-1.6
00616,5.8
00617,0.6000000000000001
00618,1.0
00619,3.8000000000000003
00620,0.4
00621,3.6
00622,4.800000000000001
00623,7.4
00624,0.6000000000000001
00625,-1.0
00626,1.4000000000000001
00627,1.0
00628,6.0
00629,0.8
00630,-0.5999999999999999
00631,-0.8
00632,2.8
00633,5.4
00634,-0.19999999999999996
00635,2.0
00636,2.2
00637,-3.0
00638,2.6
00639,2.0
00640,0.20000000000000007
00641,-2.2
00642,-3.0
00643,1.0
00644,-0.5999999999999999
00645,1.6
00646,4.4
00647,1.0
00648,0.6000000000000001
00649,0.0
00650,-3.4
00651,0.6000000000000001
00652,1.0
00653,-0.19999999999999996
00654,2.6
00655,5.4
00656,-3.0
00657,7.2
00658,1.8
00659,1.2000000000000002
00660,4.6
00661,-0.8
00662,2.6
00663,-3.4
00664,2.2
00665,-1.2000000000000002
00666,3.0
00667,0.8
00668,0.20000000000000007
00669,1.4000000000000001
00670,3.4000000000000004
00671,3.6
00672,1.2000000000000002
00673,0.4
00674,-0.4
00675,6.0
00676,1.4000000000000001
00677,2.0
00678,-2.2
00679,-1.4000000000000001
00680,-2.8
00681,4.2
00682,4.0
00683,2.2
00684,-0.8
00685,4.2
00686,-3.4
00687,-2.8
00688,2.2
00689,-2.8
00690,-0.4
00691,1.2000000000000002
00692,0.4
00693,0.8
00694,2.2
00695,3.2
00696,-0.8
00697,2.2
00698,-0.5999999999999999
00699,2.2
00700,5.4
00701,-1.4
00702,1.2000000000000002
00703,-0.3999999999999999
00704,0.6
00705,6.2
00706,0.0
00707,6.6000000000000005
00708,0.6
00709,2.8
00710,-3.6
00711,2.6
00712,0.4
00713,-0.19999999999999996
00714,2.0
00715,2.4
00716,1.2000000000000002
00717,0.8
00718,2.4000000000000004
00719,0.6000000000000001
00720,0.8000000000000002
00721,-0.19999999999999996
00722,-3.0
00723,0.4
00724,1.6
00725,1.2000000000000002
00726,-1.2
00727,4.0
00728,-1.6
00729,2.8
00730,-2.2
00731,0.4
00732,0.8
00733,1.0
00734,0.6000000000000001
00735,6.0
00736,5.4
00737,0.0
00738,2.6
00739,0.0
00740,-3.0
00741,2.2
00742,5.6
00743,0.20000000000000007
00744,-1.6
00745,1.8
00746,-0.8
00747,2.2
00748,2.2
00749,3.2
00750,-3.6
00751,1.4000000000000004
00752,1.0
00753,2.0
00754,-0.3999999999999999
00755,-0.8
00756,4.2
00757,1.0
00758,0.4
00759,1.4
00760,1.4000000000000001
00761,3.8000000000000003
00762,1.2000000000000002
00763,-0.8
00764,0.19999999999999996
00765,5.2
00766,0.6
00767,3.8000000000000003
00768,0.40000000000000013
00769,4.2
00770,1.4000000000000001
00771,1.4
00772,0.6000000000000001
00773,0.0
00774,1.2000000000000002
00775,0.6
00776,3.0
00777,3.6
00778,0.8000000000000002
00779,3.4000000000000004
00780,2.4
00781,-2.8
00782,3.6
00783,-2.6
00784,2.4
00785,1.2000000000000002
00786,2.0
00787,-1.2000000000000002
00788,1.6
00789,1.2000000000000002
00790,-2.2
00791,2.0
00792,3.2
00793,2.2
00794,2.6
00795,-2.2
00796,0.19999999999999996
00797,2.8
00798,0.4
00799,2.0
00800,4.0
00801,2.8
00802,0.0
00803,5.8
00804,0.6000000000000001
00805,5.4
00806,-2.2
00807,-0.6
00808,2.4000000000000004
00809,-0.4
00810,1.0
00811,7.0
00812,-2.2
00813,1.8
00814,-1.0
00815,2.2
00816,1.4000000000000001
00817,3.0
00818,0.8
00819,2.2
00820,2.0
00821,0.20000000000000007
00822,-2.2
00823,1.0
00824,1.2000000000000002
00825,-4.800000000000001
00826,0.0
00827,-0.5999999999999999
00828,4.0
00829,5.2
00830,-3.4
00831,1.8
00832,-0.4
00833,-1.4000000000000001
00834,6.2
00835,1.0
00836,5.6
00837,1.8
00838,-2.4
00839,2.0
00840,2.0
00841,0.6
00842,3.0
00843,2.6
00844,-3.8
00845,5.0
00846,-0.3999999999999999
00847,0.6000000000000001
00848,2.6
00849,2.6
00850,0.6000000000000001
00851,0.4
00852,0.6000000000000001
00853,-0.4
00854,-1.2
00855,4.0
00856,-3.0
00857,0.4
00858,2.0
00859,1.8
00860,0.6000000000000003
00861,0.8000000000000002
00862,-0.8
00863,-0.19999999999999996
00864,3.4000000000000004
00865,-1.4000000000000001
00866,-0.5999999999999999
00867,1.8
00868,5.2
00869,-3.2
00870,6.4
00871,-2.2
00872,3.6
00873,0.8
00874,1.4000000000000001
00875,-1.4000000000000001
00876,4.4
00877,2.0
00878,2.4000000000000004
00879,-2.2
00880,1.4000000000000001
00881,4.2
00882,-2.0
00883,4.0
00884,1.8
00885,3.2
00886,1.6
00887,3.0
00888,1.0
00889,1.0
00890,-2.8
00891,-0.8
00892,0.6
00893,2.4
00894,0.8
00895,5.4
00896,1.8
00897,1.2000000000000002
00898,1.6
00899,3.2
00900,-2.0
00901,-2.0
00902,1.0
00903,-1.2
00904,2.0
00906,3.4000000000000004
00907,-2.0
00908,-1.4
00909,3.6
00910,-0.4
00911,-0.3999999999999999
00912,1.4000000000000001
00913,3.4000000000000004
00914,4.2
00915,-2.0
00916,0.0
00917,-1.4000000000000001
00918,0.8000000000000002
00919,-2.8
00920,4.0
00921,1.4000000000000001
00922,-3.2
00923,1.8
00924,0.8
00925,1.6
00926,2.2
00927,2.4000000000000004
00928,5.2
00929,3.8
00930,5.4
00931,-2.4
00932,4.2
00933,0.6
00934,7.0
00935,-0.8
00936,0.20000000000000007
00937,1.6
00938,2.0
00939,2.2
00940,1.0
00941,-1.2
00942,-0.19999999999999996
00943,-0.5999999999999999
00944,-2.0
00945,0.19999999999999996
00946,3.6
00947,-2.8
00948,4.6000000000000005
00949,1.0
00950,3.4000000000000004
00951,2.4000000000000004
00952,-0.5999999999999999
00953,5.8
00954,2.4
00955,1.6
00956,-3.0
00957,2.0
00958,-2.8
00959,2.8
00960,-3.8000000000000003
00961,1.2000000000000002
00962,2.2
00963,4.6000000000000005
00964,1.2000000000000002
00965,-3.6
00966,-1.8
00967,6.2
00968,-0.6
00969,-1.0
00970,4.2
00971,1.0
00972,1.2000000000000002
00973,4.0
00974,0.20000000000000007
00975,-0.4
00976,6.2
00977,7.0
00978,1.2000000000000002
00979,0.4
00980,0.6000000000000001
00981,6.6000000000000005
00982,0.8000000000000002
00983,-1.4
00984,-0.8
00986,-0.19999999999999996
00987,0.0
00988,0.8000000000000002
00989,1.0
00990,2.0
00991,4.2
00992,2.6
00993,3.2
00994,5.0
00995,2.4000000000000004
00996,0.20000000000000007
00997,-0.8
00998,0.6
00999,1.2000000000000002
01000,-2.8
01001,2.2
01002,-0.19999999999999996
01003,3.2
01004,-0.8
01005,3.2
01006,5.4
01007,3.2
01008,-2.2
01009,1.2000000000000002
01010,0.0
01011,-2.0
01012,1.8
01013,0.8
01014,4.2
01015,-1.0
01016,-2.2
01017,5.6
01018,-1.6
01019,6.4
01020,-0.5999999999999999
01021,4.6000000000000005
01022,3.0
01023,3.6
01024,-1.4
01025,1.4000000000000001
01026,0.20000000000000007
01027,1.4
01028,1.2000000000000002
01029,4.800000000000001
01030,1.4000000000000001
01031,-2.8
01032,1.8
01033,2.4
01034,0.20000000000000007
01035,3.2
01036,-3.0
01037,-2.0
01038,3.2
01039,4.2
01040,-1.8000000000000003
01041,3.2
01042,0.0
01043,0.8
01044,-0.3999999999999999
01045,5.4
01046,1.0
01047,1.6
01048,1.0
01049,4.0
01050,-0.8
01051,-0.5999999999999999
01052,1.8
01053,3.2
01054,1.0
01055,2.8000000000000003
01056,2.6
01057,3.4000000000000004
01058,-1.2000000000000002
01059,1.6
01060,-3.0
01061,4.0
01062,-4.2
01063,1.2000000000000002
01064,4.800000000000001
01065,3.8000000000000003
01066,0.4
01068,3.0
01069,1.2000000000000002
01070,2.8000000000000003
01071,3.2
01072,1.2000000000000002
01073,3.2
01074,3.0
01075,-1.2
01076,1.2000000000000002
01077,2.6
01078,-2.8
01079,1.4000000000000001
01080,-0.5999999999999999
01081,-1.4
01082,-2.0
01083,-1.4
01084,0.6
01085,2.2
01086,7.2
01087,2.0
01088,-2.2
01089,3.2
01090,0.6000000000000001
01091,0.20000000000000007
01092,6.0
01094,3.0
01095,5.8
01096,2.2
01097,2.0
01098,4.6
01099,1.2000000000000002
01100,3.0
01101,0.2
01102,0.8
01103,3.0
01104,-4.0
01105,3.6
01106,0.0
01107,2.8000000000000003
01108,0.8
01109,2.0
01110,0.4
01111,6.4
01112,3.8000000000000003
01113,-1.0
01114,4.800000000000001
01115,3.2
01116,1.8
01117,4.800000000000001
01118,-2.0
01119,3.2
01120,1.8
01122,3.2
01123,-3.8000000000000003
01124,2.4
01125,2.0
01126,5.2
01127,0.8
01128,-3.2
01129,-1.8000000000000003
01130,4.2
01131,1.6
01132,1.4000000000000001
01133,2.8000000000000003
01134,0.20000000000000007
01135,5.0
01136,3.4000000000000004
01137,2.6
01138,2.8
01139,3.6
01140,8.4
01141,-1.8000000000000003
01142,5.4
01143,-2.4
01144,3.0
01145,0.4
01146,3.6
01147,1.4
01148,4.0
01149,0.6000000000000001
01150,0.6
01151,0.4
01152,7.2
01153,-4.8
01154,7.4
01155,-4.0
01156,3.6
01157,0.4
01158,4.0
01159,-4.800000000000001
01160,2.0
01161,3.6
01162,-2.0
01163,2.0
01164,-0.8
01165,3.8000000000000003
01166,-1.2
01167,0.4
01168,1.6
01169,-1.8000000000000003
01170,-0.4
01172,0.8000000000000002
01173,1.4
01174,1.8
01175,6.6000000000000005
01176,-1.0
01177,1.0
01178,3.6
01179,-4.0
01180,1.0
01181,3.4000000000000004
01182,2.8
01183,4.0
01184,4.6000000000000005
01185,2.8000000000000003
01186,1.0
01187,5.6
01188,1.0
01189,-3.0
01190,3.8000000000000003
01191,0.8000000000000002
01192,-0.4
01193,5.0
01194,2.0
01195,0.6000000000000001
01196,3.0
01197,0.20000000000000007
01198,2.0
01199,-1.8
01200,2.6
01201,-1.8000000000000003
01202,0.8
01203,1.2000000000000002
01204,4.4
01205,-1.6
01206,3.4000000000000004
01207,-2.2
01209,4.2
01210,-0.8
01211,2.2
01212,-2.0
01213,-2.4
01214,4.0
01215,2.8
01216,-1.0
01217,0.6000000000000001
01218,-2.6
01219,3.8000000000000003
01220,-3.6000000000000005
01221,-3.6
01222,5.4
01223,2.0
01224,-2.2
01225,-0.8
01226,1.4000000000000001
01227,1.8
01228,-3.6
01229,3.4000000000000004
01230,2.4
01231,6.2
01232,4.6
01233,3.2
01234,1.8
01235,5.2
01236,-0.19999999999999996
01237,0.6000000000000001
01238,0.2
01239,0.0
01240,2.6
01241,2.0
01242,-0.5999999999999999
01243,4.4
01244,1.8
01245,5.0
01246,-0.5999999999999999
01247,-1.2000000000000002
01248,-3.6000000000000005
01249,0.6000000000000001
01250,0.6000000000000001
01251,-0.19999999999999996
01252,1.2000000000000002
01253,3.4000000000000004
01254,0.20000000000000007
01255,-1.8000000000000003
01256,2.4000000000000004
01257,1.8
01258,1.8
01259,2.6
01260,0.8
01261,0.8
01263,0.0
01264,3.8000000000000003
01265,-1.0
01266,3.0
01267,1.2000000000000002
01268,-3.8
01269,5.2
01270,1.2000000000000002
01271,0.20000000000000007
01272,-3.0
01273,1.0
01274,-1.0
01275,2.0
01276,4.2
01277,5.4
01278,-0.5999999999999999
01279,1.6
01280,1.6
01281,1.4000000000000001
01282,-2.6
01283,3.6
01284,-1.0
01285,-0.4
01286,0.6000000000000001
01287,1.8
01288,3.4000000000000004
01289,0.8
01290,-0.5999999999999999
01291,0.0
01292,5.0
01293,3.4000000000000004
01294,-2.8
01295,7.8
01296,-0.5999999999999999
01297,-1.0
01298,2.6
01299,2.2
01300,2.0
01301,3.4000000000000004
01302,0.6000000000000001
01303,2.8
01304,2.8
01305,0.6000000000000001
01306,0.8
01307,0.6
01308,-5.3999999999999995
01309,-0.8
01310,-3.4
01311,4.6
01312,0.20000000000000007
01313,-0.3999999999999999
01314,-2.0
01315,-0.19999999999999996
01316,-0.8
01317,6.2
01318,0.4
01319,4.6
01320,0.4
01321,3.6
01322,5.0
01323,1.0
01324,0.0
01325,-1.2
01326,1.4000000000000001
01327,-1.8000000000000003
01328,3.6
01329,-3.0
01331,2.0
01332,1.2000000000000002
01333,2.8
01334,2.0
01335,-0.19999999999999996
01336,3.4000000000000004
01337,-0.19999999999999996
01338,6.2
01339,-2.0
01340,1.8
01341,-1.6
01342,3.8000000000000003
01343,2.2
01344,2.0
01345,-2.4
01346,3.6
01347,-3.6000000000000005
01348,-0.8
01349,-2.4
01350,4.800000000000001
01351,0.0
01352,1.2000000000000002
01353,1.6
01354,1.4
01355,4.0
01356,3.4000000000000004
01357,1.2000000000000002
01358,4.0
01359,2.0
01360,1.4
01361,2.8000000000000003
01362,4.6
01363,-3.4
01364,-0.8
01365,7.8
01366,2.0
01367,-2.5999999999999996
01368,0.4
01369,2.6
01370,0.6
01371,-3.4
01372,1.0
01373,-1.6
01374,1.8
01375,3.8000000000000003
01376,-0.3999999999999999
01377,1.2000000000000002
01378,1.2000000000000002
01380,4.4
01381,-2.8
01382,4.800000000000001
01383,-3.4
01384,1.4000000000000001
01385,0.6000000000000001
01386,-0.8
01387,-2.0
01388,4.2
01389,2.8
01390,3.0
01391,-0.3999999999999999
01392,-0.8
01393,-3.4
01394,2.0
01395,-2.8
01396,3.8
01397,5.0
01398,-1.6
01399,6.0
01400,2.8
01401,3.4000000000000004
01402,4.0
01403,1.8
01404,-0.5999999999999999
01405,5.6
01406,-1.8000000000000003
01407,7.2
01408,4.0
01409,-1.4000000000000001
01410,4.800000000000001
01411,1.4000000000000004
01412,5.2
01413,0.19999999999999996
01414,1.2000000000000002
01415,1.8
01416,2.0
01417,3.0
01418,-5.199999999999999
01419,2.6
01420,-2.4
01421,5.6
01422,-0.20000000000000018
01423,4.0
01424,0.6
01425,-2.0
01426,3.2
01427,-1.6
01428,7.4
01429,3.4
01430,-1.8
01431,4.4
01432,1.6
01433,-0.5999999999999999
01434,3.0
01435,-1.6
01436,6.2
01437,-3.8
01438,6.6
01439,-2.0
01440,2.2
01441,1.4000000000000001
01442,2.2
01443,-0.3999999999999999
01444,6.800000000000001
01445,-1.0
01446,3.4000000000000004
01447,0.20000000000000007
01448,4.2
01449,1.8
01450,1.2000000000000002
01451,5.4
01452,1.4000000000000001
01453,3.6
01454,2.4000000000000004
01455,2.2
01456,2.2
01457,4.2
01458,-0.8
01459,-3.4
01460,3.4000000000000004
01461,-0.19999999999999996
01462,-2.0
01463,2.8
01464,1.2000000000000002
01465,-0.8
01466,-2.2
01467,3.0
01468,7.2
01469,-2.6
01470,1.6
01471,0.4
01472,2.4
01473,0.0
01474,-3.2
01475,1.4
01476,5.8
01477,-0.19999999999999996
01478,2.2
01479,-3.2
01480,2.8
01481,1.6
01482,1.4000000000000001
01483,3.2
01484,1.4000000000000001
01485,-3.2
01486,-3.0
01487,-0.8
01488,6.800000000000001
01489,1.2000000000000002
01490,2.2
01491,0.6
01492,6.2
01493,-2.4
01494,1.4000000000000001
01495,0.6
01496,2.2
01497,1.0
01498,6.800000000000001
01499,-0.6
01500,1.2000000000000002
01501,-2.0
01502,2.8
01503,7.2
01504,2.8
01505,2.6
01506,1.0
01507,6.2
01508,0.20000000000000007
01509,1.2000000000000002
01510,-1.4000000000000001
01511,-0.19999999999999996
01512,0.8
01513,2.6
01514,0.20000000000000007
01515,0.8
01516,1.2000000000000002
01517,-0.8
01518,2.6
01519,-2.6
01520,2.2
01521,-1.2000000000000002
01522,1.0
01523,-0.3999999999999999
01524,2.0
01525,1.0
01526,1.2000000000000002
01527,0.0
01528,3.4000000000000004
01529,-1.2000000000000002
01530,2.0
01531,-0.8
01532,1.6
01533,-1.0
01534,4.4
01535,0.0
01536,3.0
01537,5.4
01538,8.0
01539,-0.4
01540,3.2
01541,1.0
01542,3.0
01543,-1.2
01544,2.6
01545,2.4
01546,-3.6
01547,1.2000000000000002
01548,3.6
01549,-3.0
01550,1.4000000000000001
01551,4.0
01552,-1.6
01553,3.0
01554,3.8000000000000003
01555,3.4000000000000004
01556,1.0
01557,1.6
01558,0.6000000000000001
01559,2.0
01560,1.0
01561,-1.4000000000000001
01562,2.4
01563,1.0
01564,-3.8
01565,1.6
01566,3.4000000000000004
01567,-2.2
01568,2.2
01569,3.2
01570,-1.8000000000000003
01571,1.2000000000000002
01572,1.6
01573,-0.5999999999999999
01574,2.2
01575,0.6
01576,-1.6
01577,3.6
01578,3.2
01579,-2.8
01580,2.6
01581,-4.6000000000000005
01582,4.0
01583,4.800000000000001
01584,-1.2
01585,3.0
01586,0.6000000000000003
01587,8.0
01588,-0.19999999999999996
01589,0.6000000000000001
01590,-2.0
01591,-0.19999999999999996
01592,1.4
01593,0.6000000000000001
01594,-0.19999999999999996
01595,-2.8
01596,4.6
01597,3.2
01598,-4.0
01599,4.4
01600,2.8
01601,-2.8
01602,2.4
01603,3.0
01604,-1.6
01605,1.2000000000000002
01606,1.8
01607,2.0
01608,2.4000000000000004
01609,-3.8
01610,2.6
01611,4.4
01612,3.8000000000000003
01613,-1.4000000000000001
01614,0.0
01615,-0.5999999999999999
01616,0.0
01617,2.6
01618,3.0
01619,-1.2000000000000002
01620,6.2
01621,-5.0
01622,2.2
01623,5.8
01624,-0.8
01625,2.2
01626,-1.2
01627,0.6000000000000001
01628,3.4000000000000004
