고객번호,가공식품_구매지수,신선식품_구매지수,일상용품_구매지수,의약품/의료기기_구매지수,교육/문화용품_구매지수,외식_구매지수,기타_구매지수,디지털/가전_구매지수,가구/인테리어_구매지수,의류_구매지수,전문스포츠/레저_구매지수,패션잡화_구매지수,유아동_구매지수,명품_구매지수
00040,1.0,0.0,1.0,0.0,0.0,2.8000000000000003,0.0,24.8,7.0,1.8,13.8,1.8,18.0,10.8
00041,2.8000000000000003,1.8,2.8000000000000003,15.0,0.0,0.0,4.800000000000001,10.8,12.6,15.4,0.0,15.6,0.0,10.8
00042,1.0,1.0,0.0,17.8,4.0,15.8,0.0,0.0,11.600000000000001,4.4,13.0,12.4,4.0,0.0
00043,1.8,1.0,3.6,8.8,7.2,19.8,0.0,0.0,0.0,15.6,4.0,4.0,0.0,0.0
00044,1.0,1.8,18.2,0.0,0.0,2.8000000000000003,0.0,15.8,14.4,3.6,0.0,0.8,0.0,6.2
00045,2.6,1.0,5.4,0.0,16.2,2.8000000000000003,0.0,0.0,4.800000000000001,3.6,7.0,3.4,7.2,18.6
00046,0.0,2.8000000000000003,5.4,0.0,0.0,2.8000000000000003,0.0,17.4,24.400000000000002,2.8000000000000003,0.0,2.8000000000000003,0.0,15.200000000000001
00047,0.0,0.0,1.0,15.6,18.0,2.6,9.0,9.0,9.0,4.4,13.4,16.400000000000002,1.8,12.6
00048,1.8,1.8,1.0,0.0,0.0,2.8000000000000003,9.0,9.4,18.8,2.6,4.0,2.6,14.4,19.6
00049,2.8000000000000003,1.8,3.6,0.0,0.0,1.8,0.0,14.0,17.8,1.8,0.0,12.6,15.0,15.200000000000001
00050,1.8,2.8000000000000003,1.0,0.0,11.600000000000001,0.0,14.0,0.0,24.2,3.6,16.6,2.6,2.8000000000000003,10.8
00051,0.0,0.8,1.8,16.400000000000002,12.2,3.6,10.8,20.0,12.6,10.8,0.0,3.6,2.8000000000000003,0.0
00052,1.0,1.0,1.0,0.0,14.0,2.8000000000000003,0.0,4.800000000000001,12.6,0.8,0.0,3.6,16.8,7.0
00053,1.0,0.0,13.8,0.0,0.0,2.8000000000000003,0.0,7.800000000000001,0.0,1.8,9.0,17.0,0.0,27.6
00054,0.0,1.8,2.8000000000000003,0.0,0.0,1.0,0.0,0.0,0.0,17.6,0.0,13.0,0.0,0.0
00055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.8,13.0,15.799999999999999,3.2,0.0,0.0
00056,1.8,0.8,4.6,9.0,9.0,3.6,0.0,9.0,19.6,3.6,0.0,1.8,14.6,26.0
00057,1.8,0.0,4.6,0.0,7.2,0.0,0.0,0.0,9.0,18.0,10.8,9.0,0.0,9.0
00058,2.8000000000000003,1.0,4.6,0.0,14.4,0.0,0.0,9.2,10.8,0.8,10.8,10.8,16.8,0.0
00059,1.0,1.0,1.8,0.0,0.0,0.0,0.0,10.8,0.0,1.8,0.0,20.599999999999998,0.0,16.8
00060,1.8,1.0,3.8000000000000003,15.4,14.600000000000001,1.8,0.0,12.6,13.8,2.8000000000000003,15.0,19.6,9.0,0.0
00061,1.8,0.0,3.6,0.0,9.0,1.8,0.0,4.0,11.600000000000001,0.8,19.8,15.6,10.8,4.800000000000001
00062,1.0,0.0,2.6,0.0,4.0,2.8000000000000003,0.0,5.0,6.0,2.8000000000000003,10.8,4.2,3.0,5.0
00063,1.0,0.0,1.0,0.0,0.0,2.8000000000000003,0.0,0.0,0.0,17.6,5.0,13.2,0.0,0.0
00064,0.0,0.0,3.4,0.0,12.2,6.0,0.0,0.0,9.0,10.4,0.0,0.0,0.0,0.0
00065,0.0,1.8,1.0,0.0,0.0,4.6,7.800000000000001,19.6,17.6,8.2,19.8,3.6,7.2,15.0
00066,1.0,1.0,1.8,0.0,4.0,2.8000000000000003,0.0,15.6,9.0,2.6,6.0,11.200000000000001,9.6,0.0
00067,0.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0,14.0,17.6,9.0,9.0,0.0,0.0
00068,1.8,1.8,0.8,0.0,15.0,1.8,0.0,5.8,12.6,2.6,0.0,2.6,23.400000000000002,8.2
00069,1.0,0.0,0.0,3.2,9.0,0.0,0.0,0.0,0.0,10.0,0.0,7.0,3.2,0.0
00070,4.800000000000001,4.800000000000001,15.0,4.800000000000001,0.0,1.6,0.0,0.0,0.0,4.6,9.0,12.6,9.0,1.8
00071,0.0,0.0,1.8,0.0,9.0,19.000000000000004,0.0,0.0,10.8,9.0,0.0,0.0,0.0,0.0
00072,1.0,1.8,1.0,15.6,4.4,11.8,0.0,0.0,5.0,4.4,7.6000000000000005,19.8,6.8,0.0
00073,3.4,13.6,1.8,3.2,12.8,12.6,0.0,19.2,14.4,2.6,0.0,0.8,12.6,1.8
00074,0.0,1.8,2.8000000000000003,6.0,0.0,0.0,0.0,10.8,14.4,2.6,0.0,2.6,9.0,18.400000000000002
00075,1.0,1.6,1.8,0.0,0.0,1.8,0.0,0.0,0.0,12.2,0.0,15.8,0.0,0.0
00076,0.0,0.0,3.6,0.0,20.400000000000002,5.6000000000000005,0.0,10.8,18.6,1.0,0.0,5.2,4.0,16.8
00077,1.0,0.0,1.8,0.0,12.4,1.0,0.0,0.0,0.0,2.8000000000000003,9.0,2.6,18.0,16.6
00078,1.8,1.8,4.6,5.6,0.0,1.0,0.0,15.8,3.6,1.0,10.8,1.0,0.0,0.8
00079,2.8000000000000003,3.6,2.8000000000000003,0.0,11.200000000000001,1.0,10.8,0.0,9.0,5.8,10.8,19.000000000000004,6.8,0.0
00080,0.0,2.8000000000000003,1.8,0.0,0.0,1.8,0.0,7.2,5.8,7.800000000000001,9.0,9.0,9.0,0.0
00081,1.0,0.0,2.8000000000000003,0.0,0.0,1.8,15.6,25.2,12.6,0.0,9.0,4.6,11.200000000000001,11.8
00082,0.0,1.8,5.6000000000000005,5.0,9.0,0.0,10.8,5.0,10.4,2.6,6.0,2.4000000000000004,7.800000000000001,26.200000000000003
00083,1.0,0.0,4.6,0.0,0.0,1.8,0.0,18.0,14.4,3.6,19.8,11.600000000000001,0.0,12.6
00084,1.0,3.6,1.0,0.0,4.0,0.0,0.0,26.200000000000003,17.2,0.8,10.8,2.6,4.0,7.0
00085,2.0,4.6,2.8000000000000003,0.0,0.0,3.8000000000000003,0.0,6.0,0.0,5.4,0.0,10.8,0.0,0.0
00086,1.0,0.0,1.8,6.8,10.8,1.0,0.0,6.0,14.4,1.8,15.8,9.6,12.000000000000002,5.0
00087,1.8,3.6,4.6,0.0,0.0,1.8,13.0,16.0,18.200000000000003,27.6,0.0,2.6,20.0,0.0
00088,1.0,0.0,3.8000000000000003,0.0,7.2,2.8000000000000003,0.0,15.8,10.8,0.8,9.4,5.4,0.0,4.800000000000001
00089,1.0,1.0,2.8000000000000003,10.8,12.200000000000001,3.6,0.0,10.8,3.8000000000000003,4.4,10.8,6.8,14.4,0.0
00090,1.8,2.8000000000000003,1.0,0.0,0.0,1.8,0.0,23.400000000000002,9.6,1.8,10.8,15.200000000000001,21.6,0.0
00091,1.8,0.0,1.0,0.0,17.200000000000003,1.0,0.0,0.0,4.800000000000001,1.8,0.0,6.0,10.8,0.0
00092,0.0,0.0,0.0,0.0,6.0,1.0,15.0,16.8,10.200000000000001,1.8,21.6,2.0,2.0,4.0
00093,2.6,15.200000000000001,19.8,0.0,0.0,1.8,0.0,0.0,0.0,1.8,0.0,12.6,13.8,20.6
00094,2.0,4.8,1.0,0.0,7.0,12.799999999999999,0.0,12.6,13.0,7.0,0.0,7.800000000000001,10.8,12.6
00095,0.0,0.0,1.8,0.0,16.2,1.0,0.0,0.0,11.200000000000001,2.6,0.0,5.8,4.0,9.0
00096,1.8,1.8,0.0,0.0,0.0,3.8000000000000003,0.0,9.0,0.0,14.600000000000001,10.8,17.4,0.0,10.8
00097,2.6,2.6,1.0,7.2,19.8,5.4,0.0,0.0,8.2,0.0,19.400000000000002,4.4,12.799999999999999,19.2
00098,1.8,0.0,1.8,0.0,10.8,2.8000000000000003,0.0,4.0,19.8,3.6,5.0,15.6,0.0,18.6
00099,0.0,1.8,1.0,0.0,6.8,2.8000000000000003,0.0,15.8,20.400000000000002,2.8000000000000003,14.0,2.8000000000000003,9.0,0.0
00100,1.8,1.8,4.4,0.0,0.0,3.6,0.0,7.800000000000001,12.6,1.8,0.0,2.6,15.799999999999999,21.6
00101,0.0,1.8,4.6,0.0,0.0,3.6,0.0,0.0,0.0,13.8,0.0,15.6,0.0,0.0
00102,1.8,0.0,0.0,9.0,0.0,2.8000000000000003,0.0,5.4,13.0,4.4,10.8,1.8,0.0,2.6
00103,0.0,0.0,1.8,0.0,0.0,14.8,0.0,0.0,0.0,5.8,9.0,18.0,0.0,0.0
00104,1.0,1.8,1.8,0.0,0.0,14.8,0.0,0.0,0.0,6.8,0.0,7.2,15.0,0.0
00105,0.0,0.0,0.0,9.0,7.2,16.0,16.8,7.2,12.6,2.8000000000000003,6.0,17.6,14.0,0.0
00106,1.0,0.0,2.6,10.8,9.8,2.8000000000000003,0.0,0.0,7.0,0.8,16.8,11.8,10.8,23.400000000000002
00107,4.6,1.0,3.6,0.0,0.0,0.0,0.0,17.2,17.0,2.8000000000000003,16.8,12.6,20.8,0.0
00108,0.0,0.0,3.8000000000000003,0.0,10.8,2.8000000000000003,0.0,4.800000000000001,0.0,0.0,9.0,4.4,9.0,4.0
00109,0.0,0.8,1.8,19.000000000000004,0.0,15.6,0.0,0.0,0.0,17.0,0.0,5.4,11.600000000000001,0.0
00110,0.0,3.6,3.8000000000000003,0.0,10.8,0.0,0.0,10.0,24.2,3.6,0.0,12.6,1.0,0.0
00111,0.0,1.8,1.0,0.0,5.0,6.0,0.0,0.0,10.8,5.8,0.0,13.0,0.0,0.0
00112,0.0,2.8000000000000003,1.0,0.0,16.2,3.6,0.0,10.8,7.199999999999999,0.0,0.0,2.8000000000000003,15.0,0.0
00113,0.0,0.0,1.0,4.800000000000001,8.6,0.0,0.0,14.4,3.6,0.0,18.0,7.800000000000001,2.0,8.799999999999999
00114,1.8,1.8,1.8,0.0,0.0,2.8000000000000003,0.0,0.0,0.0,3.8000000000000003,12.0,3.6,15.8,15.6
00115,1.0,0.0,2.8000000000000003,0.0,0.0,1.0,0.0,15.4,16.2,3.6,0.0,10.6,3.2,22.400000000000002
00116,0.0,1.8,3.6,0.0,0.0,6.0,0.0,0.0,4.800000000000001,6.0,0.0,9.8,3.2,0.0
00117,2.8000000000000003,3.6,2.0,8.799999999999999,0.0,0.0,0.0,9.6,8.6,11.600000000000001,9.0,9.0,0.0,18.6
00118,2.8000000000000003,1.8,2.8000000000000003,0.0,7.2,1.0,0.0,12.6,13.6,1.8,0.0,5.2,4.800000000000001,3.6
00119,1.8,1.0,2.8000000000000003,10.8,9.0,0.8,0.0,21.6,27.0,0.8,0.0,7.0,1.8,8.799999999999999
00120,1.8,0.0,3.6,16.400000000000002,0.0,0.0,7.0,12.6,17.4,0.0,0.0,3.6,0.0,23.400000000000002
00121,1.8,1.8,10.8,0.0,16.8,3.6,0.0,0.0,12.6,4.4,4.800000000000001,15.0,11.8,13.8
00122,0.0,2.8000000000000003,1.0,9.0,10.8,0.0,10.8,17.8,20.6,1.8,25.2,7.800000000000001,2.0,6.0
00123,0.0,1.8,3.6,10.8,0.0,9.0,0.0,0.0,9.0,5.0,8.0,13.0,6.8,0.0
00124,0.0,1.0,1.8,0.0,9.0,1.8,0.0,23.200000000000003,15.399999999999999,1.8,0.0,3.6,0.0,17.8
00125,0.0,1.8,1.8,0.0,7.2,1.8,0.0,0.0,0.0,1.8,16.0,15.6,0.0,22.4
00126,0.0,1.0,4.6,13.6,5.4,0.0,0.0,12.200000000000001,7.0,3.6,9.0,13.2,0.0,7.800000000000001
00127,2.8000000000000003,3.6,5.2,0.0,0.0,0.0,0.0,0.0,18.0,6.6,0.0,4.800000000000001,7.2,9.0
00128,0.0,1.8,3.6,9.0,0.0,0.0,0.0,0.0,5.0,9.8,11.600000000000001,4.0,7.2,0.0
00129,0.0,2.8000000000000003,5.4,9.8,4.0,0.0,0.0,0.0,19.8,9.0,16.6,10.0,9.0,0.0
00130,1.8,1.8,3.6,0.0,0.0,0.8,0.0,13.0,27.0,1.8,18.0,2.6,8.4,18.200000000000003
00131,2.8000000000000003,2.6,2.8000000000000003,0.0,0.0,1.0,0.0,22.6,16.8,3.6,0.0,2.6,7.0,16.8
00132,1.8,0.8,1.0,5.0,3.4,5.0,9.0,0.0,10.8,1.8,5.6,4.6,12.2,0.0
00133,1.8,1.8,1.0,9.0,9.0,1.8,0.0,6.0,10.8,11.4,7.2,20.599999999999998,0.0,0.0
00134,4.6,1.8,2.8000000000000003,0.0,0.0,1.0,0.0,11.4,2.8000000000000003,2.6,3.6,0.0,17.4,2.8000000000000003
00135,1.0,1.8,2.0,0.0,0.0,2.8000000000000003,0.0,9.0,0.0,6.3999999999999995,0.0,10.8,9.0,0.0
00136,1.8,1.0,19.6,0.0,1.8,3.8000000000000003,0.0,5.0,12.6,10.6,9.0,7.800000000000001,10.8,0.0
00137,1.8,2.6,2.8000000000000003,14.8,5.0,2.0,0.0,12.799999999999999,20.0,1.8,17.4,2.6,3.0,5.4
00138,2.8000000000000003,1.8,1.0,6.0,12.200000000000001,1.8,0.0,10.8,5.0,1.0,0.0,1.8,6.0,24.2
00139,1.8,1.8,0.0,10.8,9.0,1.8,4.0,9.0,14.6,12.6,9.0,4.6,5.0,8.4
00140,4.6,1.8,0.0,0.0,3.2,4.4,0.0,0.8,10.8,0.0,10.8,4.800000000000001,10.8,2.6
00141,0.0,0.0,2.8000000000000003,5.0,9.2,0.0,0.0,0.0,0.0,9.0,0.0,0.0,5.0,0.0
00143,0.0,0.0,2.8000000000000003,6.0,3.6,2.8000000000000003,0.0,0.0,0.0,14.8,9.8,11.8,13.0,0.0
00144,1.8,0.8,1.8,7.2,2.6,18.6,12.6,9.0,9.0,17.6,10.8,15.8,11.8,12.6
00145,3.6,1.8,3.8000000000000003,0.0,0.0,1.8,0.0,23.2,17.4,1.8,28.8,11.8,17.8,12.6
00146,8.8,2.8000000000000003,5.4,0.0,0.0,1.8,0.0,9.0,13.6,2.6,0.0,1.8,20.8,0.0
00147,1.0,1.8,1.8,0.0,1.0,1.8,7.0,19.8,12.6,0.0,3.6,1.8,16.8,2.6
00148,1.0,1.0,1.0,11.200000000000001,0.0,0.0,0.0,0.0,0.0,10.8,0.0,0.0,0.0,0.0
00149,1.8,0.0,10.0,0.0,9.0,2.0,0.0,5.8,8.0,2.6,0.0,5.4,0.0,17.6
00150,1.0,1.8,1.8,10.8,1.8,12.6,0.0,4.0,13.4,3.6,24.000000000000004,11.600000000000001,0.0,10.8
00151,0.0,0.0,1.8,0.0,10.8,2.8000000000000003,0.0,10.6,14.4,0.0,0.0,3.4,17.4,0.0
00152,1.0,2.6,1.8,0.0,9.0,0.0,0.0,8.0,18.6,2.6,10.8,2.6,0.0,9.0
00153,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,4.0,5.4,0.0,19.8,14.8,0.0
00154,1.0,1.8,2.8000000000000003,0.0,0.0,2.8000000000000003,0.0,0.0,0.0,14.600000000000001,0.0,9.8,0.0,6.4
00155,0.0,0.0,0.0,0.0,0.0,4.6,0.0,20.0,14.200000000000001,0.0,6.0,7.6,0.0,9.0
00156,2.0,0.0,1.0,0.0,0.0,1.8,0.0,15.6,5.6,3.6,5.0,4.6,4.6,6.6
00157,0.0,0.0,1.8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10.8,7.800000000000001,0.0,4.800000000000001
00158,3.6,2.8000000000000003,2.8000000000000003,0.0,0.0,0.0,0.0,0.0,14.8,9.0,0.0,13.0,0.0,0.0
00159,1.0,1.8,2.0,0.0,10.8,1.8,10.8,23.400000000000002,19.6,2.8000000000000003,26.4,1.8,2.0,27.0
00160,0.0,0.0,1.8,0.0,0.0,1.0,0.0,9.0,26.6,1.8,6.0,6.3999999999999995,6.0,19.8
00161,2.8000000000000003,0.8,2.6,0.0,0.0,0.0,0.0,15.0,17.0,2.6,17.4,6.2,4.6,4.4
00162,0.0,1.8,2.8000000000000003,0.0,9.0,0.0,0.0,12.6,12.6,1.8,0.0,5.6000000000000005,7.800000000000001,6.0
00163,0.0,1.0,0.0,14.4,15.6,4.6,0.0,10.4,0.0,14.8,0.0,13.0,6.0,0.0
00164,1.8,1.0,6.8,0.0,0.0,1.0,0.0,21.6,19.8,2.6,5.0,11.600000000000001,6.0,1.8
00165,2.0,2.8000000000000003,7.6,0.0,0.0,3.6,0.0,23.400000000000002,20.599999999999998,1.8,10.8,4.4,13.8,21.6
00166,2.0,3.8000000000000003,5.6000000000000005,19.8,12.6,2.8000000000000003,0.0,8.4,3.4,1.8,12.6,2.6,2.0,5.0
00167,0.0,1.0,1.8,0.0,0.0,0.8,0.0,9.0,14.4,1.8,0.0,15.0,0.0,20.400000000000002
00168,1.0,2.8000000000000003,4.6,0.0,0.0,2.8000000000000003,0.0,9.6,18.8,1.8,10.8,4.6,2.0,12.6
00169,2.8000000000000003,1.8,2.8000000000000003,0.0,7.2,16.8,6.0,0.0,5.6,11.600000000000001,4.800000000000001,16.8,3.2,4.0
00170,1.8,1.0,1.0,0.0,7.6000000000000005,0.0,0.0,0.0,10.8,9.8,8.0,9.0,5.0,0.0
00171,2.8000000000000003,0.0,4.6,15.0,7.2,2.8000000000000003,0.0,18.0,13.4,3.6,9.0,18.6,0.0,0.0
00172,1.8,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,9.0,14.8,9.0,0.0
00173,0.0,1.8,0.0,4.0,4.0,10.4,0.0,6.0,13.0,2.8000000000000003,9.0,1.8,16.8,5.0
00175,0.0,0.0,1.0,19.8,4.4,10.0,9.0,0.0,9.8,6.8,16.2,10.0,5.0,0.0
00176,1.0,1.8,3.8000000000000003,0.0,9.0,19.000000000000004,0.0,10.8,0.0,5.0,0.0,12.200000000000001,3.6,0.0
00177,2.8000000000000003,1.8,1.0,0.0,0.0,0.0,0.0,10.8,19.6,3.6,0.0,1.8,14.8,0.0
00178,1.0,0.0,1.8,0.0,0.0,3.8000000000000003,10.8,0.0,16.6,11.600000000000001,0.0,12.4,9.0,4.800000000000001
00179,1.0,0.0,1.0,0.0,7.2,1.8,0.0,11.600000000000001,10.8,1.8,0.0,2.6,20.8,14.0
00180,1.8,0.0,1.8,0.0,3.2,1.0,0.0,11.8,12.6,17.6,0.0,13.8,0.0,15.4
00181,1.0,0.0,4.6,0.0,12.6,2.8000000000000003,0.0,8.4,14.600000000000001,0.0,0.0,1.0,10.200000000000001,10.8
00182,1.8,0.0,1.8,9.0,9.0,1.8,0.0,18.200000000000003,17.8,0.0,26.8,18.6,9.0,12.6
00183,1.8,0.0,1.0,12.6,11.0,10.8,0.0,5.0,19.8,2.6,4.800000000000001,9.8,2.8000000000000003,0.0
00184,0.0,0.0,2.8000000000000003,0.0,19.8,2.8000000000000003,6.0,10.8,30.2,11.600000000000001,0.0,2.8000000000000003,14.4,18.6
00185,4.0,4.8,2.0,6.0,10.8,15.8,10.8,0.0,6.0,9.0,16.8,6.8,9.0,0.0
00186,1.8,1.0,4.6,0.0,0.0,1.8,0.0,4.4,16.2,2.8000000000000003,4.0,11.600000000000001,5.2,23.400000000000002
00187,0.0,1.8,2.8000000000000003,0.0,0.0,2.6,0.0,6.0,4.0,11.600000000000001,0.0,1.6,0.0,5.6
00188,1.8,0.0,1.0,10.8,13.0,16.8,0.0,0.0,4.800000000000001,16.2,0.0,9.0,9.0,0.0
00189,1.8,0.0,4.6,0.0,9.0,1.0,0.0,3.6,27.2,2.8000000000000003,10.8,0.8,12.799999999999999,3.8000000000000003
00190,1.8,0.0,2.8000000000000003,0.0,0.0,2.0,0.0,13.6,10.8,1.8,0.0,2.0,15.0,16.400000000000002
00191,28.2,2.8000000000000003,1.0,0.0,0.0,1.0,0.0,18.200000000000003,15.200000000000001,1.8,6.0,2.8000000000000003,18.8,5.6
00192,2.8000000000000003,2.8000000000000003,2.8000000000000003,5.0,9.0,7.0,0.0,0.0,10.8,2.8000000000000003,0.0,12.6,3.2,15.4
00193,0.0,2.8000000000000003,1.0,0.0,4.0,6.6,0.0,4.0,9.0,1.8,10.8,16.2,13.0,0.0
00194,2.8000000000000003,1.8,1.0,13.0,3.2,1.0,0.0,0.0,8.6,0.0,10.8,0.8,0.0,0.0
00195,1.0,1.0,1.0,4.0,0.0,4.0,0.0,0.0,9.0,0.8,11.600000000000001,11.600000000000001,12.2,0.0
00196,0.0,1.8,3.6,6.8,0.0,1.8,0.0,19.8,26.4,1.8,10.8,2.8000000000000003,8.6,9.0
00197,0.0,0.0,2.8000000000000003,0.0,14.8,2.8000000000000003,0.0,23.200000000000003,17.8,4.6,10.8,2.8000000000000003,1.0,0.0
00198,0.0,1.8,1.0,10.8,6.0,1.0,0.0,0.0,6.0,4.6,11.600000000000001,3.4,11.200000000000001,9.0
00199,1.0,0.0,0.0,0.0,9.8,17.8,13.0,0.0,0.0,0.0,9.0,20.8,10.8,10.8
00200,0.0,0.0,0.0,9.8,0.0,4.6,0.0,0.0,0.0,16.8,0.0,4.800000000000001,5.0,0.0
00201,1.8,1.8,1.0,0.0,0.0,0.0,0.0,14.4,14.4,0.8,4.800000000000001,4.4,10.8,0.0
00202,1.0,1.0,1.0,0.0,0.0,1.8,9.0,20.2,10.8,1.8,6.0,7.0,2.8000000000000003,9.6
00203,0.0,0.0,1.8,0.0,12.2,24.8,10.8,0.0,10.8,1.8,4.0,14.0,0.0,0.0
00204,0.0,0.0,6.3999999999999995,0.0,10.4,9.0,0.0,0.0,5.0,0.8,9.8,7.2,17.0,0.0
00205,0.0,3.6,1.8,5.0,9.0,6.0,0.0,4.0,23.400000000000002,3.4,9.0,11.8,0.0,0.0
00206,0.0,0.0,4.4,10.8,7.2,2.8000000000000003,0.0,0.0,2.8000000000000003,2.6,15.6,19.6,4.6,14.0
00207,0.0,1.8,4.6,7.2,9.0,13.0,0.0,0.0,6.0,18.0,19.000000000000004,9.8,0.0,0.0
00208,4.6,4.4,2.6,0.0,0.0,15.4,0.0,0.0,14.4,3.6,4.0,0.8,7.0,6.4
00209,1.0,1.8,3.8000000000000003,0.0,0.0,0.0,0.0,10.8,9.0,1.8,15.0,1.8,22.200000000000003,12.6
00210,1.0,0.0,2.8000000000000003,10.8,0.0,12.6,14.0,0.0,17.6,0.8,0.0,10.8,0.0,0.0
