고객번호,가공식품_방문지수,신선식품_방문지수,일상용품_방문지수,의약품/의료기기_방문지수,교육/문화용품_방문지수,외식_방문지수,기타_방문지수,디지털/가전_방문지수,가구/인테리어_방문지수,의류_방문지수,전문스포츠/레저_방문지수,패션잡화_방문지수,유아동_방문지수,명품_방문지수
00036,4.6,2.8000000000000003,6.3999999999999995,1.8,0.0,4.6,0.0,6.3999999999999995,4.4,6.3999999999999995,0.0,8.2,8.4,0.0
00037,2.8000000000000003,4.4,3.0,0.0,0.0,9.2,0.0,1.0,0.0,6.3999999999999995,0.0,7.2,3.6,3.6
00038,1.0,1.0,2.6,1.8,9.2,3.6,0.0,1.0,9.0,6.8,3.6,4.4,6.3999999999999995,0.0
00039,2.8000000000000003,2.8000000000000003,7.4,0.0,0.0,7.6000000000000005,0.0,0.0,0.8,2.6,0.0,2.6,1.8,3.6
00040,2.6,2.6,2.6,0.0,0.0,5.6000000000000005,0.0,9.2,2.0,3.8000000000000003,5.0,8.0,7.2,5.4
00041,2.0,1.0,3.6,2.8000000000000003,0.0,4.4,0.8,1.8,1.8,8.2,0.0,7.8,0.0,5.4
00042,1.0,2.0,4.6,8.4,8.2,6.3999999999999995,0.0,0.0,6.2,8.2,2.8000000000000003,6.2,0.8,0.0
00043,1.8,2.8000000000000003,0.0,3.4,1.8,5.4,0.0,0.0,0.0,7.0,1.0,0.8,0.0,0.0
00044,4.6,4.6,6.3999999999999995,0.0,0.0,5.4,0.0,6.3999999999999995,7.2,6.6,0.0,8.2,0.0,13.4
00045,1.8,6.3999999999999995,2.8000000000000003,0.0,3.6,3.8000000000000003,0.0,0.0,0.8,9.2,1.0,7.0,1.8,8.2
00046,2.8000000000000003,1.8,4.4,0.0,0.0,6.3999999999999995,0.0,6.2,6.3999999999999995,9.2,0.0,2.0,0.0,12.4
00047,2.6,2.6,3.6,3.4,5.4,5.4,3.6,1.8,3.6,3.6,6.2,7.8,3.2,1.8
00048,0.8,0.8,1.8,0.0,0.0,2.8000000000000003,4.6,6.2,4.8,3.6,0.8,4.4,3.6,10.200000000000001
00049,3.6,2.6,6.2,0.0,0.0,3.6,0.0,6.2,4.8,3.6,0.0,8.2,4.6,8.8
00050,1.8,1.0,2.6,0.0,7.0,2.6,4.6,0.0,9.8,3.6,4.4,7.0,4.4,3.4
00051,0.8,3.4,2.4000000000000004,2.6,2.6,5.6000000000000005,1.8,2.6,9.8,10.8,0.0,2.6,5.4,0.0
00052,1.0,2.8000000000000003,2.8000000000000003,0.0,5.6000000000000005,5.6000000000000005,0.0,4.4,5.4,6.0,0.0,9.0,5.6000000000000005,7.6000000000000005
00053,3.6,2.6,8.2,0.0,0.0,2.0,0.0,2.8000000000000003,0.0,2.8000000000000003,1.8,9.8,0.0,11.8
00054,2.0,0.8,4.4,0.0,0.0,3.6,0.0,0.0,0.0,6.2,0.0,6.2,0.0,0.0
00055,0.0,3.6,3.6,0.0,0.0,0.0,0.0,0.0,3.6,5.2,2.6,0.8,0.0,0.0
00056,3.6,2.8000000000000003,8.2,1.8,3.6,5.4,0.0,1.8,5.6000000000000005,8.2,0.0,5.6000000000000005,10.0,13.2
00057,1.8,1.6,4.4,0.0,1.8,0.0,0.0,0.0,1.8,9.0,1.8,3.6,0.0,1.8
00058,1.8,1.0,6.3999999999999995,0.0,3.8000000000000003,4.4,0.0,1.8,3.6,3.6,3.6,5.4,4.6,8.2
00059,3.6,3.6,1.8,0.0,0.0,1.8,0.0,1.8,0.0,1.0,0.0,5.2,0.0,4.6
00060,2.8000000000000003,1.0,4.6,7.4,4.2,2.8000000000000003,0.0,5.4,6.0,6.3999999999999995,5.800000000000001,10.600000000000001,5.4,0.0
00061,1.8,0.8,5.2,0.0,3.6,8.8,0.0,0.8,7.0,4.2,5.4,7.8,3.6,2.6
00062,3.6,4.4,4.2,0.0,1.6,4.6,0.0,1.0,3.0,4.8,3.6,7.0,6.3999999999999995,1.0
00063,2.8000000000000003,1.8,4.6,0.0,0.0,6.3999999999999995,0.0,0.0,0.0,7.4,1.0,3.8000000000000003,0.0,0.0
00064,2.6,0.0,5.2,0.0,4.4,2.0,0.0,0.0,5.4,2.6,0.0,0.0,0.0,0.0
00065,2.6,3.6,4.6,0.0,0.0,10.200000000000001,1.0,7.2,6.3999999999999995,7.4,3.6,2.8000000000000003,1.8,4.6
00066,0.0,1.8,0.8,0.0,0.8,3.8000000000000003,0.0,3.4,3.6,3.6,3.0,3.4,4.4,0.0
00067,1.8,1.0,1.8,1.8,0.0,0.0,0.0,0.0,2.8000000000000003,3.8000000000000003,1.8,5.4,0.0,0.0
00068,2.8000000000000003,1.8,1.6,0.0,3.8000000000000003,6.2,3.8000000000000003,5.2,1.8,10.0,0.0,1.6,12.6,9.200000000000001
00069,1.0,0.0,0.0,0.8,7.2,0.0,0.0,0.0,0.0,4.6,0.0,1.8,2.4000000000000004,0.0
00070,5.8,4.0,5.6000000000000005,0.8,0.0,9.4,0.0,0.0,0.0,4.4,1.8,2.8000000000000003,1.8,3.4
00071,0.0,2.6,5.4,0.0,3.6,10.0,0.0,0.0,1.8,1.8,0.0,0.0,0.0,0.0
00072,3.8000000000000003,1.0,3.8000000000000003,3.4,7.0,3.6,0.0,0.0,1.0,9.2,4.6,11.0,2.8000000000000003,0.0
00073,4.2,4.4,5.2,0.8,3.4,8.2,0.0,12.4,5.4,5.2,0.0,5.4,3.6,4.6
00074,1.0,4.6,5.4,1.0,0.0,7.2,0.0,1.8,6.2,4.2,0.0,5.4,1.8,9.6
00075,1.0,3.2,2.6,0.0,0.0,2.6,0.0,0.0,0.0,2.6,0.0,9.2,0.0,0.0
00076,1.8,3.4,5.4,0.0,4.6,5.800000000000001,0.0,5.4,12.799999999999999,7.6000000000000005,0.0,12.4,2.6,2.8000000000000003
00077,1.0,1.8,9.2,0.0,7.0,2.8000000000000003,0.0,0.0,0.0,5.6000000000000005,3.6,7.2,5.4,8.0
00078,2.8000000000000003,1.8,4.6,0.8,0.0,4.6,0.0,7.4,3.8000000000000003,4.6,3.6,1.0,0.0,5.2
00079,2.8000000000000003,2.6,1.8,0.0,5.0,2.0,1.8,0.0,1.8,2.4000000000000004,5.4,7.4,4.6,0.0
00080,0.8,1.8,4.4,0.0,0.0,0.8,0.0,1.8,0.8,4.0,1.8,3.6,1.8,0.0
00081,3.8000000000000003,1.8,3.6,0.0,0.0,6.3999999999999995,7.8,5.4,4.2,4.6,1.8,2.8000000000000003,6.0,5.6000000000000005
00082,1.8,2.8000000000000003,3.6,1.0,3.6,2.8000000000000003,1.8,1.0,10.0,7.2,1.0,3.4,5.6000000000000005,12.799999999999999
00083,4.6,1.8,5.4,0.0,0.0,2.0,0.0,5.4,3.6,5.6000000000000005,3.6,6.2,0.0,3.6
00084,5.4,5.4,3.6,0.0,1.0,7.2,0.0,9.0,4.2,4.4,1.8,7.2,0.8,3.0
00085,1.0,3.8000000000000003,3.6,0.0,0.0,6.6,0.0,1.0,0.0,2.8000000000000003,0.0,8.0,0.0,0.0
00086,2.8000000000000003,1.0,1.8,4.6,5.4,5.6000000000000005,0.0,1.0,5.4,8.4,4.6,4.8,5.6000000000000005,1.0
00087,3.6,4.6,3.6,0.0,0.0,6.3999999999999995,2.6,9.6,2.6,10.200000000000001,0.0,2.8000000000000003,8.2,0.0
00088,2.6,1.8,1.8,0.0,1.8,5.800000000000001,0.0,6.6,5.4,3.6,8.0,5.4,0.0,0.8
00089,3.8000000000000003,1.0,3.6,1.8,4.8,5.4,0.0,1.8,9.2,5.4,1.8,7.4,5.4,0.0
00090,1.8,3.8000000000000003,6.2,0.0,0.0,4.6,0.0,8.8,8.2,7.4,1.8,10.8,7.2,0.0
00091,1.8,0.0,3.6,0.0,4.6,4.6,0.0,0.0,0.8,1.8,0.0,4.8,1.8,0.0
00092,0.8,0.8,2.6,0.0,8.4,4.4,6.6,5.6000000000000005,8.6,2.8000000000000003,4.4,2.8000000000000003,3.8000000000000003,0.8
00093,6.2,9.8,7.2,0.0,0.0,9.0,0.0,0.0,0.0,7.2,0.0,8.2,2.6,15.0
00094,4.8,8.4,5.6000000000000005,0.0,2.8000000000000003,8.6,0.0,3.6,2.6,7.800000000000001,0.0,6.6,3.6,7.2
00095,1.8,2.6,7.4,0.0,9.0,4.6,0.0,0.0,2.6,6.2,0.0,4.2,1.0,3.6
00096,1.6,1.8,3.4,0.0,0.0,5.6000000000000005,0.0,1.8,0.0,11.4,1.8,7.0,0.0,3.6
00097,1.8,2.8000000000000003,3.6,1.8,7.2,6.2,0.0,0.0,6.0,6.3999999999999995,6.6,4.4,4.6,11.4
00098,0.0,4.4,5.2,0.0,5.4,8.4,0.0,0.8,3.6,3.6,1.0,4.2,0.0,5.6000000000000005
00099,2.6,2.6,6.3999999999999995,0.0,3.0,2.8000000000000003,2.8000000000000003,4.6,14.6,3.8000000000000003,2.8000000000000003,7.4,1.8,4.6
00100,2.6,0.8,3.4,0.0,0.0,2.8000000000000003,0.0,5.6000000000000005,7.2,10.0,0.0,5.2,6.2,5.4
00101,3.6,3.6,4.2,0.0,0.0,6.2,0.0,0.0,0.0,2.6,0.0,6.0,0.0,0.0
00102,2.8000000000000003,2.6,2.6,1.8,0.0,7.2,0.0,6.3999999999999995,2.6,6.3999999999999995,1.8,4.4,0.0,11.4
00103,2.6,3.6,3.6,0.0,0.0,4.4,0.0,0.0,0.0,3.4,1.8,5.4,0.0,0.0
00104,1.8,4.6,1.8,0.0,0.0,4.4,0.0,0.0,0.0,3.8000000000000003,0.0,1.8,2.8000000000000003,0.0
00105,0.8,0.0,2.8000000000000003,1.8,3.6,3.8000000000000003,2.8000000000000003,1.8,12.6,6.3999999999999995,2.8000000000000003,6.2,5.6000000000000005,0.0
00106,3.6,5.4,3.6,1.8,5.4,5.4,0.0,0.0,2.0,4.6,6.3999999999999995,5.6000000000000005,3.6,7.2
00107,2.8000000000000003,1.8,3.4,0.0,0.0,5.6000000000000005,0.0,2.6,11.8,3.8000000000000003,4.8,10.200000000000001,7.2,0.0
00108,2.6,0.0,3.6,0.0,1.8,5.800000000000001,0.0,0.8,0.0,7.4,1.8,10.8,1.8,1.0
00109,1.8,0.8,6.2,4.6,0.0,3.4,0.0,0.0,0.0,5.4,0.0,1.8,8.6,0.0
00110,2.6,3.6,3.6,0.0,1.8,5.2,0.0,5.4,5.4,2.8000000000000003,0.0,8.0,4.2,0.0
00111,0.0,1.8,5.6000000000000005,0.0,2.0,2.0,0.0,0.0,5.4,2.6,0.0,2.8000000000000003,0.0,0.0
00112,1.0,2.0,4.6,0.0,3.6,3.8000000000000003,0.0,1.8,6.0,4.6,0.0,7.4,2.8000000000000003,0.0
00113,0.0,0.8,1.8,0.8,7.4,6.3999999999999995,0.0,5.4,5.6000000000000005,2.8000000000000003,8.2,6.8,5.4,10.200000000000001
00114,4.4,5.4,1.8,0.0,0.0,11.0,0.0,0.0,0.0,13.8,3.4,6.2,2.8000000000000003,2.6
00115,4.6,1.8,4.4,0.0,0.0,6.6,0.0,6.3999999999999995,7.2,3.6,0.0,10.200000000000001,0.8,14.0
00116,2.8000000000000003,0.8,2.6,0.0,0.0,1.0,0.0,0.0,2.4000000000000004,4.8,0.0,3.8000000000000003,0.8,0.0
00117,1.0,1.8,4.8,6.6,0.0,4.4,0.0,10.200000000000001,3.8000000000000003,6.2,1.8,1.8,0.0,6.3999999999999995
00118,6.3999999999999995,4.4,3.6,0.0,1.8,4.4,0.0,3.6,9.2,5.4,0.0,7.0,1.6,7.6000000000000005
00119,2.8000000000000003,1.8,6.3999999999999995,1.8,7.2,6.2,0.0,3.6,18.0,5.4,0.0,6.2,4.4,8.2
00120,6.3999999999999995,1.8,5.4,3.4,0.0,3.6,2.0,3.6,4.4,1.8,0.0,4.8,0.0,9.0
00121,3.6,2.8000000000000003,4.6,0.0,13.8,5.4,0.0,0.0,3.6,4.6,0.8,7.4,5.4,2.6
00122,4.6,5.6000000000000005,2.8000000000000003,1.8,9.0,2.0,1.8,7.2,13.0,5.6000000000000005,5.4,4.8,3.8000000000000003,2.0
00123,0.0,1.8,3.6,1.8,0.0,1.8,0.0,0.0,5.4,1.6,1.8,5.0,6.3999999999999995,0.0
00124,1.8,2.8000000000000003,4.4,0.0,1.8,0.0,0.0,5.4,5.0,5.6000000000000005,0.0,5.6000000000000005,0.0,7.6000000000000005
00125,3.6,1.8,3.6,0.0,1.8,4.4,0.0,0.0,0.0,4.6,5.6000000000000005,4.4,0.0,5.4
00126,1.8,2.8000000000000003,3.6,7.2,1.8,4.6,0.0,3.8000000000000003,1.0,7.2,1.8,4.8,0.0,3.8000000000000003
00127,4.6,5.4,12.4,0.0,0.0,5.6000000000000005,0.0,0.0,3.6,6.0,0.0,5.2,1.8,1.8
00128,1.0,3.8000000000000003,6.2,1.8,0.0,0.0,0.0,0.0,2.0,5.2,4.4,2.6,1.8,0.0
00129,1.8,1.0,3.4,1.8,6.0,0.0,0.0,0.0,10.8,1.8,8.0,4.6,5.4,0.0
00130,0.8,1.8,1.8,0.0,0.0,5.2,0.0,2.6,10.8,8.2,3.6,7.2,8.6,8.0
00131,4.4,5.2,1.8,0.0,0.0,2.8000000000000003,0.0,3.6,4.6,9.4,0.0,5.4,2.0,12.000000000000002
00132,5.2,4.2,5.4,2.0,6.2,1.0,3.6,0.0,1.8,3.8000000000000003,1.6,2.6,2.6,0.0
00133,0.8,1.8,1.0,1.8,3.6,4.6,0.0,3.8000000000000003,1.8,12.000000000000002,3.6,7.2,0.0,0.0
00134,6.3999999999999995,3.6,3.6,0.0,0.0,2.8000000000000003,0.0,4.2,10.0,6.2,3.6,7.6000000000000005,6.0,6.0
00135,1.8,1.8,2.8000000000000003,0.0,0.0,7.2,0.0,1.8,0.0,7.4,0.0,3.6,1.8,0.0
00136,3.6,6.3999999999999995,8.4,0.0,11.0,10.200000000000001,0.0,1.0,5.4,12.200000000000001,1.8,8.2,7.2,0.0
00137,1.0,3.6,3.6,2.6,1.0,5.0,0.0,7.2,8.0,3.6,6.2,3.4,3.0,11.8
00138,4.6,4.6,2.8000000000000003,2.0,2.8000000000000003,2.8000000000000003,0.0,1.8,2.8000000000000003,5.800000000000001,0.0,3.6,2.0,10.0
00139,1.0,2.8000000000000003,4.4,3.6,1.8,4.2,0.8,1.8,12.000000000000002,9.8,1.8,10.200000000000001,1.0,6.8
00140,0.0,0.8,6.2,0.0,0.8,4.4,0.0,4.4,5.4,2.8000000000000003,1.8,4.2,1.8,3.4
00141,2.8000000000000003,2.6,2.6,1.0,7.4,0.0,0.0,0.0,0.0,1.8,0.0,0.0,1.0,0.0
00143,0.0,0.0,5.6000000000000005,2.0,3.6,2.8000000000000003,0.0,0.0,0.0,7.0,8.2,8.0,8.2,0.0
00144,3.4,2.4000000000000004,5.2,3.6,3.4,6.3999999999999995,1.8,3.6,5.4,9.2,5.4,6.6,10.8,3.6
00145,1.8,2.6,9.2,0.0,0.0,3.6,0.0,15.600000000000001,8.0,4.6,16.2,6.3999999999999995,2.8000000000000003,10.0
00146,2.6,3.8000000000000003,8.0,0.0,0.0,2.6,0.0,1.8,8.2,4.4,0.0,5.6000000000000005,10.0,5.2
00147,0.0,0.8,1.8,0.0,3.6,6.2,1.0,7.2,9.0,8.2,5.4,3.8000000000000003,5.6000000000000005,5.4
00148,0.0,0.0,1.8,2.8000000000000003,0.0,0.0,0.0,0.0,0.0,3.6,0.0,0.0,0.0,0.0
00149,1.0,3.6,6.3999999999999995,0.0,1.8,4.0,0.0,2.6,3.0,3.6,0.0,7.4,0.0,4.6
00150,0.0,2.6,2.8000000000000003,1.8,6.3999999999999995,4.4,0.0,0.8,9.8,11.8,4.6,7.2,0.0,3.6
00151,0.8,1.8,4.6,0.0,1.8,1.8,0.0,8.2,5.4,7.4,0.0,5.2,4.2,0.0
00152,0.8,2.4000000000000004,3.4,0.0,1.8,3.6,0.0,3.0,9.2,1.8,1.8,5.4,0.0,3.6
00153,2.8000000000000003,0.8,3.4,0.0,0.0,3.6,0.0,0.0,0.8,4.6,0.0,7.2,5.2,0.0
00154,5.6000000000000005,2.8000000000000003,5.4,0.0,0.0,3.6,0.0,0.0,0.0,6.0,0.0,2.6,0.0,5.6
00155,2.6,0.0,1.8,0.0,0.0,6.3999999999999995,0.0,7.0,3.6,4.6,1.0,1.6,0.0,3.6
00156,1.8,1.8,4.4,0.0,0.0,2.6,0.0,6.2,0.8,2.8000000000000003,1.0,9.2,9.8,2.4000000000000004
00157,1.8,0.0,1.8,0.0,0.0,2.8000000000000003,0.0,0.0,0.0,5.4,1.8,3.0,0.0,0.8
00158,3.8000000000000003,2.8000000000000003,4.6,0.0,8.4,2.6,0.0,0.0,4.4,1.8,0.0,6.3999999999999995,0.0,0.0
00159,7.2,4.6,7.2,0.0,5.4,7.2,3.6,5.6000000000000005,4.6,2.8000000000000003,6.2,6.2,7.4,10.8
00160,1.8,4.4,3.6,0.0,0.0,6.3999999999999995,0.0,1.8,4.6,6.6,5.6000000000000005,5.6000000000000005,2.0,5.4
00161,3.6,4.4,2.6,0.0,0.0,4.4,0.0,7.0,11.600000000000001,11.600000000000001,8.8,9.8,8.8,5.6000000000000005
00162,0.8,0.8,4.6,0.0,1.8,5.2,0.0,5.4,7.2,5.6000000000000005,0.0,7.6000000000000005,7.4,1.0
00163,1.8,0.0,2.6,9.0,4.2,7.4,0.0,2.6,0.0,7.0,0.0,5.6000000000000005,2.0,0.0
00164,2.0,7.4,5.6000000000000005,0.0,0.0,4.0,0.0,6.2,3.6,7.2,1.0,7.0,3.0,6.2
00165,4.6,3.8000000000000003,8.0,0.0,0.0,3.6,0.0,5.4,9.0,6.3999999999999995,1.8,10.0,4.2,5.4
00166,6.6,4.0,8.4,5.4,10.8,4.8,0.0,4.4,3.6,7.2,7.2,3.6,3.0,1.0
00167,0.8,1.8,6.2,0.0,0.0,4.4,0.0,1.8,3.6,2.8000000000000003,0.0,9.6,0.0,6.3999999999999995
00168,1.8,1.8,4.6,0.0,0.0,6.6,0.0,2.8000000000000003,4.8,4.6,7.0,4.6,6.3999999999999995,5.4
00169,3.6,5.4,5.4,0.0,1.8,7.4,2.0,0.0,2.4000000000000004,6.3999999999999995,1.6,4.6,0.8,0.8
00170,2.8000000000000003,0.0,4.6,0.0,2.8000000000000003,0.0,0.0,0.0,5.4,5.2,1.8,3.6,2.0,0.0
00171,1.0,2.8000000000000003,2.8000000000000003,4.8,1.8,3.8000000000000003,0.0,3.6,7.4,10.0,1.8,7.4,0.0,0.0
00172,1.8,0.0,2.8000000000000003,0.0,0.0,3.8000000000000003,0.0,0.0,0.0,3.8000000000000003,1.8,4.6,5.4,0.0
00173,1.0,1.8,1.8,1.0,0.8,8.4,0.0,3.0,2.6,9.2,1.8,6.3999999999999995,10.200000000000001,1.0
00175,1.8,1.8,1.8,3.6,2.6,8.2,1.8,0.0,4.4,3.8000000000000003,3.6,6.3999999999999995,3.0,0.0
00176,2.8000000000000003,1.0,4.6,0.0,3.6,6.3999999999999995,0.0,1.8,0.0,2.0,0.0,5.800000000000001,5.2,0.0
00177,5.4,7.0,4.4,0.0,0.0,2.6,0.0,1.8,3.8000000000000003,4.6,0.0,2.8000000000000003,4.4,0.0
00178,1.0,1.8,3.6,0.0,0.0,4.6,3.6,0.0,6.2,7.0,0.0,5.4,1.8,0.8
00179,3.6,2.8000000000000003,4.6,0.0,1.8,3.8000000000000003,0.0,2.6,1.8,3.8000000000000003,0.0,8.0,8.0,5.6000000000000005
00180,1.8,1.8,4.4,0.0,0.8,4.8,0.0,7.4,1.8,3.8000000000000003,0.0,7.0,0.0,13.6
00181,2.8000000000000003,1.8,3.6,0.0,6.3999999999999995,3.8000000000000003,0.0,5.2,4.2,4.6,0.0,1.0,5.2,3.6
00182,1.0,0.0,4.6,1.8,3.6,3.6,0.0,3.4,7.4,5.6000000000000005,6.3999999999999995,6.3999999999999995,1.8,1.8
00183,1.0,2.6,3.6,7.2,10.0,3.6,0.0,1.0,11.600000000000001,4.4,0.8,2.6,5.2,0.0
00184,4.6,2.6,6.2,0.0,9.0,5.6000000000000005,5.800000000000001,1.8,11.8,8.8,0.0,5.6000000000000005,10.0,5.6000000000000005
00185,6.0,5.800000000000001,6.8,2.8000000000000003,5.4,4.6,1.8,0.0,4.6,1.8,7.6000000000000005,3.8000000000000003,5.4,0.0
00186,2.8000000000000003,1.8,2.0,0.0,0.0,6.2,0.0,6.8,5.4,6.2,1.0,6.2,4.2,7.2
00187,4.4,5.4,6.3999999999999995,0.0,0.0,6.2,0.0,2.0,1.0,9.0,0.0,5.2,0.0,2.4000000000000004
00188,2.8000000000000003,0.8,1.8,1.8,4.6,9.4,0.0,0.0,0.8,7.2,0.0,3.6,3.6,0.0
00189,1.0,1.0,2.8000000000000003,0.0,3.6,4.6,0.0,6.2,10.8,7.6000000000000005,5.4,2.6,7.2,12.200000000000001
00190,1.8,0.0,2.8000000000000003,0.0,0.0,5.0,0.0,7.4,1.8,2.0,0.0,5.6000000000000005,2.8000000000000003,6.0
00191,9.8,3.8000000000000003,4.6,0.0,0.0,1.0,0.0,4.4,5.4,3.6,1.0,5.4,13.0,9.6
00192,5.800000000000001,2.8000000000000003,5.800000000000001,1.0,1.8,7.0,0.0,0.0,7.2,5.4,0.0,8.2,0.8,12.000000000000002
00193,1.8,1.0,2.8000000000000003,0.0,1.0,6.0,0.0,0.8,1.8,4.6,3.6,7.2,8.6,0.0
00194,1.0,0.0,2.8000000000000003,2.6,0.8,4.8,0.0,0.0,4.6,1.8,9.0,3.6,0.0,0.0
00195,1.0,2.8000000000000003,4.6,1.0,0.0,1.6,0.0,0.0,3.6,3.6,3.6,7.2,2.6,0.0
00196,0.0,4.4,1.8,1.0,0.0,2.6,0.0,3.6,11.600000000000001,5.4,1.8,4.6,7.4,3.6
00197,6.2,3.6,2.6,0.0,6.8,6.3999999999999995,0.0,7.2,10.200000000000001,4.6,3.8000000000000003,5.6000000000000005,9.6,0.0
00198,1.8,1.0,7.2,1.8,1.0,4.8,0.0,0.0,3.0,9.4,3.4,4.4,4.2,1.8
00199,2.0,3.0,0.0,0.0,5.4,6.3999999999999995,2.6,0.0,0.0,7.4,1.8,8.2,3.6,1.8
00200,2.6,2.6,4.4,5.2,0.0,8.2,0.0,0.0,0.0,6.6,0.0,2.4000000000000004,1.0,0.0
00201,2.6,3.6,3.6,0.0,0.0,3.6,0.0,5.4,7.2,7.2,0.8,8.0,3.6,0.0
00202,2.0,1.8,3.6,0.0,0.0,2.6,3.6,6.3999999999999995,5.4,8.4,3.0,6.8,9.2,10.0
00203,1.8,0.0,1.8,0.0,4.4,6.3999999999999995,1.8,0.0,5.4,1.8,0.8,7.4,0.0,0.0
00204,2.8000000000000003,0.8,4.6,0.0,2.6,1.8,0.0,0.0,1.0,0.8,2.8000000000000003,7.4,6.2,0.0
00205,0.0,0.8,0.8,1.0,3.6,4.0,0.0,1.6,10.8,4.4,1.8,6.2,0.0,0.0
